event,found,delta_s,delta_w,n_hits,reason
6159.0,False,,,27,no valid outer-layer seed pairs
6164.0,False,,,24,no exact8 plane survived
6169.0,False,,,30,no valid outer-layer seed pairs
6171.0,False,,,25,no valid outer-layer seed pairs
6193.0,False,,,21,no valid outer-layer seed pairs
6202.0,False,,,24,no valid outer-layer seed pairs
6218.0,False,,,27,no exact8 plane survived
6220.0,False,,,28,no valid outer-layer seed pairs
6227.0,False,,,25,no exact8 plane survived
6231.0,False,,,25,no valid outer-layer seed pairs
6234.0,False,,,24,no valid outer-layer seed pairs
6245.0,False,,,22,no exact8 plane survived
6261.0,False,,,23,no valid outer-layer seed pairs
6279.0,False,,,25,no valid outer-layer seed pairs
6287.0,False,,,25,no valid outer-layer seed pairs
6290.0,False,,,25,no valid outer-layer seed pairs
6309.0,False,,,28,no valid outer-layer seed pairs
6317.0,False,,,31,no valid outer-layer seed pairs
6325.0,False,,,26,no valid outer-layer seed pairs
6333.0,False,,,27,no exact8 plane survived
6334.0,False,,,25,no valid outer-layer seed pairs
6350.0,False,,,25,no valid outer-layer seed pairs
6351.0,False,,,29,no exact8 plane survived
6357.0,False,,,19,no valid outer-layer seed pairs
6361.0,False,,,28,no valid outer-layer seed pairs
6363.0,False,,,23,no valid outer-layer seed pairs
6364.0,False,,,25,no valid outer-layer seed pairs
6370.0,False,,,25,no exact8 plane survived
6376.0,False,,,22,no exact8 plane survived
6390.0,False,,,27,no valid outer-layer seed pairs
6399.0,False,,,22,no exact8 plane survived
6400.0,False,,,25,no valid outer-layer seed pairs
6404.0,False,,,22,no valid outer-layer seed pairs
6407.0,False,,,25,no exact8 plane survived
6422.0,False,,,26,no valid outer-layer seed pairs
6436.0,False,,,23,no valid outer-layer seed pairs
6438.0,False,,,21,no exact8 plane survived
6440.0,False,,,23,no valid outer-layer seed pairs
6462.0,False,,,21,no valid outer-layer seed pairs
6476.0,False,,,24,no valid outer-layer seed pairs
6491.0,False,,,26,no valid outer-layer seed pairs
6493.0,False,,,22,no valid outer-layer seed pairs
6519.0,False,,,27,no valid outer-layer seed pairs
6526.0,True,0.00426543125649134,2.162584071218784,26,
6529.0,False,,,26,no valid outer-layer seed pairs
6546.0,False,,,21,no valid outer-layer seed pairs
6550.0,False,,,23,no valid outer-layer seed pairs
6552.0,False,,,27,no valid outer-layer seed pairs
6553.0,False,,,28,no valid outer-layer seed pairs
6557.0,False,,,25,no exact8 plane survived
6558.0,False,,,23,no valid outer-layer seed pairs
6563.0,False,,,27,no exact8 plane survived
6568.0,False,,,22,no valid outer-layer seed pairs
6590.0,False,,,25,no valid outer-layer seed pairs
6660.0,False,,,26,no exact8 plane survived
6692.0,False,,,29,no exact8 plane survived
6700.0,False,,,26,no valid outer-layer seed pairs
6714.0,False,,,27,no valid outer-layer seed pairs
6715.0,False,,,29,no valid outer-layer seed pairs
6767.0,False,,,30,no valid outer-layer seed pairs
6780.0,False,,,29,no valid outer-layer seed pairs
6787.0,False,,,21,no valid outer-layer seed pairs
6799.0,False,,,23,no valid outer-layer seed pairs
6802.0,False,,,26,no valid outer-layer seed pairs
6818.0,False,,,23,no valid outer-layer seed pairs
6823.0,False,,,25,no valid outer-layer seed pairs
6825.0,False,,,28,no valid outer-layer seed pairs
6829.0,False,,,22,no valid outer-layer seed pairs
6842.0,False,,,25,no exact8 plane survived
6849.0,False,,,29,no valid outer-layer seed pairs
6885.0,False,,,22,no valid outer-layer seed pairs
6898.0,False,,,20,no exact8 plane survived
6900.0,False,,,24,no valid outer-layer seed pairs
6909.0,False,,,24,no valid outer-layer seed pairs
6922.0,False,,,24,no exact8 plane survived
6924.0,False,,,22,no valid outer-layer seed pairs
6931.0,False,,,23,no exact8 plane survived
6940.0,False,,,22,no valid outer-layer seed pairs
6945.0,False,,,29,no valid outer-layer seed pairs
6946.0,False,,,23,no valid outer-layer seed pairs
6947.0,False,,,26,no exact8 plane survived
6979.0,False,,,22,no exact8 plane survived
6992.0,False,,,24,no exact8 plane survived
7027.0,False,,,22,no valid outer-layer seed pairs
7035.0,False,,,26,no valid outer-layer seed pairs
7037.0,False,,,19,no valid outer-layer seed pairs
7043.0,False,,,30,no exact8 plane survived
7045.0,False,,,21,no valid outer-layer seed pairs
7046.0,True,0.008701608524284728,4.618894682469778,25,
7047.0,False,,,29,no exact8 plane survived
7053.0,False,,,21,no valid outer-layer seed pairs
7059.0,False,,,27,no valid outer-layer seed pairs
7066.0,False,,,26,no exact8 plane survived
7091.0,False,,,28,no exact8 plane survived
7133.0,False,,,29,no valid outer-layer seed pairs
7136.0,False,,,21,no valid outer-layer seed pairs
7146.0,False,,,29,no valid outer-layer seed pairs
7155.0,False,,,30,no valid outer-layer seed pairs
7172.0,False,,,24,no valid outer-layer seed pairs
7179.0,False,,,21,no valid outer-layer seed pairs
7188.0,True,0.002456263944786485,3.8736008203115198,24,
7192.0,False,,,18,no valid outer-layer seed pairs
7206.0,False,,,23,no exact8 plane survived
7211.0,False,,,28,no valid outer-layer seed pairs
7252.0,False,,,19,no valid outer-layer seed pairs
7281.0,False,,,23,no valid outer-layer seed pairs
7294.0,False,,,25,no valid outer-layer seed pairs
7306.0,False,,,23,no valid outer-layer seed pairs
7307.0,False,,,27,no valid outer-layer seed pairs
7308.0,False,,,25,no valid outer-layer seed pairs
7326.0,False,,,26,no exact8 plane survived
7327.0,False,,,25,no exact8 plane survived
7329.0,False,,,26,no valid outer-layer seed pairs
7331.0,True,0.0004985215225133939,1.0884362529471507,25,
7336.0,False,,,28,no valid outer-layer seed pairs
7337.0,False,,,21,no valid outer-layer seed pairs
7351.0,False,,,22,no valid outer-layer seed pairs
7364.0,False,,,24,no exact8 plane survived
7385.0,False,,,26,no valid outer-layer seed pairs
7387.0,False,,,25,no valid outer-layer seed pairs
7424.0,False,,,20,no exact8 plane survived
7428.0,False,,,28,no exact8 plane survived
7430.0,False,,,24,no exact8 plane survived
7446.0,False,,,29,no exact8 plane survived
7468.0,False,,,24,no valid outer-layer seed pairs
7494.0,False,,,29,no valid outer-layer seed pairs
7500.0,False,,,24,no valid outer-layer seed pairs
7509.0,False,,,25,no valid outer-layer seed pairs
7528.0,False,,,22,no valid outer-layer seed pairs
7533.0,False,,,23,no valid outer-layer seed pairs
7541.0,False,,,22,no exact8 plane survived
7553.0,False,,,24,no valid outer-layer seed pairs
7582.0,False,,,34,no valid outer-layer seed pairs
7586.0,False,,,22,no exact8 plane survived
7590.0,False,,,22,no exact8 plane survived
7592.0,False,,,24,no valid outer-layer seed pairs
7599.0,False,,,24,no exact8 plane survived
7608.0,True,0.005841769326454061,2.531864737292562,26,
7626.0,False,,,25,no valid outer-layer seed pairs
7635.0,False,,,23,no valid outer-layer seed pairs
7650.0,False,,,21,no valid outer-layer seed pairs
7651.0,False,,,31,no valid outer-layer seed pairs
7675.0,False,,,23,no valid outer-layer seed pairs
7682.0,False,,,22,no valid outer-layer seed pairs
7697.0,False,,,26,no exact8 plane survived
7708.0,False,,,26,no valid outer-layer seed pairs
7716.0,False,,,28,no valid outer-layer seed pairs
7721.0,False,,,24,no valid outer-layer seed pairs
7724.0,False,,,26,no valid outer-layer seed pairs
7739.0,False,,,24,no valid outer-layer seed pairs
7746.0,True,0.011921341207807933,3.5909927856373764,26,
7753.0,False,,,22,no valid outer-layer seed pairs
7768.0,False,,,22,no valid outer-layer seed pairs
7770.0,False,,,24,no valid outer-layer seed pairs
7779.0,False,,,27,no valid outer-layer seed pairs
7797.0,False,,,22,no valid outer-layer seed pairs
7800.0,True,0.0014518178585382056,1.7453079734441144,22,
7825.0,False,,,24,no exact8 plane survived
7827.0,False,,,27,no valid outer-layer seed pairs
7838.0,False,,,21,no valid outer-layer seed pairs
7853.0,False,,,30,no valid outer-layer seed pairs
7860.0,False,,,29,no valid outer-layer seed pairs
7861.0,False,,,21,no valid outer-layer seed pairs
7872.0,False,,,25,no valid outer-layer seed pairs
7874.0,False,,,24,no exact8 plane survived
7890.0,False,,,27,no valid outer-layer seed pairs
7892.0,False,,,26,no valid outer-layer seed pairs
7910.0,False,,,27,no valid outer-layer seed pairs
7916.0,False,,,26,no valid outer-layer seed pairs
7918.0,False,,,22,no valid outer-layer seed pairs
7922.0,False,,,24,no valid outer-layer seed pairs
7923.0,True,0.013396228726914964,4.524474643475729,28,
7953.0,False,,,24,no valid outer-layer seed pairs
7972.0,False,,,25,no valid outer-layer seed pairs
7975.0,False,,,21,no valid outer-layer seed pairs
7982.0,False,,,25,no exact8 plane survived
7987.0,False,,,26,no valid outer-layer seed pairs
7993.0,False,,,27,no exact8 plane survived
8000.0,False,,,26,no valid outer-layer seed pairs
8031.0,False,,,22,no exact8 plane survived
8038.0,False,,,21,no valid outer-layer seed pairs
8066.0,False,,,26,no valid outer-layer seed pairs
8073.0,False,,,22,no valid outer-layer seed pairs
8092.0,True,0.0005629468046669294,0.7878517234757121,21,
8111.0,False,,,28,no valid outer-layer seed pairs
8119.0,False,,,21,no valid outer-layer seed pairs
8124.0,False,,,28,no valid outer-layer seed pairs
8125.0,True,0.008729689388895566,3.8518285773370615,24,
8126.0,False,,,22,no exact8 plane survived
8166.0,False,,,25,no exact8 plane survived
8190.0,True,0.025993321195706957,5.033482490162525,23,
8200.0,True,0.0011027876059512224,2.104996609828094,24,
8219.0,False,,,24,no valid outer-layer seed pairs
8224.0,False,,,21,no valid outer-layer seed pairs
8228.0,False,,,27,no valid outer-layer seed pairs
8229.0,False,,,22,no exact8 plane survived
8231.0,False,,,22,no valid outer-layer seed pairs
8239.0,False,,,30,no exact8 plane survived
8242.0,False,,,23,no valid outer-layer seed pairs
8255.0,False,,,30,no valid outer-layer seed pairs
8276.0,False,,,29,no valid outer-layer seed pairs
8289.0,False,,,21,no valid outer-layer seed pairs
8293.0,False,,,25,no exact8 plane survived
8314.0,False,,,28,no valid outer-layer seed pairs
8329.0,False,,,29,no valid outer-layer seed pairs
8330.0,False,,,26,no exact8 plane survived
8334.0,False,,,29,no valid outer-layer seed pairs
8354.0,False,,,26,no valid outer-layer seed pairs
8356.0,False,,,25,no valid outer-layer seed pairs
8365.0,False,,,25,no valid outer-layer seed pairs
8378.0,False,,,24,no valid outer-layer seed pairs
8401.0,False,,,23,no exact8 plane survived
8405.0,False,,,22,no valid outer-layer seed pairs
8443.0,False,,,23,no valid outer-layer seed pairs
8449.0,False,,,19,no valid outer-layer seed pairs
8458.0,False,,,29,no valid outer-layer seed pairs
8461.0,False,,,24,no valid outer-layer seed pairs
8463.0,False,,,31,no valid outer-layer seed pairs
8472.0,False,,,23,no valid outer-layer seed pairs
8505.0,False,,,24,no valid outer-layer seed pairs
8518.0,False,,,25,no valid outer-layer seed pairs
8545.0,False,,,22,no exact8 plane survived
8554.0,False,,,20,no valid outer-layer seed pairs
8572.0,False,,,21,no valid outer-layer seed pairs
8587.0,False,,,23,no valid outer-layer seed pairs
8612.0,False,,,26,no valid outer-layer seed pairs
8620.0,False,,,25,no valid outer-layer seed pairs
8622.0,False,,,26,no valid outer-layer seed pairs
8634.0,False,,,28,no valid outer-layer seed pairs
8666.0,False,,,27,no valid outer-layer seed pairs
8671.0,True,0.00868316306194483,3.180708593094196,27,
8685.0,False,,,25,no valid outer-layer seed pairs
8693.0,False,,,34,no valid outer-layer seed pairs
8695.0,False,,,30,no valid outer-layer seed pairs
8705.0,False,,,23,no valid outer-layer seed pairs
8721.0,False,,,19,no valid outer-layer seed pairs
8722.0,False,,,21,no valid outer-layer seed pairs
8772.0,False,,,21,no valid outer-layer seed pairs
8794.0,False,,,25,no valid outer-layer seed pairs
8799.0,False,,,32,no exact8 plane survived
8810.0,False,,,22,no valid outer-layer seed pairs
8811.0,False,,,27,no valid outer-layer seed pairs
8825.0,False,,,34,no valid outer-layer seed pairs
8833.0,False,,,24,no valid outer-layer seed pairs
8837.0,False,,,27,no exact8 plane survived
8855.0,False,,,22,no valid outer-layer seed pairs
8863.0,False,,,25,no valid outer-layer seed pairs
8870.0,False,,,19,no valid outer-layer seed pairs
8882.0,False,,,22,no valid outer-layer seed pairs
8883.0,False,,,25,no valid outer-layer seed pairs
8916.0,False,,,26,no valid outer-layer seed pairs
8926.0,False,,,22,no valid outer-layer seed pairs
8965.0,False,,,27,no exact8 plane survived
8973.0,False,,,22,no valid outer-layer seed pairs
8981.0,False,,,20,no valid outer-layer seed pairs
8984.0,False,,,24,no valid outer-layer seed pairs
8991.0,False,,,33,no valid outer-layer seed pairs
9005.0,False,,,23,no valid outer-layer seed pairs
9019.0,False,,,22,no valid outer-layer seed pairs
9026.0,False,,,29,no valid outer-layer seed pairs
9033.0,False,,,24,no exact8 plane survived
9036.0,False,,,31,no valid outer-layer seed pairs
9059.0,False,,,25,no valid outer-layer seed pairs
9065.0,False,,,26,no valid outer-layer seed pairs
9085.0,False,,,27,no exact8 plane survived
9090.0,False,,,28,no exact8 plane survived
9091.0,True,0.006689527955868136,4.386320863141905,25,
9105.0,False,,,25,no valid outer-layer seed pairs
9106.0,False,,,25,no valid outer-layer seed pairs
9113.0,False,,,23,no valid outer-layer seed pairs
9114.0,False,,,27,no valid outer-layer seed pairs
9116.0,False,,,23,no exact8 plane survived
9118.0,False,,,23,no exact8 plane survived
9140.0,False,,,22,no valid outer-layer seed pairs
9171.0,False,,,23,no valid outer-layer seed pairs
9209.0,True,0.005709171315354883,3.2436652130927226,21,
9234.0,False,,,22,no exact8 plane survived
9236.0,False,,,24,no exact8 plane survived
9239.0,False,,,28,no valid outer-layer seed pairs
9270.0,False,,,22,no valid outer-layer seed pairs
9272.0,False,,,27,no exact8 plane survived
9278.0,False,,,30,no exact8 plane survived
9280.0,False,,,21,no valid outer-layer seed pairs
9290.0,False,,,30,no valid outer-layer seed pairs
9293.0,False,,,24,no valid outer-layer seed pairs
9296.0,False,,,21,no valid outer-layer seed pairs
9329.0,False,,,28,no valid outer-layer seed pairs
9346.0,False,,,28,no valid outer-layer seed pairs
9351.0,True,0.01495037344821815,3.9696569878354584,27,
9355.0,False,,,22,no valid outer-layer seed pairs
9367.0,False,,,24,no valid outer-layer seed pairs
9383.0,False,,,31,no valid outer-layer seed pairs
9385.0,False,,,29,no valid outer-layer seed pairs
9386.0,False,,,30,no valid outer-layer seed pairs
9398.0,False,,,28,no valid outer-layer seed pairs
9414.0,False,,,25,no exact8 plane survived
9415.0,False,,,26,no valid outer-layer seed pairs
9420.0,False,,,25,no valid outer-layer seed pairs
9439.0,False,,,26,no exact8 plane survived
9441.0,False,,,24,no valid outer-layer seed pairs
9452.0,False,,,26,no valid outer-layer seed pairs
9458.0,False,,,22,no valid outer-layer seed pairs
9463.0,False,,,24,no exact8 plane survived
9472.0,False,,,20,no valid outer-layer seed pairs
9495.0,False,,,26,no valid outer-layer seed pairs
9501.0,True,0.0076108470383181945,2.762809052683808,29,
9502.0,False,,,22,no exact8 plane survived
9550.0,False,,,41,no exact8 plane survived
9554.0,False,,,34,no valid outer-layer seed pairs
9565.0,False,,,22,no valid outer-layer seed pairs
9594.0,False,,,27,no valid outer-layer seed pairs
9601.0,False,,,31,no valid outer-layer seed pairs
9603.0,False,,,23,no valid outer-layer seed pairs
9629.0,False,,,23,no valid outer-layer seed pairs
9640.0,False,,,26,no valid outer-layer seed pairs
9651.0,False,,,26,no exact8 plane survived
9657.0,False,,,24,no exact8 plane survived
9669.0,False,,,25,no exact8 plane survived
9698.0,False,,,25,no valid outer-layer seed pairs
9703.0,False,,,25,no valid outer-layer seed pairs
9705.0,False,,,22,no valid outer-layer seed pairs
9718.0,False,,,32,no exact8 plane survived
9722.0,False,,,24,no exact8 plane survived
9728.0,False,,,27,no exact8 plane survived
9733.0,False,,,30,no valid outer-layer seed pairs
9748.0,False,,,29,no valid outer-layer seed pairs
9756.0,False,,,25,no valid outer-layer seed pairs
9757.0,False,,,28,no valid outer-layer seed pairs
9760.0,False,,,23,no exact8 plane survived
9769.0,False,,,26,no valid outer-layer seed pairs
9771.0,False,,,27,no exact8 plane survived
9779.0,False,,,28,no valid outer-layer seed pairs
9789.0,False,,,22,no exact8 plane survived
9802.0,False,,,23,no exact8 plane survived
9821.0,False,,,28,no exact8 plane survived
9855.0,False,,,29,no exact8 plane survived
9856.0,False,,,25,no valid outer-layer seed pairs
9896.0,False,,,29,no valid outer-layer seed pairs
9907.0,False,,,29,no valid outer-layer seed pairs
9908.0,False,,,22,no valid outer-layer seed pairs
9909.0,False,,,20,no valid outer-layer seed pairs
9933.0,False,,,24,no valid outer-layer seed pairs
9935.0,False,,,25,no exact8 plane survived
9949.0,True,0.011642688706211855,3.4980914999623036,26,
9962.0,False,,,23,no valid outer-layer seed pairs
9964.0,False,,,27,no valid outer-layer seed pairs
9967.0,False,,,22,no valid outer-layer seed pairs
9979.0,False,,,26,no valid outer-layer seed pairs
9996.0,False,,,26,no exact8 plane survived
