event,final_ds_mm,final_dw_mm,n_hits
4510.0,0.20580874847877048,1.1799182679229778,15
4543.0,0.27386567893855795,4.457146932424589,14
4556.0,0.24424338481875835,3.085703680384349,15
4568.0,0.15798092911063244,4.340799715463715,14
4572.0,0.17693442854229605,3.6102355286373884,14
4573.0,0.22669223344684575,1.3045470509719308,13
4625.0,0.1715471419841017,3.1336457347802997,14
4632.0,0.23875338684862618,4.6020682127994315,14
4648.0,0.09993586383987521,6.334272097429319,8
4687.0,0.12451807641154573,2.9063612127437914,13
4729.0,0.23578965286082978,1.6394944339982267,14
4730.0,0.20404658333899292,3.671668775319948,14
4736.0,0.19692221317024697,3.9287941398021364,15
4768.0,0.21439130649837998,3.9112946355724962,14
4790.0,0.0018267903387129865,7.235051237648639,4
4792.0,0.2615934735605517,2.186662438643711,14
4800.0,0.21974388968819134,2.437979376554903,15
4806.0,0.18329018023581703,4.056364808228642,15
4820.0,0.25401985057052795,4.5711264289622395,15
4835.0,0.22410068859906068,1.7412552422798395,15
4872.0,0.1840115979192015,3.1946662072900063,14
4904.0,0.21564371904330534,4.680681727814058,16
4949.0,0.22510539736526253,2.204622881694819,14
4960.0,0.15277985491304677,3.638032923507536,14
4968.0,0.20377316251771463,4.848631183422882,12
4998.0,0.24250318902571674,4.809467497535538,14
5001.0,0.1654147106810909,4.576332618229293,13
5052.0,0.21053717407527714,4.055749841090822,14
5064.0,0.22457355331409573,2.4422376527492977,16
5067.0,0.24819835845000585,1.7658445034498798,15
5076.0,0.27583327167397753,3.744953462287938,15
5108.0,0.2582552727715301,2.2436958992590696,14
5123.0,0.17148803758345496,2.0215776651349238,16
5129.0,0.18976032892697658,2.9481548333714858,14
5139.0,0.19424258207847253,3.6082342397956406,13
5157.0,0.16783190427541314,3.3601485291583795,15
5168.0,0.155871870651337,3.3488778588286787,13
5182.0,0.24813303590911417,4.852571819344203,14
5190.0,0.289340941737261,4.268331660813301,13
5212.0,0.2383865954420072,1.6460321835147809,12
5215.0,0.21931438520552876,3.399419559411032,14
5225.0,0.1634316759110652,3.091695920930556,15
5246.0,0.20974542718225583,4.502339056906233,13
5249.0,0.16505390803253592,2.1055529367172454,13
5257.0,0.26289682127021885,4.363097477319056,15
5275.0,0.132260618939455,4.665687515974949,13
5303.0,0.20552253342028945,2.9356417223279987,12
5347.0,0.1079865269936612,2.990033833228514,15
5401.0,0.10703024463590875,3.9321423961906214,15
5413.0,0.2421933895297364,1.0889599750118686,16
5432.0,0.17228289840102182,2.6402498287276877,15
5436.0,0.2502627223582556,4.422419579524958,13
5446.0,0.20456084564506563,3.8486880041254112,14
5506.0,0.1912338698184408,2.3198465094852767,15
5517.0,0.211077007878896,3.857473082689318,16
5569.0,0.14551131418459293,2.725393021355818,14
5571.0,0.1579579236510086,4.369572930514902,12
5573.0,0.13349819983179326,3.785432822355397,15
5581.0,0.22015441617168446,3.8943170439298407,15
5614.0,0.16044637049562233,4.683786489223279,14
5619.0,0.12998507494666092,4.061086149916584,15
5622.0,0.15399094774428204,3.189148983520513,12
5630.0,0.20962516591512156,4.069391220841794,16
5648.0,0.18692877515703413,3.8585719239940346,13
5677.0,0.2589533189953326,1.302062574727167,15
5694.0,0.12113177415890748,4.021213283659586,14
5718.0,0.19623446365159722,3.9484990816887455,15
5730.0,0.20711817049316697,4.778821258743901,16
5744.0,0.2994567162442872,3.9229030472984405,15
5781.0,0.18723864825865175,4.26048779376547,12
5784.0,0.16673323170042476,2.6873128975927063,13
5830.0,0.17413687805705,4.732211485199991,13
