event,photon_pT,weight,found,delta_s,delta_w,n_hits,reason
358.0,1.332439773958756,0.01,False,,,16,no valid outer-layer seed pairs
361.0,15.632340671025387,0.01,False,,,15,no valid outer-layer seed pairs
364.0,3.19625728530995,0.01,False,,,16,no valid outer-layer seed pairs
365.0,4.693587622620036,0.01,False,,,15,no valid outer-layer seed pairs
366.0,31.56979472120835,0.01,False,,,15,no exact8 plane survived
369.0,33.57910418719522,0.01,False,,,15,no exact8 plane survived
371.0,10.607340164354666,0.01,False,,,15,no valid outer-layer seed pairs
372.0,0.7718867783871057,0.01,False,,,12,no valid outer-layer seed pairs
373.0,2.152182611338423,0.01,False,,,16,no valid outer-layer seed pairs
375.0,2.5501511414549323,0.01,False,,,16,no valid outer-layer seed pairs
376.0,653.545664024757,0.01,False,,,12,no exact8 plane survived
377.0,2.495511201474689,0.01,False,,,16,no valid outer-layer seed pairs
378.0,89.08268507554325,0.01,False,,,14,no exact8 plane survived
379.0,3.619368908279637,0.01,False,,,16,no valid outer-layer seed pairs
380.0,5.078796758452166,0.01,False,,,15,no valid outer-layer seed pairs
381.0,497.0934087923017,0.01,False,,,13,no exact8 plane survived
384.0,11.708603136387788,0.01,False,,,15,no valid outer-layer seed pairs
385.0,7.467126132650919,0.01,False,,,15,no valid outer-layer seed pairs
387.0,3.5968593659785766,0.01,False,,,16,no valid outer-layer seed pairs
388.0,2.5192080333255458,0.01,False,,,16,no valid outer-layer seed pairs
389.0,226.55532116385663,0.01,False,,,14,no exact8 plane survived
390.0,288.9146112090981,0.01,False,,,13,no exact8 plane survived
391.0,1.0752063877619815,0.01,False,,,16,no valid outer-layer seed pairs
392.0,44.21028222859105,0.01,False,,,14,no exact8 plane survived
393.0,16.08170342164676,0.01,False,,,15,no valid outer-layer seed pairs
394.0,0.8820579940338907,0.01,False,,,12,no valid outer-layer seed pairs
395.0,97.40252952884217,0.01,False,,,14,no exact8 plane survived
396.0,1.5697626076906852,0.01,False,,,16,no valid outer-layer seed pairs
397.0,0.796072850745108,0.01,False,,,12,no valid outer-layer seed pairs
398.0,17.26316227998448,0.01,False,,,15,no valid outer-layer seed pairs
399.0,129.55865170198427,0.01,False,,,14,no exact8 plane survived
400.0,3.648738433287713,0.01,False,,,16,no valid outer-layer seed pairs
402.0,1.049579508601337,0.01,False,,,16,no valid outer-layer seed pairs
403.0,37.08756514095151,0.01,False,,,14,no exact8 plane survived
405.0,22.603175645732765,0.01,False,,,15,no exact8 plane survived
406.0,12.713986040945787,0.01,False,,,15,no valid outer-layer seed pairs
407.0,1.7963771432053262,0.01,False,,,16,no valid outer-layer seed pairs
408.0,2.982293993845225,0.01,False,,,16,no valid outer-layer seed pairs
409.0,299.1853975814028,0.01,False,,,13,no exact8 plane survived
411.0,38.79961237294464,0.01,False,,,15,no exact8 plane survived
413.0,3.78483041335198,0.01,False,,,16,no valid outer-layer seed pairs
414.0,8.575241508119738,0.01,False,,,15,no valid outer-layer seed pairs
416.0,235.1000901100002,0.01,False,,,13,no exact8 plane survived
417.0,1.816688638678536,0.01,False,,,16,no valid outer-layer seed pairs
418.0,260.2543325721046,0.01,False,,,13,no exact8 plane survived
419.0,72.08982592918751,0.01,False,,,14,no exact8 plane survived
421.0,27.12111061503496,0.01,False,,,15,no exact8 plane survived
422.0,1.7623488174426098,0.01,False,,,16,no valid outer-layer seed pairs
426.0,5.546732516979515,0.01,False,,,15,no valid outer-layer seed pairs
427.0,19.598787299804,0.01,False,,,15,no exact8 plane survived
429.0,3.750778138756803,0.01,False,,,16,no valid outer-layer seed pairs
430.0,2.322295003837691,0.01,False,,,16,no valid outer-layer seed pairs
431.0,9.996243701668398,0.01,False,,,15,no valid outer-layer seed pairs
432.0,255.90472022770567,0.01,False,,,13,no exact8 plane survived
433.0,17.31859574474823,0.01,False,,,15,no valid outer-layer seed pairs
434.0,3.3441135223381564,0.01,False,,,16,no valid outer-layer seed pairs
435.0,2.4937749193199217,0.01,False,,,16,no valid outer-layer seed pairs
436.0,5.246693764722317,0.01,False,,,16,no valid outer-layer seed pairs
437.0,0.7505980446905792,0.01,False,,,12,no valid outer-layer seed pairs
440.0,39.29897221135665,0.01,False,,,14,no exact8 plane survived
442.0,1.347439208430138,0.01,False,,,16,no valid outer-layer seed pairs
444.0,194.07417376335405,0.01,False,,,14,no exact8 plane survived
445.0,1.3044377747099505,0.01,False,,,16,no valid outer-layer seed pairs
446.0,197.24211393678587,0.01,False,,,14,no exact8 plane survived
447.0,144.78941192916395,0.01,False,,,14,no exact8 plane survived
