event,photon_pT,weight,found,pT_bin
1997.0,11.184273151078267,0.01,False,5-20
2000.0,25.84650026844422,0.01,False,>20
2001.0,25.9872635098849,0.01,False,>20
2002.0,16.78522610648217,0.01,False,5-20
2003.0,27.382431131239844,0.01,False,>20
2004.0,135.8188041527388,0.01,False,>20
2007.0,13.354798968440434,0.01,False,5-20
2008.0,23.867955189594426,0.01,False,>20
2009.0,17.03788352387025,0.01,False,5-20
2010.0,16.608908780048928,0.01,False,5-20
2011.0,13.896406650923376,0.01,False,5-20
2012.0,6.021376118946711,0.01,False,5-20
2013.0,39.66499900026699,0.01,False,>20
2014.0,11.568961658147895,0.01,False,5-20
2015.0,14.037301039152856,0.01,False,5-20
2016.0,2.1749874127058586,0.01,False,<5
2017.0,22.054340006636075,0.01,False,>20
2018.0,14.879113455532204,0.01,False,5-20
2019.0,21.94104143748321,0.01,False,>20
2020.0,15.312661919515314,0.01,False,5-20
2021.0,18.10840360227805,0.01,False,5-20
2022.0,46.83103444178558,0.01,False,>20
2023.0,19.87343572910177,0.01,False,5-20
2024.0,41.86751777135613,0.01,False,>20
2026.0,53.32917607398116,0.01,False,>20
2027.0,12.268246358307785,0.01,False,5-20
2028.0,7.083378191706708,0.01,False,5-20
2029.0,19.3054541222001,0.01,False,5-20
2030.0,36.14843941848245,0.01,False,>20
2032.0,6.816520752105592,0.01,False,5-20
2033.0,24.31193676231653,0.01,False,>20
2034.0,13.473497500251751,0.01,False,5-20
2036.0,13.968243037889224,0.01,False,5-20
2038.0,5.551817804580659,0.01,False,5-20
2039.0,27.57761472532881,0.01,False,>20
2040.0,16.97133597519234,0.01,False,5-20
2042.0,14.705951362698622,0.01,False,5-20
2043.0,46.60676286275351,0.01,False,>20
2044.0,27.678000786520894,0.01,False,>20
2045.0,128.8624763739806,0.01,False,>20
2047.0,28.895249629986065,0.01,False,>20
2049.0,31.57775825856551,0.01,False,>20
2050.0,20.357129531986,0.01,False,>20
2051.0,21.368862537720727,0.01,False,>20
2052.0,70.22715236422118,0.01,False,>20
2053.0,30.84650272590981,0.01,False,>20
2054.0,31.115959399837298,0.01,False,>20
2055.0,16.66032235890798,0.01,False,5-20
2056.0,19.472059765763543,0.01,False,5-20
2059.0,28.98735568368204,0.01,False,>20
2060.0,10.647691360973502,0.01,False,5-20
2061.0,47.49602015030384,0.01,False,>20
2063.0,18.842249418199,0.01,False,5-20
2064.0,11.345831391290986,0.01,False,5-20
2065.0,32.31300641868509,0.01,False,>20
2066.0,13.679318430094837,0.01,False,5-20
2067.0,90.78887305777788,0.01,False,>20
2068.0,17.678045156473104,0.01,False,5-20
2069.0,28.27663273801128,0.01,False,>20
2070.0,20.70194167709332,0.01,False,>20
2071.0,38.245983184872095,0.01,False,>20
2073.0,19.10311551704708,0.01,False,5-20
2074.0,8.572629917835375,0.01,False,5-20
2075.0,18.803490167186453,0.01,False,5-20
2076.0,18.119392074993,0.01,False,5-20
2077.0,13.759566670082735,0.01,False,5-20
2078.0,27.470691598219656,0.01,False,>20
2079.0,18.313044607617528,0.01,False,5-20
2080.0,11.85418080998601,0.01,False,5-20
2081.0,23.38085839053885,0.01,False,>20
2083.0,7.687807259996373,0.01,False,5-20
2084.0,152.88448285089964,0.01,False,>20
2086.0,15.641090636008112,0.01,False,5-20
2088.0,35.165163187244474,0.01,False,>20
2089.0,27.00278537282511,0.01,False,>20
2090.0,24.90597814639548,0.01,False,>20
2091.0,26.67406712208496,0.01,False,>20
2093.0,15.665411333688448,0.01,False,5-20
2094.0,24.619540084678203,0.01,False,>20
2096.0,14.694923563257053,0.01,False,5-20
2098.0,14.92884956555876,0.01,False,5-20
2100.0,35.039974641839734,0.01,False,>20
2101.0,9.339935880663534,0.01,False,5-20
2102.0,21.3536422668879,0.01,False,>20
2103.0,10.222761163779388,0.01,False,5-20
2104.0,17.62546733533691,0.01,False,5-20
2106.0,13.355711243303135,0.01,False,5-20
2107.0,19.42804329847852,0.01,False,5-20
2109.0,12.904585096414738,0.01,False,5-20
2110.0,71.51788874902194,0.01,False,>20
2111.0,33.78520684675786,0.01,False,>20
2112.0,13.55367930614643,0.01,False,5-20
2114.0,13.67893712917702,0.01,False,5-20
2115.0,12.952199204816354,0.01,False,5-20
2119.0,11.076395616940353,0.01,False,5-20
2121.0,10.537825390976495,0.01,False,5-20
2123.0,30.7893425090568,0.01,False,>20
2124.0,20.822541573099898,0.01,False,>20
2126.0,16.83136417631012,0.01,False,5-20
2127.0,74.47438933319346,0.01,False,>20
2129.0,62.65615086940787,0.01,False,>20
2130.0,30.67225891123349,0.01,False,>20
2131.0,20.10888886836983,0.01,False,>20
2132.0,49.90647507575347,0.01,False,>20
2133.0,37.47050105121918,0.01,False,>20
2134.0,40.13738826301779,0.01,False,>20
2135.0,15.13461184966099,0.01,False,5-20
2136.0,44.71728361017091,0.01,False,>20
2137.0,57.19978647385744,0.01,False,>20
2138.0,23.44033941006189,0.01,False,>20
2139.0,69.4639233129331,0.01,False,>20
2141.0,11.593704963173888,0.01,False,5-20
2142.0,45.02622757755319,0.01,False,>20
2143.0,12.288741799724816,0.01,False,5-20
2144.0,15.848584368219155,0.01,False,5-20
2145.0,181.2509991072292,0.01,False,>20
2147.0,33.258750762955586,0.01,False,>20
2148.0,24.67337204161991,0.01,False,>20
2149.0,10.384400010765058,0.01,False,5-20
2151.0,7.610430089670607,0.01,False,5-20
2152.0,15.015098567020162,0.01,False,5-20
2153.0,13.823842042664944,0.01,False,5-20
2154.0,18.847735972085182,0.01,False,5-20
2155.0,17.849639644929965,0.01,False,5-20
2157.0,31.135139047546623,0.01,False,>20
2158.0,25.77161090839001,0.01,False,>20
2159.0,32.81104862062375,0.01,False,>20
2161.0,19.49291718909662,0.01,False,5-20
2163.0,35.45398674625213,0.01,False,>20
2164.0,28.341303630871096,0.01,False,>20
2165.0,170.10067350941142,0.01,False,>20
2166.0,14.434170135425694,0.01,False,5-20
2168.0,146.202366391441,0.01,False,>20
2169.0,9.341226501645304,0.01,False,5-20
2171.0,52.67536557691944,0.01,False,>20
2172.0,16.886188893285937,0.01,False,5-20
2174.0,140.01657593783412,0.01,False,>20
2175.0,9.941661169029777,0.01,False,5-20
2176.0,18.50517787976282,0.01,False,5-20
2178.0,21.32829553446382,0.01,False,>20
2179.0,28.09092440746056,0.01,False,>20
2181.0,10.644484919580734,0.01,False,5-20
2182.0,14.222099973890732,0.01,False,5-20
2183.0,10.645192563223912,0.01,False,5-20
2184.0,15.862866150281167,0.01,False,5-20
2185.0,38.601230906848734,0.01,False,>20
2186.0,28.45633438066969,0.01,False,>20
2189.0,18.11251612455672,0.01,False,5-20
2190.0,15.824150045267023,0.01,False,5-20
2191.0,12.14734001425484,0.01,False,5-20
2192.0,26.76019447461493,0.01,False,>20
2195.0,36.31696182487194,0.01,False,>20
2197.0,24.678701594506283,0.01,False,>20
2200.0,16.90801672135473,0.01,False,5-20
2201.0,13.446185329357824,0.01,False,5-20
2202.0,26.21805422292599,0.01,False,>20
2204.0,11.74026442427346,0.01,False,5-20
2205.0,65.78934049190583,0.01,False,>20
2206.0,12.683360414910622,0.01,False,5-20
2207.0,10.453889188308851,0.01,False,5-20
2208.0,28.509615257231,0.01,False,>20
2209.0,19.05203521526565,0.01,False,5-20
2210.0,49.02416625544535,0.01,False,>20
2211.0,25.117017277747784,0.01,False,>20
2212.0,15.655521894903364,0.01,False,5-20
2213.0,93.80921239084014,0.01,False,>20
2214.0,110.77452643781388,0.01,False,>20
2215.0,9.640185915759332,0.01,False,5-20
2216.0,22.145372352788225,0.01,False,>20
2217.0,13.669922026181672,0.01,False,5-20
2218.0,42.552849566688856,0.01,False,>20
2220.0,28.651603880671555,0.01,False,>20
2221.0,46.61946435447325,0.01,False,>20
2222.0,28.58637279045893,0.01,False,>20
2226.0,16.479714958552655,0.01,False,5-20
2227.0,29.41927826710441,0.01,False,>20
2228.0,7.47336180908162,0.01,False,5-20
2229.0,35.12795039438495,0.01,False,>20
2231.0,72.51302591892464,0.01,False,>20
2232.0,16.019289608881504,0.01,False,5-20
2233.0,14.071247714393316,0.01,False,5-20
2234.0,22.460894109927665,0.01,False,>20
2235.0,10.20782855343173,0.01,False,5-20
2238.0,14.322391251514246,0.01,False,5-20
2240.0,23.03545001698554,0.01,False,>20
2241.0,22.243299231365008,0.01,False,>20
2242.0,59.86840534720793,0.01,False,>20
2244.0,17.3101153955071,0.01,False,5-20
2246.0,16.468224545353408,0.01,False,5-20
2247.0,24.133350954695707,0.01,False,>20
2250.0,12.2999191924818,0.01,False,5-20
2251.0,12.5793603556466,0.01,False,5-20
2252.0,18.23472750157074,0.01,False,5-20
2254.0,63.655170266725705,0.01,False,>20
2255.0,13.858031445150017,0.01,False,5-20
2256.0,46.82838580159545,0.01,False,>20
2257.0,19.16654820691637,0.01,False,5-20
2258.0,11.990355681406085,0.01,False,5-20
2259.0,28.300045497183163,0.01,False,>20
2260.0,29.50296949040005,0.01,False,>20
2261.0,15.940454781424366,0.01,False,5-20
2262.0,32.639117189875535,0.01,False,>20
2263.0,39.92868513574868,0.01,False,>20
2264.0,11.94423489019352,0.01,False,5-20
2265.0,87.61193816477497,0.01,False,>20
2266.0,64.27812134144938,0.01,False,>20
2267.0,9.827026488012685,0.01,False,5-20
2268.0,44.248342695517,0.01,False,>20
2269.0,31.4303202218653,0.01,False,>20
2270.0,1.992275310171328,0.01,False,<5
2271.0,63.254537802357575,0.01,False,>20
2272.0,16.31380887445402,0.01,False,5-20
2273.0,12.825234915110435,0.01,False,5-20
2274.0,54.78001183613837,0.01,False,>20
2276.0,22.852975888711427,0.01,False,>20
2278.0,46.22412325344547,0.01,False,>20
2280.0,21.880244711113967,0.01,False,>20
2281.0,10.655262487083832,0.01,False,5-20
2282.0,32.80649978718934,0.01,False,>20
2284.0,22.404767578280502,0.01,False,>20
2285.0,16.00300376486138,0.01,False,5-20
2286.0,32.52283976259367,0.01,False,>20
2287.0,50.63987090040001,0.01,False,>20
2291.0,41.915997357289655,0.01,False,>20
2292.0,32.62361000045952,0.01,False,>20
2294.0,11.81106780104822,0.01,False,5-20
2295.0,52.613400668794334,0.01,False,>20
2296.0,11.037846520944294,0.01,False,5-20
2297.0,37.81273084328658,0.01,False,>20
2298.0,17.71667103895428,0.01,False,5-20
2299.0,21.46416752580467,0.01,False,>20
2301.0,37.40484950964961,0.01,False,>20
2302.0,70.64820180347488,0.01,False,>20
2303.0,28.43348239008375,0.01,False,>20
2304.0,11.49769245399516,0.01,False,5-20
2306.0,13.990546744555552,0.01,False,5-20
2308.0,18.303269820617384,0.01,False,5-20
2310.0,9.938356431966238,0.01,False,5-20
2311.0,17.404710439419507,0.01,False,5-20
2312.0,9.272777793648997,0.01,False,5-20
2314.0,54.447201824928925,0.01,False,>20
2315.0,30.331801468177296,0.01,False,>20
2319.0,33.7593719540867,0.01,False,>20
2320.0,15.33465743753113,0.01,False,5-20
2321.0,42.09822415457618,0.01,False,>20
2322.0,14.385947257957612,0.01,False,5-20
2323.0,29.08494843847327,0.01,False,>20
2324.0,12.62723735905502,0.01,False,5-20
2325.0,17.04725898823527,0.01,False,5-20
2326.0,59.03663317911684,0.01,False,>20
2327.0,85.70902704838706,0.01,False,>20
2328.0,15.074639627573308,0.01,False,5-20
2329.0,39.60814503185426,0.01,False,>20
2330.0,182.11426479153184,0.01,False,>20
2331.0,24.38583197021961,0.01,False,>20
2332.0,57.33437141786775,0.01,False,>20
2333.0,12.59229029199557,0.01,False,5-20
2334.0,15.778618001567006,0.01,False,5-20
2335.0,37.32359152803895,0.01,False,>20
2336.0,11.245517625667382,0.01,False,5-20
2337.0,53.89748488672907,0.01,False,>20
2339.0,25.90179002141958,0.01,False,>20
2341.0,18.717589485225528,0.01,False,5-20
2342.0,13.01756157069532,0.01,False,5-20
2343.0,20.030432948380103,0.01,False,>20
2344.0,10.713107750211496,0.01,False,5-20
2345.0,46.18099325379939,0.01,False,>20
2346.0,10.846651648400927,0.01,False,5-20
2347.0,17.21512990556246,0.01,False,5-20
2348.0,30.425134721115253,0.01,False,>20
2350.0,45.13387673733669,0.01,False,>20
2351.0,28.482654409134096,0.01,False,>20
2353.0,5.809219585500397,0.01,False,5-20
2354.0,17.505062747035073,0.01,False,5-20
2355.0,15.983072805139438,0.01,False,5-20
2356.0,30.03405562130032,0.01,False,>20
2357.0,6.071682427009358,0.01,False,5-20
2358.0,19.61682125194105,0.01,False,5-20
2359.0,13.22473744131014,0.01,False,5-20
2361.0,16.467645244089933,0.01,False,5-20
2363.0,52.59434169471744,0.01,False,>20
2366.0,90.2022979736105,0.01,False,>20
2367.0,82.40693597655155,0.01,False,>20
2368.0,63.19691506516066,0.01,False,>20
2369.0,10.429381566404324,0.01,False,5-20
2371.0,40.95340460028265,0.01,False,>20
2373.0,41.52587676546168,0.01,False,>20
2374.0,14.904880035487093,0.01,False,5-20
2375.0,13.764157707376954,0.01,False,5-20
2376.0,11.166569634069118,0.01,False,5-20
2377.0,10.76503702442922,0.01,False,5-20
2381.0,83.82072332451321,0.01,False,>20
2382.0,17.985774680773144,0.01,False,5-20
2383.0,14.84854263134397,0.01,False,5-20
2384.0,22.26764761133777,0.01,False,>20
2385.0,13.466325277180294,0.01,False,5-20
2389.0,14.915744190206084,0.01,False,5-20
2392.0,17.732035220755606,0.01,False,5-20
2395.0,34.32061218381682,0.01,False,>20
2396.0,29.734645458153874,0.01,False,>20
2397.0,87.32699584981326,0.01,False,>20
2399.0,53.25770687476454,0.01,False,>20
2400.0,22.076002930051224,0.01,False,>20
2401.0,27.054734310528985,0.01,False,>20
2402.0,36.72551641907918,0.01,False,>20
2404.0,60.16643631136274,0.01,False,>20
2406.0,12.95688897391537,0.01,False,5-20
2407.0,23.43308386256293,0.01,False,>20
2408.0,37.6195376472073,0.01,False,>20
2409.0,74.89174954233555,0.01,False,>20
2412.0,30.47254502663638,0.01,False,>20
2413.0,59.705950324541845,0.01,False,>20
2415.0,39.1792945888084,0.01,False,>20
2417.0,120.0333953399848,0.01,False,>20
2419.0,137.95745780995728,0.01,False,>20
2420.0,45.366357423248175,0.01,False,>20
2422.0,195.1389601047472,0.01,False,>20
2423.0,20.22605176871553,0.01,False,>20
2424.0,35.82670952011159,0.01,False,>20
2425.0,16.38075049048725,0.01,False,5-20
2426.0,28.27138609244153,0.01,False,>20
2427.0,29.49707545345022,0.01,False,>20
2428.0,34.08923563444451,0.01,False,>20
2430.0,18.2237616865838,0.01,False,5-20
2431.0,11.269345461617318,0.01,False,5-20
2432.0,26.86713407540947,0.01,False,>20
2434.0,20.94798867826246,0.01,False,>20
2435.0,15.452490179009748,0.01,False,5-20
2436.0,16.232684587530102,0.01,False,5-20
2438.0,16.82385763864859,0.01,False,5-20
2439.0,23.69328502479566,0.01,False,>20
2440.0,19.92357582409932,0.01,False,5-20
2445.0,12.496901886656604,0.01,False,5-20
2446.0,79.76907169393776,0.01,False,>20
2448.0,15.185395145809688,0.01,False,5-20
2449.0,26.920419190299096,0.01,False,>20
2450.0,313.56976592821775,0.01,False,>20
2451.0,18.77225341421564,0.01,False,5-20
2453.0,15.645051547573066,0.01,False,5-20
2456.0,38.37644608876624,0.01,False,>20
2457.0,15.322260334576354,0.01,False,5-20
2458.0,38.72378008670472,0.01,False,>20
2459.0,10.805209749318758,0.01,False,5-20
2460.0,10.978436436923262,0.01,False,5-20
2461.0,29.84396545812861,0.01,False,>20
2462.0,15.324104420314104,0.01,False,5-20
2463.0,45.05522750240729,0.01,False,>20
2465.0,16.063647325318456,0.01,False,5-20
2467.0,14.087789652310237,0.01,False,5-20
2468.0,14.720076584828089,0.01,False,5-20
2469.0,16.307950634001923,0.01,False,5-20
2470.0,23.47174036123664,0.01,False,>20
2471.0,20.51919821587354,0.01,False,>20
2472.0,52.08004020542686,0.01,False,>20
2473.0,25.14938252606996,0.01,False,>20
2476.0,28.72204447624912,0.01,False,>20
2477.0,22.59487771794803,0.01,False,>20
2479.0,60.84465026922798,0.01,False,>20
2480.0,25.420288780523727,0.01,False,>20
2482.0,85.96125815136914,0.01,False,>20
2483.0,53.64153372502841,0.01,False,>20
2484.0,18.21740663379139,0.01,False,5-20
2486.0,32.76298224485261,0.01,False,>20
2487.0,73.05725369301582,0.01,False,>20
2489.0,22.03890003227304,0.01,False,>20
2490.0,163.70369540842833,0.01,False,>20
2492.0,18.67174437561287,0.01,False,5-20
2494.0,12.865267945791595,0.01,False,5-20
2497.0,28.95639833528236,0.01,False,>20
2498.0,11.816311722859025,0.01,False,5-20
2499.0,23.74347901162325,0.01,False,>20
2500.0,15.517987204553112,0.01,False,5-20
2501.0,10.75413871217949,0.01,False,5-20
2502.0,38.38180062561421,0.01,False,>20
2503.0,46.85065004714103,0.01,False,>20
2504.0,24.385406249144737,0.01,False,>20
2505.0,73.98121906719656,0.01,False,>20
2506.0,31.10126220536128,0.01,False,>20
2507.0,18.12769668279711,0.01,False,5-20
2508.0,46.159928553657,0.01,False,>20
2509.0,78.43998862450192,0.01,False,>20
2511.0,42.71399245215998,0.01,False,>20
2512.0,50.90047586904134,0.01,False,>20
2513.0,40.91849219712897,0.01,False,>20
2515.0,20.504789574763933,0.01,False,>20
2516.0,65.62363077121995,0.01,False,>20
2517.0,10.307898296422318,0.01,False,5-20
2518.0,10.458229980296238,0.01,False,5-20
2519.0,25.12134674788123,0.01,False,>20
2520.0,22.361456061567,0.01,False,>20
2521.0,20.80203199345236,0.01,False,>20
2522.0,20.33327612633936,0.01,False,>20
2523.0,11.599834235645256,0.01,False,5-20
2524.0,27.48099111828808,0.01,False,>20
2525.0,29.623163528665724,0.01,False,>20
2526.0,14.77392248719883,0.01,False,5-20
2527.0,13.629054397170856,0.01,False,5-20
2528.0,18.75377640458673,0.01,False,5-20
2529.0,22.4332213582307,0.01,False,>20
2530.0,103.90530104541445,0.01,False,>20
2534.0,50.85812397366808,0.01,False,>20
2535.0,25.25022674200468,0.01,False,>20
2536.0,45.28657347282151,0.01,False,>20
2537.0,17.901395207060904,0.01,False,5-20
2538.0,10.975508684077203,0.01,False,5-20
2539.0,21.073976979774475,0.01,False,>20
2540.0,22.62293102207665,0.01,False,>20
2541.0,17.862593313826153,0.01,False,5-20
2544.0,14.417754775680349,0.01,False,5-20
2548.0,101.85002714036318,0.01,False,>20
2549.0,26.52738775003982,0.01,False,>20
2550.0,14.350695565762855,0.01,False,5-20
2551.0,36.57485982427485,0.01,False,>20
2553.0,25.17604594955496,0.01,False,>20
2554.0,21.48518154410393,0.01,False,>20
2555.0,44.0663684883933,0.01,False,>20
2556.0,13.887045712790224,0.01,False,5-20
2557.0,14.50426498376008,0.01,False,5-20
2558.0,14.67065111168588,0.01,False,5-20
2560.0,9.913759730800924,0.01,False,5-20
2562.0,7.883545343381516,0.01,False,5-20
2563.0,70.69337404997566,0.01,False,>20
2565.0,37.780513527507466,0.01,False,>20
2566.0,28.381494105431745,0.01,False,>20
2567.0,90.56368063389496,0.01,False,>20
2568.0,20.31051461842104,0.01,False,>20
2569.0,32.097943804201456,0.01,False,>20
2571.0,37.93393427981354,0.01,False,>20
2572.0,18.092437132874466,0.01,False,5-20
2573.0,12.50597982549974,0.01,False,5-20
2574.0,11.553822613728626,0.01,False,5-20
2575.0,23.34279195645549,0.01,False,>20
2577.0,37.39566035776007,0.01,False,>20
2579.0,23.411661258119903,0.01,False,>20
2581.0,15.298741750662032,0.01,False,5-20
2583.0,12.156604841859616,0.01,False,5-20
2585.0,9.260508486176516,0.01,False,5-20
2586.0,49.507003746013176,0.01,False,>20
2587.0,13.111507441155393,0.01,False,5-20
2588.0,24.060620729815284,0.01,False,>20
2589.0,18.5538145902698,0.01,False,5-20
2591.0,9.987584625033817,0.01,False,5-20
2593.0,51.672912579169605,0.01,False,>20
2594.0,17.012118769369028,0.01,False,5-20
2596.0,21.26215575050984,0.01,False,>20
2597.0,9.182447107884949,0.01,False,5-20
2598.0,15.372763904905655,0.01,False,5-20
2599.0,14.595092393973284,0.01,False,5-20
2601.0,14.780025856619716,0.01,False,5-20
2602.0,52.90275891935868,0.01,False,>20
2603.0,23.87144456302051,0.01,False,>20
2604.0,14.843285624291498,0.01,False,5-20
2605.0,17.02088652403787,0.01,False,5-20
2608.0,14.881616081888424,0.01,False,5-20
2609.0,36.88254408250914,0.01,False,>20
2610.0,12.91624729141677,0.01,False,5-20
2612.0,18.036050289214856,0.01,False,5-20
2614.0,10.12851849810314,0.01,False,5-20
2615.0,28.87784991387515,0.01,False,>20
2617.0,14.240913056139563,0.01,False,5-20
2618.0,47.78130493267914,0.01,False,>20
2619.0,21.48042221645388,0.01,False,>20
2620.0,17.88580544352223,0.01,False,5-20
2623.0,19.85305307084706,0.01,False,5-20
2624.0,30.19616521846034,0.01,False,>20
2625.0,14.963846936995324,0.01,False,5-20
2626.0,22.96323143171659,0.01,False,>20
2629.0,16.497964594953615,0.01,False,5-20
2630.0,47.71711948325832,0.01,False,>20
2631.0,6.058864397674151,0.01,False,5-20
2632.0,12.042488712066351,0.01,False,5-20
2633.0,20.48452294570616,0.01,False,>20
2636.0,47.80378857579792,0.01,False,>20
2638.0,15.401057227060669,0.01,False,5-20
2639.0,23.24619063173854,0.01,False,>20
2640.0,82.05806511142605,0.01,False,>20
2642.0,23.338249829074595,0.01,False,>20
2643.0,97.088214230702,0.01,False,>20
2644.0,84.42407334635142,0.01,False,>20
2645.0,20.935517808110724,0.01,False,>20
2646.0,11.213135036912846,0.01,False,5-20
2647.0,16.144162321110848,0.01,False,5-20
2648.0,17.806931587877955,0.01,False,5-20
2649.0,39.40470397841164,0.01,False,>20
2651.0,10.937044022748172,0.01,False,5-20
2652.0,12.387644985299175,0.01,False,5-20
2654.0,24.106612449663285,0.01,False,>20
2655.0,60.02837557230338,0.01,False,>20
2656.0,15.375049580397462,0.01,False,5-20
2657.0,15.46155390026468,0.01,False,5-20
2658.0,13.705961780506232,0.01,False,5-20
2659.0,14.67989019776036,0.01,False,5-20
2660.0,33.29792893479767,0.01,False,>20
2662.0,30.025312298054725,0.01,False,>20
2663.0,12.248716324777485,0.01,False,5-20
2665.0,27.19640276653679,0.01,False,>20
2666.0,10.512233604745733,0.01,False,5-20
2667.0,25.41145270800111,0.01,False,>20
2668.0,20.79443119904964,0.01,False,>20
2669.0,17.63862176197919,0.01,False,5-20
2670.0,55.058501186291615,0.01,False,>20
2671.0,52.62136000467138,0.01,False,>20
2674.0,14.485148706252076,0.01,False,5-20
2676.0,42.3052924552098,0.01,False,>20
2677.0,14.386124315501638,0.01,False,5-20
2678.0,15.394949768645258,0.01,False,5-20
2679.0,55.20254112938349,0.01,False,>20
2682.0,25.61392748724029,0.01,False,>20
2683.0,36.88914187643554,0.01,False,>20
2684.0,48.83762694217965,0.01,False,>20
2685.0,14.494075697892198,0.01,False,5-20
2686.0,131.0934881367611,0.01,False,>20
2687.0,60.66904377962091,0.01,False,>20
2688.0,15.572742305274785,0.01,False,5-20
2689.0,35.9771166268418,0.01,False,>20
2690.0,14.420745413488676,0.01,False,5-20
2691.0,12.44975157480746,0.01,False,5-20
2692.0,21.55639537910296,0.01,False,>20
2693.0,17.256468709756327,0.01,False,5-20
2694.0,16.23227626762567,0.01,False,5-20
2695.0,52.30331269823333,0.01,False,>20
2697.0,34.6660800943538,0.01,False,>20
2698.0,17.827319831116277,0.01,False,5-20
2700.0,14.910551103729825,0.01,False,5-20
2702.0,22.12492811534596,0.01,False,>20
2704.0,14.031208641040037,0.01,False,5-20
2705.0,9.129556741961126,0.01,False,5-20
2706.0,37.342394537507786,0.01,False,>20
2707.0,21.74308849198481,0.01,False,>20
2708.0,15.302484969549594,0.01,False,5-20
2709.0,68.36968129635726,0.01,False,>20
2710.0,7.924974663199396,0.01,False,5-20
2712.0,10.698317866174689,0.01,False,5-20
2715.0,47.52872056421183,0.01,False,>20
2717.0,260.98049179586826,0.01,False,>20
2719.0,17.57315082642997,0.01,False,5-20
2720.0,68.6824890095589,0.01,False,>20
2721.0,53.26909781757783,0.01,False,>20
2722.0,9.912437964958558,0.01,False,5-20
2723.0,17.5131976357438,0.01,False,5-20
2724.0,9.448580489017068,0.01,False,5-20
2725.0,116.15138037184174,0.01,False,>20
2727.0,35.80527259166755,0.01,False,>20
2728.0,31.999658167891653,0.01,False,>20
2729.0,123.03659835254626,0.01,False,>20
2730.0,23.234870085225424,0.01,False,>20
2731.0,12.106216047262304,0.01,False,5-20
2733.0,22.84042514966796,0.01,False,>20
2735.0,11.139952986683696,0.01,False,5-20
2737.0,9.14134312799968,0.01,False,5-20
2738.0,19.929114798047788,0.01,False,5-20
2739.0,10.61189527049431,0.01,False,5-20
2741.0,10.748230330532342,0.01,False,5-20
2742.0,47.060632391752144,0.01,False,>20
2743.0,205.8539340974394,0.01,False,>20
2745.0,18.44321103372884,0.01,False,5-20
2746.0,7.917711886186657,0.01,False,5-20
2748.0,14.243544942466364,0.01,False,5-20
2749.0,40.735947188516526,0.01,False,>20
2750.0,32.30090707996735,0.01,False,>20
2751.0,17.53109939012585,0.01,False,5-20
2752.0,93.00775420520884,0.01,False,>20
2754.0,21.062227332222594,0.01,False,>20
2755.0,68.58643440217604,0.01,False,>20
2757.0,14.661611696165073,0.01,False,5-20
2758.0,12.632565082771356,0.01,False,5-20
2759.0,0.94328121986132,0.01,False,<5
2760.0,19.67610824897152,0.01,False,5-20
2761.0,23.931648081640603,0.01,False,>20
2764.0,12.566670806588352,0.01,False,5-20
2766.0,15.573897438266084,0.01,False,5-20
2767.0,18.47585395331563,0.01,False,5-20
2768.0,11.323180996373962,0.01,False,5-20
2769.0,54.0116358578854,0.01,False,>20
2770.0,13.290825028621208,0.01,False,5-20
2771.0,20.864336641039667,0.01,False,>20
2772.0,55.31657184899005,0.01,False,>20
2774.0,19.66574902137536,0.01,False,5-20
2775.0,11.979530323376906,0.01,False,5-20
2776.0,11.938684659476316,0.01,False,5-20
2777.0,84.00429944415089,0.01,False,>20
2779.0,48.749641353981225,0.01,False,>20
2780.0,18.512008557372383,0.01,False,5-20
2781.0,31.160762272175145,0.01,False,>20
2783.0,15.504582317157556,0.01,False,5-20
2784.0,25.1165918637334,0.01,False,>20
2785.0,37.69160598021347,0.01,False,>20
2786.0,19.749484063113453,0.01,False,5-20
2787.0,12.01001805482178,0.01,False,5-20
2788.0,13.01930347481453,0.01,False,5-20
2789.0,40.45095165299456,0.01,False,>20
2792.0,79.30377197577371,0.01,False,>20
2793.0,15.14266607146508,0.01,False,5-20
2794.0,16.328351239395083,0.01,False,5-20
2795.0,14.942729793339408,0.01,False,5-20
2796.0,39.27003272608383,0.01,False,>20
2797.0,16.32192109101034,0.01,False,5-20
2798.0,23.78249672589221,0.01,False,>20
2799.0,15.217468763665114,0.01,False,5-20
2800.0,44.92301681295154,0.01,False,>20
2801.0,102.8869059647376,0.01,False,>20
2802.0,31.97649970931965,0.01,False,>20
2803.0,32.17854925476969,0.01,False,>20
2804.0,10.445922347103563,0.01,False,5-20
2805.0,20.2000390909042,0.01,False,>20
2806.0,122.19113510728208,0.01,False,>20
2807.0,9.876821407170514,0.01,False,5-20
2809.0,48.00684438552262,0.01,False,>20
2811.0,13.635396905408268,0.01,False,5-20
2812.0,35.865543566430446,0.01,False,>20
2814.0,37.37154008575568,0.01,False,>20
2815.0,24.6822797563186,0.01,False,>20
2816.0,9.347207886424515,0.01,False,5-20
2817.0,14.040707564838907,0.01,False,5-20
2818.0,96.35848643125932,0.01,False,>20
2819.0,108.4134076023562,0.01,False,>20
2820.0,71.86976052171822,0.01,False,>20
2821.0,8.871213841799511,0.01,False,5-20
2822.0,48.11951319578122,0.01,False,>20
2824.0,22.29460161412108,0.01,False,>20
2825.0,115.137431481937,0.01,False,>20
2828.0,11.164468120911112,0.01,False,5-20
