event,photon_pT,weight,found,pT_bin
708.0,24.90225478364864,0.01,False,>20
709.0,12.775339562935232,0.01,False,5-20
710.0,12.653553114752238,0.01,False,5-20
711.0,10.905753611566308,0.01,False,5-20
713.0,31.80425078730776,0.01,False,>20
714.0,73.85065716445085,0.01,False,>20
715.0,32.68241628483617,0.01,False,>20
716.0,24.722814985966508,0.01,False,>20
717.0,12.50901164207942,0.01,False,5-20
718.0,11.283951078550649,0.01,False,5-20
721.0,11.741604732611718,0.01,False,5-20
722.0,34.28927281188043,0.01,False,>20
723.0,10.922556845906588,0.01,False,5-20
724.0,21.7529659711212,0.01,False,>20
725.0,27.682384642564365,0.01,False,>20
726.0,67.1886966497419,0.01,False,>20
727.0,13.723376349901976,0.01,False,5-20
729.0,9.95052929482558,0.01,False,5-20
730.0,29.690828308449024,0.01,False,>20
731.0,18.514502811916827,0.01,False,5-20
732.0,8.700225575095796,0.01,False,5-20
733.0,82.16076028064252,0.01,False,>20
734.0,28.909678115492788,0.01,False,>20
735.0,27.9253815547119,0.01,False,>20
737.0,7.51245694302001,0.01,False,5-20
738.0,18.37377860655616,0.01,False,5-20
740.0,51.75256775612007,0.01,False,>20
741.0,18.302438622684885,0.01,False,5-20
743.0,21.834273827293323,0.01,False,>20
744.0,9.460679062744855,0.01,False,5-20
746.0,17.59435273786889,0.01,False,5-20
747.0,66.59188896038899,0.01,False,>20
748.0,10.91999567706259,0.01,False,5-20
749.0,13.59755938413614,0.01,False,5-20
750.0,72.011164846502,0.01,False,>20
751.0,13.770557666604578,0.01,False,5-20
754.0,10.014307332957046,0.01,False,5-20
755.0,18.749399214399403,0.01,False,5-20
756.0,41.977504914230735,0.01,False,>20
757.0,22.067793122836424,0.01,False,>20
759.0,15.131618434342046,0.01,False,5-20
760.0,9.356499989296603,0.01,False,5-20
762.0,12.43702689932958,0.01,False,5-20
765.0,16.526011777076516,0.01,False,5-20
767.0,9.39404526136945,0.01,False,5-20
769.0,11.725743896394745,0.01,False,5-20
771.0,13.275757065488948,0.01,False,5-20
773.0,16.547936331989604,0.01,False,5-20
774.0,128.3109989716318,0.01,False,>20
775.0,12.09501172618759,0.01,False,5-20
777.0,63.509030500475056,0.01,False,>20
778.0,22.33439770836272,0.01,False,>20
779.0,10.377239070597431,0.01,False,5-20
780.0,86.33921209249452,0.01,False,>20
781.0,81.80625869803555,0.01,False,>20
782.0,22.988893712575933,0.01,False,>20
783.0,32.38775586304841,0.01,False,>20
785.0,22.88422503536101,0.01,False,>20
786.0,27.496266312366885,0.01,False,>20
787.0,19.689393165808085,0.01,False,5-20
788.0,11.228302401953371,0.01,False,5-20
791.0,21.625888391146603,0.01,False,>20
792.0,24.61766779195059,0.01,False,>20
794.0,22.865818958339283,0.01,False,>20
796.0,15.936769251187703,0.01,False,5-20
797.0,14.851055300677189,0.01,False,5-20
798.0,15.397090763143604,0.01,False,5-20
800.0,6.621551276921402,0.01,False,5-20
801.0,29.37949247510736,0.01,False,>20
804.0,47.312536033784674,0.01,False,>20
806.0,16.274030848109135,0.01,False,5-20
807.0,17.092704286394763,0.01,False,5-20
809.0,21.37610335688892,0.01,False,>20
810.0,41.80447440643897,0.01,False,>20
811.0,18.704903587388348,0.01,False,5-20
813.0,11.563583178534817,0.01,False,5-20
815.0,13.678199675610664,0.01,False,5-20
818.0,22.679720556616697,0.01,False,>20
822.0,9.61996251767484,0.01,False,5-20
823.0,5.937546326014884,0.01,False,5-20
825.0,10.18905008168051,0.01,False,5-20
826.0,14.557208556916112,0.01,False,5-20
827.0,9.879293299615348,0.01,False,5-20
828.0,15.174351257525966,0.01,False,5-20
830.0,51.954953766988034,0.01,False,>20
832.0,85.7596590661315,0.01,False,>20
833.0,13.398350719919298,0.01,False,5-20
834.0,18.842005121085165,0.01,False,5-20
835.0,41.57562054075672,0.01,False,>20
836.0,7.587266416714847,0.01,False,5-20
837.0,14.604573496127111,0.01,False,5-20
838.0,54.1070106674068,0.01,False,>20
839.0,7.127879729960856,0.01,False,5-20
840.0,19.86477931784752,0.01,False,5-20
842.0,6.299858489984383,0.01,False,5-20
844.0,21.361570314144217,0.01,False,>20
845.0,71.90423713247384,0.01,False,>20
846.0,29.17084105946267,0.01,False,>20
847.0,35.572520139437486,0.01,False,>20
852.0,38.00422898355209,0.01,False,>20
853.0,20.230066550102,0.01,False,>20
856.0,10.86722669469632,0.01,False,5-20
858.0,51.99211298962501,0.01,False,>20
859.0,12.266681485899268,0.01,False,5-20
860.0,32.66121071792297,0.01,False,>20
861.0,27.99022779384701,0.01,False,>20
863.0,19.028851562001453,0.01,False,5-20
864.0,62.162315973211726,0.01,False,>20
865.0,22.37975413314149,0.01,False,>20
866.0,4.0140281287897785,0.01,False,<5
868.0,10.685193085725812,0.01,False,5-20
870.0,20.50214650151231,0.01,False,>20
872.0,25.476469595167817,0.01,False,>20
873.0,97.2104256827424,0.01,False,>20
875.0,18.119927383077467,0.01,False,5-20
876.0,25.98174653615349,0.01,False,>20
877.0,19.027429660158973,0.01,False,5-20
879.0,24.93498002228437,0.01,False,>20
880.0,17.52645279672717,0.01,False,5-20
882.0,81.44037463000784,0.01,False,>20
886.0,25.270427109875367,0.01,False,>20
889.0,21.493549282568782,0.01,False,>20
893.0,26.203323864305545,0.01,False,>20
894.0,33.52197461862724,0.01,False,>20
895.0,14.024607678872403,0.01,False,5-20
897.0,36.68259461289885,0.01,False,>20
898.0,56.82292238861688,0.01,False,>20
899.0,68.17777573012432,0.01,False,>20
900.0,12.23386899846486,0.01,False,5-20
901.0,20.992905170496,0.01,False,>20
902.0,13.878963685114377,0.01,False,5-20
903.0,12.339725514524464,0.01,False,5-20
904.0,12.3160785986607,0.01,False,5-20
905.0,9.964133760578092,0.01,False,5-20
907.0,19.036552331470386,0.01,False,5-20
909.0,174.17722800478467,0.01,False,>20
910.0,9.510325713019505,0.01,False,5-20
913.0,30.26912096571013,0.01,False,>20
914.0,12.69867785651073,0.01,False,5-20
