event,reason
1452.0,no_outer_pairs
1453.0,no_outer_pairs
1454.0,seed_dw_fail
1455.0,no_outer_pairs
1456.0,missing_layer_after_growth
1458.0,no_outer_pairs
1459.0,seed_dw_fail
1460.0,seed_ds_fail
1461.0,seed_ds_fail
1462.0,seed_ds_fail
1463.0,no_outer_pairs
1465.0,seed_ds_fail
1466.0,seed_dw_fail
1467.0,seed_ds_fail
1468.0,no_outer_pairs
1470.0,no_outer_pairs
1473.0,final_ds_fail
1474.0,no_outer_pairs
1476.0,seed_ds_fail
1477.0,no_outer_pairs
1478.0,seed_dw_fail
1479.0,seed_dw_fail
1480.0,seed_ds_fail
1481.0,seed_ds_fail
1483.0,seed_ds_fail
1485.0,no_outer_pairs
1486.0,no_outer_pairs
1487.0,no_outer_pairs
1488.0,seed_ds_fail
1489.0,no_outer_pairs
1490.0,seed_ds_fail
1494.0,no_outer_pairs
1495.0,seed_dw_fail
1497.0,seed_ds_fail
1498.0,no_outer_pairs
1500.0,no_outer_pairs
1501.0,no_outer_pairs
1502.0,no_outer_pairs
1503.0,no_outer_pairs
1504.0,no_outer_pairs
1506.0,no_outer_pairs
1507.0,final_ds_fail
1510.0,no_outer_pairs
1511.0,seed_dw_fail
1512.0,seed_dw_fail
1513.0,no_outer_pairs
1514.0,no_outer_pairs
1515.0,seed_dw_fail
1518.0,final_ds_fail
1519.0,no_outer_pairs
1520.0,no_outer_pairs
1523.0,no_outer_pairs
1524.0,seed_dw_fail
1525.0,final_ds_fail
1530.0,no_outer_pairs
1531.0,no_outer_pairs
1532.0,no_outer_pairs
1533.0,seed_ds_fail
1534.0,no_outer_pairs
1535.0,seed_ds_fail
1536.0,no_outer_pairs
1537.0,no_outer_pairs
1538.0,seed_ds_fail
1540.0,seed_ds_fail
1541.0,seed_dw_fail
1543.0,no_outer_pairs
1545.0,seed_dw_fail
1546.0,no_outer_pairs
1547.0,seed_dw_fail
1548.0,seed_dw_fail
1549.0,seed_dw_fail
1550.0,no_outer_pairs
1551.0,no_outer_pairs
1552.0,no_outer_pairs
1553.0,no_outer_pairs
1554.0,seed_ds_fail
1555.0,seed_dw_fail
1557.0,seed_dw_fail
1559.0,seed_ds_fail
1560.0,seed_ds_fail
1561.0,no_outer_pairs
1562.0,seed_dw_fail
1563.0,no_outer_pairs
1564.0,seed_dw_fail
1565.0,no_outer_pairs
1567.0,no_outer_pairs
1571.0,no_outer_pairs
1572.0,seed_ds_fail
1574.0,no_outer_pairs
1575.0,seed_ds_fail
1576.0,seed_ds_fail
1577.0,no_outer_pairs
1578.0,seed_dw_fail
1579.0,no_outer_pairs
1581.0,no_outer_pairs
1582.0,no_outer_pairs
1584.0,no_outer_pairs
1585.0,seed_ds_fail
1586.0,seed_ds_fail
1587.0,seed_dw_fail
1588.0,no_outer_pairs
1589.0,no_outer_pairs
1590.0,no_outer_pairs
1591.0,no_outer_pairs
1592.0,seed_ds_fail
1593.0,no_outer_pairs
1594.0,seed_ds_fail
1595.0,no_outer_pairs
1596.0,seed_ds_fail
1597.0,seed_dw_fail
1599.0,seed_ds_fail
1601.0,no_outer_pairs
1602.0,seed_ds_fail
1603.0,final_ds_fail
1605.0,seed_ds_fail
1606.0,seed_ds_fail
1607.0,no_outer_pairs
1609.0,no_outer_pairs
1610.0,final_ds_fail
1611.0,seed_ds_fail
1612.0,no_outer_pairs
1613.0,seed_ds_fail
1614.0,seed_ds_fail
1615.0,no_outer_pairs
1616.0,no_outer_pairs
1617.0,seed_ds_fail
1618.0,seed_ds_fail
1620.0,seed_dw_fail
1621.0,seed_ds_fail
1622.0,seed_dw_fail
1623.0,seed_ds_fail
1624.0,seed_ds_fail
1625.0,no_outer_pairs
1626.0,no_outer_pairs
1627.0,no_outer_pairs
1629.0,no_outer_pairs
1630.0,no_outer_pairs
1631.0,no_outer_pairs
1633.0,no_outer_pairs
1634.0,no_outer_pairs
1635.0,seed_ds_fail
1636.0,no_outer_pairs
1637.0,seed_dw_fail
1640.0,no_outer_pairs
1641.0,seed_dw_fail
1642.0,seed_ds_fail
1645.0,seed_ds_fail
1646.0,seed_dw_fail
1647.0,seed_ds_fail
1648.0,seed_ds_fail
1650.0,seed_ds_fail
1651.0,no_outer_pairs
1654.0,no_outer_pairs
1655.0,no_outer_pairs
1656.0,seed_dw_fail
1657.0,seed_ds_fail
1658.0,no_outer_pairs
1659.0,no_outer_pairs
1660.0,seed_ds_fail
1663.0,no_outer_pairs
1665.0,seed_ds_fail
1667.0,no_outer_pairs
1668.0,seed_ds_fail
1671.0,seed_dw_fail
1672.0,seed_ds_fail
1673.0,seed_ds_fail
1674.0,seed_ds_fail
1676.0,final_ds_fail
1677.0,seed_ds_fail
1679.0,seed_ds_fail
1680.0,seed_ds_fail
1682.0,seed_dw_fail
1685.0,seed_ds_fail
1686.0,seed_dw_fail
1687.0,no_outer_pairs
1688.0,seed_ds_fail
1689.0,no_outer_pairs
1690.0,seed_ds_fail
1691.0,no_outer_pairs
1692.0,no_outer_pairs
1693.0,no_outer_pairs
1694.0,no_outer_pairs
1695.0,no_outer_pairs
1696.0,seed_dw_fail
1698.0,seed_dw_fail
1700.0,seed_dw_fail
1701.0,seed_ds_fail
1702.0,no_outer_pairs
1703.0,final_ds_fail
1704.0,no_outer_pairs
1705.0,seed_ds_fail
1706.0,seed_ds_fail
1707.0,no_outer_pairs
1708.0,seed_dw_fail
1709.0,seed_dw_fail
1710.0,seed_dw_fail
1711.0,seed_dw_fail
1712.0,final_ds_fail
1713.0,seed_ds_fail
1714.0,no_outer_pairs
1715.0,seed_ds_fail
1716.0,no_outer_pairs
1718.0,seed_ds_fail
1720.0,seed_ds_fail
1721.0,seed_ds_fail
1722.0,seed_ds_fail
1723.0,seed_ds_fail
1724.0,no_outer_pairs
1726.0,no_outer_pairs
1727.0,no_outer_pairs
1728.0,no_outer_pairs
1730.0,seed_ds_fail
1731.0,seed_ds_fail
1732.0,seed_ds_fail
1733.0,no_outer_pairs
1734.0,no_outer_pairs
1735.0,final_ds_fail
1737.0,no_outer_pairs
1739.0,no_outer_pairs
1740.0,no_outer_pairs
1741.0,no_outer_pairs
1744.0,seed_dw_fail
1745.0,seed_dw_fail
1746.0,seed_dw_fail
1747.0,no_outer_pairs
1748.0,no_outer_pairs
1749.0,final_ds_fail
1750.0,no_outer_pairs
1751.0,no_outer_pairs
1752.0,seed_ds_fail
1753.0,seed_dw_fail
1755.0,no_outer_pairs
1756.0,no_outer_pairs
1757.0,no_outer_pairs
1758.0,seed_ds_fail
1759.0,no_outer_pairs
1760.0,no_outer_pairs
1761.0,no_outer_pairs
1763.0,seed_ds_fail
1765.0,seed_ds_fail
1767.0,seed_ds_fail
1768.0,seed_dw_fail
1770.0,no_outer_pairs
1771.0,final_ds_fail
1772.0,seed_ds_fail
1773.0,seed_ds_fail
1774.0,seed_dw_fail
1777.0,no_outer_pairs
1778.0,seed_ds_fail
1780.0,no_outer_pairs
1781.0,no_outer_pairs
1782.0,seed_ds_fail
1783.0,seed_ds_fail
1784.0,seed_dw_fail
1785.0,final_ds_fail
1786.0,final_ds_fail
1787.0,seed_ds_fail
1788.0,no_outer_pairs
1789.0,no_outer_pairs
1791.0,seed_ds_fail
1792.0,no_outer_pairs
1794.0,no_outer_pairs
1795.0,no_outer_pairs
1797.0,seed_ds_fail
1800.0,no_outer_pairs
1801.0,seed_ds_fail
1802.0,final_ds_fail
1804.0,seed_dw_fail
1805.0,seed_dw_fail
1806.0,no_outer_pairs
1807.0,no_outer_pairs
1808.0,seed_dw_fail
1809.0,no_outer_pairs
1810.0,seed_ds_fail
1811.0,seed_dw_fail
1812.0,seed_dw_fail
1815.0,seed_ds_fail
1816.0,no_outer_pairs
1817.0,no_outer_pairs
1818.0,no_outer_pairs
1820.0,seed_dw_fail
1821.0,seed_ds_fail
1822.0,seed_ds_fail
1823.0,seed_ds_fail
1825.0,seed_ds_fail
1828.0,no_outer_pairs
1829.0,no_outer_pairs
1831.0,no_outer_pairs
1837.0,no_outer_pairs
1838.0,seed_ds_fail
1839.0,no_outer_pairs
1840.0,no_outer_pairs
1841.0,no_outer_pairs
1842.0,no_outer_pairs
1843.0,seed_dw_fail
1845.0,seed_dw_fail
1846.0,seed_dw_fail
1848.0,seed_ds_fail
1849.0,no_outer_pairs
1850.0,seed_dw_fail
1851.0,seed_dw_fail
1852.0,no_outer_pairs
1853.0,seed_ds_fail
1854.0,seed_ds_fail
1855.0,seed_dw_fail
1856.0,seed_dw_fail
1860.0,seed_dw_fail
1862.0,no_outer_pairs
1863.0,seed_dw_fail
1866.0,seed_dw_fail
1867.0,no_outer_pairs
1868.0,seed_ds_fail
1869.0,no_outer_pairs
1871.0,no_outer_pairs
1872.0,no_outer_pairs
1874.0,no_outer_pairs
1875.0,seed_ds_fail
1876.0,no_outer_pairs
1878.0,no_outer_pairs
1879.0,seed_dw_fail
1880.0,seed_ds_fail
1881.0,seed_dw_fail
1882.0,seed_ds_fail
1885.0,seed_dw_fail
1886.0,no_outer_pairs
1887.0,seed_ds_fail
1888.0,seed_dw_fail
1889.0,no_outer_pairs
1890.0,seed_ds_fail
1891.0,seed_ds_fail
1892.0,no_outer_pairs
1893.0,no_outer_pairs
1894.0,no_outer_pairs
1895.0,seed_dw_fail
1897.0,no_outer_pairs
1898.0,no_outer_pairs
1899.0,no_outer_pairs
1900.0,missing_layer_after_growth
1901.0,seed_dw_fail
1902.0,final_ds_fail
1903.0,no_outer_pairs
1904.0,seed_dw_fail
1906.0,no_outer_pairs
1907.0,seed_ds_fail
1909.0,final_ds_fail
1912.0,no_outer_pairs
1913.0,no_outer_pairs
1914.0,seed_ds_fail
1915.0,seed_ds_fail
1916.0,no_outer_pairs
1917.0,seed_dw_fail
1918.0,seed_ds_fail
1919.0,seed_dw_fail
1920.0,final_ds_fail
1921.0,seed_ds_fail
1922.0,no_outer_pairs
1923.0,seed_ds_fail
1924.0,no_outer_pairs
1925.0,final_ds_fail
1927.0,final_ds_fail
1928.0,seed_ds_fail
1929.0,seed_ds_fail
1933.0,seed_dw_fail
1934.0,seed_ds_fail
1935.0,seed_dw_fail
1936.0,seed_dw_fail
1938.0,no_outer_pairs
1939.0,no_outer_pairs
1940.0,seed_ds_fail
1942.0,seed_ds_fail
1943.0,seed_ds_fail
1945.0,no_outer_pairs
1947.0,seed_dw_fail
1948.0,no_outer_pairs
1949.0,no_outer_pairs
1950.0,seed_ds_fail
1951.0,seed_dw_fail
1952.0,no_outer_pairs
1954.0,seed_dw_fail
1955.0,seed_dw_fail
1956.0,no_outer_pairs
1957.0,no_outer_pairs
1958.0,no_outer_pairs
1960.0,seed_ds_fail
1961.0,no_outer_pairs
1962.0,seed_dw_fail
1965.0,no_outer_pairs
1966.0,no_outer_pairs
1967.0,seed_ds_fail
1968.0,final_ds_fail
1969.0,seed_ds_fail
1970.0,no_outer_pairs
1971.0,seed_dw_fail
1972.0,no_outer_pairs
1974.0,final_ds_fail
1975.0,no_outer_pairs
1976.0,no_outer_pairs
1977.0,seed_ds_fail
1978.0,seed_ds_fail
1980.0,seed_ds_fail
1981.0,seed_ds_fail
1982.0,no_outer_pairs
1983.0,final_ds_fail
1985.0,seed_ds_fail
1986.0,seed_ds_fail
1990.0,no_outer_pairs
1992.0,no_outer_pairs
1995.0,no_outer_pairs
1996.0,seed_dw_fail
1997.0,no_outer_pairs
2000.0,seed_dw_fail
2001.0,seed_dw_fail
2002.0,no_outer_pairs
2003.0,seed_dw_fail
2004.0,seed_ds_fail
2007.0,no_outer_pairs
2008.0,seed_ds_fail
2009.0,no_outer_pairs
2010.0,no_outer_pairs
2011.0,no_outer_pairs
2012.0,no_outer_pairs
2013.0,seed_dw_fail
2014.0,no_outer_pairs
2015.0,no_outer_pairs
2016.0,no_outer_pairs
2017.0,seed_dw_fail
2018.0,no_outer_pairs
2019.0,seed_dw_fail
2020.0,no_outer_pairs
2021.0,no_outer_pairs
2022.0,seed_ds_fail
2023.0,seed_dw_fail
2024.0,seed_ds_fail
2026.0,seed_ds_fail
2027.0,no_outer_pairs
2028.0,no_outer_pairs
2029.0,seed_dw_fail
2030.0,seed_ds_fail
2032.0,no_outer_pairs
2033.0,seed_ds_fail
2034.0,no_outer_pairs
2036.0,no_outer_pairs
2038.0,no_outer_pairs
2039.0,seed_dw_fail
2040.0,no_outer_pairs
2042.0,no_outer_pairs
2043.0,seed_dw_fail
2044.0,seed_ds_fail
2045.0,final_ds_fail
2047.0,seed_dw_fail
2049.0,seed_ds_fail
2050.0,seed_ds_fail
2051.0,seed_ds_fail
2052.0,seed_ds_fail
2053.0,seed_dw_fail
2054.0,seed_ds_fail
2055.0,no_outer_pairs
2056.0,seed_dw_fail
2059.0,seed_ds_fail
2060.0,no_outer_pairs
2061.0,seed_ds_fail
2063.0,seed_dw_fail
2064.0,no_outer_pairs
2065.0,seed_dw_fail
2066.0,no_outer_pairs
2067.0,seed_ds_fail
2068.0,no_outer_pairs
2069.0,seed_ds_fail
2070.0,seed_ds_fail
2071.0,seed_dw_fail
2073.0,seed_dw_fail
2074.0,no_outer_pairs
2075.0,seed_dw_fail
2076.0,no_outer_pairs
2077.0,no_outer_pairs
2078.0,seed_ds_fail
2079.0,no_outer_pairs
2080.0,no_outer_pairs
2081.0,seed_ds_fail
2083.0,no_outer_pairs
2084.0,seed_ds_fail
2086.0,no_outer_pairs
2088.0,seed_dw_fail
2089.0,seed_dw_fail
2090.0,seed_ds_fail
2091.0,seed_ds_fail
2093.0,no_outer_pairs
2094.0,seed_dw_fail
2096.0,no_outer_pairs
2098.0,no_outer_pairs
2100.0,seed_ds_fail
2101.0,no_outer_pairs
2102.0,seed_dw_fail
2103.0,no_outer_pairs
2104.0,no_outer_pairs
2106.0,no_outer_pairs
2107.0,seed_ds_fail
2109.0,no_outer_pairs
2110.0,seed_ds_fail
2111.0,seed_dw_fail
2112.0,no_outer_pairs
2114.0,no_outer_pairs
2115.0,no_outer_pairs
2119.0,no_outer_pairs
2121.0,no_outer_pairs
2123.0,seed_dw_fail
2124.0,seed_dw_fail
2126.0,no_outer_pairs
2127.0,seed_ds_fail
2129.0,final_ds_fail
2130.0,seed_dw_fail
2131.0,seed_dw_fail
2132.0,seed_ds_fail
2133.0,seed_ds_fail
2134.0,seed_ds_fail
2135.0,no_outer_pairs
2136.0,seed_ds_fail
2137.0,seed_ds_fail
2138.0,seed_dw_fail
2139.0,final_ds_fail
2141.0,no_outer_pairs
2142.0,seed_ds_fail
2143.0,no_outer_pairs
2144.0,no_outer_pairs
2145.0,final_ds_fail
2147.0,seed_dw_fail
2148.0,seed_dw_fail
2149.0,no_outer_pairs
2151.0,no_outer_pairs
2152.0,no_outer_pairs
2153.0,no_outer_pairs
2154.0,seed_dw_fail
2155.0,no_outer_pairs
2157.0,seed_dw_fail
2158.0,seed_dw_fail
2159.0,seed_dw_fail
2161.0,seed_dw_fail
2163.0,seed_ds_fail
2164.0,seed_ds_fail
2165.0,seed_ds_fail
2166.0,no_outer_pairs
2168.0,final_ds_fail
2169.0,no_outer_pairs
2171.0,seed_ds_fail
2172.0,no_outer_pairs
2174.0,seed_ds_fail
2175.0,no_outer_pairs
2176.0,no_outer_pairs
2178.0,seed_ds_fail
2179.0,seed_ds_fail
2181.0,no_outer_pairs
2182.0,no_outer_pairs
2183.0,no_outer_pairs
2184.0,no_outer_pairs
2185.0,seed_dw_fail
2186.0,seed_ds_fail
2189.0,no_outer_pairs
2190.0,no_outer_pairs
2191.0,no_outer_pairs
2192.0,seed_ds_fail
2195.0,seed_dw_fail
2197.0,seed_dw_fail
2200.0,no_outer_pairs
2201.0,no_outer_pairs
2202.0,seed_dw_fail
2204.0,no_outer_pairs
2205.0,seed_ds_fail
2206.0,no_outer_pairs
2207.0,no_outer_pairs
2208.0,seed_ds_fail
2209.0,seed_ds_fail
2210.0,seed_ds_fail
2211.0,seed_ds_fail
2212.0,no_outer_pairs
2213.0,final_ds_fail
2214.0,seed_ds_fail
2215.0,no_outer_pairs
2216.0,seed_ds_fail
2217.0,no_outer_pairs
2218.0,seed_ds_fail
2220.0,seed_ds_fail
2221.0,seed_ds_fail
2222.0,seed_dw_fail
2226.0,no_outer_pairs
2227.0,seed_ds_fail
2228.0,no_outer_pairs
2229.0,seed_dw_fail
2231.0,final_ds_fail
2232.0,no_outer_pairs
2233.0,no_outer_pairs
2234.0,seed_dw_fail
2235.0,no_outer_pairs
2238.0,no_outer_pairs
2240.0,seed_ds_fail
2241.0,seed_ds_fail
2242.0,seed_ds_fail
2244.0,no_outer_pairs
2246.0,no_outer_pairs
2247.0,seed_dw_fail
2250.0,no_outer_pairs
2251.0,no_outer_pairs
2252.0,no_outer_pairs
2254.0,seed_ds_fail
2255.0,no_outer_pairs
2256.0,seed_dw_fail
2257.0,seed_ds_fail
2258.0,no_outer_pairs
2259.0,seed_dw_fail
2260.0,seed_dw_fail
2261.0,no_outer_pairs
2262.0,seed_dw_fail
2263.0,seed_dw_fail
2264.0,no_outer_pairs
2265.0,final_ds_fail
2266.0,seed_ds_fail
2267.0,no_outer_pairs
2268.0,seed_ds_fail
2269.0,seed_dw_fail
2270.0,no_outer_pairs
2271.0,final_ds_fail
2272.0,no_outer_pairs
2273.0,no_outer_pairs
2274.0,final_ds_fail
2276.0,seed_dw_fail
2278.0,seed_ds_fail
2280.0,seed_dw_fail
2281.0,no_outer_pairs
2282.0,seed_ds_fail
2284.0,seed_dw_fail
2285.0,no_outer_pairs
2286.0,seed_ds_fail
2287.0,seed_ds_fail
2291.0,seed_ds_fail
2292.0,seed_dw_fail
2294.0,no_outer_pairs
2295.0,seed_ds_fail
2296.0,no_outer_pairs
2297.0,seed_dw_fail
2298.0,no_outer_pairs
2299.0,seed_ds_fail
2301.0,seed_ds_fail
2302.0,final_ds_fail
2303.0,seed_ds_fail
2304.0,no_outer_pairs
2306.0,no_outer_pairs
2308.0,no_outer_pairs
2310.0,no_outer_pairs
2311.0,no_outer_pairs
2312.0,no_outer_pairs
2314.0,seed_ds_fail
2315.0,seed_dw_fail
2319.0,seed_dw_fail
2320.0,no_outer_pairs
2321.0,seed_dw_fail
2322.0,no_outer_pairs
2323.0,seed_ds_fail
2324.0,no_outer_pairs
2325.0,no_outer_pairs
2326.0,final_ds_fail
2327.0,seed_ds_fail
2328.0,no_outer_pairs
2329.0,seed_ds_fail
2330.0,final_ds_fail
2331.0,seed_dw_fail
2332.0,seed_ds_fail
2333.0,no_outer_pairs
2334.0,no_outer_pairs
2335.0,seed_dw_fail
2336.0,no_outer_pairs
2337.0,seed_ds_fail
2339.0,seed_ds_fail
2341.0,no_outer_pairs
2342.0,no_outer_pairs
2343.0,seed_ds_fail
2344.0,no_outer_pairs
2345.0,seed_ds_fail
2346.0,no_outer_pairs
2347.0,no_outer_pairs
2348.0,seed_dw_fail
2350.0,seed_ds_fail
2351.0,seed_ds_fail
2353.0,no_outer_pairs
2354.0,no_outer_pairs
2355.0,no_outer_pairs
2356.0,seed_ds_fail
2357.0,no_outer_pairs
2358.0,seed_ds_fail
2359.0,no_outer_pairs
2361.0,no_outer_pairs
2363.0,final_ds_fail
2366.0,seed_ds_fail
2367.0,seed_ds_fail
2368.0,final_ds_fail
2369.0,no_outer_pairs
2371.0,seed_dw_fail
2373.0,seed_ds_fail
2374.0,no_outer_pairs
2375.0,no_outer_pairs
2376.0,no_outer_pairs
2377.0,no_outer_pairs
2381.0,final_ds_fail
2382.0,no_outer_pairs
2383.0,no_outer_pairs
2384.0,seed_ds_fail
2385.0,no_outer_pairs
2389.0,no_outer_pairs
2392.0,no_outer_pairs
2395.0,seed_ds_fail
2396.0,seed_ds_fail
2397.0,final_ds_fail
2399.0,seed_ds_fail
2400.0,seed_dw_fail
2401.0,seed_dw_fail
2402.0,seed_ds_fail
2404.0,final_ds_fail
2406.0,no_outer_pairs
2407.0,seed_dw_fail
2408.0,seed_ds_fail
2409.0,final_ds_fail
2412.0,seed_dw_fail
2413.0,seed_ds_fail
2415.0,seed_ds_fail
2417.0,seed_ds_fail
2419.0,seed_ds_fail
2420.0,seed_dw_fail
2422.0,final_ds_fail
2423.0,seed_dw_fail
2424.0,seed_ds_fail
2425.0,no_outer_pairs
2426.0,seed_ds_fail
2427.0,seed_dw_fail
2428.0,seed_dw_fail
2430.0,no_outer_pairs
2431.0,no_outer_pairs
2432.0,seed_dw_fail
2434.0,seed_ds_fail
2435.0,no_outer_pairs
2436.0,no_outer_pairs
2438.0,no_outer_pairs
2439.0,seed_ds_fail
2440.0,seed_ds_fail
2445.0,no_outer_pairs
2446.0,seed_ds_fail
2448.0,no_outer_pairs
2449.0,seed_ds_fail
2450.0,final_ds_fail
2451.0,seed_dw_fail
2453.0,no_outer_pairs
2456.0,seed_dw_fail
2457.0,no_outer_pairs
2458.0,seed_ds_fail
2459.0,no_outer_pairs
2460.0,no_outer_pairs
2461.0,seed_dw_fail
2462.0,no_outer_pairs
2463.0,seed_dw_fail
2465.0,no_outer_pairs
2467.0,no_outer_pairs
2468.0,no_outer_pairs
2469.0,no_outer_pairs
2470.0,seed_ds_fail
2471.0,seed_dw_fail
2472.0,seed_ds_fail
2473.0,seed_dw_fail
2476.0,seed_dw_fail
2477.0,seed_ds_fail
2479.0,seed_ds_fail
2480.0,seed_ds_fail
2482.0,final_ds_fail
2483.0,final_ds_fail
2484.0,no_outer_pairs
2486.0,seed_ds_fail
2487.0,final_ds_fail
2489.0,seed_ds_fail
2490.0,seed_ds_fail
2492.0,no_outer_pairs
2494.0,no_outer_pairs
2497.0,seed_dw_fail
2498.0,no_outer_pairs
2499.0,seed_ds_fail
2500.0,no_outer_pairs
2501.0,no_outer_pairs
2502.0,seed_ds_fail
2503.0,seed_ds_fail
2504.0,seed_ds_fail
2505.0,missing_layer_after_growth
2506.0,seed_dw_fail
2507.0,no_outer_pairs
2508.0,seed_ds_fail
2509.0,seed_ds_fail
2511.0,seed_ds_fail
2512.0,seed_ds_fail
2513.0,seed_ds_fail
2515.0,seed_ds_fail
2516.0,final_ds_fail
2517.0,no_outer_pairs
2518.0,no_outer_pairs
2519.0,seed_ds_fail
2520.0,seed_dw_fail
2521.0,seed_dw_fail
2522.0,seed_dw_fail
2523.0,no_outer_pairs
2524.0,seed_ds_fail
2525.0,seed_ds_fail
2526.0,no_outer_pairs
2527.0,no_outer_pairs
2528.0,seed_ds_fail
2529.0,seed_dw_fail
2530.0,final_ds_fail
2534.0,seed_ds_fail
2535.0,seed_ds_fail
2536.0,seed_ds_fail
2537.0,no_outer_pairs
2538.0,no_outer_pairs
2539.0,seed_dw_fail
2540.0,seed_ds_fail
2541.0,no_outer_pairs
2544.0,no_outer_pairs
2548.0,seed_ds_fail
2549.0,seed_dw_fail
2550.0,no_outer_pairs
2551.0,seed_ds_fail
2553.0,seed_ds_fail
2554.0,seed_ds_fail
2555.0,seed_ds_fail
2556.0,no_outer_pairs
2557.0,no_outer_pairs
2558.0,no_outer_pairs
2560.0,no_outer_pairs
2562.0,no_outer_pairs
2563.0,seed_ds_fail
2565.0,seed_ds_fail
2566.0,seed_dw_fail
2567.0,final_ds_fail
2568.0,seed_ds_fail
2569.0,seed_ds_fail
2571.0,seed_dw_fail
2572.0,no_outer_pairs
2573.0,no_outer_pairs
2574.0,no_outer_pairs
2575.0,seed_ds_fail
2577.0,seed_ds_fail
2579.0,seed_ds_fail
2581.0,no_outer_pairs
2583.0,no_outer_pairs
2585.0,no_outer_pairs
2586.0,final_ds_fail
2587.0,no_outer_pairs
2588.0,seed_dw_fail
2589.0,no_outer_pairs
2591.0,no_outer_pairs
2593.0,seed_ds_fail
2594.0,no_outer_pairs
2596.0,seed_dw_fail
2597.0,no_outer_pairs
2598.0,no_outer_pairs
2599.0,no_outer_pairs
2601.0,no_outer_pairs
2602.0,final_ds_fail
2603.0,seed_ds_fail
2604.0,no_outer_pairs
2605.0,no_outer_pairs
2608.0,no_outer_pairs
2609.0,seed_ds_fail
2610.0,no_outer_pairs
2612.0,no_outer_pairs
2614.0,no_outer_pairs
2615.0,seed_dw_fail
2617.0,no_outer_pairs
2618.0,seed_ds_fail
2619.0,seed_ds_fail
2620.0,no_outer_pairs
2623.0,seed_dw_fail
2624.0,seed_ds_fail
2625.0,no_outer_pairs
2626.0,seed_ds_fail
2629.0,no_outer_pairs
2630.0,seed_dw_fail
2631.0,no_outer_pairs
2632.0,no_outer_pairs
2633.0,seed_dw_fail
2636.0,seed_dw_fail
2638.0,no_outer_pairs
2639.0,seed_ds_fail
2640.0,final_ds_fail
2642.0,seed_dw_fail
2643.0,final_ds_fail
2644.0,final_ds_fail
2645.0,seed_ds_fail
2646.0,no_outer_pairs
2647.0,no_outer_pairs
2648.0,no_outer_pairs
2649.0,seed_ds_fail
2651.0,no_outer_pairs
2652.0,no_outer_pairs
2654.0,seed_ds_fail
2655.0,final_ds_fail
2656.0,no_outer_pairs
2657.0,no_outer_pairs
2658.0,no_outer_pairs
2659.0,no_outer_pairs
2660.0,seed_dw_fail
2662.0,seed_ds_fail
2663.0,no_outer_pairs
2665.0,seed_ds_fail
2666.0,no_outer_pairs
2667.0,seed_ds_fail
2668.0,seed_ds_fail
2669.0,no_outer_pairs
2670.0,seed_ds_fail
2671.0,seed_ds_fail
2674.0,no_outer_pairs
2676.0,seed_ds_fail
2677.0,no_outer_pairs
2678.0,no_outer_pairs
2679.0,seed_ds_fail
2682.0,seed_dw_fail
2683.0,seed_ds_fail
2684.0,final_ds_fail
2685.0,no_outer_pairs
2686.0,seed_ds_fail
2687.0,final_ds_fail
2688.0,no_outer_pairs
2689.0,seed_dw_fail
2690.0,no_outer_pairs
2691.0,no_outer_pairs
2692.0,seed_ds_fail
2693.0,no_outer_pairs
2694.0,no_outer_pairs
2695.0,seed_ds_fail
2697.0,seed_ds_fail
2698.0,no_outer_pairs
2700.0,no_outer_pairs
2702.0,seed_dw_fail
2704.0,no_outer_pairs
2705.0,no_outer_pairs
2706.0,seed_dw_fail
2707.0,seed_dw_fail
2708.0,no_outer_pairs
2709.0,final_ds_fail
2710.0,no_outer_pairs
2712.0,no_outer_pairs
2715.0,seed_dw_fail
2717.0,final_ds_fail
2719.0,no_outer_pairs
2720.0,final_ds_fail
2721.0,seed_ds_fail
2722.0,no_outer_pairs
2723.0,no_outer_pairs
2724.0,no_outer_pairs
2725.0,seed_ds_fail
2727.0,seed_ds_fail
2728.0,seed_ds_fail
2729.0,seed_ds_fail
2730.0,seed_dw_fail
2731.0,no_outer_pairs
2733.0,seed_ds_fail
2735.0,no_outer_pairs
2737.0,no_outer_pairs
2738.0,seed_ds_fail
2739.0,no_outer_pairs
2741.0,no_outer_pairs
2742.0,seed_ds_fail
2743.0,final_ds_fail
2745.0,no_outer_pairs
2746.0,no_outer_pairs
2748.0,no_outer_pairs
2749.0,seed_ds_fail
2750.0,seed_ds_fail
2751.0,no_outer_pairs
2752.0,final_ds_fail
2754.0,seed_dw_fail
2755.0,final_ds_fail
2757.0,no_outer_pairs
2758.0,no_outer_pairs
2759.0,no_outer_pairs
2760.0,seed_ds_fail
2761.0,seed_ds_fail
2764.0,no_outer_pairs
2766.0,no_outer_pairs
2767.0,no_outer_pairs
2768.0,no_outer_pairs
2769.0,seed_ds_fail
2770.0,no_outer_pairs
2771.0,seed_ds_fail
2772.0,final_ds_fail
2774.0,seed_ds_fail
2775.0,no_outer_pairs
2776.0,no_outer_pairs
2777.0,final_ds_fail
2779.0,final_ds_fail
2780.0,no_outer_pairs
2781.0,seed_ds_fail
2783.0,no_outer_pairs
2784.0,seed_dw_fail
2785.0,seed_ds_fail
2786.0,seed_ds_fail
2787.0,no_outer_pairs
2788.0,no_outer_pairs
2789.0,seed_ds_fail
2792.0,seed_ds_fail
2793.0,no_outer_pairs
2794.0,no_outer_pairs
2795.0,no_outer_pairs
