source,source_event,layer_id,trajectory_step,x,y,z,r,phi,n_merged,hard_members,pileup_members
pileup,-1,1,48,-15.141790682219844,29.602173483307613,-37.5,33.25,2.043609022556391,1,0,1
pileup,-1,1,48,11.815047200086486,-31.080012221035695,-71.0,33.25,-1.2075187969924814,1,0,1
pileup,-1,1,48,28.948923336133696,-16.356110102302868,-28.25,33.25,-0.5142857142857143,1,0,1
pileup,-1,1,48,-9.199417691583976,-31.952045539147758,-45.5,33.25,-1.8511278195488723,1,0,1
pileup,-1,1,49,-5.791332992187176,-32.74176174511084,-30.5,33.25,-1.7458646616541358,1,0,1
pileup,-1,1,49,19.167718121046143,-27.169120008423523,-28.5,33.25,-0.9563909774436091,1,0,1
pileup,-1,1,50,-19.07940484851188,27.231210230663304,-41.5,33.25,2.1819548872180445,1,0,1
pileup,-1,1,51,-32.06386184018948,-8.801776178319964,-103.0,33.25,-2.8736842105263163,1,0,1
pileup,-1,1,51,30.48728747215181,13.269807933439562,-37.5,33.25,0.41052631578947363,1,0,1
pileup,-1,1,51,-33.13978989612665,-2.7049631495792448,-68.0,33.25,-3.0601503759398496,1,0,1
pileup,-1,1,51,20.13556328130698,26.459810871290877,-78.0,33.25,0.9203007518796991,1,0,1
pileup,-1,1,51,14.20678463831776,-30.06209856680765,-36.5,33.25,-1.1293233082706768,1,0,1
pileup,-1,1,52,19.614489401046004,26.84835759476274,37.25,33.25,0.9398496240601504,1,0,1
pileup,-1,1,53,-16.200047839898218,29.03654507659286,-77.25,33.25,2.079699248120301,1,0,1
pileup,-1,1,53,25.22042048845409,21.66778462108125,-5.25,33.25,0.7097744360902257,1,0,1
pileup,-1,1,54,-5.594286485123912,-32.7760043129476,-28.75,33.25,-1.7398496240601509,1,0,1
pileup,-1,1,54,33.071175559511026,3.4438128741267118,-82.25,33.25,0.10375939849624062,1,0,1
pileup,-1,1,54,26.23348435007808,-20.42955699113929,3.5,33.25,-0.661654135338346,1,0,1
pileup,-1,1,55,18.55005682163529,-27.594526484687176,4.25,33.25,-0.9789473684210529,1,0,1
pileup,-1,1,55,-30.44404258953325,13.36872360424455,4.75,33.25,2.7278195488721804,1,0,1
pileup,-1,1,56,-28.2832938120414,-17.481927557959406,-108.25,33.25,-2.5879699248120303,1,0,1
pileup,-1,1,57,-33.09051449402915,-3.2527450746172404,6.25,33.25,-3.043609022556391,1,0,1
pileup,-1,1,57,25.511350039482316,21.32448168568244,-86.0,33.25,0.6962406015037593,1,0,1
pileup,-1,1,57,-11.244825079191502,-31.29083586193226,35.0,33.25,-1.9157894736842107,1,0,1
pileup,-1,1,58,-18.66777123324317,-27.515028932990408,-81.25,33.25,-2.166917293233082,1,0,1
pileup,-1,1,58,-26.652979489583537,19.87916457821705,-85.25,33.25,2.5007518796992483,1,0,1
pileup,-1,1,58,-33.24807321701571,0.3579488175179602,34.5,33.25,3.130827067669174,1,0,1
pileup,-1,1,59,25.92331852191457,20.821720793713496,-86.5,33.25,0.6766917293233082,1,0,1
pileup,-1,1,59,3.422903113939616,33.073346281750545,-87.75,33.25,1.467669172932331,1,0,1
pileup,-1,1,60,7.902619487330643,32.297230612522526,-14.25,33.25,1.330827067669173,1,0,1
pileup,-1,1,60,20.8832369872354,25.87378814427766,-88.75,33.25,0.8917293233082706,1,0,1
pileup,-1,1,60,-9.583128256047727,31.83906645660547,-89.5,33.25,1.8631578947368421,1,0,1
pileup,-1,1,61,5.995995443005592,-32.70490083530993,-23.25,33.25,-1.3894736842105264,1,0,1
pileup,-1,1,62,-31.428112729294632,10.85523976127422,10.0,33.25,2.8090225563909774,1,0,1
pileup,-1,1,62,-22.79842396174428,24.20318914648572,13.5,33.25,2.3263157894736843,1,0,1
pileup,-1,1,62,-13.791401816371128,-30.25491259183201,-37.0,33.25,-1.9984962406015039,1,0,1
pileup,-1,1,63,-7.894891498586794,-32.299120548794235,-92.0,33.25,-1.8105263157894738,1,0,1
pileup,-1,1,63,13.020866718786936,30.59443625712993,-93.5,33.25,1.168421052631579,1,0,1
pileup,-1,1,63,23.379759088262333,23.64210999413579,51.0,33.25,0.7909774436090224,1,0,1
pileup,-1,1,64,-28.43987213469409,-17.226031840277383,13.0,33.25,-2.596992481203008,1,0,1
pileup,-1,1,64,0.6789306788347871,-33.24306774552157,-59.0,33.25,-1.5503759398496246,1,0,1
pileup,-1,1,64,-16.461368760415755,-28.88919934047339,14.75,33.25,-2.088721804511278,1,0,1
pileup,-1,1,64,29.334037108321,-15.65492787998866,-22.5,33.25,-0.49022556390977456,1,0,1
pileup,-1,1,65,-3.514445128536458,-33.06374412311023,-14.5,33.25,-1.6766917293233083,1,0,1
pileup,-1,1,65,-18.75043864869595,27.45876090579269,-49.25,33.25,2.169924812030075,1,0,1
pileup,-1,1,67,-15.541022671970303,29.3945422537808,-121.75,33.25,2.0571428571428574,1,0,1
pileup,-1,1,67,-17.15161574238681,-28.48481310146705,-85.5,33.25,-2.112781954887218,1,0,1
pileup,-1,1,67,33.195729055729515,-1.8989661551999817,19.25,33.25,-0.057142857142857155,1,0,1
pileup,-1,1,67,-8.331286087416997,-32.189317671078584,-95.25,33.25,-1.82406015037594,1,0,1
pileup,-1,1,68,-32.6996628171066,6.024495966264418,-123.25,33.25,2.9593984962406017,1,0,1
pileup,-1,1,71,26.687588955032247,-19.832677473484026,-1.5,33.25,-0.6390977443609023,1,0,1
pileup,-1,1,71,-8.862576922976398,32.047109546483696,-2.0,33.25,1.8406015037593986,1,0,1
pileup,-1,1,73,-29.721044135505167,-14.907113586987723,-129.0,33.25,-2.6766917293233083,1,0,1
pileup,-1,1,73,-10.346333416055195,-31.59930196766725,-0.75,33.25,-1.887218045112782,1,0,1
pileup,-1,1,73,-13.791401816371128,-30.25491259183201,-21.5,33.25,-1.9984962406015039,1,0,1
pileup,-1,1,73,-32.290331098344446,7.930763995939444,53.0,33.25,2.9007518796992486,1,0,1
pileup,-1,1,74,-30.906593510473854,-12.261524276301666,-130.75,33.25,-2.7639097744360903,1,0,1
pileup,-1,1,74,21.99135583055058,-24.938780417937625,2.0,33.25,-0.8481203007518798,1,0,1
pileup,-1,1,74,21.689756358377284,25.201527118693267,-105.25,33.25,0.8601503759398497,1,0,1
pileup,-1,1,75,-29.56248346814452,15.219135034412506,-131.5,33.25,2.6661654135338346,1,0,1
pileup,-1,1,75,6.976741673180666,-32.50980737601661,3.75,33.25,-1.3593984962406016,1,0,1
pileup,-1,1,75,-32.3947042908966,-7.493039030017481,-16.75,33.25,-2.9142857142857146,1,0,1
pileup,-1,1,76,27.214571908170107,19.10313000152169,29.25,33.25,0.6120300751879699,1,0,1
pileup,-1,1,77,-12.320123768808548,30.883281080889684,-134.0,33.25,1.9503759398496243,1,0,1
pileup,-1,1,77,-28.335743045023783,-17.39678608497519,-107.75,33.25,-2.590977443609023,1,0,1
pileup,-1,1,79,-28.04411330819725,17.86309628135598,-111.0,33.25,2.5744360902255643,1,0,1
pileup,-1,1,79,-33.2347233540468,1.007801359383944,49.75,33.25,3.111278195488722,1,0,1
pileup,-1,1,80,33.19854711023996,-1.8490456373974415,5.0,33.25,-0.05563909774436089,1,0,1
pileup,-1,1,80,11.111048173473776,-31.338588169966197,8.25,33.25,-1.230075187969925,1,0,1
pileup,-1,1,81,30.64471433402649,-12.902092209634503,-124.5,33.25,-0.39849624060150374,1,0,1
pileup,-1,1,81,-32.154734029931895,8.463780447550594,-138.25,33.25,2.8842105263157896,1,0,1
pileup,-1,1,81,-21.759437256673483,-25.14138799415996,35.5,33.25,-2.284210526315789,1,0,1
pileup,-1,1,82,10.211246943402148,-31.64321310898848,36.0,33.25,-1.2586466165413535,1,0,1
pileup,-1,1,82,-33.04899022448657,3.650581479955074,-114.75,33.25,3.0315789473684216,1,0,1
pileup,-1,1,82,-33.18633338409066,-2.0566420495531124,70.5,33.25,-3.079699248120301,1,0,1
pileup,-1,1,83,9.303110568579774,-31.922008610812373,11.0,33.25,-1.2872180451127821,1,0,1
pileup,-1,1,83,13.112821034273338,30.55513744893187,35.25,33.25,1.1654135338345866,1,0,1
pileup,-1,1,83,-33.247497356520675,0.4079454965435447,37.0,33.25,3.1293233082706777,1,0,1
pileup,-1,1,84,-27.79979619175654,-18.240993166404035,-138.5,33.25,-2.560902255639098,1,0,1
pileup,-1,1,84,-30.34266628582988,-13.597246142758562,133.75,33.25,-2.7203007518796993,1,0,1
pileup,-1,1,84,25.285472598350463,21.591835852425053,-114.5,33.25,0.706766917293233,1,0,1
pileup,-1,1,84,-33.20353851833817,1.757136836229125,38.75,33.25,3.088721804511278,1,0,1
pileup,-1,1,85,30.778825570492344,12.578807435572209,-81.5,33.25,0.38796992481203013,1,0,1
pileup,-1,1,88,-18.210102325772866,-27.820040856995192,-145.25,33.25,-2.1503759398496243,1,0,1
pileup,-1,1,88,23.20133968484368,23.817227731801573,70.0,33.25,0.7984962406015037,1,0,1
pileup,-1,1,88,-13.517867513840107,-30.37811313887461,74.0,33.25,-1.9894736842105265,1,0,1
pileup,-1,1,90,-27.82719481460352,18.199168353254585,-148.25,33.25,2.562406015037594,1,0,1
pileup,-1,1,90,-14.47027726500358,29.936158335262736,-120.5,33.25,2.0210526315789474,1,0,1
pileup,-1,1,90,-25.91833576403957,-20.827922873453016,43.5,33.25,-2.4646616541353383,1,0,1
pileup,-1,1,90,33.24939849805417,-0.1999987939796065,40.0,33.25,-0.006015037593984962,1,0,1
pileup,-1,1,91,29.38098686164132,15.566634544308538,19.75,33.25,0.487218045112782,1,0,1
pileup,-1,1,94,9.829847001634665,31.76376249634879,47.75,33.25,1.2706766917293233,1,0,1
pileup,-1,1,95,6.339919014486374,-32.6399743702374,24.5,33.25,-1.3789473684210527,1,0,1
pileup,-1,1,95,16.72822565287695,-28.735500108862364,24.0,33.25,-1.0436090225563912,1,0,1
pileup,-1,1,96,-22.72552941744962,-24.271646270836925,-101.5,33.25,-2.3233082706766917,1,0,1
pileup,-1,1,99,15.326634432570604,-29.506893719440228,27.75,33.25,-1.0917293233082708,1,0,1
pileup,-1,1,100,-33.2008586668557,-1.8070649638219851,-158.5,33.25,-3.087218045112782,1,0,1
pileup,-1,1,101,18.798271572233528,-27.42603664215004,56.75,33.25,-0.9699248120300752,1,0,1
pileup,-1,1,105,-24.17785007523757,22.825294428316464,30.0,33.25,2.384962406015038,1,0,1
pileup,-1,1,106,-15.761592902614318,-29.27686269346936,-92.25,33.25,-2.0646616541353384,1,0,1
pileup,-1,1,112,-22.43190230049043,-24.543273196158097,-49.0,33.25,-2.3112781954887214,1,0,1
pileup,-1,1,114,20.333938200980576,26.307669171530623,-52.5,33.25,0.9127819548872181,1,0,1
pileup,-1,1,116,24.422171930274985,-22.563688045354837,-96.75,33.25,-0.7458646616541355,1,0,1
pileup,-1,1,118,-13.56353358584261,30.357751179323536,47.75,33.25,1.9909774436090226,1,0,1
pileup,-1,1,137,12.92879462744522,-30.63345833368057,-107.5,33.25,-1.1714285714285715,1,0,1
pileup,-1,2,50,-46.6101993163341,19.435516964866363,-64.8,50.49999999999999,2.7465346534653468,1,0,1
pileup,-1,2,50,49.89882035876137,-7.769023542509227,-34.4,50.49999999999999,-0.15445544554455445,1,0,1
pileup,-1,2,51,-2.673535030667795,-50.429180148400114,-44.400000000000006,50.49999999999999,-1.6237623762376239,1,0,1
pileup,-1,2,51,-39.60445295283997,31.33268750532398,-47.6,50.49999999999999,2.4722772277227723,1,0,1
pileup,-1,2,52,8.287556080896527,-49.81532308643592,-64.0,50.49999999999999,-1.4059405940594059,1,0,1
pileup,-1,2,52,25.882523548578455,-43.362944719625325,-65.60000000000001,50.49999999999999,-1.0326732673267327,1,0,1
pileup,-1,2,52,47.13118074405939,-18.1356500206308,-27.200000000000003,50.49999999999999,-0.3673267326732673,1,0,1
pileup,-1,2,52,49.19624284791733,11.40086354837836,-48.0,50.49999999999999,0.22772277227722776,1,0,1
pileup,-1,2,53,21.24287036269354,45.81474062737664,-36.0,50.49999999999999,1.136633663366337,1,0,1
pileup,-1,2,53,-28.986978638538144,-41.35220755182164,10.4,50.49999999999999,-2.182178217821782,1,0,1
pileup,-1,2,54,28.12133308653585,41.94568661300114,-60.0,50.49999999999999,0.9801980198019803,1,0,1
pileup,-1,2,54,35.717806010138546,-35.6999766641676,-40.400000000000006,50.49999999999999,-0.7851485148514853,1,0,1
pileup,-1,2,55,-48.745561156271606,-13.19546390090873,-50.400000000000006,50.49999999999999,-2.877227722772277,1,0,1
pileup,-1,2,55,21.740573063277814,45.58067005738593,-59.2,50.49999999999999,1.1257425742574259,1,0,1
pileup,-1,2,55,-28.28687825783741,-41.83422663831956,-60.400000000000006,50.49999999999999,-2.165346534653465,1,0,1
pileup,-1,2,55,-42.098081425982514,27.89267897229212,-40.0,50.49999999999999,2.556435643564356,1,0,1
pileup,-1,2,56,48.53053512668632,-13.965570533188592,-61.2,50.49999999999999,-0.2801980198019802,1,0,1
pileup,-1,2,56,-25.83920866648323,43.38876923225569,-45.2,50.49999999999999,2.107920792079208,1,0,1
pileup,-1,2,56,33.38545812038337,-37.890119900735705,9.2,50.49999999999999,-0.8485148514851486,1,0,1
pileup,-1,2,57,44.94923212374159,-23.017743840046474,-92.0,50.49999999999999,-0.47326732673267324,1,0,1
pileup,-1,2,57,-42.77552799933666,26.84220937959405,-65.2,50.49999999999999,2.581188118811881,1,0,1
pileup,-1,2,57,3.2230224391172406,50.39704481769687,23.6,50.49999999999999,1.5069306930693072,1,0,1
pileup,-1,2,57,-47.79602306896162,16.303072679445687,1.6,50.49999999999999,2.812871287128713,1,0,1
pileup,-1,2,58,-27.45298614601944,-42.38612451813052,-28.4,50.49999999999999,-2.1455445544554457,1,0,1
pileup,-1,2,58,-18.949317465487997,-46.80997081383572,-66.0,50.49999999999999,-1.9554455445544554,1,0,1
pileup,-1,2,58,45.15255345566555,-22.61629758455759,-10.8,50.49999999999999,-0.46435643564356444,1,0,1
pileup,-1,2,58,11.960476065958904,49.06319406923711,-63.2,50.49999999999999,1.3316831683168318,1,0,1
pileup,-1,2,58,-48.07896731077409,15.448718468841216,-10.8,50.49999999999999,2.8306930693069314,1,0,1
pileup,-1,2,58,-35.50479286168581,-35.911832087054336,-28.8,50.49999999999999,-2.3504950495049504,1,0,1
pileup,-1,2,58,40.96094999626656,29.53727433944018,18.0,50.49999999999999,0.6247524752475246,1,0,1
pileup,-1,2,59,2.424282394826541,50.4417768805792,-28.0,50.49999999999999,1.5227722772277228,1,0,1
pileup,-1,2,60,-45.39599887923498,22.12359115868165,-80.80000000000001,50.49999999999999,2.6881188118811883,1,0,1
pileup,-1,2,60,-25.92507630511652,43.337517448209766,-1.2000000000000002,50.49999999999999,2.10990099009901,1,0,1
pileup,-1,2,60,-37.47389849528896,33.85198563695754,8.0,50.49999999999999,2.4069306930693073,1,0,1
pileup,-1,2,61,-18.810194560995654,46.866049338273534,-10.4,50.49999999999999,1.9524752475247527,1,0,1
pileup,-1,2,62,21.152106514725084,45.85671586572381,-97.6,50.49999999999999,1.1386138613861385,1,0,1
pileup,-1,2,62,-19.134554396557476,-46.73455710761773,-68.0,50.49999999999999,-1.9594059405940594,1,0,1
pileup,-1,2,62,-2.47379506059934,-50.43937289457666,-4.800000000000001,50.49999999999999,-1.6198019801980201,1,0,1
pileup,-1,2,62,26.693634392652136,-42.86840191692966,-48.8,50.49999999999999,-1.0138613861386139,1,0,1
pileup,-1,2,63,45.59151938026683,-21.717812058279584,-100.4,50.49999999999999,-0.44455445544554456,1,0,1
hard,-1,2,64,29.86095687794699,-40.72557709024442,116.8,50.49999999999999,-0.9381188118811883,2,2,0
pileup,-1,2,64,50.49977722788656,0.1499997794334862,-71.60000000000001,50.49999999999999,0.0029702970297029703,1,0,1
pileup,-1,2,64,-4.070365327905381,50.33569435398092,-61.6,50.49999999999999,1.6514851485148514,1,0,1
pileup,-1,2,64,6.556652380388631,-50.07255045993507,-67.2,50.49999999999999,-1.4405940594059405,1,0,1
pileup,-1,2,65,-11.668384818115475,49.13347937747105,-78.4,50.49999999999999,1.8039603960396038,1,0,1
pileup,-1,2,65,-26.9051631937259,-42.735959021870286,21.200000000000003,50.49999999999999,-2.1326732673267332,1,0,1
pileup,-1,2,66,30.12243567686976,-40.53256553553999,-2.4000000000000004,50.49999999999999,-0.9316831683168317,1,0,1
pileup,-1,2,67,-29.55737449388772,-40.94644811248072,-26.4,50.49999999999999,-2.196039603960396,1,0,1
pileup,-1,2,67,14.756702419488144,-48.29585627880173,-44.400000000000006,50.49999999999999,-1.2742574257425745,1,0,1
pileup,-1,2,67,-25.53787624738389,43.566809348095546,-84.0,50.49999999999999,2.100990099009901,1,0,1
pileup,-1,2,68,26.05405455415772,-43.26009987608643,4.0,50.49999999999999,-1.0287128712871287,1,0,1
pileup,-1,2,68,46.78169586541782,19.019015010129973,-66.8,50.49999999999999,0.38613861386138615,1,0,1
pileup,-1,2,68,-24.05707908866045,-44.40165476332989,-3.2,50.49999999999999,-2.0673267326732674,1,0,1
pileup,-1,2,69,-28.864022608788563,41.438124943575126,-85.2,50.49999999999999,2.1792079207920794,1,0,1
pileup,-1,2,69,16.94025299327277,-47.57391962539889,8.4,50.49999999999999,-1.2287128712871287,1,0,1
pileup,-1,2,70,-47.11304709306106,18.182705893430985,-80.80000000000001,50.49999999999999,2.773267326732674,1,0,1
pileup,-1,2,70,45.352289518861696,22.213055516910508,-79.60000000000001,50.49999999999999,0.4554455445544554,1,0,1
pileup,-1,2,71,12.59097435492065,48.90518750392162,-14.0,50.49999999999999,1.3188118811881189,1,0,1
pileup,-1,2,71,30.00190921491209,40.6218591827131,43.6,50.49999999999999,0.9346534653465347,1,0,1
pileup,-1,2,72,-30.9187634981352,39.92843678065024,-112.8,50.49999999999999,2.22970297029703,1,0,1
pileup,-1,2,73,-19.134554396557476,46.73455710761773,-23.6,50.49999999999999,1.9594059405940594,1,0,1
pileup,-1,2,73,-12.105738852518884,-49.027554363180464,-63.2,50.49999999999999,-1.812871287128713,1,0,1
pileup,-1,2,74,15.138776947764748,-48.17745772169621,-87.60000000000001,50.49999999999999,-1.2663366336633666,1,0,1
pileup,-1,2,74,27.579123618686925,-42.3041598477642,-22.8,50.49999999999999,-0.9930693069306934,1,0,1
pileup,-1,2,74,46.74394275437575,-19.111614682586158,-22.4,50.49999999999999,-0.3881188118811882,1,0,1
pileup,-1,2,75,-2.0242430363212462,-50.45941379098558,-25.6,50.49999999999999,-1.6108910891089108,1,0,1
pileup,-1,2,77,-48.62604408769591,-13.62930065635999,-123.2,50.49999999999999,-2.8683168316831678,1,0,1
pileup,-1,2,77,31.27366605663374,39.65107579093099,-98.0,50.49999999999999,0.9029702970297031,1,0,1
pileup,-1,2,77,-28.4936309255673,41.693680536474055,-61.6,50.49999999999999,2.17029702970297,1,0,1
pileup,-1,2,77,24.93191893757632,-43.91639122343869,-54.0,50.49999999999999,-1.0544554455445545,1,0,1
pileup,-1,2,78,48.19995191269704,15.067004865390247,-23.200000000000003,50.49999999999999,0.30297029702970296,1,0,1
pileup,-1,2,78,-50.49197276321184,0.9003812964928565,-83.2,50.49999999999999,3.123762376237624,1,0,1
pileup,-1,2,79,29.43596976264812,41.03381147459331,58.400000000000006,50.49999999999999,0.9485148514851486,1,0,1
pileup,-1,2,80,-24.23273810241863,44.30603123796565,-96.8,50.49999999999999,2.071287128712872,1,0,1
pileup,-1,2,81,35.18368882203185,36.22648259042591,12.4,50.49999999999999,0.8000000000000003,1,0,1
pileup,-1,2,82,-6.308263490844026,-50.1044490213203,-23.200000000000003,50.49999999999999,-1.6960396039603962,1,0,1
pileup,-1,2,83,50.31276432969887,4.344622596288561,-104.8,50.49999999999999,0.08613861386138613,1,0,1
pileup,-1,2,83,40.931685098038905,-29.57781525121455,25.6,50.49999999999999,-0.6257425742574257,1,0,1
pileup,-1,2,84,26.438501100188,-43.02622060529321,26.8,50.49999999999999,-1.0198019801980198,1,0,1
pileup,-1,2,84,-46.87511617062967,18.787588562398664,27.6,50.49999999999999,2.7603960396039606,1,0,1
pileup,-1,2,86,-44.10021221545585,-24.60531004786892,-131.20000000000002,50.49999999999999,-2.632673267326733,1,0,1
pileup,-1,2,87,-50.419576350336754,-2.8489156976931387,30.0,50.49999999999999,-3.0851485148514852,1,0,1
pileup,-1,2,87,39.48032033899285,31.48895530071628,-110.4,50.49999999999999,0.6732673267326733,1,0,1
pileup,-1,2,87,-18.205426718065883,-47.10427197201049,59.2,50.49999999999999,-1.9396039603960396,1,0,1
pileup,-1,2,88,-41.81985738739168,28.30811770673249,-109.2,50.49999999999999,2.5465346534653466,1,0,1
pileup,-1,2,88,-50.4167309291323,2.8988346657708237,58.400000000000006,50.49999999999999,3.0841584158415842,1,0,1
pileup,-1,2,89,3.871412387125992,50.35138693351761,-112.8,50.49999999999999,1.4940594059405938,1,0,1
pileup,-1,2,90,39.1350366285096,31.91706296145077,-111.2,50.49999999999999,0.684158415841584,1,0,1
pileup,-1,2,91,-35.29083000822425,-36.12211673380476,-90.8,50.49999999999999,-2.344554455445545,1,0,1
pileup,-1,2,91,32.9329327075122,38.28409517387702,-114.4,50.49999999999999,0.8603960396039605,1,0,1
pileup,-1,2,91,-13.556448866502295,48.64640474002071,-115.6,50.49999999999999,1.8425742574257429,1,0,1
pileup,-1,2,92,13.989799946448702,48.52355610894923,11.6,50.49999999999999,1.2900990099009901,1,0,1
