source,source_event,layer_id,trajectory_step,x,y,z,r,phi,n_merged,hard_members,pileup_members
pileup,-1,2,93,3.272918915382746,-50.39382900488243,-1.2000000000000002,50.49999999999999,-1.5059405940594062,1,0,1
pileup,-1,2,94,-35.18338107049102,36.22678148067552,40.8,50.49999999999999,2.3415841584158414,1,0,1
pileup,-1,2,95,-48.84854947472751,12.808950550888191,35.6,50.49999999999999,2.8851485148514855,1,0,1
pileup,-1,2,96,-12.68737631541659,-48.88026679787055,-119.6,50.49999999999999,-1.824752475247525,1,0,1
pileup,-1,2,97,-44.71893492117777,-23.462030166110253,40.400000000000006,50.49999999999999,-2.6584158415841586,1,0,1
pileup,-1,2,97,18.903359496685773,46.828548981780976,-121.6,50.49999999999999,1.1871287128712873,1,0,1
pileup,-1,2,97,-23.26198400304177,-44.823320941695385,42.8,50.49999999999999,-2.04950495049505,1,0,1
pileup,-1,2,97,36.13943318949888,35.273096954219184,79.2,50.49999999999999,0.7732673267326734,1,0,1
pileup,-1,2,97,-28.03786043152516,-42.00152833436321,-55.2,50.49999999999999,-2.1594059405940595,1,0,1
pileup,-1,2,99,-10.350902929283247,-49.42781411865748,12.0,50.49999999999999,-1.7772277227722773,1,0,1
pileup,-1,2,100,48.51668404424386,-14.013613714920696,-33.2,50.49999999999999,-0.2811881188118812,1,0,1
pileup,-1,2,101,-9.517522705060935,-49.5950275890502,-70.4,50.49999999999999,-1.7603960396039602,1,0,1
pileup,-1,2,101,-22.950771123558283,44.983464793566576,-74.0,50.49999999999999,2.0425742574257426,1,0,1
pileup,-1,2,102,-25.148648394054376,43.79264189281376,-152.0,50.49999999999999,2.0920792079207917,1,0,1
pileup,-1,2,102,-24.36423308330941,-44.23385746531916,-109.6,50.49999999999999,-2.074257425742574,1,0,1
pileup,-1,2,102,50.44763281544751,-2.29920493166304,49.6,50.49999999999999,-0.04554455445544555,1,0,1
pileup,-1,2,103,-49.47331216003111,10.13120841341834,-154.0,50.49999999999999,2.93960396039604,1,0,1
pileup,-1,2,103,-9.271887144707,-49.64153612425604,-124.8,50.49999999999999,-1.7554455445544555,1,0,1
pileup,-1,2,108,40.33799929101874,-30.382491885916316,30.8,50.49999999999999,-0.6455445544554458,1,0,1
pileup,-1,2,109,-15.899645547336558,47.931735535749816,30.4,50.49999999999999,1.8910891089108908,1,0,1
pileup,-1,2,110,-49.30661680485958,10.913640055395776,86.80000000000001,50.49999999999999,2.9237623762376237,1,0,1
pileup,-1,2,111,-16.420721064674538,-47.755731799608654,32.4,50.49999999999999,-1.9019801980198026,1,0,1
pileup,-1,2,111,-17.831756383404013,-47.24699423543184,-12.0,50.49999999999999,-1.9316831683168323,1,0,1
pileup,-1,2,112,34.3130097449832,-37.052224794750025,36.4,50.49999999999999,-0.8237623762376237,1,0,1
pileup,-1,2,112,-46.03301441534614,-20.765634684173147,-163.20000000000002,50.49999999999999,-2.717821782178218,1,0,1
pileup,-1,2,112,33.83327080958408,37.490796021495015,-139.6,50.49999999999999,0.8366336633663365,1,0,1
pileup,-1,2,113,-46.62941955339868,-19.389358733932426,-165.60000000000002,50.49999999999999,-2.7475247524752473,1,0,1
pileup,-1,2,114,11.37671656584368,-49.20183248803298,38.8,50.49999999999999,-1.3435643564356436,1,0,1
pileup,-1,2,115,-45.12994644334756,22.661375377954897,-166.4,50.49999999999999,2.676237623762377,1,0,1
pileup,-1,2,115,-48.745561156271606,-13.19546390090873,-23.6,50.49999999999999,-2.877227722772277,1,0,1
pileup,-1,2,116,41.98752387732788,28.058828176722223,64.8,50.49999999999999,0.589108910891089,1,0,1
pileup,-1,2,117,-18.06543293454981,47.15813962496063,-170.0,50.49999999999999,1.936633663366337,1,0,1
pileup,-1,2,117,-43.37564268854061,-25.86123781562001,-143.6,50.49999999999999,-2.6039603960396036,1,0,1
pileup,-1,2,120,-43.37564268854061,25.861237815619997,-148.4,50.49999999999999,2.603960396039604,1,0,1
pileup,-1,2,122,-50.17860988348679,-5.688331052324728,83.2,50.49999999999999,-3.028712871287129,1,0,1
pileup,-1,2,123,-48.59896005535616,13.725563068154845,-176.8,50.49999999999999,2.866336633663366,1,0,1
pileup,-1,2,123,49.921676512268704,-7.620775170833993,41.6,50.49999999999999,-0.15148514851485148,1,0,1
pileup,-1,2,124,47.395314492954405,-17.433707698419934,-156.0,50.49999999999999,-0.3524752475247525,1,0,1
pileup,-1,2,124,14.995609016492352,-48.22221179316119,75.2,50.49999999999999,-1.2693069306930695,1,0,1
pileup,-1,2,124,-32.66648140080452,-38.51169942875661,74.4,50.49999999999999,-2.2742574257425745,1,0,1
pileup,-1,2,125,-50.113683028745925,6.234482600375405,-154.0,50.49999999999999,3.0178217821782174,1,0,1
pileup,-1,2,126,14.517434174795431,-48.36831716093172,50.0,50.49999999999999,-1.2792079207920795,1,0,1
pileup,-1,2,126,-50.499775951790106,0.1504287838201329,109.2,50.49999999999999,3.1386138613861387,1,0,1
pileup,-1,2,127,-46.45479410744805,-19.804093123256347,174.0,50.49999999999999,-2.7386138613861393,1,0,1
pileup,-1,2,127,16.61012854118004,47.69018378917695,74.0,50.49999999999999,1.2356435643564359,1,0,1
pileup,-1,2,127,-50.425118911682354,2.749069432134144,76.80000000000001,50.49999999999999,3.087128712871287,1,0,1
pileup,-1,2,127,5.514197753477776,-50.19804401702861,36.0,50.49999999999999,-1.4613861386138611,1,0,1
pileup,-1,2,128,-41.56594985126559,-28.679641088445894,-177.20000000000002,50.49999999999999,-2.5376237623762377,1,0,1
pileup,-1,2,128,40.36806118964944,30.342538387365007,-154.0,50.49999999999999,0.6445544554455447,1,0,1
pileup,-1,2,128,-50.378731702113456,3.497626636230508,79.2,50.49999999999999,3.072277227722772,1,0,1
pileup,-1,2,129,46.155735710319206,20.491414325008492,-122.0,50.49999999999999,0.4178217821782178,1,0,1
pileup,-1,2,134,-25.58099917779784,-43.54150297205536,-187.6,50.49999999999999,-2.1019801980198025,1,0,1
pileup,-1,2,134,-16.0893490159739,-47.868390909264754,115.2,50.49999999999999,-1.8950495049504947,1,0,1
pileup,-1,2,135,33.83327080958408,37.490796021495015,112.8,50.49999999999999,0.8366336633663365,1,0,1
pileup,-1,2,137,-25.19199511178997,43.76772078013145,-163.20000000000002,50.49999999999999,2.093069306930693,1,0,1
pileup,-1,2,137,-40.96069907050495,-29.537622308769794,86.80000000000001,50.49999999999999,-2.516831683168317,1,0,1
pileup,-1,2,138,-41.36618335689487,28.967030819256458,-192.0,50.49999999999999,2.5306930693069307,1,0,1
pileup,-1,2,138,50.25267738774313,4.991834869405269,82.4,50.49999999999999,0.09900990099009901,1,0,1
pileup,-1,2,139,43.14369994562608,26.246355080311357,63.6,50.49999999999999,0.5465346534653464,1,0,1
pileup,-1,2,143,12.542547213664438,48.91762984234824,93.2,50.49999999999999,1.3198019801980199,1,0,1
pileup,-1,2,144,9.173990827332709,-49.6597210251932,70.8,50.49999999999999,-1.3881188118811882,1,0,1
pileup,-1,2,144,23.351077778161116,-44.7769713870676,70.0,50.49999999999999,-1.0900990099009902,1,0,1
pileup,-1,2,150,25.88252354857845,-43.36294471962532,76.0,50.49999999999999,-1.0326732673267327,1,0,1
pileup,-1,2,152,-50.3416330177979,-3.996246376458741,-207.6,50.49999999999999,-3.0623762376237624,1,0,1
pileup,-1,2,154,29.150872318316654,-41.23683599745742,106.4,50.49999999999999,-0.9554455445544555,1,0,1
pileup,-1,2,162,-17.175155472560448,-47.48962028162972,-127.6,50.49999999999999,-1.9178217821782182,1,0,1
pileup,-1,2,163,-41.10642240713168,29.334485454605517,80.80000000000001,50.49999999999999,2.521782178217822,1,0,1
pileup,-1,2,167,-14.8041027002778,-48.2813477777871,-142.4,50.49999999999999,-1.8683168316831684,1,0,1
pileup,-1,2,172,-31.78108843090213,-39.24554010517856,-54.0,50.49999999999999,-2.2514851485148517,1,0,1
pileup,-1,2,174,35.075930359795564,36.33082863622535,-74.4,50.49999999999999,0.8029702970297031,1,0,1
pileup,-1,2,177,38.43058474789785,-32.76187045842529,-141.20000000000002,50.49999999999999,-0.705940594059406,1,0,1
pileup,-1,2,193,-4.518733681755246,50.29742583784354,103.6,50.49999999999999,1.6603960396039605,1,0,1
pileup,-1,2,211,13.026257503825734,-48.79105056712783,-131.20000000000002,50.49999999999999,-1.3099009900990097,1,0,1
pileup,-1,3,89,-80.66051845579133,36.416078350681104,-65.60000000000001,88.50000000000001,2.7175141242937855,1,0,1
pileup,-1,3,89,-7.973697465728095,-88.14005984071625,-48.0,88.50000000000001,-1.6610169491525424,1,0,1
pileup,-1,3,89,87.7277359387426,-11.6659481853062,-30.4,88.50000000000001,-0.13220338983050853,1,0,1
pileup,-1,3,91,81.4553681618798,-34.60163287494705,-18.0,88.50000000000001,-0.4016949152542374,1,0,1
pileup,-1,3,91,-71.87630948834959,51.63376932139456,-54.0,88.50000000000001,2.51864406779661,1,0,1
pileup,-1,3,92,21.012859491117272,-85.96923714914868,-64.0,88.50000000000001,-1.3310734463276834,1,0,1
pileup,-1,3,92,39.02528044923889,-79.43096049940637,-66.8,88.50000000000001,-1.1141242937853109,1,0,1
pileup,-1,3,92,87.38707208854807,13.99105542090752,-54.400000000000006,88.50000000000001,0.15875706214689264,1,0,1
pileup,-1,3,93,-54.87062441939847,-69.43676674374544,20.8,88.50000000000001,-2.2395480225988704,1,0,1
pileup,-1,3,94,44.57607465260535,76.45406181861989,-33.6,88.50000000000001,1.042937853107345,1,0,1
pileup,-1,3,96,-47.453556801256354,-74.70214151488521,-76.4,88.50000000000001,-2.136723163841808,1,0,1
pileup,-1,3,96,46.80262421661247,75.11167929449161,-75.60000000000001,88.50000000000001,1.0135593220338983,1,0,1
pileup,-1,3,97,42.35496309098623,77.70654477945338,-74.4,88.50000000000001,1.0717514124293785,1,0,1
pileup,-1,3,97,54.93411439845639,-69.38654822987888,-41.6,88.50000000000001,-0.9011299435028248,1,0,1
pileup,-1,3,98,-82.51604979999665,-31.98986597978293,-40.400000000000006,88.50000000000001,-2.7717514124293787,1,0,1
pileup,-1,3,98,-79.35785327411307,39.17373002056789,-40.8,88.50000000000001,2.6830508474576273,1,0,1
pileup,-1,3,99,83.14305421507139,-30.32297043150126,-78.0,88.50000000000001,-0.3497175141242938,1,0,1
pileup,-1,3,99,-34.90928171037041,81.32399430958858,-49.6,88.50000000000001,1.9762711864406781,1,0,1
pileup,-1,3,100,-76.64701885549853,44.24346845088948,-84.80000000000001,88.50000000000001,2.618079096045198,1,0,1
pileup,-1,3,100,52.7518632375108,-71.0597700880812,25.200000000000003,88.50000000000001,-0.9322033898305084,1,0,1
pileup,-1,3,100,3.2147675150488464,88.44159242021927,43.6,88.50000000000001,1.5344632768361584,1,0,1
pileup,-1,3,100,-83.1324447111013,30.35204501109745,5.2,88.50000000000001,2.791525423728814,1,0,1
pileup,-1,3,101,77.88079327823327,-42.03370122119983,-113.2,88.50000000000001,-0.49491525423728816,1,0,1
pileup,-1,3,101,-28.94210708943218,-83.63375178254198,-86.4,88.50000000000001,-1.9039548022598867,1,0,1
pileup,-1,3,102,80.63208107195045,-36.47900083618529,10.8,88.50000000000001,-0.424858757062147,1,0,1
pileup,-1,3,102,28.166864697844577,83.89801984012088,-81.2,88.50000000000001,1.2468926553672317,1,0,1
pileup,-1,3,102,-85.45545641194911,23.013365017429877,10.8,88.50000000000001,2.878531073446328,1,0,1
pileup,-1,3,102,76.63749340715003,44.25996615756767,34.4,88.50000000000001,0.523728813559322,1,0,1
pileup,-1,3,103,-44.937585869964224,-76.24213648750664,-20.0,88.50000000000001,-2.103389830508475,1,0,1
pileup,-1,3,103,-53.80507673336915,-70.26566528338188,-42.400000000000006,88.50000000000001,-2.2242937853107345,1,0,1
pileup,-1,3,106,-10.162060567329824,87.91463203031633,-19.200000000000003,88.50000000000001,1.6858757062146894,1,0,1
pileup,-1,3,107,-54.87062441939847,69.43676674374544,17.2,88.50000000000001,2.2395480225988704,1,0,1
pileup,-1,3,108,-72.31129756013028,51.02280122817932,-94.0,88.50000000000001,2.5271186440677966,1,0,1
pileup,-1,3,108,42.4427400388831,77.65863646750302,-123.2,88.50000000000001,1.0706214689265536,1,0,1
pileup,-1,3,108,-23.83649270738828,85.22952314433434,11.6,88.50000000000001,1.8435028248587575,1,0,1
pileup,-1,3,108,-58.47913345568179,66.4262068032833,0.4,88.50000000000001,2.2926553672316383,1,0,1
pileup,-1,3,109,-10.013038191310525,-87.93172957573026,21.200000000000003,88.50000000000001,-1.684180790960452,1,0,1
pileup,-1,3,110,-43.5519282406942,-77.04206348818431,-90.0,88.50000000000001,-2.085310734463277,1,0,1
pileup,-1,3,111,81.9359506787608,-33.44772019686359,-128.0,88.50000000000001,-0.38757062146892657,1,0,1
pileup,-1,3,111,31.55542379193309,-82.6831617036474,-56.0,88.50000000000001,-1.2062146892655365,1,0,1
pileup,-1,3,112,-4.832120943600855,88.36798406202561,-78.4,88.50000000000001,1.6254237288135593,1,0,1
pileup,-1,3,113,87.78591998168825,11.219726064776705,-96.8,88.50000000000001,0.12711864406779658,1,0,1
pileup,-1,3,114,24.8277044967493,-84.94607165385632,-89.2,88.50000000000001,-1.286440677966102,1,0,1
pileup,-1,3,115,-13.877020771847576,87.40525324314159,-108.0,88.50000000000001,1.7282485875706213,1,0,1
pileup,-1,3,116,-57.38299423197723,-67.37538105994552,46.400000000000006,88.50000000000001,-2.2762711864406784,1,0,1
pileup,-1,3,117,61.118319051897046,-64.00625810239588,25.6,88.50000000000001,-0.8084745762711867,1,0,1
pileup,-1,3,118,-42.371688910742655,-77.69742581869264,2.8000000000000003,88.50000000000001,-2.0700564971751416,1,0,1
pileup,-1,3,119,-47.36911732607572,74.75571365286049,-118.0,88.50000000000001,2.135593220338983,1,0,1
pileup,-1,3,120,38.75579925311546,-79.56279296412498,37.2,88.50000000000001,-1.1175141242937854,1,0,1
pileup,-1,3,121,6.310116095155623,-88.27475536565173,-28.4,88.50000000000001,-1.4994350282485878,1,0,1
pileup,-1,3,121,-54.98823498377153,69.34366599314981,-120.0,88.50000000000001,2.241242937853108,1,0,1
pileup,-1,3,121,-29.555580143112117,-83.418928801586,24.8,88.50000000000001,-1.911299435028249,1,0,1
pileup,-1,3,122,26.21608170776774,-84.52790698870785,44.400000000000006,88.50000000000001,-1.2700564971751414,1,0,1
pileup,-1,3,122,77.80943788543263,42.16564212665332,-110.4,88.50000000000001,0.49661016949152553,1,0,1
pileup,-1,3,123,73.23925506393023,49.68160140012166,-88.80000000000001,88.50000000000001,0.596045197740113,1,0,1
pileup,-1,3,125,19.30890560469868,86.36791165906952,23.6,88.50000000000001,1.3508474576271188,1,0,1
pileup,-1,3,125,-86.34264385874948,19.421582105512087,-113.6,88.50000000000001,2.920338983050848,1,0,1
pileup,-1,3,125,53.6707591992504,70.36831394154672,78.80000000000001,88.50000000000001,0.9192090395480227,1,0,1
pileup,-1,3,127,-60.18552227059676,64.88414990593236,-150.0,88.50000000000001,2.3186440677966105,1,0,1
pileup,-1,3,130,-14.02514526542409,-87.38160733405945,-102.4,88.50000000000001,-1.7299435028248586,1,0,1
pileup,-1,3,131,-17.32197396283983,86.78824354733018,8.8,88.50000000000001,1.7677966101694917,1,0,1
pileup,-1,3,131,14.943537591979975,-87.22924213953186,-124.8,88.50000000000001,-1.4011299435028248,1,0,1
pileup,-1,3,131,42.135284376900216,-77.82588136653352,-10.4,88.50000000000001,-1.0745762711864408,1,0,1
pileup,-1,3,135,-47.87484321295029,74.43285153301214,-105.2,88.50000000000001,2.1423728813559326,1,0,1
pileup,-1,3,136,-84.95575082189754,-24.79456396647572,-167.60000000000002,88.50000000000001,-2.857627118644068,1,0,1
pileup,-1,3,136,57.44459763661391,67.32286537549878,-142.4,88.50000000000001,0.864406779661017,1,0,1
pileup,-1,3,136,88.20728015172445,-7.192060082841235,-8.0,88.50000000000001,-0.08135593220338984,1,0,1
pileup,-1,3,139,56.06353215743228,-68.47722513385422,-93.6,88.50000000000001,-0.8847457627118646,1,0,1
pileup,-1,3,140,50.1485497333469,72.92031925082358,105.2,88.50000000000001,0.968361581920904,1,0,1
pileup,-1,3,141,25.64241304887935,-84.70369916969779,-14.0,88.50000000000001,-1.2768361581920904,1,0,1
pileup,-1,3,141,-40.8714707037875,78.49696097626608,-140.4,88.50000000000001,2.0508474576271185,1,0,1
pileup,-1,3,141,-85.77196927768627,21.804111681690745,-118.8,88.50000000000001,2.8926553672316384,1,0,1
pileup,-1,3,142,88.38561786776506,4.498061152697607,10.0,88.50000000000001,0.05084745762711866,1,0,1
pileup,-1,3,145,88.40035768657754,4.198423619068595,-154.0,88.50000000000001,0.04745762711864407,1,0,1
pileup,-1,3,146,-2.3842365744601333,-88.46787787641911,-10.8,88.50000000000001,-1.5977401129943503,1,0,1
pileup,-1,3,146,47.22623477739474,74.84606034221436,54.0,88.50000000000001,1.007909604519774,1,0,1
pileup,-1,3,147,75.64375000408086,-45.93770875130929,74.8,88.50000000000001,-0.5457627118644067,1,0,1
pileup,-1,3,149,39.42866045748859,-79.23150089786307,77.2,88.50000000000001,-1.109039548022599,1,0,1
pileup,-1,3,149,-84.23688308493875,27.136645484185404,78.4,88.50000000000001,2.8299435028248587,1,0,1
pileup,-1,3,151,-81.28591080110829,-34.99786715264612,-182.4,88.50000000000001,-2.7350282485875708,1,0,1
pileup,-1,3,153,-88.44637687402015,3.080327557061953,82.4,88.50000000000001,3.106779661016949,1,0,1
pileup,-1,3,154,71.98173117975014,51.48670096603768,-164.4,88.50000000000001,0.6209039548022599,1,0,1
pileup,-1,3,154,-36.23696368042364,-80.74114479757927,112.8,88.50000000000001,-1.9926553672316383,1,0,1
pileup,-1,3,156,-78.03182198567214,41.75266168277628,-162.8,88.50000000000001,2.650282485875706,1,0,1
pileup,-1,3,156,-87.32603793385476,14.367083864687345,112.0,88.50000000000001,2.978531073446328,1,0,1
pileup,-1,3,157,1.8653367809179304,88.48033972976005,-168.4,88.50000000000001,1.5497175141242938,1,0,1
pileup,-1,3,158,67.65631188917347,57.051498328745815,-165.60000000000002,88.50000000000001,0.7005649717514124,1,0,1
hard,-1,3,160,52.26889344146407,-71.4157740167036,204.4,88.50000000000001,-0.9389830508474575,1,1,0
hard,-1,3,160,52.38986199089079,-71.32708013493485,204.4,88.50000000000001,-0.9372881355932203,1,1,0
pileup,-1,3,160,62.158759078940285,62.99633854253958,-171.60000000000002,88.50000000000001,0.7920903954802261,1,0,1
pileup,-1,3,161,-19.86384356974085,86.24197190832817,-173.20000000000002,88.50000000000001,1.797175141242938,1,0,1
pileup,-1,3,162,32.02205420131918,82.50356383046599,69.2,88.50000000000001,1.2005649717514124,1,0,1
pileup,-1,3,166,-63.78798413883497,61.34609261806116,101.2,88.50000000000001,2.3757062146892656,1,0,1
pileup,-1,3,169,-24.79799600110013,-84.95474909814884,-180.0,88.50000000000001,-1.8548022598870058,1,0,1
pileup,-1,3,170,29.537623032353004,83.42528888531709,-184.0,88.50000000000001,1.2305084745762713,1,0,1
pileup,-1,3,170,65.58324247492138,59.42296110491017,141.6,88.50000000000001,0.7361581920903956,1,0,1
pileup,-1,3,171,-18.74153970265203,-86.49280137429888,50.8,88.50000000000001,-1.7841807909604521,1,0,1
pileup,-1,3,171,-88.21687509631252,7.07339722068522,94.4,88.50000000000001,3.0615819209039548,1,0,1
pileup,-1,3,172,-33.57222885418398,-81.8850135846743,105.2,88.50000000000001,-1.959887005649718,1,0,1
pileup,-1,3,173,-83.31946664466041,-29.834819893026356,102.0,88.50000000000001,-2.7977401129943504,1,0,1
pileup,-1,3,179,88.48269830388756,-1.7498859572021217,116.4,88.50000000000001,-0.019774011299435033,1,0,1
pileup,-1,3,180,-50.04059765119753,72.99444216316037,-218.4,88.50000000000001,2.1717514124293786,1,0,1
pileup,-1,3,180,-37.509637448905096,-80.15782618342202,73.2,88.50000000000001,-2.0084745762711864,1,0,1
pileup,-1,3,180,-36.0087370715754,-80.8431868156504,-163.20000000000002,88.50000000000001,-1.9898305084745764,1,0,1
pileup,-1,3,181,-85.80880218133026,21.658704213441062,-221.6,88.50000000000001,2.8943502824858762,1,0,1
pileup,-1,3,181,-84.37377647872128,-26.70797339220593,-117.6,88.50000000000001,-2.835028248587571,1,0,1
pileup,-1,3,183,-2.53417863374817,-88.46370972693974,-191.2,88.50000000000001,-1.5994350282485876,1,0,1
pileup,-1,3,186,-14.41994578354542,87.31732453299064,-134.0,88.50000000000001,1.7344632768361585,1,0,1
pileup,-1,3,187,-74.99750432742144,-46.98536308956655,-103.6,88.50000000000001,-2.5819209039548023,1,0,1
pileup,-1,3,190,69.9510834281791,-54.213429399217375,102.4,88.50000000000001,-0.6593220338983051,1,0,1
pileup,-1,3,193,-37.10157214015176,80.34751610802361,103.2,88.50000000000001,2.0033898305084747,1,0,1
pileup,-1,3,194,-31.713305126823485,-82.62273463117154,104.8,88.50000000000001,-1.9372881355932206,1,0,1
pileup,-1,3,194,-87.28510458205714,14.61370993619851,160.8,88.50000000000001,2.9757062146892657,1,0,1
pileup,-1,3,197,-83.65125713713904,-28.891472433509573,-238.4,88.50000000000001,-2.809039548022599,1,0,1
pileup,-1,3,198,-80.53661092623068,-36.68929408583574,-241.6,88.50000000000001,-2.7141242937853107,1,0,1
pileup,-1,3,198,63.56641213157224,-61.57565467552177,112.0,88.50000000000001,-0.7694915254237289,1,0,1
pileup,-1,3,198,-18.49713530314611,-86.54539840787093,8.8,88.50000000000001,-1.7813559322033896,1,0,1
pileup,-1,3,198,62.549058872522586,62.60882712654584,-215.6,88.50000000000001,0.7858757062146894,1,0,1
pileup,-1,3,201,22.901843062168386,-85.48541152942887,116.8,88.50000000000001,-1.309039548022599,1,0,1
pileup,-1,3,202,-79.96759551206426,37.913502449904,-243.6,88.50000000000001,2.6988700564971757,1,0,1
pileup,-1,3,202,-83.21785314617088,-30.11708680703259,-38.8,88.50000000000001,-2.794350282485876,1,0,1
pileup,-1,3,203,76.00472913033383,45.33796587656515,143.6,88.50000000000001,0.5378531073446327,1,0,1
pileup,-1,3,205,-77.2642605771768,-43.15650631668558,-222.0,88.50000000000001,-2.632203389830509,1,0,1
pileup,-1,3,206,-29.131035852512696,83.56813238405906,-250.0,88.50000000000001,1.906214689265537,1,0,1
pileup,-1,3,212,-78.79665475666695,40.290658956619616,-231.2,88.50000000000001,2.668926553672317,1,0,1
pileup,-1,3,217,-84.1133715884197,27.51709868478924,-262.0,88.50000000000001,2.8254237288135595,1,0,1
pileup,-1,3,217,-55.69056927506469,-68.78088756201988,159.60000000000002,88.50000000000001,-2.251412429378531,1,0,1
pileup,-1,3,218,85.7301632349625,-21.96791095454187,-226.4,88.50000000000001,-0.25084745762711874,1,0,1
pileup,-1,3,219,24.39545622509199,-85.07121555243948,161.20000000000002,88.50000000000001,-1.2915254237288136,1,0,1
pileup,-1,3,220,-87.43694307570564,13.675927229106277,-240.4,88.50000000000001,2.986440677966102,1,0,1
pileup,-1,3,221,81.35729856658513,34.83159442155245,-69.2,88.50000000000001,0.40451977401129946,1,0,1
pileup,-1,3,222,27.02671001466504,-84.27221930021307,135.6,88.50000000000001,-1.26045197740113,1,0,1
pileup,-1,3,223,82.27185431055595,-32.612758060345875,126.8,88.50000000000001,-0.3774011299435029,1,0,1
pileup,-1,3,223,-82.78418404478072,-31.289437068120503,262.0,88.50000000000001,-2.780225988700565,1,0,1
pileup,-1,3,224,-70.23743089384182,-53.84192884205389,-262.40000000000003,88.50000000000001,-2.487570621468927,1,0,1
pileup,-1,3,224,-68.75166429719398,-55.72664224916071,-108.0,88.50000000000001,-2.4604519774011298,1,0,1
pileup,-1,3,224,-87.50535106620158,13.231157726397708,196.4,88.50000000000001,2.9915254237288136,1,0,1
pileup,-1,3,225,-87.5053510662016,13.231157726397749,165.20000000000002,88.50000000000001,2.991525423728813,1,0,1
pileup,-1,3,226,15.43611705423999,87.14342367779568,162.4,88.50000000000001,1.3954802259887005,1,0,1
pileup,-1,3,226,-87.99264138842108,9.462825238200653,168.4,88.50000000000001,3.034463276836158,1,0,1
pileup,-1,3,227,77.54589062141036,42.648386226588485,-242.8,88.50000000000001,0.5028248587570621,1,0,1
pileup,-1,3,227,78.37400516063002,41.1067551027996,-212.0,88.50000000000001,0.483050847457627,1,0,1
pileup,-1,3,229,-78.95537972320228,-39.97871949881508,166.8,88.50000000000001,-2.6728813559322036,1,0,1
pileup,-1,3,237,53.55141383665163,70.45918021163513,207.2,88.50000000000001,0.9209039548022597,1,0,1
pileup,-1,3,238,-36.555994728924965,-80.59720373175989,-282.0,88.50000000000001,-1.9966101694915257,1,0,1
pileup,-1,3,242,-77.31297565628775,-43.06917453551044,183.6,88.50000000000001,-2.633333333333333,1,0,1
pileup,-1,3,242,-9.317227022186747,-88.00817735084073,210.4,88.50000000000001,-1.6762711864406779,1,0,1
pileup,-1,3,243,-68.78313730166349,55.68779060925751,-289.2,88.50000000000001,2.4610169491525427,1,0,1
pileup,-1,3,244,-56.07827099304416,68.46515553499242,-260.40000000000003,88.50000000000001,2.2570621468926553,1,0,1
pileup,-1,3,247,68.77114857634201,55.70259530300802,162.4,88.50000000000001,0.6807909604519774,1,0,1
pileup,-1,3,251,83.19432963153683,30.182006513139456,181.6,88.50000000000001,0.3480225988700565,1,0,1
pileup,-1,3,252,12.424297620414372,87.62355179196608,194.4,88.50000000000001,1.429943502824859,1,0,1
pileup,-1,3,253,14.35181400028246,-87.32854879649207,172.0,88.50000000000001,-1.407909604519774,1,0,1
pileup,-1,3,255,32.81297217411232,-82.1922067905524,172.4,88.50000000000001,-1.1909604519774013,1,0,1
pileup,-1,3,267,55.0124821919538,-69.32443150203228,184.0,88.50000000000001,-0.9,1,0,1
pileup,-1,3,268,-87.71702854454567,-11.746186756363132,-316.40000000000003,88.50000000000001,-3.0084745762711864,1,0,1
pileup,-1,3,270,53.31226193735503,-70.64030525927,216.4,88.50000000000001,-0.9242937853107344,1,0,1
pileup,-1,3,304,-45.96721493200151,-75.62582331052785,-65.60000000000001,88.50000000000001,-2.116949152542373,1,0,1
pileup,-1,3,305,-85.01156674891222,24.602510418557777,206.8,88.50000000000001,2.8598870056497177,1,0,1
pileup,-1,3,312,72.18478745730795,-51.20162555762542,-239.6,88.50000000000001,-0.6169491525423728,1,0,1
pileup,-1,3,318,75.6696914379888,45.89496484016044,-125.6,88.50000000000001,0.5451977401129944,1,0,1
pileup,-1,3,348,25.738107053294787,-84.67467062417862,-293.6,88.50000000000001,-1.2757062146892657,1,0,1
pileup,-1,3,395,-7.176636235990587,-88.20853639153223,-189.6,88.50000000000001,-1.6519774011299437,1,0,1
pileup,-1,4,123,-110.29602571797746,53.30137625633373,-66.0,122.5,2.6914285714285717,1,0,1
pileup,-1,4,123,121.72351557724208,-13.77082987756741,-27.200000000000003,122.5,-0.1126530612244898,1,0,1
pileup,-1,4,124,-15.138649258603762,-121.56097769689488,-51.6,122.5,-1.6946938775510205,1,0,1
pileup,-1,4,126,-102.41452663047627,67.21245967122064,-60.0,122.5,2.5608163265306128,1,0,1
pileup,-1,4,127,111.23338438730056,-51.316509991883095,-10.0,122.5,-0.43224489795918375,1,0,1
pileup,-1,4,128,37.0815360994767,-116.75277161807854,-63.6,122.5,-1.263265306122449,1,0,1
pileup,-1,4,129,45.6907524084477,-113.66004198639877,-68.0,122.5,-1.1885714285714286,1,0,1
pileup,-1,4,129,121.92729374419264,11.831527383113295,-60.400000000000006,122.5,0.09673469387755104,1,0,1
pileup,-1,4,130,-80.79525733131187,-92.07809941982455,30.0,122.5,-2.2910204081632655,1,0,1
pileup,-1,4,131,70.5017448380053,100.17861036567037,-31.200000000000003,122.5,0.9575510204081633,1,0,1
pileup,-1,4,133,-63.0909398142556,-105.00372999733855,-90.8,122.5,-2.1118367346938776,1,0,1
