event,n_valid_seeds,min_seed_ds,median_seed_ds,max_seed_ds
5517,1,0.29542138965036036,0.29542138965036036,0.29542138965036036
5569,1,0.24081202093732185,0.24081202093732185,0.24081202093732185
5571,1,0.2747900583399129,0.2747900583399129,0.2747900583399129
5573,1,0.047217994762906945,0.047217994762906945,0.047217994762906945
5581,1,0.39103023238108936,0.39103023238108936,0.39103023238108936
5614,1,0.156854951728678,0.156854951728678,0.156854951728678
5619,1,0.24162721652065275,0.24162721652065275,0.24162721652065275
5622,1,0.18514737086241645,0.18514737086241645,0.18514737086241645
5630,1,0.3357606154985879,0.3357606154985879,0.3357606154985879
5648,1,0.33689832520352153,0.33689832520352153,0.33689832520352153
5677,1,0.45227744230230865,0.45227744230230865,0.45227744230230865
5694,1,0.13275210956545286,0.13275210956545286,0.13275210956545286
5718,1,0.20729537037424295,0.20729537037424295,0.20729537037424295
5730,1,0.3588004567040863,0.3588004567040863,0.3588004567040863
5744,1,0.4839544222243771,0.4839544222243771,0.4839544222243771
5781,1,0.3428287835121143,0.3428287835121143,0.3428287835121143
5784,1,0.09849875428439722,0.09849875428439722,0.09849875428439722
5830,1,0.24260459110564125,0.24260459110564125,0.24260459110564125
5833,1,0.1339014812084881,0.1339014812084881,0.1339014812084881
5850,1,0.3910544589890817,0.3910544589890817,0.3910544589890817
5876,1,0.12825147898342665,0.12825147898342665,0.12825147898342665
5898,1,0.20355047068078985,0.20355047068078985,0.20355047068078985
5916,1,0.41172161423573556,0.41172161423573556,0.41172161423573556
5919,1,0.26583377834999633,0.26583377834999633,0.26583377834999633
5933,1,0.16547143641310094,0.16547143641310094,0.16547143641310094
5939,1,0.3865203882714256,0.3865203882714256,0.3865203882714256
5942,1,0.26225429371870007,0.26225429371870007,0.26225429371870007
5956,1,0.10165317996352985,0.10165317996352985,0.10165317996352985
5997,1,0.25679483673892023,0.25679483673892023,0.25679483673892023
6053,1,0.2206749759335517,0.2206749759335517,0.2206749759335517
6056,1,0.31959315336834127,0.31959315336834127,0.31959315336834127
6057,1,0.3206873751469718,0.3206873751469718,0.3206873751469718
6077,1,0.3407062622653228,0.3407062622653228,0.3407062622653228
6099,1,0.2633147862359912,0.2633147862359912,0.2633147862359912
6114,1,0.21641559581138128,0.21641559581138128,0.21641559581138128
6150,1,0.24277909948635976,0.24277909948635976,0.24277909948635976
6177,1,0.17289793927756164,0.17289793927756164,0.17289793927756164
6181,1,0.21424375359529804,0.21424375359529804,0.21424375359529804
6242,1,0.3174421928025564,0.3174421928025564,0.3174421928025564
6246,1,0.23478312769894,0.23478312769894,0.23478312769894
6248,1,0.35196765969164495,0.35196765969164495,0.35196765969164495
6256,1,0.10050475651464974,0.10050475651464974,0.10050475651464974
6300,1,0.17069876405703424,0.17069876405703424,0.17069876405703424
6371,1,0.3168241769258136,0.3168241769258136,0.3168241769258136
6417,1,0.3764428262685436,0.3764428262685436,0.3764428262685436
6426,1,0.4996679151390398,0.4996679151390398,0.4996679151390398
6427,1,0.2627963961646277,0.2627963961646277,0.2627963961646277
6432,1,0.3373177909950651,0.3373177909950651,0.3373177909950651
6435,1,0.19162069544226132,0.19162069544226132,0.19162069544226132
6446,1,0.306098232528772,0.306098232528772,0.306098232528772
6473,1,0.17856850707310604,0.17856850707310604,0.17856850707310604
6488,1,0.216177042530852,0.216177042530852,0.216177042530852
6503,1,0.4354681982970494,0.4354681982970494,0.4354681982970494
6524,1,0.2696820413594607,0.2696820413594607,0.2696820413594607
6526,1,0.1812684004796587,0.1812684004796587,0.1812684004796587
6530,1,0.45998454749179246,0.45998454749179246,0.45998454749179246
6539,1,0.21151989478190902,0.21151989478190902,0.21151989478190902
6547,1,0.16059487071270484,0.16059487071270484,0.16059487071270484
6550,1,0.27320204846552765,0.27320204846552765,0.27320204846552765
6552,1,0.24934920057994195,0.24934920057994195,0.24934920057994195
6564,1,0.27181086839872926,0.27181086839872926,0.27181086839872926
6578,1,0.467023750392457,0.467023750392457,0.467023750392457
