event,n_valid_seeds,min_seed_ds,median_seed_ds,max_seed_ds
7923,1,0.11609650439951459,0.11609650439951459,0.11609650439951459
7931,1,0.3218972811344939,0.3218972811344939,0.3218972811344939
7968,1,0.4244696883498815,0.4244696883498815,0.4244696883498815
7986,1,0.09679855605744768,0.09679855605744768,0.09679855605744768
8039,1,0.39477538130991896,0.39477538130991896,0.39477538130991896
8053,1,0.12804996661611712,0.12804996661611712,0.12804996661611712
8059,1,0.45119447923979034,0.45119447923979034,0.45119447923979034
8090,1,0.3907183034601482,0.3907183034601482,0.3907183034601482
8096,1,0.2710695540791409,0.2710695540791409,0.2710695540791409
8107,1,0.31909017774039977,0.31909017774039977,0.31909017774039977
8112,1,0.30297741236872133,0.30297741236872133,0.30297741236872133
8131,1,0.254585400781203,0.254585400781203,0.254585400781203
8159,1,0.08043549088558542,0.08043549088558542,0.08043549088558542
8190,1,0.4976908099087633,0.4976908099087633,0.4976908099087633
8200,1,0.34190663637875146,0.34190663637875146,0.34190663637875146
8212,1,0.3287072047737269,0.3287072047737269,0.3287072047737269
8216,1,0.31179096876409174,0.31179096876409174,0.31179096876409174
8274,1,0.2862455989487588,0.2862455989487588,0.2862455989487588
8276,1,0.2239653280843023,0.2239653280843023,0.2239653280843023
8305,1,0.38405984933014353,0.38405984933014353,0.38405984933014353
8307,1,0.26490861877219796,0.26490861877219796,0.26490861877219796
8322,1,0.28240434759580874,0.28240434759580874,0.28240434759580874
8325,1,0.37269479150658336,0.37269479150658336,0.37269479150658336
8347,1,0.3472257596146132,0.3472257596146132,0.3472257596146132
8376,1,0.38584537499311117,0.38584537499311117,0.38584537499311117
8390,1,0.4258786937563018,0.4258786937563018,0.4258786937563018
8396,1,0.41574173104807705,0.41574173104807705,0.41574173104807705
8446,1,0.45315974940280657,0.45315974940280657,0.45315974940280657
8448,1,0.3765792677878097,0.3765792677878097,0.3765792677878097
8476,1,0.40330952927770336,0.40330952927770336,0.40330952927770336
8488,1,0.293921573981283,0.293921573981283,0.293921573981283
8498,1,0.43942860862650246,0.43942860862650246,0.43942860862650246
8519,1,0.2579865913315054,0.2579865913315054,0.2579865913315054
8538,1,0.27733373053781907,0.27733373053781907,0.27733373053781907
8562,1,0.2305747149341856,0.2305747149341856,0.2305747149341856
8627,1,0.19615267964316874,0.19615267964316874,0.19615267964316874
8640,1,0.4436168470964149,0.4436168470964149,0.4436168470964149
8643,1,0.47112848486215186,0.47112848486215186,0.47112848486215186
8657,1,0.2360945606331621,0.2360945606331621,0.2360945606331621
8671,1,0.2473361519737748,0.2473361519737748,0.2473361519737748
8679,1,0.23661710479216225,0.23661710479216225,0.23661710479216225
8680,1,0.3623374165259009,0.3623374165259009,0.3623374165259009
8704,1,0.3464107879978026,0.3464107879978026,0.3464107879978026
8718,1,0.4964600254220216,0.4964600254220216,0.4964600254220216
8720,1,0.3935953221444468,0.3935953221444468,0.3935953221444468
8755,1,0.30475944843965014,0.30475944843965014,0.30475944843965014
8759,1,0.3454331037882639,0.3454331037882639,0.3454331037882639
8761,1,0.49321213184209856,0.49321213184209856,0.49321213184209856
8793,1,0.41440266566137074,0.41440266566137074,0.41440266566137074
8812,1,0.2408688807762763,0.2408688807762763,0.2408688807762763
8821,1,0.44903177439916936,0.44903177439916936,0.44903177439916936
8845,1,0.38619514071584177,0.38619514071584177,0.38619514071584177
8852,1,0.2858977962801878,0.2858977962801878,0.2858977962801878
8864,1,0.40911627745018847,0.40911627745018847,0.40911627745018847
8865,1,0.4343944719707893,0.4343944719707893,0.4343944719707893
8869,1,0.34803956845050815,0.34803956845050815,0.34803956845050815
8897,1,0.3074152364487726,0.3074152364487726,0.3074152364487726
8920,1,0.4457035062672622,0.4457035062672622,0.4457035062672622
8938,1,0.35216094285920674,0.35216094285920674,0.35216094285920674
8942,1,0.35232863630019473,0.35232863630019473,0.35232863630019473
8967,1,0.4201453398476722,0.4201453398476722,0.4201453398476722
8980,1,0.11090910722669367,0.11090910722669367,0.11090910722669367
8981,1,0.3886533752798006,0.3886533752798006,0.3886533752798006
9017,1,0.40428420693272377,0.40428420693272377,0.40428420693272377
9045,1,0.177956285588041,0.177956285588041,0.177956285588041
9091,1,0.45663224935604424,0.45663224935604424,0.45663224935604424
9118,1,0.12390015939286983,0.12390015939286983,0.12390015939286983
9119,1,0.29997441886885173,0.29997441886885173,0.29997441886885173
9158,1,0.45622082768162686,0.45622082768162686,0.45622082768162686
9161,1,0.22756010150674033,0.22756010150674033,0.22756010150674033
9184,1,0.3455501340565989,0.3455501340565989,0.3455501340565989
9199,1,0.2062323347990596,0.2062323347990596,0.2062323347990596
9204,1,0.30015159542659225,0.30015159542659225,0.30015159542659225
9237,1,0.3227576394869171,0.3227576394869171,0.3227576394869171
9288,1,0.3930910971274849,0.3930910971274849,0.3930910971274849
9318,1,0.09065461372402597,0.09065461372402597,0.09065461372402597
9327,1,0.28425004324532316,0.28425004324532316,0.28425004324532316
9334,1,0.20447631902875882,0.20447631902875882,0.20447631902875882
9351,1,0.4223235608691276,0.4223235608691276,0.4223235608691276
9376,1,0.46942631297704157,0.46942631297704157,0.46942631297704157
9468,1,0.39931567579127336,0.39931567579127336,0.39931567579127336
9498,1,0.19205767401897506,0.19205767401897506,0.19205767401897506
9501,1,0.43198278185307465,0.43198278185307465,0.43198278185307465
9504,1,0.3315140092205668,0.3315140092205668,0.3315140092205668
9505,1,0.4537490316830104,0.4537490316830104,0.4537490316830104
9520,1,0.20002715379035682,0.20002715379035682,0.20002715379035682
9526,1,0.36329185377612316,0.36329185377612316,0.36329185377612316
9527,1,0.20789601916949274,0.20789601916949274,0.20789601916949274
9552,1,0.2354341689494443,0.2354341689494443,0.2354341689494443
9589,1,0.38073763689071577,0.38073763689071577,0.38073763689071577
9591,1,0.14192045155337127,0.14192045155337127,0.14192045155337127
9611,1,0.2387184041570869,0.2387184041570869,0.2387184041570869
9619,1,0.3251185998923925,0.3251185998923925,0.3251185998923925
9638,1,0.44788493542764013,0.44788493542764013,0.44788493542764013
9639,1,0.2931551691299097,0.2931551691299097,0.2931551691299097
9665,1,0.14841356390058552,0.14841356390058552,0.14841356390058552
9737,1,0.4653331208732603,0.4653331208732603,0.4653331208732603
9739,1,0.4533690126932887,0.4533690126932887,0.4533690126932887
9768,1,0.46535860298984594,0.46535860298984594,0.46535860298984594
9780,1,0.3355131181923922,0.3355131181923922,0.3355131181923922
9787,1,0.09564592725700309,0.09564592725700309,0.09564592725700309
9791,1,0.29967998683286373,0.29967998683286373,0.29967998683286373
9806,1,0.27941311034401956,0.27941311034401956,0.27941311034401956
9819,1,0.0940667070483313,0.0940667070483313,0.0940667070483313
9831,1,0.10231304495426916,0.10231304495426916,0.10231304495426916
9899,1,0.46739017940996336,0.46739017940996336,0.46739017940996336
9921,1,0.06919540792557982,0.06919540792557982,0.06919540792557982
9933,1,0.13428438968594794,0.13428438968594794,0.13428438968594794
9934,1,0.49784901971980683,0.49784901971980683,0.49784901971980683
10000,1,0.2197648453659324,0.2197648453659324,0.2197648453659324
