event,found,delta_s,delta_w,n_hits
54.0,True,0.005451552180400837,3.3127944713207746,27
438.0,True,0.009803723711379114,2.1395089708357333,22
618.0,True,0.008907473511022791,1.9345742235455132,23
673.0,True,0.0002771464386250014,3.075352121319579,25
769.0,False,,,28
772.0,False,,,12
794.0,False,,,12
804.0,True,4.675686025424963e-05,0.22789863780544523,25
841.0,False,,,26
