event,layer,n1_distance_mm,passes_0p5
2302.0,1302,0.5649955870549124,False
2302.0,1302,0.9349872851597878,False
2326.0,1304,0.0670900467924398,True
2326.0,1304,0.2064033871782612,True
2326.0,1302,0.6609817666249311,False
2326.0,1302,0.08586307248726209,True
2330.0,1304,0.4202330599724458,True
2330.0,1304,0.6089698314552772,False
2330.0,1302,0.3049270408211275,True
2330.0,1302,0.5787188467056525,False
2363.0,1304,0.30604292000811745,True
2363.0,1304,0.011836092240567789,True
2363.0,1302,0.18347410943743345,True
2363.0,1302,0.1680744851536252,True
2368.0,1304,0.6489573530468282,False
2368.0,1304,1.1499083472367932,False
2368.0,1302,0.07539460845456174,True
2368.0,1302,0.4103369194004005,True
2381.0,1304,0.3071690786848292,True
2381.0,1304,1.1097724440791115,False
