event,mu,hard_found,pu_found,transition,hard_ds,pu_ds,hard_dw,pu_dw,hard_hits,combined_hits,pu_events
4155,5,False,False,0->0,,,,,16,719,"929,402,750,667,588"
4156,5,False,False,0->0,,,,,16,401,"933,878,235,911,82"
4158,5,False,False,0->0,,,,,16,1212,"565,433,83,17,706"
4159,5,False,False,0->0,,,,,16,539,"475,511,138,221,815"
4160,5,False,False,0->0,,,,,16,909,"26,473,74,854,257"
4161,5,False,False,0->0,,,,,16,382,"397,920,305,902,824"
4163,5,False,False,0->0,,,,,16,1271,"742,140,651,199,305"
4166,5,False,False,0->0,,,,,16,2039,"282,973,512,216,72"
4167,5,False,False,0->0,,,,,16,944,"858,271,304,8,53"
4168,5,False,False,0->0,,,,,16,815,"452,86,969,397,808"
4169,5,False,False,0->0,,,,,16,1082,"791,620,366,565,909"
4170,5,False,False,0->0,,,,,16,459,"331,452,185,801,7"
4171,5,False,False,0->0,,,,,16,1000,"518,551,460,823,900"
4172,5,False,False,0->0,,,,,16,655,"204,231,64,606,909"
4173,5,False,False,0->0,,,,,16,1297,"419,389,412,952,127"
4174,5,False,False,0->0,,,,,16,544,"778,251,598,989,625"
4175,5,False,False,0->0,,,,,16,1166,"643,436,536,425,136"
4178,5,False,False,0->0,,,,,16,296,"775,824,947,116,269"
4179,5,False,False,0->0,,,,,16,1644,"941,343,463,13,896"
4180,5,False,False,0->0,,,,,16,845,"597,937,678,475,105"
4181,5,False,False,0->0,,,,,16,350,"144,842,420,169,818"
4182,5,False,False,0->0,,,,,16,907,"201,619,12,598,177"
4184,5,False,False,0->0,,,,,16,461,"817,784,642,127,22"
4186,5,False,False,0->0,,,,,16,513,"226,338,494,101,86"
4187,5,False,False,0->0,,,,,16,444,"357,110,957,430,868"
4188,5,False,False,0->0,,,,,16,810,"922,949,124,483,706"
4190,5,False,False,0->0,,,,,16,633,"233,137,994,229,307"
4191,5,False,False,0->0,,,,,16,351,"687,346,347,195,23"
4192,5,False,False,0->0,,,,,16,413,"233,418,355,617,985"
4193,5,False,False,0->0,,,,,16,1108,"63,719,941,643,111"
4194,5,False,False,0->0,,,,,16,248,"14,251,2,501,914"
4196,5,False,False,0->0,,,,,16,683,"283,143,499,316,885"
4197,5,False,False,0->0,,,,,16,706,"111,421,580,507,686"
4198,5,False,False,0->0,,,,,16,771,"94,781,127,652,945"
4199,5,False,False,0->0,,,,,16,2100,"7,350,488,140,400"
4200,5,False,False,0->0,,,,,16,401,"357,107,956,587,218"
4201,5,False,False,0->0,,,,,16,311,"287,327,249,783,342"
4202,5,False,False,0->0,,,,,16,436,"439,65,675,824,490"
4203,5,False,False,0->0,,,,,16,589,"156,742,756,547,718"
4204,5,False,False,0->0,,,,,16,1253,"370,210,270,409,787"
4207,5,False,False,0->0,,,,,16,814,"504,818,560,994,842"
4208,5,False,False,0->0,,,,,16,293,"460,736,751,107,783"
4209,5,False,False,0->0,,,,,16,519,"11,707,503,274,47"
4211,5,False,False,0->0,,,,,16,971,"333,301,55,663,59"
4212,5,False,False,0->0,,,,,16,705,"710,251,271,610,412"
4213,5,False,False,0->0,,,,,16,542,"712,252,723,148,806"
4215,5,False,False,0->0,,,,,16,842,"303,686,848,468,803"
4216,5,False,False,0->0,,,,,16,464,"631,25,919,890,59"
4217,5,False,False,0->0,,,,,16,350,"78,541,775,888,206"
4218,5,False,False,0->0,,,,,16,853,"687,374,355,829,585"
4221,5,False,False,0->0,,,,,16,435,"691,128,408,78,804"
4222,5,False,False,0->0,,,,,16,768,"943,928,356,130,146"
4223,5,False,False,0->0,,,,,16,959,"398,54,368,48,598"
4224,5,False,False,0->0,,,,,16,958,"968,313,398,8,116"
4225,5,False,False,0->0,,,,,16,883,"952,54,506,471,135"
4226,5,False,False,0->0,,,,,16,1499,"726,604,183,914,388"
4227,5,False,False,0->0,,,,,16,589,"235,838,832,632,898"
4228,5,False,False,0->0,,,,,16,727,"100,515,570,253,112"
4230,5,False,False,0->0,,,,,16,1088,"800,610,184,164,694"
4231,5,False,False,0->0,,,,,16,638,"53,707,753,493,142"
4232,5,False,False,0->0,,,,,16,844,"950,104,510,98,495"
4233,5,False,False,0->0,,,,,16,1504,"508,883,172,442,493"
4234,5,False,False,0->0,,,,,16,880,"434,477,7,777,738"
4235,5,False,False,0->0,,,,,16,1046,"305,162,383,483,980"
4236,5,False,False,0->0,,,,,16,596,"303,64,631,890,132"
4237,5,False,False,0->0,,,,,16,1114,"316,301,84,125,933"
4239,5,False,False,0->0,,,,,16,961,"495,346,721,953,312"
4242,5,False,False,0->0,,,,,16,1176,"87,244,941,863,570"
4243,5,False,False,0->0,,,,,16,965,"2,598,853,156,693"
4244,5,False,False,0->0,,,,,16,833,"247,335,829,383,277"
4246,5,False,False,0->0,,,,,16,1052,"933,642,958,718,88"
4247,5,False,False,0->0,,,,,16,507,"750,438,76,61,46"
4249,5,False,False,0->0,,,,,16,1100,"415,887,751,667,726"
4250,5,False,False,0->0,,,,,16,712,"534,298,172,48,49"
4252,5,False,False,0->0,,,,,16,998,"979,598,787,327,225"
4254,5,False,False,0->0,,,,,16,414,"763,697,413,316,658"
4255,5,False,False,0->0,,,,,16,706,"182,414,711,444,655"
4258,5,False,False,0->0,,,,,16,1635,"512,948,800,897,448"
4259,5,False,False,0->0,,,,,16,827,"686,670,508,726,929"
4260,5,False,False,0->0,,,,,16,823,"250,513,157,910,724"
4261,5,False,False,0->0,,,,,16,540,"818,736,133,586,669"
4262,5,False,False,0->0,,,,,16,626,"413,854,501,906,545"
4264,5,False,False,0->0,,,,,16,688,"49,539,411,716,43"
4265,5,False,False,0->0,,,,,16,885,"553,736,303,551,388"
4266,5,False,False,0->0,,,,,16,780,"33,364,778,653,547"
4267,5,False,False,0->0,,,,,16,1031,"521,110,319,797,109"
4268,5,False,False,0->0,,,,,16,823,"792,632,87,37,786"
4272,5,False,False,0->0,,,,,16,362,"615,242,45,32,498"
4273,5,False,False,0->0,,,,,16,2016,"835,966,174,659,976"
4274,5,False,False,0->0,,,,,16,532,"500,283,257,201,179"
4275,5,False,False,0->0,,,,,16,715,"637,966,496,457,930"
4276,5,False,False,0->0,,,,,16,327,"199,393,752,571,514"
4277,5,False,False,0->0,,,,,16,876,"979,91,379,675,934"
4278,5,False,False,0->0,,,,,16,1161,"871,429,838,245,206"
4279,5,False,False,0->0,,,,,16,997,"884,690,536,898,964"
4280,5,False,False,0->0,,,,,16,669,"430,117,344,131,147"
4281,5,False,False,0->0,,,,,16,1026,"8,1,495,888,418"
4282,5,False,False,0->0,,,,,16,1322,"27,195,716,114,375"
4283,5,False,False,0->0,,,,,16,430,"723,650,169,736,725"
4285,5,False,False,0->0,,,,,16,238,"781,583,640,587,704"
4287,5,False,False,0->0,,,,,16,1445,"21,93,495,185,827"
4289,5,False,False,0->0,,,,,16,1614,"136,238,262,829,505"
4290,5,False,False,0->0,,,,,16,274,"269,992,125,958,519"
4293,5,False,False,0->0,,,,,16,902,"754,97,163,905,65"
4294,5,False,False,0->0,,,,,16,582,"41,877,124,83,586"
4295,5,False,False,0->0,,,,,16,816,"905,493,393,847,859"
4296,5,False,False,0->0,,,,,16,1088,"117,570,870,928,988"
4297,5,False,False,0->0,,,,,16,995,"235,850,244,876,125"
4300,5,False,False,0->0,,,,,16,594,"757,677,953,330,193"
4301,5,False,False,0->0,,,,,16,979,"577,53,758,750,690"
4302,5,False,False,0->0,,,,,16,292,"602,600,407,856,410"
4303,5,False,False,0->0,,,,,16,803,"677,248,37,228,131"
4306,5,False,False,0->0,,,,,16,836,"606,411,85,160,977"
4307,5,False,False,0->0,,,,,16,634,"639,458,154,649,106"
4308,5,False,False,0->0,,,,,16,1426,"156,577,88,472,699"
4309,5,False,False,0->0,,,,,16,1388,"955,843,783,651,288"
4311,5,False,False,0->0,,,,,16,880,"706,61,308,709,195"
4312,5,False,False,0->0,,,,,16,933,"82,736,278,211,874"
4313,5,False,False,0->0,,,,,16,990,"397,159,527,876,68"
4315,5,False,False,0->0,,,,,16,980,"3,239,178,503,781"
4317,5,False,False,0->0,,,,,16,918,"687,172,572,91,299"
4320,5,False,False,0->0,,,,,16,1748,"714,960,880,424,88"
4322,5,False,False,0->0,,,,,16,484,"737,288,789,950,935"
4325,5,False,False,0->0,,,,,16,409,"486,898,178,654,7"
4326,5,False,False,0->0,,,,,16,637,"970,594,152,360,536"
4328,5,False,False,0->0,,,,,16,475,"636,548,791,53,984"
4329,5,False,False,0->0,,,,,16,581,"597,372,168,548,294"
4330,5,False,False,0->0,,,,,16,606,"771,270,243,906,848"
4331,5,False,False,0->0,,,,,16,879,"768,148,613,259,833"
4332,5,False,False,0->0,,,,,16,596,"189,581,890,580,83"
4334,5,False,False,0->0,,,,,16,452,"247,831,583,538,615"
4335,5,False,False,0->0,,,,,16,384,"769,945,654,999,617"
4336,5,False,False,0->0,,,,,16,472,"229,950,82,895,251"
4337,5,False,False,0->0,,,,,16,706,"654,252,629,857,553"
4338,5,False,False,0->0,,,,,16,541,"670,518,734,543,584"
4339,5,False,False,0->0,,,,,16,394,"547,5,683,190,636"
4340,5,False,False,0->0,,,,,16,737,"658,673,896,283,101"
4341,5,False,False,0->0,,,,,16,1479,"900,821,707,98,197"
4342,5,False,False,0->0,,,,,16,976,"723,528,748,913,285"
4343,5,False,False,0->0,,,,,16,1437,"108,854,657,942,463"
4345,5,False,False,0->0,,,,,16,658,"658,568,24,416,960"
4348,5,False,False,0->0,,,,,16,1049,"324,836,564,192,216"
4349,5,False,False,0->0,,,,,16,891,"689,879,452,82,119"
4350,5,False,False,0->0,,,,,16,725,"272,2,752,417,605"
4351,5,False,False,0->0,,,,,16,1221,"883,598,738,767,148"
4352,5,False,False,0->0,,,,,16,656,"400,992,885,20,878"
4353,5,False,False,0->0,,,,,16,1273,"488,409,580,590,929"
4354,5,False,False,0->0,,,,,16,546,"282,930,704,44,438"
4355,5,False,False,0->0,,,,,16,959,"532,321,990,523,955"
4356,5,False,False,0->0,,,,,16,998,"168,725,185,485,712"
4357,5,False,False,0->0,,,,,16,1406,"93,38,648,966,577"
4359,5,False,False,0->0,,,,,16,410,"852,890,522,18,960"
4360,5,False,False,0->0,,,,,16,1295,"863,605,581,924,512"
4361,5,False,False,0->0,,,,,16,1090,"59,517,725,792,84"
4362,5,False,False,0->0,,,,,16,771,"780,185,332,57,487"
4363,5,False,False,0->0,,,,,16,173,"372,884,684,18,969"
4367,5,False,False,0->0,,,,,16,1025,"794,731,592,871,333"
4369,5,False,False,0->0,,,,,16,920,"743,143,461,802,53"
4372,5,False,False,0->0,,,,,16,429,"773,159,588,720,832"
4374,5,False,False,0->0,,,,,16,461,"98,357,625,245,519"
4375,5,False,False,0->0,,,,,16,1604,"507,971,216,356,160"
4377,5,False,False,0->0,,,,,16,1150,"853,838,703,370,646"
4378,5,False,False,0->0,,,,,16,969,"956,417,974,575,451"
4379,5,False,False,0->0,,,,,16,779,"640,633,703,568,687"
4380,5,False,False,0->0,,,,,16,803,"196,397,953,357,971"
4382,5,False,False,0->0,,,,,16,551,"868,251,128,409,680"
4384,5,False,False,0->0,,,,,16,783,"523,110,471,226,23"
4386,5,False,False,0->0,,,,,16,508,"277,975,672,225,93"
4387,5,False,False,0->0,,,,,16,773,"431,479,251,217,755"
4388,5,False,False,0->0,,,,,16,620,"417,510,411,403,102"
4390,5,False,False,0->0,,,,,16,782,"513,847,260,572,792"
4391,5,False,False,0->0,,,,,16,1269,"942,42,448,521,651"
4392,5,False,False,0->0,,,,,16,937,"498,312,749,742,843"
4394,5,False,False,0->0,,,,,16,482,"640,95,614,276,393"
4396,5,False,False,0->0,,,,,16,915,"86,928,503,130,836"
4397,5,False,False,0->0,,,,,16,867,"670,847,233,100,887"
4398,5,False,False,0->0,,,,,16,1475,"871,4,448,748,541"
4399,5,False,False,0->0,,,,,16,1047,"86,496,193,443,659"
4401,5,False,False,0->0,,,,,16,512,"630,935,957,558,885"
4402,5,False,False,0->0,,,,,16,816,"472,964,775,847,29"
4405,5,False,False,0->0,,,,,16,247,"551,217,372,440,496"
4406,5,False,False,0->0,,,,,16,355,"806,712,460,98,279"
4408,5,False,False,0->0,,,,,16,1310,"3,308,208,195,750"
4411,5,False,False,0->0,,,,,16,988,"38,67,62,201,400"
4412,5,False,False,0->0,,,,,16,526,"727,749,92,563,981"
4413,5,False,False,0->0,,,,,16,1132,"431,991,112,183,847"
4415,5,False,False,0->0,,,,,16,1731,"717,179,380,19,84"
4417,5,False,False,0->0,,,,,16,651,"392,581,938,676,12"
4418,5,False,False,0->0,,,,,16,452,"832,523,416,601,122"
4423,5,False,False,0->0,,,,,16,1020,"113,616,448,522,505"
4424,5,False,False,0->0,,,,,16,650,"893,724,985,584,263"
4425,5,False,False,0->0,,,,,16,664,"930,473,74,708,269"
4427,5,False,False,0->0,,,,,16,1090,"785,211,19,276,154"
4428,5,False,False,0->0,,,,,16,537,"100,52,905,67,694"
4429,5,False,False,0->0,,,,,16,801,"847,830,272,713,652"
4432,5,False,False,0->0,,,,,16,974,"643,486,695,303,512"
4433,5,False,False,0->0,,,,,16,210,"217,65,817,506,662"
4434,5,False,False,0->0,,,,,16,624,"221,519,154,303,760"
4436,5,False,False,0->0,,,,,16,1744,"88,253,155,706,737"
4437,5,False,False,0->0,,,,,16,875,"532,13,460,329,610"
4439,5,False,False,0->0,,,,,16,1430,"548,410,876,748,695"
4440,5,False,False,0->0,,,,,16,550,"878,497,971,961,622"
4441,5,False,False,0->0,,,,,16,547,"12,22,725,167,767"
4443,5,False,False,0->0,,,,,16,286,"152,734,836,914,261"
4447,5,False,False,0->0,,,,,16,1019,"102,591,501,953,368"
4448,5,False,False,0->0,,,,,16,1185,"77,703,424,134,826"
4449,5,False,False,0->0,,,,,16,578,"972,611,694,378,262"
4450,5,False,False,0->0,,,,,16,1204,"245,874,601,452,444"
4453,5,False,False,0->0,,,,,16,637,"905,420,90,545,456"
4454,5,False,False,0->0,,,,,16,1755,"632,327,55,395,405"
4456,5,False,False,0->0,,,,,16,800,"530,792,495,169,48"
4457,5,False,False,0->0,,,,,16,629,"669,875,387,952,169"
4458,5,False,False,0->0,,,,,16,657,"838,8,56,739,593"
4460,5,False,False,0->0,,,,,16,520,"18,148,68,98,831"
4461,5,False,False,0->0,,,,,16,780,"563,862,920,233,785"
4464,5,False,False,0->0,,,,,16,806,"103,340,19,913,732"
4465,5,False,False,0->0,,,,,16,309,"226,418,299,20,137"
4466,5,False,False,0->0,,,,,16,465,"14,716,991,438,926"
4467,5,False,False,0->0,,,,,16,726,"583,257,229,791,868"
4470,5,False,False,0->0,,,,,16,1050,"254,933,116,84,124"
4472,5,False,False,0->0,,,,,16,518,"218,885,451,805,223"
4473,5,False,False,0->0,,,,,16,1056,"485,14,953,391,24"
4474,5,False,False,0->0,,,,,16,768,"67,272,25,723,409"
4476,5,False,False,0->0,,,,,16,1197,"564,397,829,624,302"
4478,5,False,False,0->0,,,,,16,309,"387,122,761,211,43"
4480,5,False,False,0->0,,,,,16,1410,"419,520,96,162,836"
4481,5,False,False,0->0,,,,,16,278,"931,531,220,898,712"
4482,5,False,False,0->0,,,,,16,878,"860,771,252,307,706"
4484,5,False,False,0->0,,,,,16,1263,"310,24,971,163,984"
4487,5,False,False,0->0,,,,,16,1622,"750,952,291,659,132"
4488,5,False,False,0->0,,,,,16,389,"960,32,606,866,206"
4489,5,False,False,0->0,,,,,16,559,"528,412,556,108,181"
4490,5,False,False,0->0,,,,,16,879,"777,20,396,463,23"
4491,5,False,False,0->0,,,,,16,798,"854,62,831,232,669"
4492,5,False,False,0->0,,,,,16,1469,"934,966,764,288,8"
4494,5,False,False,0->0,,,,,16,779,"474,537,718,998,684"
4496,5,False,False,0->0,,,,,16,740,"634,815,712,597,835"
4498,5,False,False,0->0,,,,,16,755,"689,642,927,210,254"
4499,5,False,False,0->0,,,,,16,818,"383,921,940,289,938"
4500,5,False,False,0->0,,,,,16,845,"884,199,499,38,886"
4502,5,False,False,0->0,,,,,16,384,"865,793,42,787,737"
4503,5,False,False,0->0,,,,,16,754,"267,34,302,859,96"
4504,5,False,False,0->0,,,,,16,1517,"86,623,779,388,505"
4505,5,False,False,0->0,,,,,16,1028,"964,571,637,536,80"
4506,5,False,False,0->0,,,,,16,705,"763,288,713,654,710"
4507,5,False,False,0->0,,,,,16,670,"193,37,705,468,421"
4508,5,False,False,0->0,,,,,16,513,"895,260,573,217,937"
4510,5,False,False,0->0,,,,,16,523,"396,53,17,16,851"
4511,5,False,False,0->0,,,,,16,984,"263,879,814,877,262"
4512,5,False,False,0->0,,,,,16,803,"469,391,808,751,340"
4513,5,False,False,0->0,,,,,16,495,"85,308,99,279,945"
4514,5,False,False,0->0,,,,,16,1100,"892,983,6,639,822"
4515,5,False,False,0->0,,,,,16,353,"220,633,232,640,176"
4516,5,False,False,0->0,,,,,16,911,"935,197,335,862,238"
4517,5,False,False,0->0,,,,,16,837,"202,398,919,32,942"
4518,5,False,False,0->0,,,,,16,524,"233,212,303,885,487"
4519,5,False,False,0->0,,,,,16,551,"254,995,637,950,683"
4520,5,False,False,0->0,,,,,16,787,"722,307,903,649,567"
4522,5,False,False,0->0,,,,,16,732,"376,786,68,953,503"
4523,5,False,False,0->0,,,,,16,901,"197,352,837,613,617"
4525,5,False,False,0->0,,,,,16,942,"253,887,609,100,211"
4526,5,False,False,0->0,,,,,16,942,"194,279,536,128,138"
4527,5,False,False,0->0,,,,,16,797,"955,568,426,587,206"
4528,5,False,False,0->0,,,,,16,676,"758,649,938,434,310"
4529,5,False,False,0->0,,,,,16,1475,"218,874,197,729,260"
4531,5,False,False,0->0,,,,,16,711,"67,273,461,158,323"
4532,5,False,False,0->0,,,,,16,749,"549,619,308,212,304"
4533,5,False,False,0->0,,,,,16,376,"630,474,771,220,934"
4534,5,False,False,0->0,,,,,16,649,"407,344,23,453,893"
4535,5,False,False,0->0,,,,,16,621,"908,82,854,145,229"
4536,5,False,False,0->0,,,,,16,1630,"366,623,278,885,971"
4538,5,False,False,0->0,,,,,16,735,"178,843,749,42,124"
4539,5,False,False,0->0,,,,,16,208,"791,817,970,794,602"
4540,5,False,False,0->0,,,,,16,548,"277,731,18,546,678"
4541,5,False,False,0->0,,,,,16,1472,"654,387,974,681,874"
4542,5,False,False,0->0,,,,,16,961,"880,610,404,90,601"
4543,5,False,False,0->0,,,,,16,883,"759,111,710,465,186"
4545,5,False,False,0->0,,,,,16,668,"765,715,424,441,534"
4546,5,False,False,0->0,,,,,16,653,"270,905,371,652,390"
4550,5,False,False,0->0,,,,,16,793,"554,136,51,33,356"
4551,5,False,False,0->0,,,,,16,241,"265,684,982,666,70"
4555,5,False,False,0->0,,,,,16,550,"284,137,31,347,558"
4556,5,False,False,0->0,,,,,16,501,"811,637,134,61,673"
4557,5,False,False,0->0,,,,,16,683,"687,447,442,885,938"
4558,5,False,False,0->0,,,,,16,821,"205,861,51,282,891"
4559,5,False,False,0->0,,,,,16,712,"929,131,453,58,519"
4560,5,False,False,0->0,,,,,16,566,"860,154,410,389,253"
4561,5,False,False,0->0,,,,,16,509,"199,621,22,212,34"
4562,5,False,False,0->0,,,,,16,1323,"840,55,426,870,699"
4563,5,False,False,0->0,,,,,16,352,"134,54,521,568,978"
4565,5,False,False,0->0,,,,,16,1449,"845,535,811,857,785"
4566,5,False,False,0->0,,,,,16,697,"18,761,56,798,880"
4567,5,False,False,0->0,,,,,16,944,"717,968,393,630,173"
4568,5,False,False,0->0,,,,,16,661,"915,180,877,621,612"
4570,5,False,False,0->0,,,,,16,793,"16,604,417,527,403"
4571,5,False,False,0->0,,,,,16,1177,"834,39,73,745,400"
4572,5,False,False,0->0,,,,,16,285,"175,492,795,195,788"
4573,5,False,False,0->0,,,,,16,764,"877,772,970,161,421"
4575,5,False,False,0->0,,,,,16,845,"782,762,653,207,437"
4576,5,False,False,0->0,,,,,16,661,"403,242,358,855,948"
4577,5,False,False,0->0,,,,,16,544,"905,811,508,144,387"
4578,5,False,False,0->0,,,,,16,925,"332,771,620,58,363"
4579,5,False,False,0->0,,,,,16,984,"261,922,414,604,619"
4580,5,False,False,0->0,,,,,16,695,"638,33,721,356,375"
4581,5,False,False,0->0,,,,,16,786,"823,716,403,473,309"
4582,5,False,False,0->0,,,,,16,537,"606,600,159,52,14"
4583,5,False,False,0->0,,,,,16,381,"801,738,915,727,299"
4585,5,False,False,0->0,,,,,16,722,"25,591,723,48,711"
4586,5,False,False,0->0,,,,,16,606,"584,380,133,204,220"
4589,5,False,False,0->0,,,,,16,907,"182,583,728,243,119"
4590,5,False,False,0->0,,,,,16,1478,"765,321,657,875,964"
4591,5,False,False,0->0,,,,,16,967,"987,409,555,365,184"
4592,5,False,False,0->0,,,,,16,360,"969,54,558,236,260"
4593,5,False,False,0->0,,,,,16,451,"211,541,854,16,492"
4594,5,False,False,0->0,,,,,16,331,"14,401,741,457,308"
4595,5,False,False,0->0,,,,,16,653,"148,927,481,467,233"
4596,5,False,False,0->0,,,,,16,710,"642,290,110,247,635"
4598,5,False,False,0->0,,,,,16,1065,"626,18,919,364,2"
4601,5,False,False,0->0,,,,,16,627,"193,859,565,767,154"
4602,5,False,False,0->0,,,,,16,727,"617,852,173,636,861"
4603,5,False,False,0->0,,,,,16,516,"45,369,794,709,284"
4604,5,False,False,0->0,,,,,16,839,"43,197,396,707,868"
4606,5,False,False,0->0,,,,,16,820,"629,396,414,143,750"
4607,5,False,False,0->0,,,,,16,681,"121,430,479,49,826"
4608,5,False,False,0->0,,,,,16,1228,"409,226,47,544,294"
4611,5,False,False,0->0,,,,,16,736,"34,689,451,136,130"
4614,5,False,False,0->0,,,,,16,1190,"172,829,319,47,960"
4617,5,False,False,0->0,,,,,16,978,"193,844,27,558,163"
4618,5,False,False,0->0,,,,,16,560,"672,223,405,934,416"
4622,5,False,False,0->0,,,,,16,650,"421,683,851,392,903"
4623,5,False,False,0->0,,,,,16,723,"632,223,649,984,767"
4625,5,False,False,0->0,,,,,16,1421,"381,821,640,505,535"
4626,5,False,False,0->0,,,,,16,404,"201,563,415,752,640"
4627,5,False,False,0->0,,,,,16,783,"639,54,953,323,605"
4628,5,False,False,0->0,,,,,16,1122,"82,404,733,165,945"
4632,5,False,False,0->0,,,,,16,1208,"233,876,269,902,833"
4634,5,False,False,0->0,,,,,16,1304,"174,843,337,444,147"
4635,5,False,False,0->0,,,,,16,748,"392,592,403,556,513"
4636,5,False,False,0->0,,,,,16,1347,"16,690,668,13,544"
4637,5,False,False,0->0,,,,,16,335,"489,539,56,168,53"
4640,5,False,False,0->0,,,,,16,934,"604,679,309,981,235"
4641,5,False,False,0->0,,,,,16,883,"276,566,777,994,756"
4644,5,False,False,0->0,,,,,16,1287,"750,126,678,992,900"
4645,5,False,False,0->0,,,,,16,1010,"199,200,826,915,838"
4647,5,False,False,0->0,,,,,16,879,"103,421,891,342,114"
4648,5,False,False,0->0,,,,,16,1364,"822,77,853,940,488"
4651,5,False,False,0->0,,,,,16,985,"223,986,217,233,485"
4652,5,False,False,0->0,,,,,16,709,"370,190,359,911,895"
4653,5,False,False,0->0,,,,,16,1202,"190,727,764,95,111"
4654,5,False,False,0->0,,,,,16,1042,"874,201,34,429,611"
4655,5,False,False,0->0,,,,,16,700,"98,392,615,458,146"
4656,5,False,False,0->0,,,,,16,1461,"260,897,880,72,471"
4657,5,False,False,0->0,,,,,16,655,"913,403,424,956,911"
4658,5,False,False,0->0,,,,,16,1071,"903,264,622,474,412"
4659,5,False,False,0->0,,,,,16,907,"183,920,777,837,814"
4660,5,False,False,0->0,,,,,16,887,"364,658,535,242,29"
4661,5,False,False,0->0,,,,,16,973,"200,73,327,496,834"
4662,5,False,False,0->0,,,,,16,775,"833,410,428,615,958"
4664,5,False,False,0->0,,,,,16,1025,"229,154,52,653,691"
4665,5,False,False,0->0,,,,,16,310,"17,992,346,457,658"
4666,5,False,False,0->0,,,,,16,549,"515,572,834,615,58"
4667,5,False,False,0->0,,,,,16,760,"126,198,199,13,779"
4668,5,False,False,0->0,,,,,16,709,"101,768,175,77,197"
4669,5,False,False,0->0,,,,,16,953,"802,147,798,947,927"
4670,5,False,False,0->0,,,,,16,1061,"545,692,252,511,259"
4672,5,False,False,0->0,,,,,16,701,"954,848,77,456,385"
4673,5,False,False,0->0,,,,,16,986,"332,591,117,785,818"
4674,5,False,False,0->0,,,,,16,1249,"505,282,580,906,197"
4675,5,False,False,0->0,,,,,16,875,"116,541,845,902,851"
4676,5,False,False,0->0,,,,,16,587,"914,669,303,54,65"
4679,5,False,False,0->0,,,,,16,566,"283,1000,41,783,400"
4681,5,False,False,0->0,,,,,16,1154,"338,81,404,271,900"
4682,5,False,False,0->0,,,,,16,635,"376,794,609,968,826"
4683,5,False,False,0->0,,,,,16,1108,"445,158,607,380,208"
4684,5,False,False,0->0,,,,,16,1225,"419,241,26,761,331"
4685,5,False,False,0->0,,,,,16,427,"454,229,491,220,737"
4686,5,False,False,0->0,,,,,16,529,"783,253,32,352,12"
4687,5,False,False,0->0,,,,,16,1586,"907,176,482,366,546"
4688,5,False,False,0->0,,,,,16,520,"378,360,473,686,497"
4691,5,False,False,0->0,,,,,16,834,"938,941,684,783,653"
4692,5,False,False,0->0,,,,,16,581,"982,674,321,201,416"
4693,5,False,False,0->0,,,,,16,370,"135,547,757,56,683"
4694,5,False,False,0->0,,,,,16,769,"333,446,859,535,143"
4696,5,False,False,0->0,,,,,16,997,"652,327,660,748,523"
4697,5,False,False,0->0,,,,,16,688,"499,719,414,415,695"
4698,5,False,False,0->0,,,,,16,488,"17,103,675,793,481"
4699,5,False,False,0->0,,,,,16,801,"454,283,101,808,143"
4700,5,False,False,0->0,,,,,16,1352,"493,346,746,485,992"
4701,5,False,False,0->0,,,,,16,1463,"11,33,930,210,964"
4702,5,False,False,0->0,,,,,16,667,"127,5,125,68,689"
4704,5,False,False,0->0,,,,,16,540,"960,699,308,78,33"
4706,5,False,False,0->0,,,,,16,1464,"193,845,521,578,798"
4707,5,False,False,0->0,,,,,16,764,"147,81,823,442,679"
4708,5,False,False,0->0,,,,,16,1632,"326,987,974,48,705"
4709,5,False,False,0->0,,,,,16,1443,"264,634,554,476,368"
4710,5,False,False,0->0,,,,,16,615,"246,127,613,150,500"
4711,5,False,False,0->0,,,,,16,1708,"453,597,395,604,8"
4712,5,False,False,0->0,,,,,16,387,"95,817,402,203,74"
4715,5,False,False,0->0,,,,,16,913,"648,72,944,757,532"
4717,5,False,False,0->0,,,,,16,391,"176,715,204,613,583"
4718,5,False,False,0->0,,,,,16,511,"686,538,642,468,34"
4719,5,False,False,0->0,,,,,16,603,"551,85,312,148,409"
4720,5,False,False,0->0,,,,,16,713,"980,933,897,806,814"
4721,5,False,False,0->0,,,,,16,1219,"670,845,785,617,494"
4722,5,False,False,0->0,,,,,16,368,"526,8,692,613,581"
4723,5,False,False,0->0,,,,,16,927,"128,371,310,504,405"
4724,5,False,False,0->0,,,,,16,1759,"264,24,189,140,50"
4726,5,False,False,0->0,,,,,16,1174,"267,323,893,140,105"
4727,5,False,False,0->0,,,,,16,977,"220,991,994,880,358"
4729,5,False,False,0->0,,,,,16,1154,"876,991,394,62,81"
4730,5,False,False,0->0,,,,,16,539,"316,82,476,67,468"
4732,5,False,False,0->0,,,,,16,1106,"772,986,835,83,391"
4733,5,False,False,0->0,,,,,16,1390,"499,373,42,966,659"
4734,5,False,False,0->0,,,,,16,1031,"800,233,795,815,612"
4736,5,False,False,0->0,,,,,16,464,"790,640,583,445,17"
4738,5,False,False,0->0,,,,,16,1312,"668,680,545,400,733"
4739,5,False,False,0->0,,,,,16,610,"217,507,941,460,317"
4740,5,False,False,0->0,,,,,16,542,"158,433,538,196,285"
4741,5,False,False,0->0,,,,,16,512,"304,600,972,439,179"
