hit_id,trajectory_step,x,y,z,r,phi,volume_id,layer_id,module_id,module_index,local_u_mm,local_v_mm,distance_to_module,event,particle,charge
0,25,-9.98057050830559,29.816026592363812,-121.82379665243668,31.442125078114636,1.8938109521132422,8,2,93,848,4.011215308514583,-16.82379665241986,0.0,414.0,electron,-1
1,185,-26.545563677788824,66.00688303834119,-276.208424641917,71.14475075090779,1.953166457184431,8,4,122,1101,6.303440402782397,-31.20842464188581,0.0,414.0,electron,-1
2,195,-27.830909212001608,68.26770041112904,-286.28461294492575,73.722713101122,1.9578999460360895,8,4,91,1070,-7.711947644068639,28.71538705504553,0.0,414.0,electron,-1
3,366,-52.23477372948387,103.1531551801356,-451.4493688544358,115.62458652980132,2.0395355091833913,8,6,43,1470,5.349690806462295,3.550631145560631,0.0,414.0,electron,-1
4,521,-79.49963801145776,130.78041138774637,-602.0,153.04805927126617,2.1169945057753474,7,14,91,738,5.814290920993097,12.937705028085688,0.0,414.0,electron,-1
5,992,-183.24271244414223,183.34967616608472,-1057.061672356396,259.21997495195995,2.3559027118515217,13,2,36,5059,-20.645028162572245,-27.061672356368938,0.0,414.0,electron,-1
6,1155,-223.67699736103626,189.12282722460876,-1215.5,292.9143952179173,2.4397066444068223,12,12,150,5003,15.93349991968897,-25.519531046165845,0.0,414.0,electron,-1
7,1158,-224.45009599005058,189.1659572801403,-1218.5,293.5329708629932,2.441294960325721,12,12,153,5006,-17.702351417939475,-25.000889229492106,0.0,414.0,electron,-1
8,1444,-295.3722740455618,182.50763928874719,-1495.5,347.2086097342604,2.5881223336790744,12,10,156,4839,-10.370069918530469,29.05378253439856,0.0,414.0,electron,-1
9,1764,-368.3065894195143,151.14272265042635,-1804.5,398.1128815047541,2.7521769728218155,12,8,160,4673,1.3071519792673634,-71.88883078361313,0.0,414.0,electron,-1
10,2125,-433.5538904299588,89.42654268272386,-2154.5,442.6805647903889,2.9381813736989773,12,6,166,4509,-15.540017108864115,-27.591907871493145,0.0,414.0,electron,-1
11,2535,-474.54161007381066,-3.65031820394609,-2551.5,474.55564954432333,-3.133900501562026,12,4,169,4342,30.252303238956785,3.5899993605657157,0.0,414.0,electron,-1
