pileup_event,particle_id,pdg_id,charge,mass,pT,eta,layer_id,trajectory_step,x,y,z,r,phi,pileup_z0,n_merged
1,77,211,1.0,0.13957,0.5502272546468118,-1.658944321842403,1,90,-27.827194814603516,18.199168353254585,-148.25,33.25,2.562406015037594,-64.07212664045841,1
1,105,-211,-1.0,0.13957,0.2919355977722673,1.653623872168608,1,91,29.380986861641322,15.566634544308538,19.75,33.25,0.487218045112782,-64.07212664045841,1
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,1,95,6.339919014486374,-32.6399743702374,24.5,33.25,-1.3789473684210527,-64.07212664045841,1
1,102,211,1.0,0.13957,0.382257520431243,1.7012494859185077,1,95,16.72822565287695,-28.735500108862364,24.0,33.25,-1.0436090225563912,-64.07212664045841,1
1,73,-211,-1.0,0.13957,0.0605766742239934,-0.924862439905294,1,96,-22.72552941744962,-24.271646270836925,-101.5,33.25,-2.3233082706766917,-64.07212664045841,1
1,103,-211,-1.0,0.13957,0.2948691661312714,1.738865021379068,1,99,15.326634432570604,-29.506893719440228,27.75,33.25,-1.0917293233082708,-64.07212664045841,1
1,75,-211,-1.0,0.13957,0.7092012660808591,-1.7673747114317997,1,100,-33.2008586668557,-1.8070649638219853,-158.5,33.25,-3.087218045112782,-64.07212664045841,1
1,94,-211,-1.0,0.13957,0.1332130415101276,1.7528230634074786,1,105,-24.177850075237572,22.825294428316464,30.0,33.25,2.384962406015038,-64.07212664045841,1
1,11,321,1.0,0.49368,0.1321259019429985,-1.0738985125516238,1,137,12.92879462744522,-30.633458333680572,-107.5,33.25,-1.1714285714285715,-64.07212664045841,1
1,19,211,1.0,0.13957,1.3061922836352122,-0.0166848216871821,2,50,-46.6101993163341,19.435516964866363,-64.8,50.5,2.7465346534653468,-64.07212664045841,1
1,49,-211,-1.0,0.13957,0.5130386466495557,0.0030410642640589,2,52,8.287556080896527,-49.81532308643592,-64.0,50.5,-1.4059405940594059,-64.07212664045841,1
1,70,211,1.0,0.13957,0.4704642320194525,-0.0326896504029125,2,52,25.882523548578458,-43.362944719625325,-65.60000000000001,50.5,-1.0326732673267327,-64.07212664045841,1
1,18,-211,-1.0,0.13957,0.3675040208906039,0.263723310050201,2,55,-48.745561156271606,-13.19546390090873,-50.400000000000006,50.5,-2.877227722772277,-64.07212664045841,1
1,42,211,1.0,0.13957,1.736588795404115,-0.528489980508974,2,57,44.94923212374159,-23.017743840046474,-92.0,50.5,-0.47326732673267324,-64.07212664045841,1
1,21,211,1.0,0.13957,0.2466630941899117,-0.3267680749663401,2,60,-45.39599887923498,22.123591158681652,-80.80000000000001,50.5,2.6881188118811883,-64.07212664045841,1
1,71,211,1.0,0.13957,0.5634110410048714,-0.6230106337831108,2,62,21.152106514725084,45.85671586572381,-97.60000000000001,50.5,1.1386138613861385,-64.07212664045841,1
1,1,-211,-1.0,0.13957,0.6657625124611152,-0.669600141560989,2,63,45.59151938026683,-21.717812058279584,-100.4,50.5,-0.44455445544554456,-64.07212664045841,1
1,97,-211,-1.0,0.13957,0.3112212944657307,0.6893374543344017,2,67,-29.55737449388772,-40.94644811248072,-26.400000000000002,50.5,-2.196039603960396,-64.07212664045841,1
1,104,211,1.0,0.13957,0.1834801056294073,0.3756703555206291,2,67,14.756702419488144,-48.29585627880173,-44.400000000000006,50.5,-1.2742574257425745,-64.07212664045841,1
1,69,-211,-1.0,0.13957,1.2081093543994723,0.8756943743572513,2,71,12.59097435492065,48.90518750392162,-14.0,50.5,1.3188118811881189,-64.07212664045841,1
1,76,-211,-1.0,0.13957,0.4321224973105982,-0.8549162088123476,2,72,-30.9187634981352,39.92843678065024,-112.80000000000001,50.5,2.22970297029703,-64.07212664045841,1
1,24,211,1.0,0.13957,0.2101747632094604,0.7299029105123866,2,73,-19.134554396557473,46.73455710761773,-23.6,50.5,1.9594059405940594,-64.07212664045841,1
1,56,-211,-1.0,0.13957,3.4345899348707483,-0.9958964347001223,2,77,-48.62604408769591,-13.62930065635999,-123.2,50.5,-2.8683168316831678,-64.07212664045841,1
1,96,211,1.0,0.13957,0.1665523267620062,0.7276363599222413,2,78,48.19995191269704,15.067004865390249,-23.200000000000003,50.5,0.30297029702970296,-64.07212664045841,1
1,95,211,1.0,0.13957,0.3792339973522528,-1.092753571579327,2,86,-44.10021221545585,-24.605310047868922,-131.20000000000002,50.5,-2.632673267326733,-64.07212664045841,1
1,31,211,1.0,0.13957,0.1061583333308685,-0.4905501451696227,2,91,-35.29083000822425,-36.12211673380476,-90.80000000000001,50.5,-2.344554455445545,-64.07212664045841,1
1,48,211,1.0,0.13957,0.4293678545342913,1.1915462229784215,2,92,13.989799946448702,48.52355610894923,11.600000000000001,50.5,1.2900990099009901,-64.07212664045841,1
1,26,211,1.0,0.13957,0.1539166224959179,1.0287569175280142,2,93,3.272918915382746,-50.39382900488243,-1.2000000000000002,50.5,-1.5059405940594062,-64.07212664045841,1
1,68,211,1.0,0.13957,0.178749883994067,1.1852416799469665,2,99,-10.350902929283249,-49.42781411865748,12.0,50.5,-1.7772277227722773,-64.07212664045841,1
1,59,-211,-1.0,0.13957,0.483929582840099,-1.318832600518866,2,102,-25.148648394054376,43.79264189281376,-152.0,50.5,2.0920792079207917,-64.07212664045841,1
1,23,211,1.0,0.13957,0.8463504224171402,-1.3388424728837276,2,103,-49.47331216003111,10.131208413418339,-154.0,50.5,2.93960396039604,-64.07212664045841,1
1,6,2212,1.0,0.93827,2.8043399039433563,1.3885044441655534,2,108,40.33799929101874,-30.382491885916313,30.8,50.5,-0.6455445544554457,-64.07212664045841,1
1,44,-211,-1.0,0.13957,0.3459947898591718,1.382744156873141,2,109,-15.899645547336558,47.931735535749816,30.400000000000002,50.5,1.8910891089108908,-64.07212664045841,1
1,53,321,1.0,0.49368,1.089570018800742,1.4006651499960507,2,111,-16.420721064674538,-47.755731799608654,32.4,50.5,-1.9019801980198026,-64.07212664045841,1
1,25,-211,-1.0,0.13957,0.7089702575328707,1.4366517098127456,2,112,34.3130097449832,-37.052224794750025,36.4,50.5,-0.8237623762376237,-64.07212664045841,1
1,41,211,1.0,0.13957,0.4255549974026676,-1.4230693861051773,2,112,-46.03301441534614,-20.765634684173147,-163.20000000000002,50.5,-2.717821782178218,-64.07212664045841,1
1,22,-211,-1.0,0.13957,1.122495450120772,-1.4463230955684117,2,113,-46.62941955339868,-19.389358733932422,-165.60000000000002,50.5,-2.7475247524752473,-64.07212664045841,1
1,54,-211,-1.0,0.13957,1.0946055042693754,1.4612284686610597,2,114,11.376716565843681,-49.201832488032984,38.800000000000004,50.5,-1.3435643564356436,-64.07212664045841,1
1,40,-321,-1.0,0.49368,1.6809323025473693,-1.4567976572331225,2,115,-45.129946443347556,22.661375377954897,-166.4,50.5,2.676237623762377,-64.07212664045841,1
1,58,211,1.0,0.13957,1.271130909959666,-1.4877389247776829,2,117,-18.06543293454981,47.15813962496063,-170.0,50.5,1.936633663366337,-64.07212664045841,1
1,55,211,1.0,0.13957,0.9384207588642748,-1.5425514888548453,2,123,-48.59896005535616,13.725563068154843,-176.8,50.5,2.866336633663366,-64.07212664045841,1
1,106,211,1.0,0.13957,0.1829408902944227,1.4719247022267017,2,123,49.921676512268704,-7.620775170833993,41.6,50.5,-0.15148514851485148,-64.07212664045841,1
1,35,-321,-1.0,0.49368,0.3805300566949899,-1.3593393460385748,2,124,47.395314492954405,-17.433707698419934,-156.0,50.5,-0.3524752475247525,-64.07212664045841,1
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,2,126,14.517434174795433,-48.36831716093172,50.0,50.5,-1.2792079207920795,-64.07212664045841,1
1,20,-321,-1.0,0.49368,0.7616264672569814,-1.544303588922895,2,128,-41.565949851265586,-28.679641088445898,-177.20000000000002,50.5,-2.5376237623762377,-64.07212664045841,1
1,39,-211,-1.0,0.13957,0.3662049153562263,-1.6244253191089375,2,134,-25.580999177797842,-43.541502972055355,-187.60000000000002,50.5,-2.1019801980198025,-64.07212664045841,1
1,77,211,1.0,0.13957,0.5502272546468118,-1.658944321842403,2,138,-41.36618335689487,28.967030819256458,-192.0,50.5,2.5306930693069307,-64.07212664045841,1
1,105,-211,-1.0,0.13957,0.2919355977722673,1.653623872168608,2,139,43.143699945626075,26.246355080311353,63.6,50.5,0.5465346534653465,-64.07212664045841,1
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,2,144,9.173990827332709,-49.6597210251932,70.8,50.5,-1.3881188118811882,-64.07212664045841,1
1,102,211,1.0,0.13957,0.382257520431243,1.7012494859185077,2,144,23.351077778161113,-44.7769713870676,70.0,50.5,-1.0900990099009902,-64.07212664045841,1
1,103,-211,-1.0,0.13957,0.2948691661312714,1.738865021379068,2,150,25.882523548578455,-43.36294471962532,76.0,50.5,-1.0326732673267327,-64.07212664045841,1
1,75,-211,-1.0,0.13957,0.7092012660808591,-1.7673747114317997,2,152,-50.3416330177979,-3.996246376458741,-207.60000000000002,50.5,-3.0623762376237624,-64.07212664045841,1
1,73,-211,-1.0,0.13957,0.0605766742239934,-0.924862439905294,2,162,-17.175155472560448,-47.48962028162972,-127.60000000000001,50.5,-1.9178217821782182,-64.07212664045841,1
1,94,-211,-1.0,0.13957,0.1332130415101276,1.7528230634074786,2,163,-41.10642240713168,29.334485454605513,80.80000000000001,50.5,2.521782178217822,-64.07212664045841,1
1,11,321,1.0,0.49368,0.1321259019429985,-1.0738985125516238,2,211,13.026257503825734,-48.791050567127826,-131.20000000000002,50.5,-1.3099009900990097,-64.07212664045841,1
1,19,211,1.0,0.13957,1.3061922836352122,-0.0166848216871821,3,89,-80.66051845579133,36.416078350681104,-65.60000000000001,88.5,2.7175141242937855,-64.07212664045841,1
1,49,-211,-1.0,0.13957,0.5130386466495557,0.0030410642640589,3,92,21.012859491117272,-85.96923714914868,-64.0,88.5,-1.3310734463276834,-64.07212664045841,1
1,70,211,1.0,0.13957,0.4704642320194525,-0.0326896504029125,3,92,39.02528044923889,-79.43096049940637,-66.8,88.5,-1.1141242937853109,-64.07212664045841,1
1,18,-211,-1.0,0.13957,0.3675040208906039,0.263723310050201,3,98,-82.51604979999665,-31.989865979782934,-40.400000000000006,88.5,-2.7717514124293787,-64.07212664045841,1
1,42,211,1.0,0.13957,1.736588795404115,-0.528489980508974,3,101,77.88079327823327,-42.03370122119983,-113.2,88.5,-0.49491525423728816,-64.07212664045841,1
1,21,211,1.0,0.13957,0.2466630941899117,-0.3267680749663401,3,108,-72.31129756013028,51.02280122817932,-94.0,88.5,2.5271186440677966,-64.07212664045841,1
1,71,211,1.0,0.13957,0.5634110410048714,-0.6230106337831108,3,108,42.4427400388831,77.65863646750302,-123.2,88.5,1.0706214689265536,-64.07212664045841,1
1,1,-211,-1.0,0.13957,0.6657625124611152,-0.669600141560989,3,111,81.9359506787608,-33.44772019686359,-128.0,88.5,-0.38757062146892657,-64.07212664045841,1
1,97,-211,-1.0,0.13957,0.3112212944657307,0.6893374543344017,3,118,-42.371688910742655,-77.69742581869264,2.8000000000000003,88.5,-2.0700564971751416,-64.07212664045841,1
1,104,211,1.0,0.13957,0.1834801056294073,0.3756703555206291,3,121,6.310116095155623,-88.27475536565173,-28.400000000000002,88.5,-1.4994350282485878,-64.07212664045841,1
1,69,-211,-1.0,0.13957,1.2081093543994723,0.8756943743572513,3,125,19.308905604698676,86.36791165906952,23.6,88.5,1.3508474576271188,-64.07212664045841,1
1,76,-211,-1.0,0.13957,0.4321224973105982,-0.8549162088123476,3,127,-60.185522270596756,64.88414990593236,-150.0,88.5,2.3186440677966105,-64.07212664045841,1
1,24,211,1.0,0.13957,0.2101747632094604,0.7299029105123866,3,131,-17.32197396283983,86.78824354733018,8.8,88.5,1.7677966101694917,-64.07212664045841,1
1,56,-211,-1.0,0.13957,3.4345899348707483,-0.9958964347001223,3,136,-84.95575082189754,-24.794563966475717,-167.60000000000002,88.5,-2.857627118644068,-64.07212664045841,1
1,96,211,1.0,0.13957,0.1665523267620062,0.7276363599222413,3,142,88.38561786776506,4.498061152697607,10.0,88.5,0.05084745762711866,-64.07212664045841,1
1,95,211,1.0,0.13957,0.3792339973522528,-1.092753571579327,3,151,-81.28591080110829,-34.99786715264612,-182.4,88.5,-2.7350282485875708,-64.07212664045841,1
1,48,211,1.0,0.13957,0.4293678545342913,1.1915462229784215,3,162,32.02205420131918,82.50356383046599,69.2,88.5,1.2005649717514124,-64.07212664045841,1
1,26,211,1.0,0.13957,0.1539166224959179,1.0287569175280142,3,171,-18.74153970265203,-86.49280137429888,50.800000000000004,88.5,-1.7841807909604521,-64.07212664045841,1
1,59,-211,-1.0,0.13957,0.483929582840099,-1.318832600518866,3,180,-50.04059765119753,72.99444216316037,-218.4,88.5,2.1717514124293786,-64.07212664045841,1
1,68,211,1.0,0.13957,0.178749883994067,1.1852416799469665,3,180,-37.509637448905096,-80.15782618342202,73.2,88.5,-2.0084745762711864,-64.07212664045841,1
1,23,211,1.0,0.13957,0.8463504224171402,-1.3388424728837276,3,181,-85.80880218133026,21.658704213441062,-221.60000000000002,88.5,2.8943502824858762,-64.07212664045841,1
1,31,211,1.0,0.13957,0.1061583333308685,-0.4905501451696227,3,181,-84.37377647872128,-26.70797339220593,-117.60000000000001,88.5,-2.835028248587571,-64.07212664045841,1
1,6,2212,1.0,0.93827,2.8043399039433563,1.3885044441655534,3,190,69.9510834281791,-54.213429399217375,102.4,88.5,-0.6593220338983051,-64.07212664045841,1
1,44,-211,-1.0,0.13957,0.3459947898591718,1.382744156873141,3,193,-37.10157214015176,80.34751610802361,103.2,88.5,2.0033898305084747,-64.07212664045841,1
1,53,321,1.0,0.49368,1.089570018800742,1.4006651499960507,3,194,-31.713305126823485,-82.62273463117154,104.80000000000001,88.5,-1.9372881355932206,-64.07212664045841,1
1,41,211,1.0,0.13957,0.4255549974026676,-1.4230693861051773,3,197,-83.65125713713904,-28.891472433509573,-238.4,88.5,-2.809039548022599,-64.07212664045841,1
1,22,-211,-1.0,0.13957,1.122495450120772,-1.4463230955684117,3,198,-80.53661092623068,-36.68929408583574,-241.60000000000002,88.5,-2.7141242937853107,-64.07212664045841,1
1,25,-211,-1.0,0.13957,0.7089702575328707,1.4366517098127456,3,198,63.566412131572235,-61.57565467552177,112.0,88.5,-0.7694915254237289,-64.07212664045841,1
1,54,-211,-1.0,0.13957,1.0946055042693754,1.4612284686610597,3,201,22.901843062168382,-85.48541152942887,116.80000000000001,88.5,-1.309039548022599,-64.07212664045841,1
1,40,-321,-1.0,0.49368,1.6809323025473693,-1.4567976572331225,3,202,-79.96759551206426,37.913502449903994,-243.60000000000002,88.5,2.6988700564971757,-64.07212664045841,1
1,58,211,1.0,0.13957,1.271130909959666,-1.4877389247776829,3,206,-29.131035852512696,83.56813238405906,-250.0,88.5,1.906214689265537,-64.07212664045841,1
1,55,211,1.0,0.13957,0.9384207588642748,-1.5425514888548453,3,217,-84.1133715884197,27.517098684789236,-262.0,88.5,2.8254237288135595,-64.07212664045841,1
1,35,-321,-1.0,0.49368,0.3805300566949899,-1.3593393460385748,3,218,85.7301632349625,-21.96791095454187,-226.4,88.5,-0.25084745762711874,-64.07212664045841,1
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,3,222,27.02671001466504,-84.27221930021307,135.6,88.5,-1.26045197740113,-64.07212664045841,1
1,106,211,1.0,0.13957,0.1829408902944227,1.4719247022267017,3,223,82.27185431055595,-32.612758060345875,126.80000000000001,88.5,-0.3774011299435029,-64.07212664045841,1
1,20,-321,-1.0,0.49368,0.7616264672569814,-1.544303588922895,3,224,-70.23743089384182,-53.84192884205389,-262.40000000000003,88.5,-2.487570621468927,-64.07212664045841,1
1,39,-211,-1.0,0.13957,0.3662049153562263,-1.6244253191089375,3,238,-36.555994728924965,-80.59720373175989,-282.0,88.5,-1.9966101694915257,-64.07212664045841,1
1,77,211,1.0,0.13957,0.5502272546468118,-1.658944321842403,3,243,-68.78313730166349,55.687790609257505,-289.2,88.5,2.4610169491525427,-64.07212664045841,1
1,105,-211,-1.0,0.13957,0.2919355977722673,1.653623872168608,3,247,68.77114857634201,55.70259530300802,162.4,88.5,0.6807909604519774,-64.07212664045841,1
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,3,253,14.35181400028246,-87.32854879649207,172.0,88.5,-1.407909604519774,-64.07212664045841,1
1,102,211,1.0,0.13957,0.382257520431243,1.7012494859185077,3,255,32.81297217411232,-82.1922067905524,172.4,88.5,-1.1909604519774013,-64.07212664045841,1
1,103,-211,-1.0,0.13957,0.2948691661312714,1.738865021379068,3,267,55.0124821919538,-69.32443150203228,184.0,88.5,-0.9,-64.07212664045841,1
1,75,-211,-1.0,0.13957,0.7092012660808591,-1.7673747114317997,3,268,-87.71702854454567,-11.746186756363132,-316.40000000000003,88.5,-3.0084745762711864,-64.07212664045841,1
1,94,-211,-1.0,0.13957,0.1332130415101276,1.7528230634074786,3,305,-85.01156674891222,24.602510418557777,206.8,88.5,2.8598870056497177,-64.07212664045841,1
1,11,321,1.0,0.49368,0.1321259019429985,-1.0738985125516238,3,395,-7.176636235990587,-88.20853639153223,-189.60000000000002,88.5,-1.6519774011299437,-64.07212664045841,1
1,19,211,1.0,0.13957,1.3061922836352122,-0.0166848216871821,4,123,-110.29602571797746,53.30137625633373,-66.0,122.5,2.6914285714285717,-64.07212664045841,1
1,49,-211,-1.0,0.13957,0.5130386466495557,0.0030410642640589,4,128,37.0815360994767,-116.75277161807854,-63.6,122.5,-1.263265306122449,-64.07212664045841,1
1,70,211,1.0,0.13957,0.4704642320194525,-0.0326896504029125,4,129,45.6907524084477,-113.66004198639877,-68.0,122.5,-1.1885714285714286,-64.07212664045841,1
1,18,-211,-1.0,0.13957,0.3675040208906039,0.263723310050201,4,137,-109.41113814173588,-55.09494396521327,-30.8,122.5,-2.675102040816327,-64.07212664045841,1
1,42,211,1.0,0.13957,1.736588795404115,-0.528489980508974,4,140,106.62932354276083,-60.30288020329737,-132.0,122.5,-0.5146938775510205,-64.07212664045841,1
1,71,211,1.0,0.13957,0.5634110410048714,-0.6230106337831108,4,151,65.25875841088009,103.67036437994412,-146.0,122.5,1.0089795918367348,-64.07212664045841,1
1,21,211,1.0,0.13957,0.2466630941899117,-0.3267680749663401,4,153,-88.13867549887176,85.07540115276909,-106.80000000000001,122.5,2.373877551020408,-64.07212664045841,1
1,1,-211,-1.0,0.13957,0.6657625124611152,-0.669600141560989,4,154,115.6696998002111,-40.33324370948909,-152.8,122.5,-0.3355102040816327,-64.07212664045841,1
1,97,-211,-1.0,0.13957,0.3112212944657307,0.6893374543344017,4,166,-45.788065693517424,-113.62087413871683,29.6,122.5,-1.9538775510204083,-64.07212664045841,1
1,69,-211,-1.0,0.13957,1.2081093543994723,0.8756943743572513,4,173,23.378262410743847,120.24852118281704,57.6,122.5,1.3787755102040817,-64.07212664045841,1
1,104,211,1.0,0.13957,0.1834801056294073,0.3756703555206291,4,176,-19.09921211079034,-121.00194253294879,-12.4,122.5,-1.7273469387755105,-64.07212664045841,1
1,76,-211,-1.0,0.13957,0.4321224973105982,-0.8549162088123476,4,177,-90.33073015380256,82.74423961751599,-183.60000000000002,122.5,2.4,-64.07212664045841,1
1,24,211,1.0,0.13957,0.2101747632094604,0.7299029105123866,4,188,-1.1274340504290212,122.49481169609567,40.0,122.5,1.58,-64.07212664045841,1
1,56,-211,-1.0,0.13957,3.4345899348707483,-0.9958964347001223,4,188,-117.23509343251017,-35.52721306084407,-207.20000000000002,122.5,-2.84734693877551,-64.07212664045841,1
1,96,211,1.0,0.13957,0.1665523267620062,0.7276363599222413,4,210,119.66625849985869,-26.19611758724945,45.2,122.5,-0.21551020408163268,-64.07212664045841,1
1,95,211,1.0,0.13957,0.3792339973522528,-1.092753571579327,4,212,-116.54742783351763,-37.72197059262678,-229.20000000000002,122.5,-2.8285714285714287,-64.07212664045841,1
1,48,211,1.0,0.13957,0.4293678545342913,1.1915462229784215,4,227,53.46109192016195,110.21869918804157,121.60000000000001,122.5,1.1191836734693876,-64.07212664045841,1
1,59,-211,-1.0,0.13957,0.483929582840099,-1.318832600518866,4,250,-76.34672609676626,95.79889046489708,-279.2,122.5,2.243673469387755,-64.07212664045841,1
1,23,211,1.0,0.13957,0.8463504224171402,-1.3388424728837276,4,251,-117.45040838735072,34.80878581112153,-282.40000000000003,122.5,2.8534693877551023,-64.07212664045841,1
1,26,211,1.0,0.13957,0.1539166224959179,1.0287569175280142,4,257,-61.06509729703147,-106.19465095805947,108.80000000000001,122.5,-2.09265306122449,-64.07212664045841,1
1,68,211,1.0,0.13957,0.178749883994067,1.1852416799469665,4,263,-76.54207491139915,-95.64288143012924,136.0,122.5,-2.245714285714286,-64.07212664045841,1
1,6,2212,1.0,0.93827,2.8043399039433563,1.3885044441655534,4,264,95.90938358194452,-76.20787453361648,166.4,122.5,-0.6714285714285714,-64.07212664045841,1
1,44,-211,-1.0,0.13957,0.3459947898591718,1.382744156873141,4,270,-62.532891621181264,105.33701849536845,169.60000000000002,122.5,2.106530612244898,-64.07212664045841,1
1,53,321,1.0,0.49368,1.089570018800742,1.4006651499960507,4,270,-47.45259386535623,-112.93582839581758,170.0,122.5,-1.9685714285714286,-64.07212664045841,1
