layer_id,trajectory_step,t,x,y,z,r,phi,particle,charge,event,beamspot_z0
4,5548,0.6077005463397485,-113.04490165957273,47.19216257788501,22.8,122.5,2.746122448979592,-1,-1,7,16.8624705109924
5,13548,0.3711966059110723,-275.89667818370754,115.24765926992058,29.589874953455308,299.0,2.7459040497663296,-1,-1,7,16.8624705109924
6,16808,0.5510229876464783,-342.9397451122045,141.53915084659866,35.394136324419556,371.0,2.750166440800142,-1,-1,7,16.8624705109924
7,20046,0.5180452315565589,-409.0916911075406,169.97937600418635,40.28297693852013,443.0,2.7477923212525974,-1,-1,7,16.8624705109924
8,23305,0.7334298111975158,-475.01005331243255,196.3706934654964,43.14584730792813,514.0,2.7495854262881037,-1,-1,7,16.8624705109924
1,1506,0.1774503712370514,-33.24749735652068,-0.40794549654357437,-94.75,33.25,-3.129323308270677,1,1,8,-96.38632808323055
2,2287,0.7530309909756806,-50.491972763211834,0.9003812964928565,-94.0,50.5,3.123762376237624,1,1,8,-96.38632808323055
3,4009,0.4367133337830151,-88.49981501223634,-0.1809497166193818,-92.0,88.49999999999999,-3.139548022598871,1,1,8,-96.38632808323055
4,5548,0.6076626047917804,-122.49951390213907,-0.3450996082804401,-90.4,122.5,-3.1387755102040815,1,1,8,-96.38632808323055
5,13554,0.3913643397149086,-298.9993443454875,0.6261636915373425,-81.98983758816718,299.0,3.139498459110774,1,1,8,-96.38632808323055
6,16784,0.7729366997064894,-370.999404539496,0.6647039487001913,-79.44525089960851,371.00000000000006,3.139800997783,1,1,8,-96.38632808323055
7,20043,0.6513557412059079,-442.99978797286735,0.43342357414802524,-74.45737967397173,443.00000000000006,3.140614270647816,1,1,8,-96.38632808323055
8,23249,0.0350314850460595,-513.9999995775734,-0.02083877699918039,-69.78501482850977,514.0,-3.1415521112220794,1,1,8,-96.38632808323055
1,1506,0.1774503712370514,-33.24749735652068,0.40794549654357437,-94.75,33.25,3.129323308270677,-1,-1,8,-96.38632808323055
2,2287,0.7530309909756806,-50.491972763211834,-0.9003812964928565,-94.0,50.5,-3.123762376237624,-1,-1,8,-96.38632808323055
3,4009,0.4367133337830151,-88.49981501223634,0.1809497166193818,-92.0,88.49999999999999,3.139548022598871,-1,-1,8,-96.38632808323055
4,5548,0.6076626047917804,-122.49951390213907,0.3450996082804401,-90.4,122.5,3.1387755102040815,-1,-1,8,-96.38632808323055
5,13534,0.5682086109489302,-298.99836617601517,-0.9884452810189619,-81.22752943806992,299.0,-3.1382868105081605,-1,-1,8,-96.38632808323055
6,16812,0.4924904727252541,-370.999998897336,0.02860378839862491,-78.04705460948749,371.0,-3.1416697527499737,-1,-1,8,-96.38632808323055
7,20077,0.7814965209035493,-442.99999999080154,-0.0028547937150723217,-74.23358897745918,443.0,-3.141586209360188,-1,-1,8,-96.38632808323055
8,23284,0.4442267316159465,-513.9999983799429,0.040809541376252395,-72.4921947429814,514.0,-3.141672049584772,-1,-1,8,-96.38632808323055
1,1506,0.1774718762486803,-30.56342185215839,-13.093500093061712,-17.25,33.25,-2.736842105263158,1,1,9,-18.990735371113367
2,2287,0.753030809514105,-47.00420033100578,-18.462262896044912,-16.400000000000002,50.5,-2.767326732673267,1,1,9,-18.990735371113367
3,4009,0.4366485490162276,-81.69540898804975,-34.031017473406244,-14.4,88.5,-2.746892655367232,1,1,9,-18.990735371113367
4,5548,0.6077005463397485,-113.04490165957273,-47.19216257788501,-12.8,122.5,-2.746122448979592,1,1,9,-18.990735371113367
5,13545,0.2908086632322618,-276.24013330015066,-114.42197671039864,-4.7620721205552154,299.0,-2.748894909737461,1,1,9,-18.990735371113367
6,16810,0.4891818823275889,-342.6799692783989,-142.16693938942186,1.0125012975357253,371.0,-2.7483351388285184,1,1,9,-18.990735371113367
7,20049,0.3483229272520511,-408.9658805907249,-170.28185021502736,1.8817625203326056,443.0000000000001,-2.747052827584862,1,1,9,-18.990735371113367
8,23290,0.4777696572379833,-474.8356630808304,-196.7920045799323,8.771620859814668,514.0,-2.7486983115082304,1,1,9,-18.990735371113367
1,1506,0.177468839785292,-30.869577023745588,-12.354420843367706,-17.25,33.25,-2.760902255639098,-1,-1,9,-18.990735371113367
2,2287,0.753073858682149,-46.29647438892688,-20.171426800190343,-16.400000000000002,50.5,-2.730693069306931,-1,-1,9,-18.990735371113367
3,4009,0.4365847522428531,-81.84838652264105,-33.661426345898505,-14.4,88.5,-2.751412429378531,-1,-1,9,-18.990735371113367
4,5548,0.607671496153586,-113.31272406640569,-46.54542474455041,-12.8,122.5,-2.7518367346938777,-1,-1,9,-18.990735371113367
5,13545,0.2089401315675205,-276.2495377263333,-114.39926969166872,-5.413441970156195,299.0,-2.748977108626989,-1,-1,9,-18.990735371113367
6,16826,0.3886659278430793,-343.0558848746104,-141.25742406294282,-0.09440614907390432,371.0,-2.750987806871592,-1,-1,9,-18.990735371113367
7,20082,0.4046084619731731,-409.27020707147335,-169.5491008636533,5.320822493352489,443.0,-2.7488438733882528,-1,-1,9,-18.990735371113367
8,23254,0.3493803320494537,-474.7833616254167,-196.91815437807858,4.916827084312309,514.0,-2.7484326264405934,-1,-1,9,-18.990735371113367
1,1506,0.1775071129891319,-23.231437756970212,-23.787870853525728,-48.25,33.25,-2.344360902255639,1,1,10,-49.93143872695309
