event,charge,layer_id,trajectory_step,x,y,z,r,phi,photon_pT,weight,n_merged,beamspot_z0
18.0,1,2,34,46.33649759272362,20.07931748938488,81.80063709430267,50.5,0.408910891089109,16.761479079572354,0.01,1,35.000637094302675
18.0,-1,2,34,46.25661236373167,20.262670422021564,81.80063709430267,50.5,0.4128712871287128,16.761479079572354,0.01,1,35.000637094302675
18.0,1,3,86,81.31788890378274,34.92350131690761,117.40063709430268,88.5,0.4056497175141242,16.761479079572354,0.01,1,35.000637094302675
18.0,-1,3,86,80.93832602854283,35.794376369721896,117.40063709430268,88.5,0.4163841807909604,16.761479079572354,0.01,1,35.000637094302675
18.0,1,4,133,112.75193775422048,47.887895471281546,149.00063709430268,122.5,0.4016326530612246,16.761479079572354,0.01,1,35.000637094302675
18.0,-1,4,133,111.85339518825776,49.95065549979735,149.00063709430268,122.5,0.42,16.761479079572354,0.01,1,35.000637094302675
18.0,1,5,374,277.5492108255421,111.20897252523642,313.07997131974685,299.0,0.3810941687078687,16.761479079572354,0.01,1,35.000637094302675
18.0,-1,5,374,270.4009030586696,127.6101548665152,314.6758579987169,299.0,0.4409400799279769,16.761479079572354,0.01,1,35.000637094302675
18.0,1,6,472,345.57744547177145,134.9712161210859,380.1830075422439,371.00000000000006,0.3723482998342111,16.761479079572354,0.01,1,35.000637094302675
18.0,-1,6,472,334.15239477703625,161.1929808173165,378.43106514350904,371.00000000000006,0.4494635515316911,16.761479079572354,0.01,1,35.000637094302675
18.0,1,7,571,413.9928867602687,157.66702163705435,447.088555608908,443.0,0.3638849713619503,16.761479079572354,0.01,1,35.000637094302675
18.0,-1,7,571,397.36021520587593,195.84141383154892,448.7491483087141,443.00000000000006,0.4579161895949244,16.761479079572354,0.01,1,35.000637094302675
18.0,1,8,668,481.8985773821409,178.80089797612567,514.1995729068901,514.0000000000001,0.3552893612223216,16.761479079572354,0.01,1,35.000637094302675
18.0,-1,8,668,459.0541265544454,231.225666597234,512.7080357158125,514.0,0.466603405126089,16.761479079572354,0.01,1,35.000637094302675
19.0,0,1,9,-21.186851101495485,25.625765167172272,22.47138139025472,33.25,2.261654135338346,18.42165394370655,0.01,2,2.971381390254722
19.0,1,2,29,-32.09094399285951,38.99258023838836,32.57138139025472,50.50000000000001,2.259405940594059,18.42165394370655,0.01,1,2.971381390254722
19.0,-1,2,29,-32.20662180410476,38.897088733828966,32.57138139025472,50.50000000000001,2.262376237623762,18.42165394370655,0.01,1,2.971381390254722
19.0,1,3,73,-56.03958116637087,68.49682724548438,54.57138139025472,88.5,2.2564971751412437,18.42165394370655,0.01,1,2.971381390254722
19.0,-1,3,73,-56.69486546746192,67.95544297277735,54.57138139025472,88.5,2.266101694915254,18.42165394370655,0.01,1,2.971381390254722
19.0,1,4,112,-77.20387145628054,95.1094749862605,74.57138139025473,122.5,2.252653061224489,18.42165394370655,0.01,1,2.971381390254722
19.0,-1,4,112,-78.82289577687008,93.77206994275362,74.57138139025473,122.5,2.269795918367347,18.42165394370655,0.01,1,2.971381390254722
19.0,1,5,317,-184.0551479272439,235.63680213727292,179.03812491286587,298.99999999999994,2.2339041668952504,18.42165394370655,0.01,1,2.971381390254722
19.0,-1,5,317,-196.6518055776372,225.23114208087472,178.9755284929889,299.0,2.2885554932821472,18.42165394370655,0.01,1,2.971381390254722
19.0,1,6,400,-226.0765212460727,294.16051152606127,218.31460276725085,371.0,2.2260629633156293,18.42165394370655,0.01,1,2.971381390254722
19.0,-1,6,400,-246.165508092268,277.56718578692903,220.09945510944075,371.0,2.2963087308589216,18.42165394370655,0.01,1,2.971381390254722
19.0,1,7,484,-267.2565314213496,353.30291028044087,260.9176497097684,443.00000000000006,2.2184136525590605,18.42165394370655,0.01,1,2.971381390254722
19.0,-1,7,484,-296.4606117678879,329.18096188906435,261.3188783060466,443.0,2.3039432197716603,18.42165394370655,0.01,1,2.971381390254722
