event,charge,layer_id,trajectory_step,x,y,z,r,phi,photon_pT,weight,n_merged,beamspot_z0
701.0,-1,8,593,-509.9793509837736,-64.16433253895093,393.61784480797513,514.0,-3.0164328064128467,18.577181686162746,0.01,1,40.28332418872587
703.0,0,1,13,-32.65344199238926,6.270185487660621,11.37338950218443,33.25,2.9518796992481207,34.60258208079256,0.01,2,-32.37661049781557
703.0,1,2,42,-49.59018827072512,9.542705448353583,34.42338950218443,50.50000000000001,2.9514851485148514,34.60258208079256,0.01,1,-32.37661049781557
703.0,-1,2,42,-49.60898747870856,9.444488410567171,34.42338950218443,50.50000000000001,2.953465346534653,34.60258208079256,0.01,1,-32.37661049781557
703.0,1,3,105,-86.87588093277992,16.8769461738031,84.42338950218442,88.5,2.949717514124294,34.60258208079256,0.01,1,-32.37661049781557
703.0,-1,3,105,-86.96984389860077,16.385855249361136,84.42338950218442,88.5,2.955367231638418,34.60258208079256,0.01,1,-32.37661049781557
703.0,1,4,161,-120.21547194407104,23.547617825679747,129.22338950218446,122.5,2.948163265306123,34.60258208079256,0.01,1,-32.37661049781557
703.0,-1,4,161,-120.422070460579,22.467197110172457,129.22338950218446,122.5,2.9571428571428573,34.60258208079256,0.01,1,-32.37661049781557
703.0,1,5,453,-292.8264472898488,60.44560999448515,362.3381066489696,299.0,2.9380304794655343,34.60258208079256,0.01,1,-32.37661049781557
703.0,-1,5,453,-294.4524621165482,51.9494711571039,362.249079629226,299.0,2.966962375532947,34.60258208079256,0.01,1,-32.37661049781557
703.0,1,6,573,-363.0272898853268,76.49958691728311,455.2184307667348,371.0,2.933904438727573,34.60258208079256,0.01,1,-32.37661049781557
703.0,-1,6,573,-365.6289940228107,62.90022837691047,454.7074332214842,371.00000000000006,2.971227330596132,34.60258208079256,0.01,1,-32.37661049781557
703.0,1,7,692,-433.0890987082833,93.18171805696078,550.5137485412855,443.0,2.9296673909881146,34.60258208079256,0.01,1,-32.37661049781557
703.0,-1,7,692,-436.8865368734676,73.34271537588644,552.5418486389027,443.0,2.9752676676086707,34.60258208079256,0.01,1,-32.37661049781557
703.0,1,8,809,-502.0566434743221,110.15955130308684,647.7269701940777,514.0,2.925598903478827,34.60258208079256,0.01,1,-32.37661049781557
703.0,-1,8,809,-507.2385162602225,83.0968568727361,644.6892333381198,514.0,2.979212975212941,34.60258208079256,0.01,1,-32.37661049781557
704.0,0,1,10,24.95793673584128,21.96961296631656,-93.36265552184037,33.25,0.7218045112781957,19.53941994272845,0.01,2,-67.61265552184037
704.0,1,2,32,37.93980202770118,33.3289877148833,-106.81265552184037,50.5,0.7207920792079207,19.53941994272845,0.01,1,-67.61265552184037
704.0,-1,2,32,37.87372969090608,33.40405064210296,-106.81265552184037,50.5,0.7227722772277227,19.53941994272845,0.01,1,-67.61265552184037
704.0,1,3,80,66.71253097244106,58.15228466063127,-136.41265552184035,88.49999999999999,0.7169491525423731,19.53941994272845,0.01,1,-67.61265552184037
704.0,-1,3,80,66.15093780639452,58.790334472041614,-136.41265552184035,88.49999999999999,0.7265536723163841,19.53941994272845,0.01,1,-67.61265552184037
704.0,1,4,123,92.58901115497524,80.2092576536142,-162.81265552184038,122.5,0.7138775510204083,19.53941994272845,0.01,1,-67.61265552184037
704.0,-1,4,123,91.30053412705088,81.67289922682565,-162.81265552184038,122.5,0.729795918367347,19.53941994272845,0.01,1,-67.61265552184037
704.0,1,5,347,229.40869778973965,191.7619601965309,-298.8604866894916,299.0,0.6962491428850469,19.53941994272845,0.01,1,-67.61265552184037
704.0,-1,5,347,219.28410510739988,203.2620998790645,-298.55832241476276,299.0,0.7474985607598816,19.53941994272845,0.01,1,-67.61265552184037
704.0,1,6,438,286.4105706037447,235.8176945151432,-354.9901871205617,371.0,0.6888206994299244,19.53941994272845,0.01,1,-67.61265552184037
704.0,-1,6,438,270.1766714174285,254.2549236923425,-354.4128375340871,371.00000000000006,0.7550474775775554,19.53941994272845,0.01,1,-67.61265552184037
704.0,1,7,529,344.0605067630345,279.0544170694381,-411.37456715811425,443.0,0.6814497866642752,19.53941994272845,0.01,1,-67.61265552184037
704.0,-1,7,529,320.42102796187305,305.90744489119027,-413.1252031364106,443.0,0.7622298311561292,19.53941994272845,0.01,1,-67.61265552184037
704.0,1,8,619,401.5558345338288,320.8565282986156,-467.13030018240977,514.0,0.6741512809144736,19.53941994272845,0.01,1,-67.61265552184037
704.0,-1,8,619,369.1467696876602,357.6683693439574,-466.63371053959327,514.0,0.7696067391519985,19.53941994272845,0.01,1,-67.61265552184037
705.0,0,1,8,-9.007059675323731,32.006802027149746,-140.6537977028743,33.25000000000001,1.8451127819548871,29.19881689185932,0.01,2,-133.4037977028743
705.0,1,2,26,-13.604606971135269,48.63295867167591,-144.6037977028743,50.49999999999999,1.843564356435644,29.19881689185932,0.01,1,-133.4037977028743
705.0,-1,2,26,-13.70088312358091,48.60592352413413,-144.6037977028743,50.49999999999999,1.8455445544554456,29.19881689185932,0.01,1,-133.4037977028743
705.0,1,3,65,-23.692001719676306,85.26980153908448,-153.0037977028743,88.5,1.84180790960452,29.19881689185932,0.01,1,-133.4037977028743
705.0,-1,3,65,-24.22146610975217,85.12091740279898,-153.0037977028743,88.5,1.8480225988700567,29.19881689185932,0.01,1,-133.4037977028743
705.0,1,4,99,-32.48416561752352,118.11447406703932,-160.2037977028743,122.5,1.839183673469388,29.19881689185932,0.01,1,-133.4037977028743
705.0,-1,4,99,-33.735772653058945,117.76309966836438,-160.2037977028743,122.5,1.8497959183673471,29.19881689185932,0.01,1,-133.4037977028743
705.0,1,5,280,-75.90949677007931,289.2036450325503,-199.82279349523145,299.00000000000006,1.8274837596987443,29.19881689185932,0.01,1,-133.4037977028743
705.0,-1,5,280,-85.76237563797828,286.4364064237127,-198.85887732479767,299.0,1.8617131946043548,29.19881689185932,0.01,1,-133.4037977028743
705.0,1,6,354,-92.42674776314593,359.30251362595254,-216.16665650728527,371.0,1.8225768117379573,29.19881689185932,0.01,1,-133.4037977028743
705.0,-1,6,354,-108.28281804772136,354.8462079769827,-215.91532340299045,371.0,1.8669750304652608,29.19881689185932,0.01,1,-133.4037977028743
705.0,1,7,428,-108.25675165122298,429.5689417566469,-229.13016578059882,443.0,1.8176682278911067,29.19881689185932,0.01,1,-133.4037977028743
705.0,-1,7,428,-131.29473001282133,423.09655383949934,-229.08998610405283,443.0,1.8716926370340807,29.19881689185932,0.01,1,-133.4037977028743
705.0,1,8,500,-123.21502675531605,499.01308317687096,-245.51230001647357,514.0,1.8128716474815083,29.19881689185932,0.01,1,-133.4037977028743
705.0,-1,8,500,-154.74162985818248,490.1540859656617,-243.45720658283824,514.0,1.8765938079283928,29.19881689185932,0.01,1,-133.4037977028743
706.0,0,1,19,-11.760855900484971,-31.100558973883857,-93.45729785696855,33.25,-1.932330827067669,10.702254601896266,0.01,2,-24.457297856968555
706.0,1,2,58,-17.9720151219417,-47.193820278259935,-129.25729785696856,50.5,-1.9346534653465348,10.702254601896266,0.01,1,-24.457297856968555
706.0,-1,2,58,-17.738163079331407,-47.28221198898212,-129.25729785696856,50.5,-1.9297029702970292,10.702254601896266,0.01,1,-24.457297856968555
706.0,1,3,146,-31.993199449136988,-82.51475740137481,-208.05729785696855,88.49999999999999,-1.9406779661016955,10.702254601896266,0.01,1,-24.457297856968555
706.0,-1,3,146,-30.590115905824103,-83.04513717773153,-208.05729785696855,88.49999999999999,-1.923728813559322,10.702254601896266,0.01,1,-24.457297856968555
706.0,1,4,224,-44.952071840027536,-113.9542067555604,-278.85729785696856,122.5,-1.9465306122448984,10.702254601896266,0.01,1,-24.457297856968555
706.0,-1,4,224,-41.63131321809146,-115.20887014347969,-278.85729785696856,122.5,-1.9175510204081636,10.702254601896266,0.01,1,-24.457297856968555
706.0,1,5,632,-118.74439140418995,-274.409856801917,-646.7665830061195,299.00000000000006,-1.9791930663667567,10.702254601896266,0.01,1,-24.457297856968555
706.0,-1,5,632,-92.43481762787708,-284.35330926525387,-646.0852861130247,299.0,-1.8850918151236216,10.702254601896266,0.01,1,-24.457297856968555
706.0,1,6,798,-151.82634625711492,-338.5110937358105,-796.7999750665178,371.00000000000006,-1.9924122861720337,10.702254601896266,0.01,1,-24.457297856968555
706.0,-1,6,798,-109.92907913031532,-354.33966410996226,-790.7427999681578,371.0,-1.8716177008578216,10.702254601896266,0.01,1,-24.457297856968555
706.0,1,7,964,-186.7632588503092,-401.7069642707386,-945.4238731604794,443.0,-2.005991612142486,10.702254601896266,0.01,1,-24.457297856968555
706.0,-1,7,964,-125.58444001571355,-424.82649214230935,-945.2321034076872,443.0,-1.8582239532879168,10.702254601896266,0.01,1,-24.457297856968555
706.0,1,8,1129,-222.83414359184505,-463.1856479314628,-1092.6525919784474,514.0,-2.0192020968537374,10.702254601896266,0.01,1,-24.457297856968555
706.0,-1,8,1129,-139.2151635697145,-494.78797300688063,-1094.1046213025636,514.0,-1.845068744626982,10.702254601896266,0.01,1,-24.457297856968555
708.0,0,1,9,33.0096885271409,3.990358798547083,128.4186755511331,33.25,0.1203007518796992,24.90225478364864,0.01,2,108.9186755511331
708.0,1,2,29,50.14398345413336,5.98589369698468,138.5186755511331,50.50000000000001,0.1188118811881187,24.90225478364864,0.01,1,108.9186755511331
708.0,-1,2,29,50.13203189516866,6.085176912941158,138.5186755511331,50.50000000000001,0.1207920792079208,24.90225478364864,0.01,1,108.9186755511331
708.0,1,3,73,87.90129772590576,10.276763016712817,161.3186755511331,88.50000000000001,0.1163841807909604,24.90225478364864,0.01,1,108.9186755511331
708.0,-1,3,73,87.82344850719612,10.922082782320835,161.3186755511331,88.50000000000001,0.123728813559322,24.90225478364864,0.01,1,108.9186755511331
708.0,1,4,113,121.70656208618696,13.919868719248749,181.3186755511331,122.5,0.1138775510204081,24.90225478364864,0.01,1,108.9186755511331
708.0,-1,4,113,121.5206953569355,15.458673939470785,181.3186755511331,122.5,0.1265306122448979,24.90225478364864,0.01,1,108.9186755511331
708.0,1,5,318,297.507224004271,29.84043674734885,284.7527407206812,299.0,0.0999672113975458,24.90225478364864,0.01,1,108.9186755511331
708.0,-1,5,318,296.0599425149185,41.82714953308638,283.37013650569224,299.0,0.1403504550028751,24.90225478364864,0.01,1,108.9186755511331
708.0,1,6,401,369.3539701691009,34.90909223000394,329.93737794941364,371.0,0.0942339933351917,24.90225478364864,0.01,1,108.9186755511331
708.0,-1,6,401,367.0433217795428,54.03887431321081,329.0646758540279,371.0,0.1461773692926835,24.90225478364864,0.01,1,108.9186755511331
708.0,1,7,485,441.26380210012985,39.18235516322883,370.1999764146433,443.0,0.0885634833982784,24.90225478364864,0.01,1,108.9186755511331
708.0,-1,7,485,437.9128415644242,66.94283526241982,369.4277389808723,443.0,0.1516935948342695,24.90225478364864,0.01,1,108.9186755511331
708.0,1,8,568,512.2435979541513,42.45581650358363,413.863085682934,514.0000000000001,0.0826930771173317,24.90225478364864,0.01,1,108.9186755511331
708.0,-1,8,568,507.6325397270392,80.65484864703373,413.1637718742852,514.0,0.1575672374301883,24.90225478364864,0.01,1,108.9186755511331
709.0,0,1,21,-11.71407486289133,31.118209301092143,-61.93020778413587,33.25,1.930827067669173,12.775339562935232,0.01,2,19.569792215864133
709.0,1,2,67,-17.738163079331425,47.282211988982105,-104.03020778413585,50.5,1.9297029702970296,12.775339562935232,0.01,1,19.569792215864133
709.0,-1,2,67,-17.925279765898075,47.21159121777495,-104.03020778413585,50.5,1.933663366336634,12.775339562935232,0.01,1,19.569792215864133
709.0,1,3,168,-30.6370291778492,83.02784137357551,-197.23020778413587,88.5,1.9242937853107347,12.775339562935232,0.01,1,19.569792215864133
709.0,-1,3,168,-31.8066438838063,82.58684765051109,-197.23020778413587,88.5,1.9384180790960448,12.775339562935232,0.01,1,19.569792215864133
709.0,1,4,257,-41.81935376376157,115.14074713489296,-280.43020778413586,122.5,1.919183673469388,12.775339562935232,0.01,1,19.569792215864133
709.0,-1,4,257,-44.57973748793844,114.10038126801548,-280.43020778413586,122.5,1.943265306122449,12.775339562935232,0.01,1,19.569792215864133
709.0,1,5,725,-94.3515500675533,283.7230780177213,-713.7508919853648,299.0,1.891839939879476,12.775339562935232,0.01,1,19.569792215864133
709.0,-1,5,725,-116.39065560602424,275.4164397555089,-711.7155587285217,299.0,1.9706313753927829,12.775339562935232,0.01,1,19.569792215864133
709.0,1,6,915,-113.1546989396592,353.3228185496588,-889.8614021632309,371.0,1.8807339039901003,12.775339562935232,0.01,1,19.569792215864133
709.0,-1,6,915,-148.22044579936028,340.10542401884584,-890.240470361065,371.0,1.981785175197947,12.775339562935232,0.01,1,19.569792215864133
709.0,1,7,1106,-130.34530982978154,423.390009572,-1067.256211437117,443.0,1.8694494359581093,12.775339562935232,0.01,1,19.569792215864133
709.0,-1,7,1106,-181.6087704582866,404.0634287987832,-1067.7334854435828,443.0,1.993197848239585,12.775339562935232,0.01,1,19.569792215864133
709.0,1,8,1295,-145.69762995163393,492.9180465619784,-1239.4220148414483,514.0,1.858194863489296,12.775339562935232,0.01,1,19.569792215864133
709.0,-1,8,1295,-215.9070848602348,466.45485387886725,-1238.766341603555,514.0,2.004299711425716,12.775339562935232,0.01,1,19.569792215864133
710.0,0,1,22,-8.355483862917605,32.183035351200814,-110.68075287222703,33.25,1.824812030075188,12.653553114752238,0.01,2,-25.18075287222703
710.0,1,2,70,-12.590558896391348,48.90529446467429,-155.18075287222703,50.50000000000001,1.8227722772277228,12.653553114752238,0.01,1,-25.18075287222703
710.0,-1,2,70,-12.78414398491856,48.855047462599714,-155.18075287222703,50.50000000000001,1.8267326732673268,12.653553114752238,0.01,1,-25.18075287222703
710.0,1,3,175,-21.613688202808486,85.82015195903452,-253.18075287222703,88.49999999999999,1.8175141242937856,12.653553114752238,0.01,1,-25.18075287222703
710.0,-1,3,175,-22.87194606864861,85.49341543670383,-253.18075287222703,88.49999999999999,1.8322033898305088,12.653553114752238,0.01,1,-25.18075287222703
710.0,1,4,269,-29.33945220873428,118.934631390909,-340.38075287222705,122.5,1.81265306122449,12.653553114752238,0.01,1,-25.18075287222703
710.0,-1,4,269,-32.243048190638724,118.18052226731844,-340.38075287222705,122.5,1.8371428571428567,12.653553114752238,0.01,1,-25.18075287222703
710.0,1,5,757,-63.59171963774834,292.1593626661895,-795.9490728495992,299.00000000000006,1.785114588528958,12.653553114752238,0.01,1,-25.18075287222703
710.0,-1,5,757,-86.52011464496744,286.2084376146548,-794.3669146849173,299.00000000000006,1.864359646668419,12.653553114752238,0.01,1,-25.18075287222703
710.0,1,6,956,-74.72626681820054,363.3964571200648,-980.998100750877,371.0,1.7736022217058989,12.653553114752238,0.01,1,-25.18075287222703
710.0,-1,6,956,-111.4314294020772,353.8700842702161,-979.0029679988874,371.0,1.8758603649037409,12.653553114752238,0.01,1,-25.18075287222703
710.0,1,7,1155,-84.27914313728671,434.9092158509,-1167.5977242223842,443.0,1.762209423364898,12.653553114752238,0.01,1,-25.18075287222703
710.0,-1,7,1155,-137.85269462445626,421.0055042214727,-1165.2542051614953,443.00000000000006,1.8872306459936543,12.653553114752238,0.01,1,-25.18075287222703
710.0,1,8,1352,-92.18501598204328,505.6658212974162,-1349.022881199467,514.0,1.7511202767239284,12.653553114752238,0.01,1,-25.18075287222703
710.0,-1,8,1352,-165.4165800138615,486.65527332652806,-1348.6394084047158,514.0,1.898449710753513,12.653553114752238,0.01,1,-25.18075287222703
711.0,0,1,8,-32.93464855131539,-4.568457048222847,10.67860942751378,33.25000000000001,-3.00375939849624,10.905753611566308,0.01,2,20.92860942751378
711.0,1,2,26,-50.03607466279274,-6.829438654781984,5.328609427513781,50.5,-3.005940594059406,10.905753611566308,0.01,1,20.92860942751378
711.0,-1,2,26,-50.0016525728099,-7.077057297211433,5.328609427513781,50.5,-3.000990099009901,10.905753611566308,0.01,1,20.92860942751378
711.0,1,3,66,-87.75634207496329,-11.448773978991325,-6.271390572486222,88.5,-3.011864406779661,10.905753611566308,0.01,1,20.92860942751378
711.0,-1,3,66,-87.55699323115724,-12.88498879778662,-6.271390572486222,88.5,-2.995480225988701,10.905753611566308,0.01,1,20.92860942751378
711.0,1,4,102,-121.56497128530644,-15.106546806024967,-16.67139057248622,122.5,-3.0179591836734696,10.905753611566308,0.01,1,20.92860942751378
711.0,-1,4,102,-121.08379940277418,-18.57319364537886,-16.67139057248622,122.5,-2.989387755102041,10.905753611566308,0.01,1,20.92860942751378
711.0,1,5,286,-297.74172272025527,-27.401944302815952,-70.86480434386648,299.0,-3.049818581607626,10.905753611566308,0.01,1,20.92860942751378
711.0,-1,5,286,-293.9501946161355,-54.72004281007143,-69.45084492759655,298.99999999999994,-2.957545180875885,10.905753611566308,0.01,1,20.92860942751378
711.0,1,6,362,-369.8501055917435,-29.18731563155819,-93.10725711943782,371.0,-3.06283926302022,10.905753611566308,0.01,1,20.92860942751378
711.0,-1,6,362,-363.8004432475855,-72.73401881417188,-94.00609925673626,371.0,-2.9442659982595303,10.905753611566308,0.01,1,20.92860942751378
711.0,1,7,437,-442.04739582912754,-29.036181578965227,-114.20953740578372,443.0,-3.076001204088548,10.905753611566308,0.01,1,20.92860942751378
711.0,-1,7,437,-433.22338128153433,-92.5553991455622,-116.96764543113932,443.0,-2.931113332993436,10.905753611566308,0.01,1,20.92860942751378
711.0,1,8,512,-513.2907489612423,-26.99272181175671,-136.98776945205822,514.0,-3.089053462707814,10.905753611566308,0.01,1,20.92860942751378
711.0,-1,8,512,-501.2109893273156,-113.94535610341276,-137.01263528325578,514.0,-2.918051990356397,10.905753611566308,0.01,1,20.92860942751378
713.0,0,1,8,-11.573573239896184,-31.17073791973425,-60.99312588474993,33.25,-1.926315789473684,31.80425078730776,0.01,2,-70.24312588474993
713.0,0,2,26,-17.574205498925824,-47.34339104966581,-55.84312588474993,50.5,-1.9262376237623764,31.80425078730776,0.01,2,-70.24312588474993
713.0,1,3,65,-31.011982048269697,-82.88852133702106,-45.44312588474993,88.49999999999999,-1.9288135593220344,31.80425078730776,0.01,1,-70.24312588474993
713.0,-1,3,65,-30.543192869646,-83.06240647445513,-45.44312588474993,88.49999999999999,-1.9231638418079096,31.80425078730776,0.01,1,-70.24312588474993
713.0,1,4,101,-43.17928283006996,-114.63768810596638,-35.84312588474993,122.5,-1.9310204081632651,31.80425078730776,0.01,1,-70.24312588474993
713.0,-1,4,101,-42.05424762991301,-115.05516179764363,-35.84312588474993,122.5,-1.9212244897959183,31.80425078730776,0.01,1,-70.24312588474993
713.0,1,5,284,-108.4731646038028,-278.6298127638827,15.816647693084136,299.00000000000006,-1.9420527068030928,31.80425078730776,0.01,1,-70.24312588474993
713.0,-1,5,284,-99.64003684297934,-281.9093170825145,13.501111506761305,299.0,-1.91053877229668,31.80425078730776,0.01,1,-70.24312588474993
713.0,1,6,359,-136.1643824016167,-345.1090566258531,35.08204594962905,371.0,-1.946599638678696,31.80425078730776,0.01,1,-70.24312588474993
713.0,-1,6,359,-122.02389228056543,-350.35863013874933,33.42795571128612,371.0,-1.905940547556568,31.80425078730776,0.01,1,-70.24312588474993
713.0,1,7,434,-164.33611602706486,-411.3911046305439,55.798526409712196,443.0,-1.9508409264798925,31.80425078730776,0.01,1,-70.24312588474993
713.0,-1,7,434,-143.79882083469704,-419.0118126336664,54.43028901365351,443.00000000000006,-1.9013875610506488,31.80425078730776,0.01,1,-70.24312588474993
713.0,1,8,508,-192.8812108236908,-476.4376543800741,73.24039718901301,514.0,-1.955468485719992,31.80425078730776,0.01,1,-70.24312588474993
713.0,-1,8,508,-164.64895131136856,-486.9155191941068,73.12007319616765,514.0,-1.8968727765453035,31.80425078730776,0.01,1,-70.24312588474993
714.0,0,1,14,14.70208619758448,-29.82299719073849,-59.62955132139359,33.25,-1.112781954887218,73.85065716445085,0.01,2,-13.379551321393594
714.0,0,2,43,22.34785671863045,-45.28600970590824,-83.37955132139359,50.5,-1.1123762376237625,73.85065716445085,0.01,2,-13.379551321393594
714.0,1,3,108,39.070150467421705,-79.40889964262841,-136.1795513213936,88.50000000000001,-1.1135593220338982,73.85065716445085,0.01,1,-13.379551321393594
714.0,-1,3,108,39.24950568777731,-79.32040281834894,-136.1795513213936,88.50000000000001,-1.1112994350282488,73.85065716445085,0.01,1,-13.379551321393594
714.0,1,4,166,54.00029518695083,-109.95552791798224,-183.3795513213936,122.5,-1.1142857142857143,73.85065716445085,0.01,1,-13.379551321393594
714.0,-1,4,166,54.44864219953193,-109.7342032487016,-183.3795513213936,122.5,-1.110204081632653,73.85065716445085,0.01,1,-13.379551321393594
714.0,1,5,469,130.4905963560428,-269.02268354665614,-428.8173634142887,299.0,-1.1191766467015654,73.85065716445085,0.01,1,-13.379551321393594
714.0,-1,5,469,134.1565870171327,-267.2134168785589,-430.03968394052947,299.0,-1.1055038128657613,73.85065716445085,0.01,1,-13.379551321393594
714.0,1,6,592,161.2850246948932,-334.1079777694148,-526.4988654442625,371.00000000000006,-1.1210573021668615,73.85065716445085,0.01,1,-13.379551321393594
714.0,-1,6,592,167.162946774103,-331.20620348326565,-529.8701822846167,371.0,-1.103388148793618,73.85065716445085,0.01,1,-13.379551321393594
714.0,1,7,715,191.82400394049063,-399.3151030354833,-630.4998161959263,443.0,-1.1229654900323371,73.85065716445085,0.01,1,-13.379551321393594
714.0,-1,7,715,200.32906662415763,-395.11677396118455,-628.3959934003394,443.0,-1.1015546226787951,73.85065716445085,0.01,1,-13.379551321393594
714.0,1,8,837,221.6828559382336,-463.737761437505,-726.6074356065866,514.0,-1.1248746607082865,73.85065716445085,0.01,1,-13.379551321393594
714.0,-1,8,837,233.31028368491613,-457.9981566850067,-725.2604503329358,514.0,-1.099646586557554,73.85065716445085,0.01,1,-13.379551321393594
715.0,0,1,13,1.128760947377627,-33.230835059078416,48.97648628570823,33.25000000000001,-1.5368421052631578,32.68241628483617,0.01,2,4.476486285708232
715.0,0,2,42,1.6998931118582448,-50.47137543606582,72.07648628570824,50.5,-1.5371287128712872,32.68241628483617,0.01,2,4.476486285708232
715.0,1,3,106,2.7150488531171457,-88.45834335847121,123.27648628570823,88.5,-1.5401129943502827,32.68241628483617,0.01,1,4.476486285708232
715.0,-1,3,106,3.2147675150488464,-88.44159242021927,123.27648628570823,88.5,-1.5344632768361584,32.68241628483617,0.01,1,4.476486285708232
715.0,1,4,163,3.522064598445882,-122.44935712760754,168.87648628570824,122.5,-1.542040816326531,32.68241628483617,0.01,1,4.476486285708232
715.0,-1,4,163,4.671417092505451,-122.4108976453806,168.87648628570824,122.5,-1.5326530612244895,32.68241628483617,0.01,1,4.476486285708232
715.0,1,5,458,5.458049683528259,-298.9501792835256,404.9054125226815,298.99999999999994,-1.552540966086047,32.68241628483617,0.01,1,4.476486285708232
715.0,-1,5,458,14.6414142632636,-298.6413048932975,403.57868990373083,299.0,-1.5218087952638395,32.68241628483617,0.01,1,4.476486285708232
715.0,1,6,579,5.159590321595731,-370.9641204048085,501.4167821569386,371.0,-1.5568886269111173,32.68241628483617,0.01,1,4.476486285708232
715.0,-1,6,579,19.79324351863382,-370.47162848322415,501.1983199061368,371.0,-1.517419924454213,32.68241628483617,0.01,1,4.476486285708232
715.0,1,7,699,4.175306610152806,-442.9803232816456,597.2539564990547,443.0,-1.5613711158932957,32.68241628483617,0.01,1,4.476486285708232
715.0,-1,7,699,25.601196963470247,-442.2596281756199,598.345654746917,443.0,-1.51297359844198,32.68241628483617,0.01,1,4.476486285708232
715.0,1,8,818,2.573348275705401,-513.9935582073495,694.0881965706412,514.0,-1.5657897917247254,32.68241628483617,0.01,1,4.476486285708232
715.0,-1,8,818,31.84141116175939,-513.0127917851833,694.116521320168,514.0,-1.5088083654790323,32.68241628483617,0.01,1,4.476486285708232
716.0,0,1,18,23.02160866231808,-23.99099903295153,64.37547066805281,33.25000000000001,-0.8060150375939849,24.722814985966508,0.01,2,-3.874529331947183
716.0,1,2,58,34.89564569804708,-36.50402596038372,99.72547066805281,50.50000000000001,-0.8079207920792079,24.722814985966508,0.01,1,-3.874529331947183
716.0,-1,2,58,34.96786243462315,-36.4348541475504,99.72547066805281,50.50000000000001,-0.8059405940594061,24.722814985966508,0.01,1,-3.874529331947183
716.0,1,3,145,61.009746132185015,-64.10975648749833,177.72547066805282,88.5,-0.8101694915254237,24.722814985966508,0.01,1,-3.874529331947183
716.0,-1,3,145,61.47895898092237,-63.65993718675872,177.72547066805282,88.5,-0.8028248587570621,24.722814985966508,0.01,1,-3.874529331947183
716.0,1,4,222,84.22786772298515,-88.94895333189321,247.72547066805282,122.5,-0.8126530612244899,24.722814985966508,0.01,1,-3.874529331947183
716.0,-1,4,222,85.31069698222666,-87.91094914973164,247.72547066805282,122.5,-0.8004081632653061,24.722814985966508,0.01,1,-3.874529331947183
716.0,1,5,626,202.46569960221632,-220.01963658861249,611.7927484969003,299.0,-0.8269235007092521,24.722814985966508,0.01,1,-3.874529331947183
716.0,-1,5,626,211.23694901533167,-211.61273915030304,609.0447603544885,299.00000000000006,-0.7862868717175804,24.722814985966508,0.01,1,-3.874529331947183
716.0,1,6,790,249.66154639440137,-274.426879609043,758.084812222745,371.0,-0.8326171504698534,24.722814985966508,0.01,1,-3.874529331947183
716.0,-1,6,790,263.6739618182744,-260.99241724436206,758.8698314731145,371.0,-0.7802872561002816,24.722814985966508,0.01,1,-3.874529331947183
716.0,1,7,955,296.21959386800137,-329.3978630906345,905.0609260688612,443.00000000000006,-0.8383813671265993,24.722814985966508,0.01,1,-3.874529331947183
716.0,-1,7,955,316.59680927746325,-309.8636157333248,905.5084672885216,443.00000000000006,-0.7746505821906955,24.722814985966508,0.01,1,-3.874529331947183
716.0,1,8,1117,341.44680620640776,-384.2005707068169,1052.641485344006,514.0,-0.8442482297747582,24.722814985966508,0.01,1,-3.874529331947183
716.0,-1,8,1117,369.4073314945081,-357.39924935302616,1054.2283278975801,514.0,-0.768877963890743,24.722814985966508,0.01,1,-3.874529331947183
717.0,0,1,24,-27.021909885478728,-19.3746809300485,127.83627547605363,33.25,-2.5195488721804518,12.50901164207942,0.01,2,35.58627547605363
717.0,1,2,75,-41.10642240713168,-29.33448545460552,175.98627547605363,50.50000000000001,-2.521782178217822,12.50901164207942,0.01,1,35.58627547605363
717.0,-1,2,75,-40.98992415952544,-29.4970526899952,175.98627547605363,50.50000000000001,-2.517821782178218,12.50901164207942,0.01,1,35.58627547605363
717.0,1,3,187,-72.31129756013028,-51.02280122817932,281.58627547605363,88.5,-2.5271186440677966,12.50901164207942,0.01,1,35.58627547605363
717.0,-1,3,187,-71.55403571000038,-52.079458269186986,281.58627547605363,88.5,-2.512429378531074,12.50901164207942,0.01,1,35.58627547605363
717.0,1,4,287,-100.42400789496584,-70.15175434949464,375.98627547605366,122.5,-2.531836734693878,12.50901164207942,0.01,1,35.58627547605363
717.0,-1,4,287,-98.64642759826395,-72.63010616886406,375.98627547605366,122.5,-2.5069387755102044,12.50901164207942,0.01,1,35.58627547605363
717.0,1,5,809,-249.7818545771459,-164.3472699012719,865.8656079212876,298.99999999999994,-2.5596397506648363,12.50901164207942,0.01,1,35.58627547605363
717.0,-1,5,809,-235.79290179982831,-183.85512628375784,866.4446582362,299.00000000000006,-2.479333388069332,12.50901164207942,0.01,1,35.58627547605363
717.0,1,6,1022,-312.25883492017897,-200.3382639794316,1065.0439382616532,371.0,-2.571161103756072,12.50901164207942,0.01,1,35.58627547605363
717.0,-1,6,1022,-289.946383339161,-231.4564641321134,1066.2735853503918,371.0,-2.467905447797239,12.50901164207942,0.01,1,35.58627547605363
717.0,1,7,1235,-375.6097884849739,-234.8750450649733,1267.139554396223,443.00000000000006,-2.582765685611395,12.50901164207942,0.01,1,35.58627547605363
717.0,-1,7,1235,-343.020089220321,-280.33233561486094,1267.2869605177393,443.0,-2.4564230207260493,12.50901164207942,0.01,1,35.58627547605363
