event,charge,layer_id,trajectory_step,x,y,z,r,phi,photon_pT,weight,beamspot_z0
17.0,-1,6,555,-298.3751883589848,220.4841195454684,503.51608904658883,371.00000000000006,2.505201624592144,81.69968174131078,0.01,39.572908868827284
17.0,-1,7,670,-356.74707237205786,262.6414406638178,592.247990782737,443.0,2.5069744853009146,81.69968174131078,0.01,39.572908868827284
17.0,-1,8,783,-414.438305439329,304.0343582304102,678.1328421637088,514.0,2.508666638165274,81.69968174131078,0.01,39.572908868827284
18.0,1,1,9,33.24624067234572,0.4999811561103209,42.250637094302675,33.25,0.0150375939849624,1.214255459441405,0.01,35.000637094302675
18.0,1,2,27,50.49977722788657,-0.1499997794334862,46.20063709430268,50.50000000000001,-0.0029702970297029,1.214255459441405,0.01,35.000637094302675
18.0,1,3,66,88.34727558472075,-5.197008443076259,54.60063709430268,88.5,-0.0587570621468926,1.214255459441405,0.01,35.000637094302675
18.0,1,4,102,121.72351557724208,-13.77082987756741,62.20063709430268,122.5,-0.1126530612244898,1.214255459441405,0.01,35.000637094302675
18.0,1,5,295,273.0767313188768,-121.77889313094448,102.94379927991555,299.00000000000006,-0.4194818354240641,1.214255459441405,0.01,35.000637094302675
18.0,1,6,384,314.1775003653362,-197.3157324294978,121.85585712495931,371.0,-0.5607817005995506,1.214255459441405,0.01,35.000637094302675
18.0,1,7,483,332.8875981515171,-292.2923998274913,143.17337296124833,443.0,-0.7205555780514696,1.214255459441405,0.01,35.000637094302675
18.0,1,8,602,314.88598232870027,-406.25462229110633,170.2435285282125,514.0,-0.9114268234741985,1.214255459441405,0.01,35.000637094302675
18.0,-1,1,9,33.239135930016545,0.8499074219483501,42.250637094302675,33.25,0.025563909774436,1.214255459441405,0.01,35.000637094302675
18.0,-1,2,27,50.44988452879642,2.249255661570615,46.20063709430268,50.5,0.0445544554455445,1.214255459441405,0.01,35.000637094302675
18.0,-1,3,66,88.0628462439413,8.785505757550576,54.60063709430268,88.5,0.0994350282485875,1.214255459441405,0.01,35.000637094302675
18.0,-1,4,102,121.06021700257293,18.72628792072661,62.20063709430268,122.5,0.153469387755102,1.214255459441405,0.01,35.000637094302675
18.0,-1,5,295,267.88711563998027,132.8062245306742,103.73777698445987,299.0,0.4602453889951844,1.214255459441405,0.01,35.000637094302675
18.0,-1,6,384,305.82029692306696,210.0355826756199,123.32610942657874,371.0,0.6018078659752316,1.214255459441405,0.01,35.000637094302675
18.0,-1,7,483,320.65150190839694,305.6658540365432,142.79906580185923,443.0,0.761476122856511,1.214255459441405,0.01,35.000637094302675
18.0,-1,8,602,298.0247824164965,418.7806455241215,169.99718739208805,514.0,0.9522950231569012,1.214255459441405,0.01,35.000637094302675
19.0,1,1,22,-1.6203800665908616,-33.21049334833487,-64.77861860974528,33.25,-1.6195488721804512,31.4654181275155,0.01,2.971381390254722
19.0,1,2,61,-2.47379506059934,-50.43937289457666,-99.82861860974528,50.5,-1.61980198019802,31.4654181275155,0.01,2.971381390254722
19.0,1,3,147,-4.482606163279109,-88.38640303793866,-177.02861860974528,88.5,-1.6214689265536724,31.4654181275155,0.01,2.971381390254722
19.0,1,4,224,-6.474431906306164,-122.3287853756858,-246.22861860974527,122.5,-1.6236734693877553,31.4654181275155,0.01,2.971381390254722
19.0,1,5,624,-19.08178654157328,-298.3904915079933,-605.3387974272088,299.0,-1.6346584108524778,31.4654181275155,0.01,2.971381390254722
19.0,1,6,788,-25.43448265626824,-370.12712288078535,-751.7447738061222,371.0,-1.6394067003734063,31.4654181275155,0.01,2.971381390254722
19.0,1,7,951,-32.33901342717631,-441.8180487605242,-898.3896400412488,443.00000000000006,-1.6438613493276533,31.4654181275155,0.01,2.971381390254722
19.0,1,8,1112,-39.89741164664372,-512.4492136240412,-1041.9114797112163,514.0,-1.648495908277482,31.4654181275155,0.01,2.971381390254722
19.0,-1,1,22,-1.5704376618351443,-33.212892459860974,-64.77861860974528,33.25000000000001,-1.6180451127819546,31.4654181275155,0.01,2.971381390254722
