pileup_event,particle_id,pdg_id,charge,mass,pT,eta,layer_id,trajectory_step,x,y,z,r,phi,pileup_z0
9,854,2212,1.0,0.93827,2.0520958174657484,1.38432946069761,5,651,254.7380551305476,-156.55517643408064,577.6264520000441,299.0,-0.5510662170114968,16.247615087470276
9,854,2212,1.0,0.93827,2.0520958174657484,1.38432946069761,6,809,308.9673668039713,-205.3781055765689,714.1680198618317,371.00000000000006,-0.5866566575944974,16.247615087470276
9,854,2212,1.0,0.93827,2.0520958174657484,1.38432946069761,7,969,359.90822763485613,-258.2926009020324,851.6099124603155,443.0,-0.6224818277554246,16.247615087470276
9,854,2212,1.0,0.93827,2.0520958174657484,1.38432946069761,8,1127,406.657311753257,-314.365759582074,988.2179016347332,514.0,-0.6580896040995821,16.247615087470276
9,855,-211,-1.0,0.13957,0.945611015317841,0.3838127203798948,1,36,32.31591037349111,-7.825882489054485,29.25,33.25,-0.23759398496240602,16.247615087470276
9,855,-211,-1.0,0.13957,0.945611015317841,0.3838127203798948,2,54,49.295880181040395,-10.96203435391939,36.0,50.5,-0.21881188118811884,16.247615087470276
9,855,-211,-1.0,0.13957,0.945611015317841,0.3838127203798948,3,96,87.09334671032303,-15.716200520337743,51.2,88.5,-0.17853107344632768,16.247615087470276
9,855,-211,-1.0,0.13957,0.945611015317841,0.3838127203798948,4,133,121.25923289086714,-17.391044785131403,64.4,122.5,-0.14244897959183672,16.247615087470276
9,855,-211,-1.0,0.13957,0.945611015317841,0.3838127203798948,5,330,298.632617838841,14.81754239814205,135.9024278278882,299.0,0.0495773049099699,16.247615087470276
9,855,-211,-1.0,0.13957,0.945611015317841,0.3838127203798948,6,413,367.8165144508791,48.49754320794283,166.19945721602264,371.00000000000006,0.1310963271510964,16.247615087470276
9,855,-211,-1.0,0.13957,0.945611015317841,0.3838127203798948,7,500,432.74709833693976,94.75731571208108,197.5927728950545,443.0,0.2155647406492027,16.247615087470276
9,855,-211,-1.0,0.13957,0.945611015317841,0.3838127203798948,8,589,490.6228467878821,153.24888975047855,229.99709823183403,514.0,0.3027534883452846,16.247615087470276
9,856,211,1.0,0.13957,0.956966261265166,-0.1854443517607713,1,34,33.06595950369589,-3.493540052717808,10.0,33.25000000000001,-0.10526315789473682,16.247615087470276
9,856,211,1.0,0.13957,0.956966261265166,-0.1854443517607713,2,51,50.11988375933695,-6.184436267805881,6.800000000000001,50.50000000000001,-0.12277227722772276,16.247615087470276
9,856,211,1.0,0.13957,0.956966261265166,-0.1854443517607713,3,91,87.33105698903505,-14.336543697066924,-0.4,88.49999999999999,-0.1627118644067797,16.247615087470276
9,856,211,1.0,0.13957,0.956966261265166,-0.1854443517607713,4,126,120.09772962322467,-24.14094735810558,-6.800000000000001,122.5,-0.19836734693877553,16.247615087470276
9,856,211,1.0,0.13957,0.956966261265166,-0.1854443517607713,5,312,276.7646974776197,-113.1472590482053,-40.46966938941142,299.0,-0.3880876018297933,16.247615087470276
