hit_id,trajectory_step,x,y,z,r,phi,volume_id,layer_id,module_id,module_index,local_u_mm,local_v_mm,distance_to_module,event,particle,charge
7,1415,-299.0917497029075,126.2285476696035,-1498.5,324.63752245716154,2.7422322031772124,12,10,159,4842,2.558660517333399,6.627324514439583,0.0,442.0,positron,1
8,1722,-358.7715398553774,151.96573837520776,-1798.5,389.6288021311062,2.7409317790815853,12,8,159,4672,2.564331500017566,71.6202495593319,0.0,442.0,positron,1
9,2087,-429.5039814282645,182.7094595308797,-2154.5,466.7509150122763,2.739386275950434,12,6,160,4503,-4.437521793119055,-3.269748968189557,0.0,442.0,positron,1
10,2487,-507.0801575246561,216.7283579546535,-2545.5,551.4539575494499,2.7376871091808517,12,4,158,4331,37.10318610038844,-71.79553832945538,0.0,442.0,positron,1
11,2490,-507.6749225604616,216.990393880524,-2548.5,552.1038471458025,2.737674067169009,12,4,161,4334,-20.643442033137553,-70.28224753520234,0.0,442.0,positron,1
12,2899,-586.9154291735242,252.0676649128661,-2948.5,638.7549050274033,2.7359346465029124,12,2,161,4164,-24.993620503048046,16.26570898969843,0.0,442.0,positron,1
0,32,-29.53561786331606,12.271078804713179,-147.63130217995464,31.98330967237937,2.7478240473352313,8,2,79,834,6.267364759555372,27.368697820017985,0.0,442.0,electron,-1
1,41,-31.252794257280087,12.983930042386866,-156.21343868303896,33.842570650491005,2.7478398503132615,8,2,80,835,-6.702908988336732,18.786561316942255,0.0,442.0,electron,-1
2,220,-66.14297890907287,27.43531265050876,-330.53068120430294,71.60719264988137,2.7484033748845382,8,4,94,1073,7.052795858529093,-15.530681204287404,0.0,442.0,electron,-1
3,229,-68.01199549297098,28.207700999465786,-339.86551178533176,73.62951803869946,2.748439219650316,8,4,95,1074,-7.321841666502114,-24.865511785306893,0.0,442.0,electron,-1
4,493,-119.72043466943352,49.50618664704378,-598.0,129.55247968977682,2.749490042853409,7,14,102,749,3.0696628568541424,-10.483745640608518,0.0,442.0,electron,-1
5,596,-139.7648752734129,57.72585197928661,-698.0,151.2167131864966,2.749911773362513,7,12,102,641,3.6467327538202,11.172881235098817,0.0,442.0,electron,-1
6,1129,-244.21136702580554,100.22700542416503,-1218.5,263.9784923074384,2.7521437107290097,12,12,159,5012,4.696670672721435,-54.063412130410576,0.0,442.0,electron,-1
7,1415,-300.4771814697135,122.89420003865226,-1498.5,324.63752245716057,2.7533545715455174,12,10,159,4842,6.169053695583905,6.578781719696369,0.0,442.0,electron,-1
8,1722,-360.82315054042954,147.02808399825756,-1798.5,389.6288021311055,2.7546549956411437,12,8,159,4672,7.910766740789075,71.54836517010202,0.0,442.0,electron,-1
9,2087,-432.51524139528203,175.46219714108548,-2154.5,466.7509150122753,2.7562004987722952,12,6,160,4503,3.4104348904697352,-3.2611102252767994,0.0,442.0,electron,-1
10,2490,-511.9622443879243,206.6720067025883,-2548.5,552.1038471458023,2.75791270755372,12,4,161,4334,-9.473958937520067,-69.97746928385993,0.0,442.0,electron,-1
11,2899,-592.728211144234,238.07792087953706,-2948.5,638.7549050274032,2.759652128219817,12,2,161,4164,-9.849954463221707,16.678929549237427,0.0,442.0,electron,-1
0,28,-4.592079506818727,-31.230269856926764,-134.90214570225115,31.566072760693768,-1.7167895521949157,8,2,84,839,1.6045873154267147,-29.902145702221244,0.0,622.0,positron,1
1,210,-10.653097153395194,-72.05155993409726,-311.2703143454513,72.83485270045163,-1.7175866463277893,8,4,72,1051,-3.5744832058609295,3.729685654544959,0.0,622.0,positron,1
2,504,-20.69748002296573,-138.38795323375828,-598.0,139.92716419455493,-1.7192571850456757,7,14,26,673,-1.3797510920418936,-0.07918513177540734,0.0,622.0,positron,1
3,607,-24.25608928706109,-161.5150050302805,-698.0,163.32622176929647,-1.7198608910275388,7,12,26,565,-1.7090924819886695,23.317732591320073,0.0,622.0,positron,1
4,1139,-43.13043186409838,-281.125838941118,-1215.5,284.4151393177428,-1.7230296951530641,12,12,37,4890,22.864247702131312,-34.50511211169143,0.0,622.0,positron,1
5,1142,-43.24208817619093,-281.8188791516606,-1218.5,285.11709670964274,-1.7230481724119076,12,12,40,4893,-10.23259975744432,-33.06677341371925,0.0,622.0,positron,1
6,1429,-53.77693210453322,-346.48419608924075,-1498.5,350.63265188254076,-1.7247752135402599,12,10,40,4723,-13.189017452915087,32.384320890604975,0.0,622.0,positron,1
7,1744,-65.54697340097127,-417.11180012654484,-1804.5,422.23057625761106,-1.726666478023851,12,8,38,4551,5.248010117214959,-47.80166013800439,0.0,622.0,positron,1
8,2103,-79.33824624834666,-497.8395082334441,-2154.5,504.1217444981726,-1.7288324818128114,12,6,38,4381,5.17396963393327,34.095571689065984,0.0,622.0,positron,1
9,2505,-95.15968059588315,-587.9520598360252,-2545.5,595.6030468999763,-1.7312542915825064,12,4,39,4212,-2.0121440176647405,-26.400200902757526,0.0,622.0,positron,1
10,2916,-111.7976920731166,-680.0582338675608,-2945.5,689.1864228232746,-1.733733233940334,12,2,39,4042,-4.036771897515894,67.17475088763713,0.0,622.0,positron,1
0,28,-4.589786399035957,-31.230399209351457,-134.90126733607113,31.565867229718805,-1.7167170836949128,8,2,84,839,1.6068840686466233,-29.901267336041226,0.0,622.0,electron,-1
1,209,-10.529701656895297,-72.04639587965447,-311.1717821757277,72.8117969578496,-1.7159205262300923,8,4,72,1051,-3.450979699778253,3.8282178242684863,0.0,622.0,electron,-1
2,504,-20.004213036141724,-138.48986511775692,-598.0,139.92716419455462,-1.714249448837901,7,14,26,673,-0.6790524639966398,-0.07402957412305576,0.0,622.0,electron,-1
3,607,-23.251787580185198,-161.6626397525389,-698.0,163.3262217692959,-1.7136457428560379,7,12,26,565,-0.6940249228434112,23.32520119353029,0.0,622.0,electron,-1
4,1142,-39.69073676874074,-282.3409361939744,-1218.5,285.1170967096421,-1.7104584614716694,12,12,40,4893,-6.644654180891781,-32.96053352338047,0.0,622.0,electron,-1
5,1429,-48.21132876272069,-347.30235292193925,-1498.5,350.63265188253985,-1.708731420343317,12,10,40,4723,-7.5660644978202285,32.55081781553986,0.0,622.0,electron,-1
6,1744,-57.26483996832357,-418.329293296842,-1804.5,422.23057625760947,-1.7068401558597257,12,8,38,4551,13.61706316340227,-47.98867598188881,0.0,622.0,electron,-1
7,2103,-67.28929432709461,-499.6107326157438,-2154.5,504.1217444981704,-1.7046741520707653,12,6,38,4381,17.349373302560522,33.823498686403205,0.0,622.0,electron,-1
8,2505,-78.07029786503321,-590.4642394487557,-2545.5,595.603046899974,-1.7022523423010705,12,4,39,4212,15.259831605353856,-26.592311822138743,0.0,622.0,electron,-1
9,2916,-88.64300586693032,-683.4620274125048,-2945.5,689.1864228232706,-1.6997733999432427,12,2,39,4042,19.365312426450927,66.91445663797802,0.0,622.0,electron,-1
0,7,-31.662028237900355,-4.700765181937367,5.708989583723728,32.00908035906865,-2.9942023445902946,8,2,113,868,-1.5820007931220523,-29.29101041624698,0.0,675.0,positron,1
1,47,-70.61930806469078,-10.266863857963326,12.727809006716281,71.36172058613535,-2.9972209034005015,8,4,225,1204,3.328084762513903,-22.272190993261443,0.0,675.0,positron,1
2,93,-115.38758626567505,-16.255989464473647,20.78363416717889,116.5270451770218,-3.0016321498011758,8,6,366,1793,-4.856980151315977,-14.216365832806893,0.0,675.0,positron,1
3,148,-169.8947435144503,-22.96234098712382,30.578635811515852,171.43947321853798,-3.007250449151255,8,8,548,2703,2.3392639160692914,-4.421364188479727,0.0,675.0,positron,1
4,242,-261.5731483301617,-32.79878224975415,47.02407237670133,263.62145596369726,-3.016853206332569,13,2,401,5424,12.31310767718893,47.024072376654296,0.0,675.0,positron,1
5,336,-353.7859327463847,-40.87608275955366,63.53394922998826,356.13949563477973,-3.0265636671006404,13,4,618,6481,-19.178128296831154,-39.46605076997227,0.0,675.0,positron,1
6,342,-359.93717109515285,-41.35033144848045,64.63431111734447,362.3045915343615,-3.027212007696689,13,4,617,6480,21.343055621200907,-38.365688882617164,0.0,675.0,positron,1
7,479,-494.5623309440374,-49.714235048591156,88.69253037211273,497.054729738352,-3.041407515618024,13,6,860,7899,-10.377679620673833,-14.307469627872964,0.0,675.0,positron,1
8,643,-655.3399081012009,-54.67012035507464,117.38306352098698,657.6163145860424,-3.058362829910363,13,8,1124,9801,-6.09869392689348,14.383063520972595,0.0,675.0,positron,1
9,805,-815.2584346160462,-54.18045786975852,145.90687045371956,817.05681395334,-3.0752322203925804,17,2,1322,13749,-10.064027470878404,42.90687045367665,0.0,675.0,positron,1
10,1012,-1017.9950891262528,-45.78621732474989,182.09977932645995,1019.0242289475145,-3.0966460901734285,17,4,1826,16773,-17.579498715628638,-23.900220673516145,0.0,675.0,positron,1
0,7,-31.65853537557424,-4.710755223472963,5.708635335175577,32.00709416523099,-2.993877582875437,8,2,113,868,-1.5714177398238829,-29.291364664795125,0.0,675.0,electron,-1
1,47,-70.51185133318481,-10.70946831937147,12.720457144288305,71.32050119086922,-2.9908628051236197,8,4,225,1204,3.783546789914571,-22.279542855689414,0.0,675.0,electron,-1
2,92,-114.82227845878735,-17.95477031702025,20.728438354101765,116.21759508613252,-2.9864786832711423,8,6,366,1793,-3.066608876551789,-14.271561645883962,0.0,675.0,electron,-1
3,148,-168.72324778407906,-27.35142851436355,30.4870082125655,170.92581719735634,-2.9808824552722877,8,8,548,2703,6.882004451033638,-4.512991787429987,0.0,675.0,electron,-1
4,150,-170.64394479363355,-27.698122193234777,30.835110684956387,172.87724508379935,-2.9806807076879083,8,8,549,2704,-7.063922289894609,-4.1648893150394475,0.0,675.0,electron,-1
5,238,-255.74806413062973,-43.88327985743736,46.286157128427135,259.4856731259182,-2.971659578708398,13,2,402,5425,-17.22582017276042,46.28615712838084,0.0,675.0,electron,-1
6,339,-353.35459085867694,-64.44454447861979,64.07719265923514,359.1831930839189,-2.9611960956302785,13,4,618,6481,4.394280227247702,-38.92280734072594,0.0,675.0,electron,-1
7,480,-488.59054866843735,-96.51329328397652,88.8670118849085,498.0316656886824,-2.9465692738998426,13,6,861,7900,-3.203735240331717,-14.132988115077373,0.0,675.0,electron,-1
8,643,-643.4150659958483,-138.43845381348922,117.47667646747325,658.1399187442678,-2.9296616839695053,13,8,1126,9803,-2.4417981984626036,14.476676467458777,0.0,675.0,electron,-1
9,806,-796.3664806378224,-185.46525276009064,146.01803515961555,817.677767500643,-2.9127818436306607,17,2,1325,13752,-5.6303718971489864,43.01803515957253,0.0,675.0,electron,-1
10,1011,-987.1113403492413,-252.19503420416825,182.0628723336353,1018.8184988128736,-2.8914555854983535,17,4,1831,16778,-19.114439859611814,-23.93712766634075,0.0,675.0,electron,-1
0,13,-4.95754497007078,-31.70555639014226,-52.27215020195538,32.09080176840031,-1.7259024210957374,8,2,100,855,1.336235921286626,-17.272150201938103,0.0,774.0,positron,1
1,90,-11.226151738131463,-71.57999309959864,-118.02064887694937,72.45496459861215,-1.7263627603573415,8,4,168,1147,-4.197092291313715,-13.020648876936344,0.0,774.0,positron,1
2,173,-18.025786157273227,-114.46686944902267,-188.7509176468121,115.8774920683363,-1.7269896382302734,8,6,220,1647,2.931306867088094,-13.750917646798346,0.0,774.0,positron,1
3,280,-26.84504954175287,-169.54089445777072,-279.6029832834337,171.65305583775697,-1.7278322859620143,8,8,252,2407,0.7057076547721582,-34.60298328339907,0.0,774.0,positron,1
4,281,-26.924442554557295,-170.03391149359936,-280.4163962109973,172.15242276740352,-1.7278399100541053,8,8,174,2329,0.7065148217643492,34.583603788968134,0.0,774.0,positron,1
5,447,-40.88150638823284,-255.95715407866086,-422.20974557436637,259.2013932999174,-1.7291786794378747,13,2,250,5273,-20.908054831254194,-10.209745574356155,0.0,774.0,positron,1
6,459,-41.88109911962987,-262.05485773580756,-432.2747610024245,265.38043433230456,-1.7292741858828744,13,2,249,5272,20.68380071802473,-20.274761002404222,0.0,774.0,positron,1
7,644,-57.65896473007677,-357.3457588632531,-589.6058025357528,361.96760572086896,-1.7307709589707285,13,4,237,6100,3.047620448488426,28.394197464218816,0.0,774.0,positron,1
8,910,-80.94600974422954,-494.84531885258286,-816.766006956445,501.4221236481567,-1.7329387160512644,13,6,174,7213,-0.5249078582119799,7.233993043547726,0.0,774.0,positron,1
9,1221,-108.78946673076686,-654.6763462847173,-1081.0331867202979,663.6537248115704,-1.735464543719123,13,8,23,8700,13.510699639562493,-51.033186720246825,0.0,774.0,positron,1
10,1715,-154.86842936904767,-909.2855378058041,-1502.5,922.3797589268892,-1.739496321321626,16,10,23,12254,-39.683444011878116,-20.474263425868706,0.0,774.0,positron,1
0,13,-4.9559692082313465,-31.705645277640787,-52.27189679245449,32.09064619580794,-1.7258534792072382,8,2,100,855,1.3378141881721695,-17.271896792437218,0.0,774.0,electron,-1
1,90,-11.15459728030128,-71.57699857284247,-117.99782666860334,72.44095364627938,-1.725393330811581,8,4,168,1147,-4.125475200994053,-12.997826668590339,0.0,774.0,electron,-1
2,173,-17.76677283295536,-114.47755869029267,-188.70295267310715,115.8480455622245,-1.7247666980764718,8,6,220,1647,3.190540665141099,-13.702952673093444,0.0,774.0,electron,-1
3,280,-26.168615713211477,-169.5551742516198,-279.45577301869037,171.56268115135907,-1.7239249946819621,8,8,252,2407,1.382292192658316,-34.455773018655904,0.0,774.0,electron,-1
4,281,-26.243395845550165,-170.04828866723537,-280.26818204783063,172.06143177412434,-1.7239173805746115,8,8,174,2329,1.387713267865245,34.73181795213463,0.0,774.0,electron,-1
5,448,-39.209488335648174,-256.34607245623596,-422.41497362923894,259.3273854402599,-1.7225752748789933,13,2,250,5273,-19.191400564204834,-10.414973629228527,0.0,774.0,electron,-1
6,460,-40.162468735614176,-262.7525237436591,-432.96515359330925,265.8042750382343,-1.7224751608274371,13,2,249,5272,22.53863986344046,-20.965153593288285,0.0,774.0,electron,-1
7,645,-54.24345247770753,-358.4711813506194,-590.5576987408333,362.55198247369987,-1.7209758681964342,13,4,237,6100,6.643771129581804,27.442301259139253,0.0,774.0,electron,-1
8,913,-74.10623007376797,-497.0446428766208,-818.5847781219909,502.53866552544366,-1.7187998100469148,13,6,174,7213,6.6597711257835135,5.41522187800369,0.0,774.0,electron,-1
9,1213,-95.64941685396394,-652.4625733657813,-1074.1631156449264,659.4362900141308,-1.7163570486939168,13,8,24,8701,-14.911860491775489,-44.163115644882225,0.0,774.0,electron,-1
10,1715,-130.04807429052764,-913.1658765259181,-1502.5,922.3797589268873,-1.7122595780321863,16,10,23,12254,-14.572469646429866,-19.735330936956796,0.0,774.0,electron,-1
0,7,27.20509537775719,16.73714824998542,13.360654662126793,31.94134227071329,0.5515363604808251,8,2,122,877,-1.2097626131980783,-21.63934533785157,0.0,777.0,positron,1
1,50,60.741929973004815,37.29446868130924,29.814413713457842,71.27734177890318,0.5506372015628851,8,4,243,1222,4.299339688173141,-5.185586286536972,0.0,777.0,positron,1
2,98,98.64298680005795,60.38960942578219,48.379378064838384,115.66046762587003,0.5493445771241096,8,6,395,1822,0.6549255475498827,13.379378064825003,0.0,777.0,positron,1
3,159,146.60590574951664,89.40820216986283,71.8278122357159,171.718135955068,0.5476336210790708,8,8,670,2825,4.167659940424844,-33.17218776425093,0.0,777.0,positron,1
4,252,220.8988298431766,133.9019965968614,108.05050537156919,258.3138357090277,0.5449431002912738,13,2,464,5487,-1.2636457245423427,5.050505371564136,0.0,777.0,positron,1
5,364,309.0985229843672,186.01313682778903,150.90156026251944,360.7530789662524,0.5417363870833756,13,4,649,6512,13.437539346106728,47.901560262471534,0.0,777.0,positron,1
6,367,311.69667728613393,187.53657737516616,152.16138109578006,363.76474057391545,0.541641914177474,13,4,705,6568,13.514794277456904,-53.8386189041661,0.0,777.0,positron,1
7,517,431.77369129488113,257.22513253392015,210.2342086950211,502.586598808106,0.5372817273878948,13,6,982,8021,6.9548797555541295,4.234208695016861,0.0,777.0,positron,1
8,687,568.1483444028471,334.6826734235913,275.837214608466,659.3974773516035,0.5323485797861741,13,8,1386,10063,5.8351841007642715,-33.16278539150082,0.0,777.0,positron,1
9,857,705.0667994184954,410.67035220392637,341.3375571417211,815.9468915447486,0.5274195701843647,17,2,1631,14058,-18.449442647423652,32.33755714168876,0.0,777.0,positron,1
10,1081,886.5809940177107,508.7098572383907,427.6302640583568,1022.1602505502432,0.5209232257064849,17,4,2217,17164,4.356511274646359,15.63026405834114,0.0,777.0,positron,1
0,7,27.203031242173278,16.739459182637788,13.360425858777587,31.940795270153373,0.5516318455260527,8,2,122,877,-1.2066640545924479,-21.639574141200768,0.0,777.0,electron,-1
1,50,60.66207620168607,37.40378930394977,29.809928385178488,71.26661871727488,0.552530711913725,8,4,243,1222,4.43471924101737,-5.190071614816322,0.0,777.0,electron,-1
2,98,98.31310995359816,60.79443475965696,48.350594776581936,115.59165578230319,0.5538215604784169,8,6,395,1822,1.1771345907275481,13.350594776568585,0.0,777.0,electron,-1
3,158,145.76581948656374,90.48263605201561,71.76403975183204,171.56567709629743,0.555529885966047,8,8,670,2825,5.531534236801281,-33.23596024813472,0.0,777.0,electron,-1
4,253,219.5448835917434,137.106352872105,108.27056989685157,258.8399271928547,0.5582415618630351,13,2,464,5487,2.2150134410613735,5.270569896846298,0.0,777.0,electron,-1
5,358,301.42461466715235,189.51779024914097,148.935483943718,356.05307349910447,0.5612844195192307,13,4,650,6513,-20.088075192327544,45.93548394367206,0.0,777.0,electron,-1
6,365,306.57032000724104,192.83525059632564,151.49640703774054,362.1750888477697,0.5614764382808034,13,4,649,6512,20.71304940137437,48.49640703769204,0.0,777.0,electron,-1
7,368,309.12281727773,194.48189227293506,152.7669726439631,365.21243487014834,0.5615716974806181,13,4,705,6568,20.921693383825364,-53.23302735598366,0.0,777.0,electron,-1
8,513,421.2205410888818,267.4838232456158,208.7226187974074,498.9732857912357,0.5657728835039921,13,6,983,8022,-19.36293829442642,2.7226187974046696,0.0,777.0,electron,-1
9,520,426.41362503697786,270.898465230028,211.32233014646403,505.1876464059281,0.5659682672921986,13,6,982,8021,21.64127949501153,5.322330146458703,0.0,777.0,electron,-1
10,685,552.9755639685849,355.0240789893116,274.88990222778904,657.1332216594923,0.5707483746867359,13,8,1387,10064,-9.603059852772358,-34.11009777217685,0.0,777.0,electron,-1
11,857,684.0603151002488,444.0169880921965,341.1632268341689,815.5302572005023,0.5757355218549317,17,2,1632,14059,-21.775082081868412,32.163226834136715,0.0,777.0,electron,-1
12,864,689.4215734455917,447.6975812913519,343.8833757913599,822.0311613475014,0.5759402649129508,17,2,1631,14058,21.74743272408605,34.88337579132504,0.0,777.0,electron,-1
13,1078,851.1527694072212,560.261885001208,426.30633635137116,1018.9967696978676,0.5821452974283675,17,4,2219,17166,-17.76378929333937,14.306336351356851,0.0,777.0,electron,-1
0,7,-17.770668796157246,26.281950112631904,14.346451503822776,31.7259762841995,2.165338959088,8,2,126,881,0.17600861607416346,-20.653548496156567,0.0,800.0,positron,1
1,50,-39.32770052711969,59.25674605315825,32.161680392637244,71.11982832909045,2.15673053433417,8,4,251,1230,6.817236233819107,-2.8383196073599173,0.0,800.0,positron,1
2,52,-40.43217655742672,60.993272939161784,33.09230852106649,73.17745721875018,2.15618369488785,8,4,252,1231,-7.512718379091244,-1.9076914789316,0.0,800.0,positron,1
3,99,-62.57652733079522,96.8609501496656,52.15428622105573,115.31637106966974,2.144386166604897,8,6,408,1835,3.475965169141945,17.15428622103857,0.0,800.0,positron,1
4,161,-91.12996062346718,146.37498603574045,78.00195391678031,172.4247843559559,2.12765264711331,8,8,690,2845,-1.2222099551693895,-26.99804608319269,0.0,800.0,positron,1
5,255,-130.64028438065037,222.2770108720814,116.70079953724384,257.8254321537823,2.102149650173771,13,2,474,5497,-4.804570678532239,13.700799537230136,0.0,800.0,positron,1
6,369,-173.24344232260077,316.99356148044626,163.67246529371593,361.2453575173552,2.07096412133224,13,4,719,6582,-1.7282596094243075,-42.327534706241735,0.0,800.0,positron,1
7,523,-221.00866288874303,448.22831769079306,226.8439460814406,499.7533930367943,2.0288858858354026,13,6,1001,8040,-12.75220998131369,20.84394608141976,0.0,800.0,positron,1
8,698,-261.73427090642144,602.1214191991874,298.85755192412154,656.5478139673908,1.980843140782155,13,8,1410,10087,-14.044344584440383,-10.14244807586832,0.0,800.0,positron,1
9,886,-288.8493282496712,771.5617285310591,376.48794446370493,823.8576547948815,1.929014285588113,17,2,1777,14204,14.896354782155006,-35.51205553625955,0.0,800.0,positron,1
10,1107,-298.098078267533,971.9823745877238,467.2700437037913,1016.6672025672839,1.8683801348629874,17,4,2402,17349,-12.792366281666858,-47.72995629616095,0.0,800.0,positron,1
0,7,-17.79132707940616,26.263498039823588,14.344777187535101,31.72227369742321,2.166204249586779,8,2,126,881,0.20370777955817826,-20.655222812444244,0.0,800.0,electron,-1
1,50,-40.36580319034408,58.498459001070394,32.1408078149724,71.07367848016244,2.1748009201138707,8,4,251,1230,8.102793075329574,-2.859192185024743,0.0,800.0,electron,-1
2,52,-41.40164239938683,59.93911872301289,32.943185123190915,72.84774496618368,2.1752724959354643,8,4,252,1231,-6.080550396573896,-2.056814876807028,0.0,800.0,electron,-1
3,100,-67.48009005480816,95.17427249084473,52.76638089151951,116.66921058259794,2.187547759231837,8,6,409,1836,-5.63164285723349,17.766380891501743,0.0,800.0,electron,-1
4,162,-102.0841459214058,139.0951541696637,78.05226310718902,172.53589412636833,2.2039238963668972,8,8,691,2846,-1.9692991433955727,-26.94773689278403,0.0,800.0,electron,-1
