pileup_event,particle_id,pdg_id,charge,mass,pT,eta,layer_id,trajectory_step,x,y,z,r,phi
1,11,321,1.0,0.49368,0.1321259019429985,-1.0738985125516238,4,640,-62.44750609796116,-105.3876604833085,-202.82016707056405,122.5,-2.1057202133968764
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,1,95,6.315491036384704,-32.64470972407849,88.68596536461064,33.25,-1.3796957208807612
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,2,144,9.158814754244933,-49.66252221038945,134.70428137298498,50.5,-1.3884244045153311
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,3,253,14.373595698554507,-87.32496634236108,236.11916129775295,88.5,-1.4076601769815789
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,4,350,17.810763373568026,-121.1982949882166,326.93184839086445,122.50000000000001,-1.42488514767599
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,5,858,16.75878447201914,-298.5299702593031,800.5420006478738,299.0,-1.5147174919011177
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,6,1067,7.092335049859353,-370.9322024083923,995.4053554886739,370.99999999999994,-1.551678356159016
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,7,1277,-8.020481055284007,-442.9273889517805,1191.6555466559325,443.0,-1.58890223941304
1,15,321,1.0,0.49368,1.9780885461180184,1.7075710502702806,8,1487,-28.32118660683148,-513.2191640899441,1386.838876412489,514.0,-1.6259238298529768
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,1,83,9.299674596654508,-31.923009764061074,75.05820618620461,33.25,-1.287325679882398
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,2,126,14.531908191122643,-48.363970518607985,114.00471258315649,50.5,-1.2789086615361185
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,3,222,27.034551155922188,-84.26970418719782,199.83234182125614,88.5,-1.2603589306257137
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,4,307,39.35285142732344,-116.00690964136149,276.68297232213104,122.50000000000001,-1.2437495272188883
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,5,753,120.18189667056193,-273.7833298662765,677.3466812680768,299.0,-1.157155078511643
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,6,937,161.1209787045941,-334.18711857471965,842.0960717317995,371.0,-1.1215482409389748
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,7,1121,206.56557604042212,-391.89241227036865,1007.9327993944422,443.0,-1.0857063225821728
1,16,-2212,-1.0,0.93827,2.0511761190943343,1.5531149632899173,8,1304,255.71510056140042,-445.8764260923343,1172.7645596077048,514.0,-1.050081679375407
1,18,-211,-1.0,0.13957,0.3675040208906039,0.263723310050201,1,36,-32.47031543625229,-7.158289982270627,8.882974015727894,33.25,-2.924607026987971
1,18,-211,-1.0,0.13957,0.3675040208906039,0.263723310050201,2,55,-48.74693608853745,-13.190383693435365,13.515776733881015,50.50000000000001,-2.87733194017592
1,18,-211,-1.0,0.13957,0.3675040208906039,0.263723310050201,3,98,-82.52081374638125,-31.97757493361644,23.845743310668105,88.5,-2.7719003615293514
1,18,-211,-1.0,0.13957,0.3675040208906039,0.263723310050201,4,137,-109.41659478191742,-55.08410647663877,33.32049625561767,122.49999999999999,-2.675201091228456
1,18,-211,-1.0,0.13957,0.3675040208906039,0.263723310050201,5,385,-141.56142081431202,-263.36545737251356,93.20562298497828,299.0,-2.063999311557342
1,19,211,1.0,0.13957,1.3061922836352122,-0.0166848216871821,1,33,-30.855354420532475,12.38989925638327,-0.5548561589509012,33.24999999999999,2.7597526906812
1,19,211,1.0,0.13957,1.3061922836352122,-0.0166848216871821,2,50,-46.610182985459424,19.435556129475405,-0.8428330099302821,50.5,2.7465338132068524
1,19,211,1.0,0.13957,1.3061922836352122,-0.0166848216871821,3,89,-80.65564665425246,36.42686732048714,-1.4778090427724586,88.5,2.7173803625001973
1,19,211,1.0,0.13957,1.3061922836352122,-0.0166848216871821,4,123,-110.28627003948476,53.321558874228764,-2.046998181682995,122.5,2.6912455774328894
1,19,211,1.0,0.13957,1.3061922836352122,-0.0166848216871821,5,303,-248.869824693744,165.72510478773313,-5.0336880601721425,299.0,2.554113522890062
1,19,211,1.0,0.13957,1.3061922836352122,-0.0166848216871821,6,378,-296.5640692782751,222.914227480236,-6.276889982182065,370.99999999999994,2.49703240600759
1,19,211,1.0,0.13957,1.3061922836352122,-0.0166848216871821,7,454,-338.0746786877999,286.27698410829476,-7.54152446255205,443.0,2.4389673072856572
1,19,211,1.0,0.13957,1.3061922836352122,-0.0166848216871821,8,531,-372.17534662074627,354.51588309655085,-8.815111341467812,514.0,2.3804909007997614
1,20,-321,-1.0,0.49368,0.7616264672569814,-1.544303588922895,1,84,-27.7921601716975,-18.25262537255151,-74.35815972153136,33.25,-2.5604837704215004
1,20,-321,-1.0,0.49368,0.7616264672569814,-1.544303588922895,2,128,-41.570582311532796,-28.67292601532109,-112.98200664373347,50.5,-2.5377853056337085
1,20,-321,-1.0,0.49368,0.7616264672569814,-1.544303588922895,3,224,-70.24130590948583,-53.83687346169008,-198.3013024934877,88.5,-2.487642595071148
1,20,-321,-1.0,0.49368,0.7616264672569814,-1.544303588922895,4,311,-93.76717766538687,-78.82871553354003,-275.0603459174589,122.5,-2.4425309976042424
1,20,-321,-1.0,0.49368,0.7616264672569814,-1.544303588922895,5,778,-176.07156284557385,-241.66051551115493,-686.962423363186,299.0,-2.2004539866400896
1,20,-321,-1.0,0.49368,0.7616264672569814,-1.544303588922895,6,982,-185.69937272867043,-321.18023439834883,-866.3691170986423,370.99999999999994,-2.0950157413836847
1,20,-321,-1.0,0.49368,0.7616264672569814,-1.544303588922895,7,1198,-177.452408353226,-405.9059531093871,-1057.078190614847,443.00000000000006,-1.9829349278966193
1,20,-321,-1.0,0.49368,0.7616264672569814,-1.544303588922895,8,1430,-147.94724229862206,-492.2475124327525,-1261.5566868709172,514.0,-1.862761828739759
1,21,211,1.0,0.13957,0.2466630941899117,-0.3267680749663401,1,39,-30.84446287910926,12.416988753286802,-11.093257899908382,33.25,2.7588745845101132
1,21,211,1.0,0.13957,0.2466630941899117,-0.3267680749663401,2,60,-45.38992670283883,22.136046483302273,-16.91683461792896,50.5,2.6878444229940865
