event,charge,layer_id,trajectory_step,x,y,z,r,phi,photon_pT,weight,beamspot_z0
15.0,1,1,9,-33.059819933612594,-3.551169660423364,2.743947912307004,33.25,-3.034586466165414,48.27558459500238,0.01,-0.7560520876929958
15.0,1,2,27,-50.21151633491645,-5.390141681664619,4.843947912307005,50.5,-3.0346534653465347,48.27558459500238,0.01,-0.7560520876929958
15.0,1,3,65,-88.0032776707636,-9.363392504988928,8.843947912307003,88.50000000000001,-3.035593220338983,48.27558459500238,0.01,-0.7560520876929958
15.0,1,4,99,-121.83238449300391,-12.771847507265855,12.443947912307003,122.5,-3.0371428571428574,48.27558459500238,0.01,-0.7560520876929958
15.0,1,5,277,-297.590257154963,-29.00066975852404,30.399401090213534,299.0,-3.044447724114108,48.27558459500238,0.01,-0.7560520876929958
15.0,1,6,349,-369.3547522746453,-34.90081621016052,37.63896319398094,371.0,-3.0473810669748462,48.27558459500238,0.01,-0.7560520876929958
15.0,1,7,422,-441.1540889704044,-40.39888345848952,46.74018715635519,443.00000000000006,-3.05027191076409,48.27558459500238,0.01,-0.7560520876929958
15.0,1,8,493,-512.000320396214,-45.29538513109551,53.47455046481067,514.0,-3.053354878960985,48.27558459500238,0.01,-0.7560520876929958
15.0,-1,1,9,-33.05444245192111,-3.6008796415092066,2.743947912307004,33.25,-3.0330827067669177,48.27558459500238,0.01,-0.7560520876929958
15.0,-1,2,27,-50.20615495077261,-5.439853404183876,4.843947912307005,50.5,-3.033663366336634,48.27558459500238,0.01,-0.7560520876929958
15.0,-1,3,65,-87.96555919643782,-9.711353935368129,8.843947912307003,88.49999999999999,-3.0316384180790967,48.27558459500238,0.01,-0.7560520876929958
15.0,-1,4,99,-121.74637910302596,-13.567209562112692,12.443947912307003,122.5,-3.03061224489796,48.27558459500238,0.01,-0.7560520876929958
15.0,-1,5,277,-296.9101430660152,-35.28975693481557,32.446456001001444,298.99999999999994,-3.023290959258464,48.27558459500238,0.01,-0.7560520876929958
15.0,-1,6,349,-368.2685927716283,-44.93599423629817,42.61599958571477,371.0,-3.020173254130433,48.27558459500238,0.01,-0.7560520876929958
15.0,-1,7,422,-439.585221261626,-54.89839021653809,45.850101265752826,443.0,-3.01734912217974,48.27558459500238,0.01,-0.7560520876929958
15.0,-1,8,493,-509.8599189844394,-65.10655123089337,54.963167495330296,514.0,-3.0145850281371813,48.27558459500238,0.01,-0.7560520876929958
17.0,1,1,13,-29.06722000719077,16.144944132872325,-5.3869767408111,33.25,2.634586466165414,71.12353667556745,0.01,-38.3869767408111
17.0,1,2,38,-44.14884910734765,24.517934711077285,11.6130232591889,50.5,2.6346534653465348,71.12353667556745,0.01,-38.3869767408111
17.0,1,3,91,-77.31297565628776,43.06917453551036,49.21302325918891,88.49999999999999,2.6333333333333337,71.12353667556745,0.01,-38.3869767408111
17.0,1,4,139,-106.95018477302928,59.731967797946325,82.8130232591889,122.5,2.632244897959184,71.12353667556745,0.01,-38.3869767408111
17.0,1,5,387,-260.33148199935886,147.0663778027374,257.35347460791127,299.0,2.6273669977790184,71.12353667556745,0.01,-38.3869767408111
17.0,1,6,489,-322.6581083598733,183.11948315137911,329.00542283126646,371.0,2.6253872872431363,71.12353667556745,0.01,-38.3869767408111
17.0,1,7,590,-384.8643163093185,219.3819911290826,400.6858767664384,443.00000000000006,2.6235058262269235,71.12353667556745,0.01,-38.3869767408111
17.0,1,8,690,-446.0150274442715,255.47327706413,469.648302170111,514.0,2.621420277296203,71.12353667556745,0.01,-38.3869767408111
17.0,-1,1,13,-29.06722000719077,16.144944132872325,-5.3869767408111,33.25,2.634586466165414,71.12353667556745,0.01,-38.3869767408111
17.0,-1,2,38,-44.14884910734765,24.517934711077285,11.6130232591889,50.5,2.6346534653465348,71.12353667556745,0.01,-38.3869767408111
17.0,-1,3,91,-77.43433135744378,42.85060474748985,49.21302325918891,88.5,2.636158192090396,71.12353667556745,0.01,-38.3869767408111
17.0,-1,4,139,-107.21729025382336,59.251182862685496,82.8130232591889,122.5,2.636734693877551,71.12353667556745,0.01,-38.3869767408111
17.0,-1,5,387,-262.39185739032604,143.35798957593823,257.2711718551947,299.0,2.641555482336303,71.12353667556745,0.01,-38.3869767408111
17.0,-1,6,489,-325.9673406468875,177.16177023160498,331.2195389592623,371.0,2.643757042525297,71.12353667556745,0.01,-38.3869767408111
17.0,-1,7,590,-389.6573855473859,210.75132713313064,401.6436782609888,443.0,2.645791339402205,71.12353667556745,0.01,-38.3869767408111
17.0,-1,8,690,-452.5841414363243,243.64645476662557,469.4751257543459,514.0000000000001,2.647741555765485,71.12353667556745,0.01,-38.3869767408111
18.0,1,1,9,33.05530308867031,-3.592970597728704,44.822908868827284,33.24999999999999,-0.1082706766917293,1.070909523275001,0.01,39.572908868827284
18.0,1,2,27,50.0758179357825,-6.531650485318645,47.572908868827284,50.5,-0.1297029702970297,1.070909523275001,0.01,39.572908868827284
