event,pT,eta,phi,px,py,pz,E
144,1.41129225745106,0.9115968864763188,2.248128086398723,-0.8844794909128961,1.099746273508473,1.4722677972363574,2.039440683795561
145,9.55899402690657,0.8192809923998544,0.8204138062469318,6.518455787665763,6.991716595420769,8.737491573670845,12.95060329893571
146,4.6551419274214005,-1.604357473221647,-2.381390030367526,-3.373564616677464,-3.207710732210508,-11.110994114947548,12.04676456924579
147,2.003402605951427,2.0923506178563245,2.207719520917375,-1.1914730650325376,1.6105942806414468,7.994122653424925,8.241335996034534
148,1.0254136005186572,-2.129117191212091,-1.2610125137285684,0.3126001531774337,-0.976603397681004,-4.2495698629688174,4.371534864596352
149,1.598843646377382,0.9141638091911186,0.3289462486589878,1.5131188926702803,0.5164999730934999,1.6738587278394432,2.314757880713575
150,1.4369561915362363,1.469941698228578,1.6527590517449566,-0.1176450207644428,1.4321322374290928,2.9594419480837435,3.2898540606647018
151,2.8095558594967605,-1.6307362452851435,2.705905358629604,-2.547087698645783,1.1857269428666573,-6.900056269967123,7.450126217477472
153,25.88111860861749,1.6544084089465905,2.660768568672955,-22.94656407093051,11.970275592984803,65.20462956045822,70.15323240271904
154,0.6826556985465122,0.3858044347100791,0.914813214426192,0.4163780638194055,0.540969602406669,0.2699539867948222,0.7340939706498383
156,1.2699244722690135,-1.002517503867937,-3.1185142971807185,-1.2695862997029328,-0.0293051680484409,-1.4973547803594762,1.96335923955172
157,0.9287997882980862,1.03475838322373,1.8597688729904056,-0.2646777750604194,0.890289122775088,1.1420122445884102,1.4720261592554762
158,15.220290716148014,-1.102001852223067,-0.905361569490333,9.39702563410529,-11.97301794519784,-20.379821269512487,25.43608390576928
159,0.9113074900592102,1.3589328115557258,-1.038292117690789,0.462663889639225,-0.7851264017098906,1.6563481673123148,1.890494801049948
160,2.701522034882569,-0.6848522786556662,1.4821159169811358,0.2392581968932817,2.690906319472202,-1.9981998347387844,3.3602118808947394
161,8.448791845725653,-0.6614222066555787,0.962394455265905,4.828964653148387,6.932761645336133,-6.004679628590131,10.365242934654528
162,231.8730419745582,0.1761107197197733,0.5983187296996483,191.59293003382749,130.60343316922453,41.04674040664552,235.4781146785105
163,4.492224453020306,1.095034073363084,-2.4534116116217284,-3.469805725573912,-2.8531611877158443,5.962880647584416,7.465656444925009
164,55.88272977690609,-0.3313363399185163,-1.6178047983593853,-2.625994312135444,-55.82099641883275,-18.85663604555869,58.97840460942776
165,58.79078070196527,1.606341123323204,-2.384271121929393,-42.72200590304429,-40.387945072345794,140.62518661151654,152.41981172101748
166,1.286415753220615,-2.155055894164913,-0.0239117530812347,1.2860480025310908,-0.0307575246070606,-5.475291438141743,5.624382794824908
168,0.8417291651612386,1.7705068652239824,-1.7212047042627718,-0.1261263073511933,-0.8322260162221486,2.400436150993538,2.5437377424726213
169,256.8253003999358,-2.1758972323501995,-1.4103726382375692,41.02436668850585,-253.5275848173612,-1116.750886119369,1145.9021671041176
170,2.9607424705375016,-1.4309142201652154,-2.4703967426519173,-2.318493659057036,-1.8413536134476785,-5.837741744603477,6.5456263759498645
171,1.3789191634325837,0.5116089025931755,0.7137901579734286,1.04230552792075,0.9027830557489784,0.7366478681663223,1.5633515730492626
