event,pT,eta,phi
1,94.61925230648905,-2.371400083010399,0.2840103547254419
2,0.7083743527426544,-0.5205691258302111,-1.6023443115028198
3,1.136762820404433,-2.023573167501616,0.5202734521542003
4,1.325083001727352,0.9710322612485413,2.1532492206893297
5,10.314321627706038,-1.4318449200581964,2.1380587797923907
7,1.4120995990152088,1.142765916345398,2.725561500007548
8,64.40069046741858,-0.7012878747616167,-2.4271156077799936
9,20.221544125940778,1.1416596166370274,-1.638442372286608
10,0.7854843588450358,-2.158663289780576,-0.2105228429427091
11,1.403256052171111,2.4232557780397896,0.8378390679602338
12,43.508969638248296,0.7123407138546786,1.263927063500096
13,2.019644728979297,1.829881671386901,1.8698302422033173
14,2.183247403312204,0.4147543164987262,0.585568633655466
15,0.8249481447595052,-0.7015351982371829,2.930419188410516
16,0.656526693317848,0.6529881039276867,2.867407427400846
17,167.90974716324385,-2.4457026239423394,3.1037249027143816
18,0.6442464170640214,2.0453304918504527,0.4824902377590617
19,47.18248449988436,-1.156968695299014,-2.575742833356682
20,1.3205406761787897,-0.7064670725809995,-2.290414325984246
21,33.97492674800851,1.7407549110735412,2.3616401617453366
22,1.013533674679647,1.7616395496576545,-2.018942369483965
23,24.84175062158763,-2.469570767701708,-0.1459446489211468
24,16.809954077207177,-0.8456630866130934,-1.9675010344269968
25,21.38090130909461,-0.8034753343806661,0.9523394295011096
26,15.457807670980626,0.5917880514288608,-1.072349017283924
27,29.2574590102332,-2.167314881376992,-0.7784726016767886
28,45.84888243284664,-1.681111571520598,1.687953317737523
29,25.20579124416059,-0.3480822591056773,-1.34966180348668
30,14.35291894627303,0.3976139327196622,3.028466730916896
31,39.10175524881396,0.2127619579227023,0.5683187878743422
32,30.256710819265862,0.8238488697071751,-1.8721545164484428
33,17.742953592298374,-1.122066593522007,2.4966358963189093
34,12.639537542718646,-0.3712815397472088,-2.667727723885045
35,30.7029818974706,0.503097412417201,2.9675290154197604
36,0.8283127726676727,1.7050563329725044,-0.1244114454378053
37,209.68665807487807,-1.0513831589345026,1.7869436913450671
38,20.489034566473933,-0.0666301350450983,3.1106914926127645
39,0.56274220676366,0.6140763066540105,2.5192475128319343
40,0.6355646612615087,0.4443348785717382,0.0590995748902058
41,4.25327221514195,-2.4726085592967086,-0.3432773258835533
42,0.9497943744586216,0.6717730453582738,0.5675900739338213
43,0.5216278846780534,-1.2663825830902535,-1.0621042288864355
44,0.9322504048570835,-0.4822813298459325,1.2246862956057656
45,0.8252748412826836,-1.6127276877537726,2.0976265891259387
46,0.6785251768924477,-0.9384576003387212,1.1329067945967304
48,87.01814200008512,0.8557495143639688,0.649795503392827
49,33.49352353757547,1.6101074687848511,-2.935795952701417
50,1.2631097996178815,0.6316698838754052,-1.2562245874863691
51,1.0058450723391683,-1.1462664945933936,-2.159395714930796
52,1.067034225354901,1.7283289456459192,-2.793598393104136
53,7.06525241976342,1.04536218625259,-3.0928301144069
54,17.18287295214786,0.2041796541932812,0.6052468965798394
55,0.8359398947587673,-2.2866599183664915,0.5777663330656919
56,16.311012040601305,0.9214275835801462,0.8088813404279087
57,0.9950561873464449,-0.2771060753615187,-0.1166441482091566
58,1.683472364430673,-0.8693594143391685,-0.7327436016748595
59,0.7409721273757066,-0.9274616905757253,-2.9920348130961463
60,13.644475110841976,-2.173790473353901,2.8783226497195464
61,13.43269695478422,1.390549643940283,-1.3444677691822613
62,20.28142038984139,1.546023865921548,2.189206826421832
63,0.7711194155149651,1.6913006795906436,-0.4419778918167922
64,0.7722809571996521,2.229766235331552,0.3808910602456635
65,13.962549765057595,-1.547604251323061,-2.000199741853544
66,9.830314221905509,1.3903406071241442,-0.9102289029076092
67,20.1029420565424,-2.157789680698815,-2.081749078020878
68,12.204928783951708,1.245072702888549,0.3616870216116767
69,11.296881330116884,-0.2976870244605119,-0.0354852864370068
70,10.83384193076382,-1.499316377943012,2.3648002676542874
71,27.47968715755009,1.2433965774492053,2.2975023191662056
72,0.6596244662146908,0.6926696698636037,0.5796343569320143
73,1.2389873591670864,-0.9823635974975052,1.2163559482369832
74,0.7112383887174154,-2.313875711332648,-0.6673611149043785
75,0.9107903350868628,1.361044356017738,0.5768592500648334
76,0.7634299952086188,2.1899452894109817,-2.230095832099605
77,10.405445874357737,-1.6979586464355292,1.8928764278396728
78,15.441450291562472,-0.1222273865014301,0.1992198753866433
79,1.5104923907523382,-1.1513785570342852,-2.346001166742768
80,0.7917729926254045,1.089102100875594,1.7242205634507966
81,1.5635320179618344,-1.759917713013292,2.8852001725660914
82,0.7114004534429772,-1.103668495012534,2.319019827136476
83,11.28780777699563,-2.161594911567814,-1.5529888310317728
84,1.6927203255117589,1.371753190023356,2.8690544838874685
85,42.90076806148031,1.7186023853487922,-0.4878027858762884
86,18.712485411715,1.477954748908464,0.2589657316620408
87,21.507794488880176,-0.2868835639256517,-2.3958382723140703
88,0.9127531722206144,-0.2475888434075814,-1.0005583517318366
89,0.8970063421294827,0.4926980295266133,-0.5915099766389172
90,0.8148005391888754,-0.5994238341907993,2.599883110056736
