event,px,py,pz,E,pT,eta,phi
1326,-0.58323753802,2.1861008849,6.3139325749,6.7070819038,2.262565602301112,1.7500651590367975,1.8315171411535713
1327,29.997798318,16.682098059,128.4125947,132.92085907,34.324339754429296,2.0299424762080776,0.5075226551765781
1328,0.4052589512,0.39902707659,2.574182732,2.6362613989,0.5687331759091302,2.2150089879516552,0.7776499871447592
1329,-0.36771127454,0.36825623005,0.60666775059,0.79929343297,0.5204077558938469,0.9938638140414129,2.3554540289532215
1330,1.8215614682,0.72869628157,3.6807274339,4.1709517974,1.9619083702367153,1.3868097658988223,0.3805403065650127
1331,29.198747294,-158.9721383,382.60262171,415.34259803,161.63139422529648,1.5967215497366178,-1.389148816558307
1332,1.1713653716,-1.5282283597,-6.1761537868,6.4693472895,1.9255074014853744,-1.882111987574887,-0.9168275098390894
1333,53.632363091,11.005184285,-5.2141434946,54.997561257,54.74983517666213,-0.095092406290556,0.20238736318027598
1334,-12.501036701,-10.269078063,52.463130713,54.900910439,16.17806795831124,1.8925688184021352,-2.453903756257006
1335,17.626406823,11.957644445,47.39687089,51.962860279,21.299659109078256,1.540055844232112,0.5960774804638688
1336,1.7088076231,0.79629839036,3.1375591117,3.6603813734,1.8852359585088012,1.2825667064743973,0.43607670820872446
1337,-4.5369073006,-4.4607515832,4.4722798537,7.7770894062,6.362533500207201,0.6550477995510681,-2.364658236140409
1338,0.087999115158,1.4381832801,1.195911502,1.872516839,1.440872996286552,0.755916312129147,1.5096848248985577
1339,-3.8171147133,3.5133390498,6.7869728362,8.5426527667,5.187862374171168,1.0834655316960657,2.397611019335322
1340,-0.48655045359,1.4943844148,5.4288093727,5.6517154323,1.571596679522381,1.953096949374457,1.8855580362545028
1341,-0.78225840089,-0.25301493435,-0.16794459482,0.83913655009,0.822158599521476,-0.20287815041408114,-2.828770889489721
1342,5.1736260729,1.6898156312,3.0388700053,6.233507401,5.442598975640088,0.5327831094293538,0.31569746276458743
1343,0.52230638233,0.31704425668,-0.6750496875,0.91050156414,0.6110000144978934,-0.9535904357816238,0.5455566594041732
1344,-174.18978337,-201.03608147,-144.29192908,302.61815458,266.0029824706858,-0.5188498982397042,-2.2847691641255405
1345,0.75810419593,1.0468833056,-0.7539479288,1.4963703107,1.2925504351593615,-0.5544542979575843,0.944043221038251
1346,-0.64017858869,0.68080858588,-0.49604872914,1.0580138457,0.9345207092542388,-0.5085940096350554,2.325446884846847
1347,-25.383020911,10.88559274,-38.473527035,47.360386003,27.618723356980205,-1.1339202600322418,2.7364627435990143
1348,15.325399402,4.8149756203,66.09783169,68.021873035,16.06399256271321,2.122152439490854,0.3044171420237386
1349,0.6983632864,0.81251792122,1.8897552973,2.1723424536,1.0713993896279195,1.3327338928248451,0.8608098872041642
1350,-0.075806285893,0.52941950636,2.1752017767,2.2399853518,0.5348192280531407,2.1108766985313627,1.7130171725459256
1351,-0.3130008903,5.2970151892,0.63847166646,5.3445285611,5.306254750004385,0.12003588619988607,1.629817746515087
1352,-0.085370901289,-0.75691496652,0.36836376169,0.84610892813,0.7617141572327961,0.46649389784910056,-1.6831096494190891
1353,-7.714818762,-61.590845418,21.020694114,65.53487811,62.07214083495493,0.332489390621758,-1.6954065053227545
1354,-17.197604486,79.193401888,-63.826886534,103.15630833,81.03920349220597,-0.7229601464511957,1.7846357152818308
1355,-2.2748991847,-3.6863640577,0.81505005938,4.4078059016,4.331794808904403,0.18706240958044734,-2.123703192034361
1356,3.6541859436,-7.8087371244,-3.4652433441,9.2917900225,8.62145291632371,-0.39182913385487733,-1.133106670693305
1357,139.28736727,139.27048182,613.67053624,644.50660573,196.9701444061582,1.8543670737131122,0.7853375460067178
1358,-2.0754563259,0.24658797135,2.6024084582,3.3377918406,2.090053728575616,1.0445530800557965,3.023335571604671
1359,-7.6160302634,-3.2336197654,-10.424056902,13.308687991,8.274068754863608,-1.0537293578774816,-2.74007717669781
1360,1.4673226425,-3.0194893038,2.4369226054,4.1483663264,3.357134401979729,0.6737504579604832,-1.1184512758800238
1361,11.470890259,5.5616245986,-73.87160432,74.963503896,12.748058342734932,-2.457460063715483,0.4514517389196541
1362,-0.63107502938,-0.013645231163,2.7629559185,2.834143132,0.6312225321077026,2.182345249653029,-3.1199738211954924
1363,-4.2791029138,178.0102441,-461.75879692,494.90114594,178.0616683238941,-1.6813180501489193,1.5948302187423473
1364,1.5138405896,1.2523977366,-0.33147274377,1.9925078672,1.964742583994473,-0.16792025981049277,0.6911660259439154
1365,-2.8900698769,-52.675389078,-110.79654365,122.71480434,52.75461229515432,-1.487579470030628,-1.625607030974791
1366,0.0087626932764,6.5156852652,11.510050101,13.226317877,6.515691157501087,1.3340612564564964,1.5694514662565402
1367,-78.416904066,-12.75741593,-50.183323997,93.969827667,79.44786028904281,-0.5957753265522115,-2.9803185025371133
1368,177.64840431,242.23954329,564.34468685,639.31516286,300.3979891531183,1.3880138431315991,0.9380311902656584
1369,-0.27611209455,1.9960422395,-10.973466178,11.15694324,2.0150490094846236,-2.396309137071276,1.7082537862482545
1370,-4.8308018669,0.37292450483,-11.304562399,12.29914023,4.845174853764023,-1.5834202565637443,3.064548231327156
1371,-13.903972206,-20.134640533,-59.556459681,64.387080088,24.468841257778166,-1.6224256147197424,-2.175151684478381
1372,-15.894822517,33.980198243,-42.842264732,56.945227217,37.513987464417994,-0.9783289818143405,2.008326835971893
1373,0.64585047141,8.7248328696,-6.4367268669,10.861458659,8.74870455746867,-0.6816959742513611,1.4969066976609526
1374,3.7240967476,-4.367349871,-13.777415217,14.925140252,5.739568057023857,-1.6096022034241386,-0.8647292356606507
1375,1.0019830127,3.6316161138,-9.3833261688,10.111350827,3.7673074676420004,-1.643780906995426,1.3015884356367147
1376,-27.969469331,-33.846612888,96.234498839,105.77789554,43.90768063389226,1.5262397915743848,-2.261404743566057
1377,-9.7951137098,-5.0223248504,8.2912292024,13.780873745,11.007633691709463,0.6957254969853106,-2.667806825731737
1378,-0.39889202226,-0.66448269967,1.6771452307,1.8475573681,0.7750174859855767,1.514665750893223,-2.111439768693213
1379,1.9504520752,-0.71397798397,-0.98141848905,2.2972179065,2.077023798430305,-0.45649159998037386,-0.3509078835989552
1380,211.95958851,-122.04220492,24.46466049,245.80416302,244.58366041717463,0.09985968650579144,-0.5224206734856062
1381,-2.0187295214,5.0430397693,-7.0954301357,8.9360308754,5.4320823811235845,-1.0822305487364579,1.9515614177738712
1382,11.978054056,10.11834609,11.041067314,19.177066355,15.67975467172482,0.6560718279450364,0.7014326551510176
1383,-0.46175286338,0.99738677215,3.2713117801,3.4510109885,1.099088749873924,1.8109523176222493,2.0043775862723114
1384,1.1774899397,1.1798251859,-3.5161079053,3.8912060892,1.6668743286098924,-1.4915176765594083,0.7863888011830932
1385,3.3574544462,-0.93759773169,7.9083883644,8.6425804241,3.485913060415934,1.557714630031938,-0.27232098889822703
1386,-9.3208575988,-6.615089178,3.7955960199,12.043435571,11.429689025078522,0.3262629770564221,-2.524380783836064
1387,3.4886789159,0.53545315425,-3.5614681833,5.0141446209,3.529531223638838,-0.8877573902544401,0.1522946213289943
1388,0.37377700578,-0.45830710194,0.59606899841,0.83967428245,0.5914005831401451,0.8869443663989577,-0.8866392441269805
1389,7.3643283227,1.326927544,32.412588576,33.265146423,7.482918438119398,2.172137097736177,0.17827029122518928
1390,31.25781099,-18.75296001,-57.012316276,67.669257896,36.45167015409889,-1.2297758026970036,-0.5403788839268118
1391,-0.75144920269,-0.96718303876,2.5700367545,2.8469646739,1.224793425312393,1.4867702229769153,-2.2313211602072776
1392,0.29196165339,-5.02912158,5.6675912638,7.5828026617,5.0375892521594015,0.9670996375540418,-1.5128072104288601
1393,1.4086492572,2.0117943113,-6.3125206623,6.7734427135,2.45593344388425,-1.6730332471883607,0.9599391885823516
1394,-12.722281904,-2.3408539952,-8.0103018051,15.215156564,12.935843778883916,-0.5852469748061002,-2.9596314554386627
1395,0.11673626671,-0.57369403647,0.46236642522,0.74601267726,0.585450427830256,0.7246536427432168,-1.370055182648583
1396,2.1727232212,-1.2978026463,2.4466280207,3.5200861604,2.5308136843088604,0.8576555220691231,-0.5384437364531293
1397,-1.794379153,3.0798709129,19.800163101,20.11844577,3.5644636882493947,2.4158289984512233,2.098334688154596
1398,-5.2551081472,13.229901907,4.3772020024,14.893164992,14.235394834974198,0.3028370698400057,1.9488990594753788
1399,-52.167162928,-314.60897599,585.72552895,666.91424931,318.9047203498764,1.368116050255326,-1.7351170937788998
1400,-0.50367629633,1.2225876602,-3.5445743597,3.7831756223,1.3222747060872098,-1.7123149929515067,1.9615836858309563
1401,2.5268940966,-0.88784479216,8.7630908902,9.1632540126,2.6783319716565317,1.9010772110019785,-0.33788422472013246
1402,2.5241312924,0.5120684311,10.742424814,11.046861262,2.5755490403799555,2.1353556536345804,0.2001528529195486
1403,-124.98374814,40.438763161,-152.67021165,201.40611806,131.36297372210484,-0.9915482271238415,2.8286708223237826
1404,-1.2022096721,-0.42832154998,-1.1244532359,1.7009299003,1.2762317367422185,-0.7947321985212836,-2.7993354347312644
1405,-4.6512175088,-3.4567251256,-25.117617232,25.777460471,5.795064530108531,-2.172759601419801,-2.5024660406317607
1406,-0.51938209784,0.54858564419,1.8873431728,2.0329211063,0.7554495168891411,1.6466013899675747,2.3288563323939195
1407,-14.493150346,-3.6778311936,-3.0320296091,15.256836264,14.952519829125027,-0.2014126163794349,-2.893075109898828
1408,15.383925056,10.218524704,15.095258942,23.852677832,18.468443281849257,0.7461622927281122,0.586316496391956
1409,6.9548914737,-2.3954339388,-5.9962069968,9.4901589825,7.35585611374365,-0.7444632764467753,-0.3316990337703852
1410,-17.095894753,118.82878428,40.62148778,126.7385295,120.05227857424626,0.33221998144153797,1.7136858202138994
1411,-3.4327732792,3.2281018757,-16.682810146,17.335533694,4.712172970752175,-1.9767507496068968,2.386912229244988
1412,354.15911542,149.01344171,-170.46305106,420.34668622,384.2312908201731,-0.4302493409397073,0.39826774328919756
1413,-0.75980569374,0.77316043144,1.1234205414,1.5611391539,1.0840118749276733,0.9068478699709493,2.3474830127178588
1414,13.11260798,-5.6316168161,3.723856611,14.748650923,14.270795212620072,0.2580683914325581,-0.4056600175135664
1415,-0.81966255469,-4.8256316711,6.8858727484,8.4483022695,4.894748995473038,1.141921001852503,-1.7390465377212128
1416,60.713065636,15.040048908,172.1687063,183.17844535,62.548216681822964,1.7371574773850367,0.24283486460137235
1417,-0.62008331594,-0.32249287072,-0.5208213278,0.87164202851,0.6989313059037866,-0.6892771938281868,-2.662010467825149
1418,0.06738042286,7.5641560921,31.027550463,31.936341137,7.564456193741777,2.1191009527234868,1.5618887051231543
1419,0.84211528882,-0.39421721518,-1.4463987158,1.7194867308,0.9298200752880454,-1.2251969574205501,-0.4378259706518099
1420,0.61216063451,-0.27435862637,-0.84367838292,1.0778712874,0.6708303051497593,-1.0523710528609302,-0.42134002594519304
1421,-3.1318827862,1.8132394988,-7.4293131969,8.2638503038,3.6189124425031824,-1.4670516212551945,2.616786311592008
1422,2.6288543954,0.072594334214,-0.38951302366,2.658545799,2.6298565302262924,-0.147575642941497,0.02760742106392541
1423,1.678061846,-1.7067345057,-4.0635908496,4.7161005953,2.3934983250355435,-1.2996852340255054,-0.7938689754991449
1424,-0.61674215763,0.29992268037,0.4556311351,0.82336154542,0.6858020874847444,0.6232389948528849,2.6889637194173375
1425,-2.8058410209,-0.84730892034,5.4295817463,6.1701729458,2.9309855409150165,1.3756452220950648,-2.8483199941532993
1426,-1.730799137,0.5172998847,4.8006065826,5.1292385774,1.8064508914860038,1.7041807978930603,2.8511644205778635
1427,15.819498285,3.315656915,9.3491296215,18.672341349,16.163233178021816,0.5502319307086914,0.20660240202758046
1428,5.9444208511,-5.7647330875,30.490720387,31.595131215,8.280597008978866,2.0146030621669184,-0.7700534458195808
1429,2.308120971,-1.3759275963,-13.063947163,13.337440333,2.6871172596352917,-2.2849475971573665,-0.537565038723919
1430,0.68675935565,1.1451398546,3.5051433093,3.7508683419,1.3352841267558424,1.692686220299996,1.0305852506508733
1431,73.387390593,277.51936174,85.417003147,299.49752864,287.05871392212873,0.2933345413388384,1.3122733488115064
1432,-0.31564932775,-0.47248029949,-0.60620655378,0.83087816036,0.5682183836476843,-0.9278660133399262,-2.1597689822179076
1433,-2.8301585543,0.44356910318,7.8004223299,8.3098218703,2.8647078370705406,1.7269889869978594,2.9861279534744094
1434,-0.23661493301,-0.50546587355,-0.84600320785,1.0135106332,0.5581060614677029,-1.203521338110151,-2.008610164232535
1435,16.09318037,23.101245442,63.60204893,69.554860531,28.15418255593437,1.5538322786465184,0.9623310340197252
1436,19.43375731,21.475841711,-93.685926071,98.060876216,28.963471828838234,-1.890140319712054,0.8352737644589917
1437,-67.815207513,-131.75103287,-548.26582354,567.93718868,148.17974568861652,-2.019262002241518,-2.046152365135736
1438,-38.373675456,-6.440293157,-89.034137612,97.165292179,38.91036293778969,-1.565557687916826,-2.975311304575419
1439,-0.88507590038,2.0899191247,2.7385398273,3.5567853018,2.2696081814313858,1.0202001056474606,1.9713938077010533
1440,0.73035103233,-27.013616655,-103.70211733,107.16528372,27.023487883944938,-2.054523095448347,-1.5437665082604166
1441,2.4996329155,-1.8577130307,12.316827933,12.70446822,3.1143638863632503,2.08370238681455,-0.6391312379143184
1442,-0.70420840855,-0.26511024734,-3.7993788522,3.8731734519,0.7524579230210814,-2.3220595247483566,-2.7815376854368767
1443,3.972548204,-1.9266985276,20.656623563,21.123195863,4.415122472747459,2.2473778602846592,-0.4515783385139198
1444,-126.57159819,199.52099684,-38.927689443,239.46682997,236.2816066654324,-0.1640148999814411,2.136110492744818
1445,23.583617997,-12.784757027,94.151215229,97.898357388,26.826051704785932,1.968380035521873,-0.49676027286707125
1446,-5.2376471679,5.1903825743,4.4124271627,8.5931677855,7.373806284613665,0.5674456160905936,2.3607269158871005
1447,4.5895067883,-21.930374591,-123.96679168,125.97527671,22.405465901458737,-2.41192422200958,-1.3644974039433957
1448,-165.17013083,106.85183416,-1087.0120392,1104.6690274,196.71930912280945,-2.410646252717906,2.5673857979820607
1449,0.81977759213,-0.54312138969,0.79551452646,1.2648555278,0.9833697903114867,0.7396556487885803,-0.5851283206658967
1450,0.65846418108,1.3050870221,-5.8538242873,6.033579866,1.4617890453205622,-2.0958183059564153,1.1035260200704027
1451,-13.671885219,3.4711407853,58.680385419,60.351941946,14.105646521619764,2.1328199350061228,2.8929571507940457
1452,0.63063522238,-0.28799609002,0.1060164351,0.70134300887,0.6932838751716933,0.15232942914943873,-0.4283919576877686
1453,3.5225426008,4.9552431214,-15.041151544,16.223408413,6.079699068756022,-1.637529986818468,0.9528110573309099
1454,-53.985020293,-78.202775251,-213.90637352,234.06407906,95.0266092891567,-1.5505703260128418,-2.1749967570963458
1455,0.02053610192,-1.4397203079,2.7552716573,3.1088162059,1.4398667634408886,1.4042963640433908,-1.5565333416743998
1456,5.1169451289,32.996793,-31.633279402,45.996041585,33.391188594253755,-0.8436531529553383,1.416947750270702
1457,-9.2675213,2.2087525458,-50.355370535,51.24869638,9.527094985069251,-2.366943720259501,2.907624846751301
1458,-0.328207915,0.77976450804,0.15201836041,0.85957123344,0.8460219402991334,0.1787329344970977,1.9691946020671853
1459,4.1501988658,0.74466965211,19.780331168,20.224741893,4.216477619585006,2.250006180392888,0.17754064801798805
1460,-12.847931764,12.81272109,8.459558287,20.019972497,18.144838724621692,0.4507994586222843,2.3575666552772194
1461,-27.675981065,2.606612889,-35.104466438,44.77809646,27.79845964551524,-1.0555769816547227,3.0476864486245603
1462,-2.9770759415,-1.0604260793,9.1565226399,9.6865572566,3.160298187057304,1.785479346109323,-2.7994076571177566
1463,8.1446283783,-48.325225683,154.56204868,162.14527221,49.006758806653316,1.8660198460241373,-1.4038276181835028
1464,-0.56100780527,-0.95192125705,-1.026496157,1.5081704803,1.1049361235824966,-0.8302745977708464,-2.103342691549373
1465,-27.502156629,-2.1949202718,36.614256101,45.845283771,27.58960482220808,1.0948686823517242,-3.061952432522781
1466,-1.2067236958,5.217944471,-24.098502638,24.686452884,5.355663038358993,-2.209267463914527,1.7980650560133737
1467,-1.3660289059,3.0147802907,15.957051295,16.296699703,3.3098240395748424,2.276739318761897,1.9962340169538175
1468,0.83020011543,-15.945995355,-8.865769047,18.263785503,15.967592182083735,-0.5300625278873784,-1.5187800552196014
1469,-0.29196749422,0.57069657788,-0.18404665333,0.66694285534,0.6410457095130181,-0.28329903618725627,2.04367959756524
1470,8.6245228225,-0.85442535273,2.4546666555,9.0076536894,8.66674313679661,0.2795720913808719,-0.09874707279275505
1471,0.45749060757,3.0028039557,-10.603243239,11.029727849,3.037454403342104,-1.9631987928475232,1.4196045173898
1472,14.470999088,-10.488122794,-7.3027148679,19.306480227,17.87206015955965,-0.3980182278898378,-0.6271563661484005
1473,-26.094240788,-9.0380045961,-81.220543618,85.786780071,27.615121389942278,-1.799674166740751,-2.808164154237791
1474,-225.74945798,-66.802011632,-488.45622871,542.23132877,235.4258408423885,-1.476585427076411,-2.8538903698530023
1475,0.75549641521,10.910890408,5.3879638761,12.192147434,10.937015330005787,0.474615285868085,1.5016642545016938
1476,-10.842654139,-7.6708333652,1.1948123924,13.335381883,13.281748126456826,0.08983807667359772,-2.525872018072205
1477,-59.947037965,125.24375069,280.9847567,313.41997056,138.8511593314079,1.4541578831235205,2.017212782011236
1478,8.9373783743,60.505505751,70.615050787,93.419903426,61.16202219016061,0.9865530961089225,1.4241449557340886
1479,4.1894633636,4.7034909229,-1.5036408812,6.47575216,6.298764175356093,-0.2365088970424716,0.8431355841331727
1480,-1.7001953263,-0.16887191923,9.256733982,9.4130922595,1.7085613458921478,2.391256952466059,-3.0425923517555997
1481,1.4724599992,-0.81520474459,6.8888623456,7.0914823304,1.6830618600770773,2.117037721060587,-0.5056293772076869
1482,-0.86917563576,0.28294651791,0.72064889332,1.1639844695,0.9140705759383102,0.7235807934460171,2.8268775371681296
1483,1.4689215504,0.86728384778,-0.38790262736,1.7493942501,1.7058463570467364,-0.2254805045422571,0.5333472107875967
1484,-1.3311407965,-1.0396974452,-1.3077944181,2.1361724738,1.689054942167975,-0.7124548065366241,-2.4785092379739337
1485,-0.045363973161,0.68950171769,0.13310735406,0.70369601141,0.6909924086112759,0.19146027750979056,1.6364940425568375
1486,201.45306024,232.00104096,-483.19999788,572.6168496,307.2585531544804,-1.2343804235032456,0.8557575286451111
1487,1.322143105,0.92124775503,1.9302023163,2.5144464198,1.611446498102514,1.014568619684416,0.6085641056692729
1488,29.342113772,28.934145065,172.59694461,177.44816054,41.20854755085959,2.139416318380499,0.7783976789684784
1489,2.9110069691,-0.76047088123,-11.516750207,11.903269,3.0087003066685623,-2.0520829845359487,-0.255529004772849
1490,-0.55127973825,-0.2424532741,-2.7119868269,2.7780506635,0.6022399355130795,-2.210034433461849,-2.727252674965288
1491,0.71388537694,-1.0584549579,4.6675623104,4.8390182012,1.2766985663467538,2.0077067433270503,-0.9774178276337732
1492,1.4180435214,4.1923309234,15.237124982,15.86683534,4.425662210322926,1.949915233318261,1.2446299754092829
1493,129.05294308,-19.860691163,695.95695551,708.09970562,130.57223736722057,2.3751943240408253,-0.15269771461418766
1494,4.9216084387,1.1034589623,-7.2871292569,8.8623983273,5.043793344831174,-1.1637323507199682,0.2205595059461685
1495,1.8969188156,-0.34578000979,8.0941532578,8.3206479176,1.9281765500461,2.141608674911649,-0.18030542605289998
1496,50.851303556,50.419941848,-121.72381139,141.22574789,71.61023397043303,-1.3007242276936444,0.7811387203782075
1497,0.38717625306,1.8716086414,-2.1613319618,2.8851655423,1.9112363426580017,-0.9709441066490495,1.3668055648278592
1498,3.1169825245,-7.2513000315,-12.527630893,14.806703482,7.892840566289825,-1.2421874902497834,-1.1648235639663627
1499,128.92209677,-115.83731688,-781.98427225,800.96104341,173.31817855473435,-2.2119134268651983,-0.7319892430708838
1500,-19.586200516,23.454734086,-151.89314744,154.93634835,30.557221760132727,-2.306691155829964,2.2665550219410844
1501,-1.4007540201,-2.5372653495,-0.88106788959,3.029209122,2.89824555181228,-0.2995026466525288,-2.0752291937202156
1502,0.5369633302,0.15962735958,0.089496237901,0.56729189004,0.5601879255267439,0.1590891736341914,0.2889576364149841
1503,-4.1887775418,2.3143676568,-4.9374336602,6.8760749046,4.785619598916108,-0.9036281660478548,2.636819634214284
1504,0.54390507658,-0.17662247014,2.973805416,3.0282910827,0.5718638205795596,2.350963216501968,-0.3139879643670511
1505,-8.9416468985,-5.2231918736,-13.415328683,16.947148028,10.355422859830291,-1.0756971969839468,-2.6129150290689687
1506,-58.161189819,-261.07688705,178.48417152,321.55942598,267.47684937743713,0.6256622714118252,-1.7899911958633008
1507,-21.633547797,58.171407241,-134.98903492,148.57308828,62.063862357118495,-1.5192673356570896,1.926840403858357
1508,-8.5301282058,-71.325259212,362.81645711,369.85921273,71.8335276097894,2.322351809024267,-1.689825759410421
1509,-8.5350116551,-23.496540879,69.449468362,73.811669219,24.99867710962344,1.7458461939807746,-1.9192220309373584
1510,73.864006012,-15.659102382,150.69717566,168.55485048,75.50562145662222,1.4417737316213795,-0.2089060803163171
1511,-0.30047721248,0.62310674687,0.076186073935,0.69595466165,0.6917720529297677,0.10991033532256993,2.0201225156842963
1512,-24.662329684,30.57984884,55.667308341,68.133742583,39.28559100382171,1.1478180385830081,2.249481827087397
1513,-1.3937254566,-0.43199640644,-1.7513439564,2.2795388124,1.4591406866892418,-1.0161377096134676,-2.8410252680514154
1514,0.44863975113,-0.47301957739,-0.29371223985,0.7150468703,0.6519395270178074,-0.4365244430186475,-0.8118440980204708
1515,0.68456220881,0.049981588543,1.9055335768,2.025384356,0.6863844235733411,1.745190393271547,0.07288316030379631
1516,-12.067747846,5.4780709928,2.9991007013,13.588024319,13.252916655468502,0.22440914009133295,2.715464476741791
1517,10.545202738,13.42634689,4.2600867944,17.595920865,17.072436603957133,0.24701056533917173,0.9050145361733317
1518,-29.168189991,3.9772454028,-144.68113998,147.64563676,29.43810096363497,-2.2955824885001834,3.0060728509551202
1519,4.2941485155,2.0783610799,-1.9656048782,5.1597382481,4.770670419512749,-0.40117103888290123,0.45076459060798046
1520,-0.64079055013,0.37037620402,0.75880119627,1.0599859985,0.7401290844441749,0.8991005720416834,2.6175075755405848
1521,4.1538645481,-3.1699833324,9.322798446,10.687280097,5.2252641092729295,1.3427307299835727,-0.6518582835624379
1522,-3.1619474311,-1.2587150395,-0.86532948826,3.5115623632,3.403274174629981,-0.2516008887621562,-2.762740631274955
1523,-17.784772085,19.393770699,-17.08193841,31.372106718,26.313807402973563,-0.6105220278797202,2.312943865092622
1524,-0.51394992599,-0.8934765362,3.7512403618,3.890276224,1.0307496530026465,2.0033097335165757,-2.0927995873110463
1525,-3.1152701404,-7.0286419605,18.121054906,19.684495085,7.688089220122847,1.5927836402987179,-1.9880019332509375
1526,34.358760024,29.350346642,269.16599436,272.93277517,45.18813160988603,2.4846137390730045,0.7069457381101334
1527,0.48549285146,0.17802970887,0.93556614987,1.0689630054,0.517105294943978,1.3549179578286197,0.3514732329580395
1528,-7.2922839228,1.1025783112,-10.869099661,13.13508322,7.375166692560651,-1.1801095974987035,2.9915313323474706
1529,-0.46863996376,0.20018287807,2.083449382,2.1448678112,0.5096043566389151,2.1159247128714758,2.7378963603866198
1530,-0.28366568886,-3.6792966445,-2.0875376357,4.2397527524,3.690215443746527,-0.5391872435781769,-1.6477419142843783
1531,8.9957782925,-0.91176270431,3.3196590216,9.632002613,9.041865864786146,0.35935853738673584,-0.10100957124150413
1532,0.68860238628,1.4740131624,0.87728511298,1.8483823248,1.6269259507792477,0.5160210149683566,1.1337627990458037
1533,-0.51562988205,0.40686128466,-2.628877247,2.70968741,0.6568183007636759,-2.0953046837272624,2.4735600807426295
1534,-0.48753758921,0.15301413639,0.066309205224,0.51526996567,0.5109855446369068,0.12940581070647536,2.837477498701562
1535,405.09739163,-351.10996458,37.748599901,537.40772299,536.0803148156052,0.07035787882301006,-0.7141267273179259
1536,-0.89704250467,-0.28342820184,-0.28004318181,0.98155029645,0.9407533155843155,-0.293449912343043,-2.835560093057365
1537,-103.89509625,57.089632168,527.1723167,540.33699543,118.54710931049438,2.197773039864853,2.639138747534842
1538,1.3775416478,-0.74635733912,0.46037792334,1.6329782918,1.5667387367017598,0.2897724013957267,-0.4965287948208485
1539,232.91120078,-166.55950764,-34.160396634,288.36891256,286.3384309415358,-0.11901957712152629,-0.6208018417514524
1540,1.2423814194,5.4416791792,6.109500426,8.2753476867,5.581700805364719,0.9466819044417093,1.3463350800256124
1541,-6.212575486,-15.947484906,-26.896904216,31.880430132,17.11485813544319,-1.233809327273778,-1.9422744213378291
1542,4.8654087436,7.5485651381,-19.668675171,21.621975415,8.980703640942506,-1.5255578605921118,0.9982637056830945
1543,1.0014282107,-4.6419876222,-28.340075562,28.735183842,4.7487795848874494,-2.486483081827066,-1.3583200092612828
1544,1.1202564817,0.07217358514,-1.56617244,1.9269353188,1.1225789999740878,-1.135163098535239,0.0643370310612659
1545,0.52982750243,0.086365615114,-1.2461111365,1.356823189,0.536820455837174,-1.578730982449538,0.16158586438275876
1546,-11.902720221,12.916257893,-24.23120303,29.927506861,17.564295221211896,-1.1260506471152998,2.3153799646088564
1547,6.2744965332,-15.438004076,-79.572019458,81.298262941,16.66437147316788,-2.2673253451820288,-1.1847575794267817
1548,0.55866257844,0.45903853236,0.96049328477,1.2022344201,0.7230631028758499,1.0956290327339844,0.6878178032784339
1549,27.592690365,-15.904371253,-26.091590068,41.171308684,31.84816457085112,-0.7476290500349791,-0.5228842713740878
1550,7.3973113113,-2.0703413339,-10.501696811,13.011232216,7.681570664593392,-1.118726401365427,-0.27289514755476874
1551,-7.177721939,2.7434392191,-36.762322402,37.556816949,7.684149333693219,-2.269208835042417,2.7765107994029137
1552,-0.17421281136,-0.65228840072,0.63305474794,0.92552070492,0.6751520283282946,0.8365896191427205,-1.8317840347353902
1553,0.99456618806,1.6289756188,9.087202383,9.2854709422,1.9085920122113689,2.264498611488245,1.0226577461462611
1554,-278.1529463,79.965624859,-1465.485883,1493.791296,289.41935438816284,-2.324823631610959,2.861653946056371
1555,9.8746858812,3.2465158272,0.45909517949,10.404809208,10.39467586164334,0.04415203122723921,0.3176393502416717
1556,11.85608428,48.369224672,14.712038009,51.928727042,49.80109064894941,0.2912795937778107,1.3304193641293884
1557,-10.616415954,25.765737364,14.635938604,31.476851947,27.867212089101617,0.5036395599940431,1.9616354652361279
1558,-4.0187288915,-1.9899624626,7.5344534482,8.7680169519,4.484432238972274,1.290704758208169,-2.6818148108550606
1559,-2.3570889657,-0.82702615544,-6.23357747,6.7154544693,2.4979673044310573,-1.6455437087058749,-2.8041451231299326
1560,0.66589192561,1.8857415304,8.1494460158,8.3912396903,1.9998582889964798,2.1127468236325435,1.2313452356635641
1561,-0.60854702611,-0.39051714941,-1.176961073,1.3813292491,0.7230720067674016,-1.2635856598026072,-2.571059801439812
1562,-0.51735620061,0.15825424197,1.788577931,1.8686125491,0.5410192634381089,1.910995617924134,2.8447407156592543
1563,13.549399281,-6.7775647719,27.073421632,31.024051379,15.149970465755477,1.344123586629921,-0.46381676124093496
1564,41.032830167,19.238806486,-16.460323027,48.215838276,45.31914415034358,-0.3556631325025988,0.4384298116066587
1565,-338.6610568,-262.03168903,-1774.8059821,1825.7294957,428.196120310317,-2.1292565415693083,-2.4830774931174115
1566,33.988489155,-108.94062841,-28.573250458,117.64229067,114.11957725738934,-0.24783502019273895,-1.2683752947947207
1567,5.7439978539,8.9931532086,-23.203433632,25.539570245,10.671003513210943,-1.5190315660634555,1.0024003280798026
1568,4.7945336971,5.5963083395,-15.000243863,16.712675918,7.3692754327263845,-1.459404773627701,0.862407232092954
