event,n_hard_nu,sum_px,sum_py,met_hard_nu
2018,2,-14.570692647039309,24.028037514873045,28.100741467630918
2024,2,84.81589765642632,22.30451348276593,87.6996454780079
2039,2,19.13180088855066,-27.712520414916504,33.6750589158551
2046,2,76.7449130739114,28.28484620006325,81.79128442128446
2049,2,-94.12000375036128,15.870152870338122,95.4486084660008
2058,2,-9.944092937845786,-9.485571234239238,13.742672447393241
2060,2,65.4898146937106,-70.27667958666927,96.06106142628204
2067,2,-131.78729728501378,20.408487075516234,133.35815711984068
2074,2,-105.11397862348838,-47.18475709429356,115.21870422855248
2075,2,-13.651579876480566,-30.431000512519716,33.35283234324942
2076,2,-79.60005019479046,72.53619496272043,107.69246756706315
2083,2,-40.36341099664411,41.07897516750851,57.590686296455885
2094,2,-42.988088891520995,-7.403461269799216,43.62094709332579
2098,2,2.9746071112564456,-45.953070340126764,46.04924495744719
2099,2,-12.268363319971577,-12.441250925840096,17.47276346633643
2106,2,44.873789392616374,158.29288933883333,164.53053148181655
2113,2,-19.397936428188643,9.97062767499306,21.810395546742967
2117,2,-11.044784728552827,25.565050513502737,27.84886133144442
2118,2,-22.195357423883564,20.86596651477178,30.463460896121447
2133,2,76.79986725449864,-40.61512620857516,86.8781220287772
2134,2,41.50504573910776,-77.60014730471407,88.00256634620806
2138,2,47.729493467843,16.990880089643223,50.66354264081325
2148,2,-139.93741117988668,37.675202319040494,144.92032265182584
2150,2,30.26936782235363,28.70149559662894,41.71343282263218
2158,2,-34.8465399535191,-63.82595559227617,72.71886931188777
2159,2,-136.19140982916798,75.23604393783029,155.5910100830749
2161,2,-9.503083999891473,55.03646400437764,55.85088160104681
2169,2,-25.96009705621155,1.1823145567823445,25.987006500924707
2170,2,-263.2457945789468,44.33693194416707,266.9533889983844
2172,2,-1.2361464975228742,28.473395487228817,28.50021594190964
2174,2,39.43604104822373,-23.65690104912771,45.987501571681484
2180,2,-36.524195050217564,14.296346664238797,39.22247253820734
2181,2,10.328374921749147,-28.188590925020584,30.021192295816125
2186,2,-73.44213670380323,39.73351392663825,83.50149443320447
2188,2,7.400725682351315,-71.52408523849593,71.90594905728625
2191,2,-9.732852198275863,-72.2579696826635,72.91051086485542
2195,2,38.158639614331776,-5.105844805594691,38.49871982800556
2196,2,62.89029914064252,42.243459278170725,75.76080502334943
2199,2,-44.19373192392005,25.58116591360013,51.06350938647331
2210,2,-22.993081451343258,45.222182525707794,50.731918818595226
2213,2,-54.91347667208028,-57.59397795933396,79.5773599549228
2217,2,76.33925388464262,22.968101070194795,79.71960455518207
2219,2,32.12055415715503,17.907661345096596,36.77518639263975
2226,2,-52.576028282071384,-52.867783285622224,74.56031960401381
2228,2,-12.6522845754699,-40.8550826459348,42.76935916032454
2248,2,-18.998985916860466,2.8506566911425395,19.211655562179384
2255,2,-28.642848085963855,-45.00207216581437,53.3441584964349
2258,2,-49.493248716859256,9.551598353379347,50.40649461778878
2259,2,-13.024984158655574,-12.70834441469805,18.19758857914465
2261,2,1.529048338262566,4.6283554453057505,4.874388469216924
2267,2,49.00776310723321,-93.2359125437408,105.3313639550859
2271,2,-52.153795732997324,-46.14152437594742,69.63518278209197
2278,2,8.21300910457932,-29.250703028892527,30.381855543010623
2285,2,20.97404505755536,-2.8147003436256526,21.16206757622631
2287,2,-22.191935234609815,3.91067863535946,22.533872211543525
2289,2,9.744296729129717,-37.59709152947487,38.83931783928548
2290,2,27.835486093171035,-59.31652064126982,65.52300288470688
2295,2,71.67990533771989,14.670091239356857,73.16570512333998
2313,2,55.117448250074105,48.971193310267026,73.72998627309745
2321,2,122.2514416134135,-6.588113115857432,122.4288291661126
2325,2,-5.663344227084286,-10.584713413371247,12.004566875887281
2330,2,25.641714418886533,34.03942566067222,42.61666361469612
2337,2,7.23697112649991,15.412524323141435,17.027027253669964
2341,2,89.26146261780801,14.008077169183672,90.35394255176772
2344,2,5.3554201733476425,48.24922751921723,48.5455299840705
2347,2,50.26196253898641,-10.071012036913848,51.26100039716487
2357,2,139.53636829168386,-28.427795675814178,142.40273046194824
2364,2,-51.432476654252206,24.8702991444058,57.12995216453826
2377,2,26.31130045648613,32.6305915268311,41.91706138438605
2390,2,-12.156796356862468,2.202360082679526,12.35467877348516
2392,2,-27.31397893740923,-11.878112866912836,29.78494604111875
2409,2,-38.117518848802575,-21.44672910061205,43.73679723418096
