event,particle,charge,x,y,z,px,py,pz,E,photon_pT,weight,eta
2427.0,positron,1,22.21870814995653,-7.653692451820571,-8.223025540581464,1.6250047246,-0.5597664054499999,-0.60140559315,1.8208974356384928,3.437428564286237,0.01,-0.3431422514931243
2427.0,electron,-1,22.21870814995653,-7.653692451820571,-8.223025540581464,1.6250047246,-0.5597664054499999,-0.60140559315,1.8208974356384928,3.437428564286237,0.01,-0.3431422514931243
2428.0,positron,1,16.485241819814615,16.74774021001745,14.844562107214616,0.53863556,0.54721238095,0.485028312655,0.9081971814746168,1.5356687876771886,0.01,0.5958027604248674
2428.0,electron,-1,16.485241819814615,16.74774021001745,14.844562107214616,0.53863556,0.54721238095,0.485028312655,0.9081971814746168,1.5356687876771886,0.01,0.5958027604248674
2429.0,positron,1,-7.157488591839438,22.38348402411225,-10.66623470492542,-5.073039335499999,15.864823738500002,-7.559946135499997,18.291559417525477,33.31236169071196,0.01,-0.4395874716710445
2429.0,electron,-1,-7.157488591839438,22.38348402411225,-10.66623470492542,-5.073039335499999,15.864823738500002,-7.559946135499997,18.291559417525477,33.31236169071196,0.01,-0.4395874716710445
2430.0,positron,1,9.332574262594507,-21.567407299746503,2.773809556856324,63.53375707000001,-146.82534287500002,18.883379610499983,161.0925250385794,319.9638704465933,0.01,0.11776207486388297
2430.0,electron,-1,9.332574262594507,-21.567407299746503,2.773809556856324,63.53375707000001,-146.82534287500002,18.883379610499983,161.0925250385794,319.9638704465933,0.01,0.11776207486388297
2431.0,positron,1,5.463215791694801,-22.85614300824565,-17.415550977355828,0.4182734838749997,-1.74990681835,-1.3333654496999998,2.239417335530479,3.598403301588497,0.01,-0.6860017446286556
2431.0,electron,-1,5.463215791694801,-22.85614300824565,-17.415550977355828,0.4182734838749997,-1.74990681835,-1.3333654496999998,2.239417335530479,3.598403301588497,0.01,-0.6860017446286556
2432.0,positron,1,-19.651550899501373,-12.886681001883565,5.079181078054529,-0.6691646243500001,-0.43881071249,0.1729536928400001,0.8186874347053651,1.600420114691712,0.01,0.2144870103598848
2432.0,electron,-1,-19.651550899501373,-12.886681001883565,5.079181078054529,-0.6691646243500001,-0.43881071249,0.1729536928400001,0.8186874347053651,1.600420114691712,0.01,0.2144870103598848
2434.0,positron,1,20.85330744218768,10.834646681899684,39.42583487039706,1.36663319705,0.7100546460000001,2.5837941969,3.0079654830997327,3.0801713560029675,0.01,1.2894559783845747
2434.0,electron,-1,20.85330744218768,10.834646681899684,39.42583487039706,1.36663319705,0.7100546460000001,2.5837941969,3.0079654830997327,3.0801713560029675,0.01,1.2894559783845747
2435.0,positron,1,20.329899662118528,11.78750099589362,9.428958656935388,44.5185412925,25.812343324000004,20.647592575,55.44818000467888,102.9208936356088,0.01,0.3911792228325644
2435.0,electron,-1,20.329899662118528,11.78750099589362,9.428958656935388,44.5185412925,25.812343324000004,20.647592575,55.44818000467888,102.9208936356088,0.01,0.3911792228325644
2436.0,positron,1,-15.222765480017191,17.903000059777604,16.65590236651532,-5.2382765125,6.160566872000001,5.731430486500002,9.911681009161596,16.17307948484679,0.01,0.6598297408369334
2436.0,electron,-1,-15.222765480017191,17.903000059777604,16.65590236651532,-5.2382765125,6.160566872000001,5.731430486500002,9.911681009161596,16.17307948484679,0.01,0.6598297408369334
2437.0,positron,1,-18.657863981388157,14.287550932613284,-14.985260306156498,-6.010774007,4.6028441334500005,-4.8276165603,8.978945368657989,15.141410539320558,0.01,-0.6008577517350059
2437.0,electron,-1,-18.657863981388157,14.287550932613284,-14.985260306156498,-6.010774007,4.6028441334500005,-4.8276165603,8.978945368657989,15.141410539320558,0.01,-0.6008577517350059
2438.0,positron,1,-23.49766187663617,-0.3314910726990018,-3.1506828726507314,-2.5736653688,-0.0363077440790001,-0.345089798295,2.5969518000393905,5.147842920230005,0.01,-0.13367316562134782
2438.0,electron,-1,-23.49766187663617,-0.3314910726990018,-3.1506828726507314,-2.5736653688,-0.0363077440790001,-0.345089798295,2.5969518000393905,5.147842920230005,0.01,-0.13367316562134782
2439.0,positron,1,-19.330485449608148,-13.3634700689038,-10.738483719276546,-0.8771822962999998,-0.6064099834500005,-0.48729287385,1.172448802240406,2.1327745769020883,0.01,-0.44238540369173385
2439.0,electron,-1,-19.330485449608148,-13.3634700689038,-10.738483719276546,-0.8771822962999998,-0.6064099834500005,-0.48729287385,1.172448802240406,2.1327745769020883,0.01,-0.44238540369173385
2441.0,positron,1,-22.64646139557969,6.275968949773301,61.178384207141534,-96.81242129999998,26.8294343835,261.5343475899998,280.16544832765175,200.92250712458497,0.01,1.684939849452409
2441.0,electron,-1,-22.64646139557969,6.275968949773301,61.178384207141534,-96.81242129999998,26.8294343835,261.5343475899998,280.16544832765175,200.92250712458497,0.01,1.684939849452409
2442.0,positron,1,0.7542868258351572,-23.487891590868085,41.90505602514509,0.063024309245,-1.9625268431500005,3.5013699290500013,4.014358610500029,3.927077118489075,0.01,1.3422497303641727
2442.0,electron,-1,0.7542868258351572,-23.487891590868085,41.90505602514509,0.063024309245,-1.9625268431500005,3.5013699290500013,4.014358610500029,3.927077118489075,0.01,1.3422497303641727
2443.0,positron,1,19.586835501351413,12.984832499612764,-34.67538253400504,8.451250841999999,5.602644520499998,-14.961597845499996,18.07381189754847,20.27937537672148,0.01,-1.1811228109816423
2443.0,electron,-1,19.586835501351413,12.984832499612764,-34.67538253400504,8.451250841999999,5.602644520499998,-14.961597845499996,18.07381189754847,20.27937537672148,0.01,-1.1811228109816423
2444.0,positron,1,-15.720708050702491,17.46737926492059,7.426235528694818,-0.433395909955,0.4815489675549999,0.204729971075,0.6794378440853728,1.2957182146115087,0.01,0.31097363506100295
2444.0,electron,-1,-15.720708050702491,17.46737926492059,7.426235528694818,-0.433395909955,0.4815489675549999,0.204729971075,0.6794378440853728,1.2957182146115087,0.01,0.31097363506100295
2445.0,positron,1,22.803632134881813,-5.678411878068164,39.57364491953612,6.444447354000001,-1.6047542859,11.183756595499998,13.007019243623104,13.282490431630965,0.01,1.292671918420052
2445.0,electron,-1,22.803632134881813,-5.678411878068164,39.57364491953612,6.444447354000001,-1.6047542859,11.183756595499998,13.007019243623104,13.282490431630965,0.01,1.292671918420052
2447.0,positron,1,-14.650257910604656,-18.37443722002842,-44.44638596344478,-152.43716620499998,-191.187565265,-462.468385585,523.1317065693548,489.0389544916414,0.01,-1.393955719000803
2447.0,electron,-1,-14.650257910604656,-18.37443722002842,-44.44638596344478,-152.43716620499998,-191.187565265,-462.468385585,523.1317065693548,489.0389544916414,0.01,-1.393955719000803
2448.0,positron,1,-22.32914381008604,-7.325253354560261,-7.474791629116133,-31.6540301155,-10.384356528000003,-10.5963435655,34.95847508132628,66.62769643484899,0.01,-0.31294323326130147
2448.0,electron,-1,-22.32914381008604,-7.325253354560261,-7.474791629116133,-31.6540301155,-10.384356528000003,-10.5963435655,34.95847508132628,66.62769643484899,0.01,-0.31294323326130147
2449.0,positron,1,-5.61861862395075,22.818438262917866,5.3175086194241645,-0.3049501574600002,1.23846924075,0.288607431705,1.3077059717131052,2.550921918694306,0.01,0.22438919779179647
2449.0,electron,-1,-5.61861862395075,22.818438262917866,5.3175086194241645,-0.3049501574600002,1.23846924075,0.288607431705,1.3077059717131052,2.550921918694306,0.01,0.22438919779179647
2450.0,positron,1,23.4988386739678,0.2336257152697739,-14.32130501195678,8.9990848025,0.0894690011249998,-5.484468406000001,10.539019199202595,17.99905908482427,0.01,-0.5768833182378615
2450.0,electron,-1,23.4988386739678,0.2336257152697739,-14.32130501195678,8.9990848025,0.0894690011249998,-5.484468406000001,10.539019199202595,17.99905908482427,0.01,-0.5768833182378615
2453.0,positron,1,14.464361243071837,-18.52112992854165,-23.793741583465906,2.1523404378500004,-2.7559998142999995,-3.540580279849999,4.976325256139178,6.993741298282619,0.01,-0.8901846065628678
2453.0,electron,-1,14.464361243071837,-18.52112992854165,-23.793741583465906,2.1523404378500004,-2.7559998142999995,-3.540580279849999,4.976325256139178,6.993741298282619,0.01,-0.8901846065628678
2454.0,positron,1,-10.793940926634072,20.874406321434247,-1.174562841190799,-50.318083680000015,97.31016050499996,-5.475456251999997,109.6866332052539,219.09976615903847,0.01,-0.049960610767830704
2454.0,electron,-1,-10.793940926634072,20.874406321434247,-1.174562841190799,-50.318083680000015,97.31016050499996,-5.475456251999997,109.6866332052539,219.09976615903847,0.01,-0.049960610767830704
2455.0,positron,1,-7.303452601233206,22.336283936714715,55.24342210625057,-0.245315622665,0.7502532981499999,1.8555709514500007,2.0164829089217524,1.5786826990988017,0.01,1.5903414955563415
2455.0,electron,-1,-7.303452601233206,22.336283936714715,55.24342210625057,-0.245315622665,0.7502532981499999,1.8555709514500007,2.0164829089217524,1.5786826990988017,0.01,1.5903414955563415
2456.0,positron,1,-23.407365365472824,2.084525520895162,48.43484254107784,-60.311488685,5.370994787499988,124.79736237999995,138.71086802919686,121.10034273127778,0.01,1.470612302297102
2456.0,electron,-1,-23.407365365472824,2.084525520895162,48.43484254107784,-60.311488685,5.370994787499988,124.79736237999995,138.71086802919686,121.10034273127778,0.01,1.470612302297102
2457.0,positron,1,7.043231886512928,-22.41969858389732,-43.07526877754472,0.152141347495,-0.4842894864100001,-0.9304719113500008,1.0599345612235596,1.0152503066039549,0.01,-1.3663508664305593
2457.0,electron,-1,7.043231886512928,-22.41969858389732,-43.07526877754472,0.152141347495,-0.4842894864100001,-0.9304719113500008,1.0599345612235596,1.0152503066039549,0.01,-1.3663508664305593
2458.0,positron,1,-7.350387374823281,-22.32088272089701,-4.091281851082801,-1.4875003307499992,-4.517084438800002,-0.8279540650500002,4.8272369938778965,9.511405587236933,0.01,-0.1732294087906794
2458.0,electron,-1,-7.350387374823281,-22.32088272089701,-4.091281851082801,-1.4875003307499992,-4.517084438800002,-0.8279540650500002,4.8272369938778965,9.511405587236933,0.01,-0.1732294087906794
2459.0,positron,1,-1.631648053901775,-23.443287410860247,22.41488785740692,-3.501611281699997,-50.31065338,48.10364833999999,69.69493603346672,100.8647237658565,0.01,0.8483431840715863
2459.0,electron,-1,-1.631648053901775,-23.443287410860247,22.41488785740692,-3.501611281699997,-50.31065338,48.10364833999999,69.69493603346672,100.8647237658565,0.01,0.8483431840715863
2460.0,positron,1,20.892444286134683,-10.758985628336822,41.548282163833605,78.414229875,-40.380989449,155.94042055999998,179.15588329775625,176.4019926845453,0.01,1.334799705367942
2460.0,electron,-1,20.892444286134683,-10.758985628336822,41.548282163833605,78.414229875,-40.380989449,155.94042055999998,179.15588329775625,176.4019926845453,0.01,1.334799705367942
2462.0,positron,1,20.918784075081145,10.707682887540685,-51.66586150762716,77.995531425,39.923516307,-192.6357818099999,211.62640314982755,175.23915175078264,0.01,-1.529059198268237
2462.0,electron,-1,20.918784075081145,10.707682887540685,-51.66586150762716,77.995531425,39.923516307,-192.6357818099999,211.62640314982755,175.23915175078264,0.01,-1.529059198268237
2463.0,positron,1,11.593185698580704,20.44133179022893,-37.91686776429004,0.137660911095,0.242726411135,-0.450236086785,0.5296972446119128,0.5580918817040167,0.01,-1.256108109345727
2463.0,electron,-1,11.593185698580704,20.44133179022893,-37.91686776429004,0.137660911095,0.242726411135,-0.450236086785,0.5296972446119128,0.5580918817040167,0.01,-1.256108109345727
2464.0,positron,1,23.10069919383353,4.3136639595613815,58.05541899179627,3.59815389825,0.6718942427499999,9.042684396999997,9.7554238479258,7.320697603079168,0.01,1.6361977956634115
2464.0,electron,-1,23.10069919383353,4.3136639595613815,58.05541899179627,3.59815389825,0.6718942427499999,9.042684396999997,9.7554238479258,7.320697603079168,0.01,1.6361977956634115
2465.0,positron,1,5.281766754896828,22.89875411341994,-13.184199725602095,0.0837681842950001,0.3631714810049999,-0.20909981899,0.4273562537474991,0.7454143366355283,0.01,-0.535122362069578
2465.0,electron,-1,5.281766754896828,22.89875411341994,-13.184199725602095,0.0837681842950001,0.3631714810049999,-0.20909981899,0.4273562537474991,0.7454143366355283,0.01,-0.535122362069578
2466.0,positron,1,-15.077972235247495,-18.02511451484028,-16.524944203097686,-0.36686612882,-0.4385738268,-0.4020727863249999,0.69899948750519,1.143569426015525,0.01,-0.6552772337019521
2466.0,electron,-1,-15.077972235247495,-18.02511451484028,-16.524944203097686,-0.36686612882,-0.4385738268,-0.4020727863249999,0.69899948750519,1.143569426015525,0.01,-0.6552772337019521
2469.0,positron,1,14.448237063624092,18.53371106263716,10.084713500221032,71.287633125,91.44537073,49.75799836399999,126.17464430583334,231.8981023166144,0.01,0.4169503292109123
2469.0,electron,-1,14.448237063624092,18.53371106263716,10.084713500221032,71.287633125,91.44537073,49.75799836399999,126.17464430583334,231.8981023166144,0.01,0.4169503292109123
2471.0,positron,1,-22.58873869990302,-6.480654592516375,-9.442233405945718,-0.272519544225,-0.0781851992399999,-0.113914866095,0.3055428351021212,0.5670267272882302,0.01,-0.3917034292192101
2471.0,electron,-1,-22.58873869990302,-6.480654592516375,-9.442233405945718,-0.272519544225,-0.0781851992399999,-0.113914866095,0.3055428351021212,0.5670267272882302,0.01,-0.3917034292192101
2472.0,positron,1,10.401848731442325,-21.072530530721544,12.689004899998476,7.906845559000001,-16.0180414795,9.645400989000002,20.300975832985536,35.726508899295524,0.01,0.5166625641459263
2472.0,electron,-1,10.401848731442325,-21.072530530721544,12.689004899998476,7.906845559000001,-16.0180414795,9.645400989000002,20.300975832985536,35.726508899295524,0.01,0.5166625641459263
2473.0,positron,1,-15.501992867345166,17.661772763252834,-9.597278856802362,-3.795894772800001,4.324749177999999,-2.350037247299999,6.21570170153615,11.508652845365011,0.01,-0.3978184102403537
2473.0,electron,-1,-15.501992867345166,17.661772763252834,-9.597278856802362,-3.795894772800001,4.324749177999999,-2.350037247299999,6.21570170153615,11.508652845365011,0.01,-0.3978184102403537
2474.0,positron,1,-22.839010719155013,-5.534400542996722,-15.907329139198588,-0.48330045136,-0.1171144544449999,-0.33661787927,0.6005053857951335,0.9945755310175888,0.01,-0.6336459628980291
2474.0,electron,-1,-22.839010719155013,-5.534400542996722,-15.907329139198588,-0.48330045136,-0.1171144544449999,-0.33661787927,0.6005053857951335,0.9945755310175888,0.01,-0.6336459628980291
2475.0,positron,1,10.11084742496085,21.21369285035405,-41.53814196303742,6.225186760500001,13.061140607,-25.574779297500008,29.383935751950656,28.937611799105248,0.01,-1.3345872531530307
2475.0,electron,-1,10.11084742496085,21.21369285035405,-41.53814196303742,6.225186760500001,13.061140607,-25.574779297500008,29.383935751950656,28.937611799105248,0.01,-1.3345872531530307
2476.0,positron,1,-17.761732152109968,15.387360753446416,20.10055755405014,-35.18419228,30.480803043,39.817168498,61.25694775076778,93.1022392972837,0.01,0.7753030159329024
2476.0,electron,-1,-17.761732152109968,15.387360753446416,20.10055755405014,-35.18419228,30.480803043,39.817168498,61.25694775076778,93.1022392972837,0.01,0.7753030159329024
2477.0,positron,1,19.953095896466888,-12.41466729906188,43.48798023268276,2.5681665226000003,-1.5978940367,5.5973456725,6.362312725556586,6.049378361559078,0.01,1.3747308500310589
2477.0,electron,-1,19.953095896466888,-12.41466729906188,43.48798023268276,2.5681665226000003,-1.5978940367,5.5973456725,6.362312725556586,6.049378361559078,0.01,1.3747308500310589
2478.0,positron,1,-5.888202909966873,22.750364095791028,30.5327388895788,-0.1184537644849999,0.457672113505,0.6142311868000001,0.7750967737247639,0.9455052782524304,0.01,1.078003137551356
2478.0,electron,-1,-5.888202909966873,22.750364095791028,30.5327388895788,-0.1184537644849999,0.457672113505,0.6142311868000001,0.7750967737247639,0.9455052782524304,0.01,1.078003137551356
2479.0,positron,1,-22.038288615500612,8.158666245158942,46.854119017314055,-46.1405422575,17.081420940500003,98.09629487000004,109.74337177426568,98.40171911430603,0.01,1.4408558549959365
2479.0,electron,-1,-22.038288615500612,8.158666245158942,46.854119017314055,-46.1405422575,17.081420940500003,98.09629487000004,109.74337177426568,98.40171911430603,0.01,1.4408558549959365
2480.0,positron,1,13.804340492597486,-19.018154052495035,1.4272560475639604,72.67117078499997,-100.118620075,7.513605451999983,123.94067700264168,247.4254404784183,0.01,0.060697023756031414
2480.0,electron,-1,13.804340492597486,-19.018154052495035,1.4272560475639604,72.67117078499997,-100.118620075,7.513605451999983,123.94067700264168,247.4254404784183,0.01,0.060697023756031414
2481.0,positron,1,-14.91113338681008,-18.16337251505782,61.01950685962175,-2.941239597700001,-3.582747808850001,12.03617358600001,12.897924128526352,9.27080842923592,0.01,1.682512848431995
2481.0,electron,-1,-14.91113338681008,-18.16337251505782,61.01950685962175,-2.941239597700001,-3.582747808850001,12.03617358600001,12.897924128526352,9.27080842923592,0.01,1.682512848431995
2485.0,positron,1,21.59048821623614,-9.279052677109256,-50.99408688898033,1.5445370207500002,-0.6638034412999999,-3.648007133999998,4.016738187492917,3.362278761286166,0.01,-1.5171595193096497
2485.0,electron,-1,21.59048821623614,-9.279052677109256,-50.99408688898033,1.5445370207500002,-0.6638034412999999,-3.648007133999998,4.016738187492917,3.362278761286166,0.01,-1.5171595193096497
2486.0,positron,1,11.07728808834536,20.72543578812764,-27.984358751942253,18.792075154,35.1596838345,-47.474090103000016,61.993021276941725,79.73319148097823,0.01,-1.0100853776849372
2486.0,electron,-1,11.07728808834536,20.72543578812764,-27.984358751942253,18.792075154,35.1596838345,-47.474090103000016,61.993021276941725,79.73319148097823,0.01,-1.0100853776849372
2487.0,positron,1,-8.936364707492206,21.734566612074136,46.836080372569896,-0.2264982852250002,0.5508774797,1.1870925413499998,1.3281401178261616,1.191247196597733,0.01,1.4405116657964767
2487.0,electron,-1,-8.936364707492206,21.734566612074136,46.836080372569896,-0.2264982852250002,0.5508774797,1.1870925413499998,1.3281401178261616,1.191247196597733,0.01,1.4405116657964767
2488.0,positron,1,21.655847073795933,-9.125474646086312,62.13921094157335,144.93454496,-61.07341407,415.8746703050002,444.620878536108,314.5535517455045,0.01,1.699501285973848
2488.0,electron,-1,21.655847073795933,-9.125474646086312,62.13921094157335,144.93454496,-61.07341407,415.8746703050002,444.620878536108,314.5535517455045,0.01,1.699501285973848
2489.0,positron,1,19.675879494153016,12.849504509185127,-63.60248752831178,131.43021628000002,85.83164769,-424.84955726,452.92175902754536,313.94887161184613,0.01,-1.7213031370718477
2489.0,electron,-1,19.675879494153016,12.849504509185127,-63.60248752831178,131.43021628000002,85.83164769,-424.84955726,452.92175902754536,313.94887161184613,0.01,-1.7213031370718477
2491.0,positron,1,23.43164721190225,-1.791063632859943,-0.0401020179028584,23.2692753,-1.7786522806499996,-0.0398241270119987,23.337188409997975,46.67430886141332,0.01,-0.0017064680187147982
2491.0,electron,-1,23.43164721190225,-1.791063632859943,-0.0401020179028584,23.2692753,-1.7786522806499996,-0.0398241270119987,23.337188409997975,46.67430886141332,0.01,-0.0017064680187147982
2492.0,positron,1,-20.978649830524137,-10.5899127139108,25.74806712454004,-2.7390263844,-1.38264619345,3.36173375175,4.5513986694593385,6.136440672148997,0.01,0.947426012706211
2492.0,electron,-1,-20.978649830524137,-10.5899127139108,25.74806712454004,-2.7390263844,-1.38264619345,3.36173375175,4.5513986694593385,6.136440672148997,0.01,0.947426012706211
2493.0,positron,1,-10.540516097319967,-21.00351209684081,-28.419595922315672,-17.379034642499995,-34.6302553855,-46.85777598549999,60.80243912440904,77.49284955839904,0.01,-1.0219416233991847
2493.0,electron,-1,-10.540516097319967,-21.00351209684081,-28.419595922315672,-17.379034642499995,-34.6302553855,-46.85777598549999,60.80243912440904,77.49284955839904,0.01,-1.0219416233991847
2495.0,positron,1,23.267426970722266,3.298005785638657,-37.0502486346007,0.3014447769399999,0.042727828034,-0.4800102714099999,0.5684228016995897,0.6089158261464697,0.01,-1.2365191561328848
2495.0,electron,-1,23.267426970722266,3.298005785638657,-37.0502486346007,0.3014447769399999,0.042727828034,-0.4800102714099999,0.5684228016995897,0.6089158261464697,0.01,-1.2365191561328848
2496.0,positron,1,12.459446510370231,19.92516480873428,35.96636832313113,15.132385805999997,24.199733181000003,43.68227441349999,52.18004680095198,57.08296370067772,0.01,1.211554475491806
2496.0,electron,-1,12.459446510370231,19.92516480873428,35.96636832313113,15.132385805999997,24.199733181000003,43.68227441349999,52.18004680095198,57.08296370067772,0.01,1.211554475491806
2497.0,positron,1,-9.446475166897349,21.51776259096637,-9.522279468227795,-6.128541022000001,13.959967968,-6.177720188,16.45004399529514,30.491947837153525,0.01,-0.3948621931120246
2497.0,electron,-1,-9.446475166897349,21.51776259096637,-9.522279468227795,-6.128541022000001,13.959967968,-6.177720188,16.45004399529514,30.491947837153525,0.01,-0.3948621931120246
2498.0,positron,1,8.082472986893181,-22.06634610478459,-63.04623442679248,2.4815662786999986,-6.775042796500001,-19.35712121850001,20.65811022232408,14.430436734899954,0.01,-1.7130677101272729
2498.0,electron,-1,8.082472986893181,-22.06634610478459,-63.04623442679248,2.4815662786999986,-6.775042796500001,-19.35712121850001,20.65811022232408,14.430436734899954,0.01,-1.7130677101272729
2499.0,positron,1,23.22006288094921,3.616445741990994,-45.49804409283626,2.14620170695,0.3342636092049998,-4.205327969850003,4.733148768141203,4.344151897599275,0.01,-1.4146818187392245
2499.0,electron,-1,23.22006288094921,3.616445741990994,-45.49804409283626,2.14620170695,0.3342636092049998,-4.205327969850003,4.733148768141203,4.344151897599275,0.01,-1.4146818187392245
2500.0,positron,1,23.14862833396865,-4.048580770564403,-45.06689896453458,10.044159853000002,-1.7566739528,-19.55446909200001,22.05330614667666,20.39323912761904,0.01,-1.406230804531336
2500.0,electron,-1,23.14862833396865,-4.048580770564403,-45.06689896453458,10.044159853000002,-1.7566739528,-19.55446909200001,22.05330614667666,20.39323912761904,0.01,-1.406230804531336
2501.0,positron,1,-16.05544570090498,-17.160205807195084,21.416926975880084,-0.2381196067150001,-0.2545043927199998,0.31763616679,0.4715571730648649,0.6970607807526751,0.01,0.8172859052294393
2501.0,electron,-1,-16.05544570090498,-17.160205807195084,21.416926975880084,-0.2381196067150001,-0.2545043927199998,0.31763616679,0.4715571730648649,0.6970607807526751,0.01,0.8172859052294393
2503.0,positron,1,14.21949839273659,18.709779941489465,39.7775052392849,21.878310221500005,28.7871174095,61.20220105000001,71.0849351147003,72.31482799250868,0.01,1.297092816702049
2503.0,electron,-1,14.21949839273659,18.709779941489465,39.7775052392849,21.878310221500005,28.7871174095,61.20220105000001,71.0849351147003,72.31482799250868,0.01,1.297092816702049
2504.0,positron,1,21.236382227880743,-10.06310438539474,-7.713601203667307,3.2136388275,-1.5228197831000003,-1.16727642505,3.742858380688991,7.112370801755574,0.01,-0.32261294300128857
2504.0,electron,-1,21.236382227880743,-10.06310438539474,-7.713601203667307,3.2136388275,-1.5228197831000003,-1.16727642505,3.742858380688991,7.112370801755574,0.01,-0.32261294300128857
2505.0,positron,1,-22.316988887433396,-7.362201233202899,36.09299739345131,-173.13708124499996,-57.116577845,280.01251663499994,334.13434699088896,364.6299623824771,0.01,1.2144982340323311
2505.0,electron,-1,-22.316988887433396,-7.362201233202899,36.09299739345131,-173.13708124499996,-57.116577845,280.01251663499994,334.13434699088896,364.6299623824771,0.01,1.2144982340323311
2506.0,positron,1,14.282665076785053,-18.6616043872006,-63.951401732690144,3.4090365351999994,-4.45421711,-15.264144598500009,16.26209366856747,11.218124649217474,0.01,-1.7264365979704406
2506.0,electron,-1,14.282665076785053,-18.6616043872006,-63.951401732690144,3.4090365351999994,-4.45421711,-15.264144598500009,16.26209366856747,11.218124649217474,0.01,-1.7264365979704406
2507.0,positron,1,22.95411283683299,-5.035742633806751,15.371323542532352,0.244338106855,-0.05360363219,0.163622097745,0.2989091010924902,0.5002977507262898,0.01,0.61465776954909
2507.0,electron,-1,22.95411283683299,-5.035742633806751,15.371323542532352,0.244338106855,-0.05360363219,0.163622097745,0.2989091010924902,0.5002977507262898,0.01,0.61465776954909
2508.0,positron,1,-12.822657651236288,-19.693385964815484,-32.57069082571372,-1.09225942145,-1.6775216921000002,-2.7744360713,3.421199378133773,4.003553257401398,0.01,-1.1298099837936717
2508.0,electron,-1,-12.822657651236288,-19.693385964815484,-32.57069082571372,-1.09225942145,-1.6775216921000002,-2.7744360713,3.421199378133773,4.003553257401398,0.01,-1.1298099837936717
2509.0,positron,1,1.6632038604912884,23.441069790400924,12.332447415355798,0.036124826058,0.50914057435,0.26786104117,0.5764361758979438,1.0208410797125451,0.01,0.5032696116427966
2509.0,electron,-1,1.6632038604912884,23.441069790400924,12.332447415355798,0.036124826058,0.50914057435,0.26786104117,0.5764361758979438,1.0208410797125451,0.01,0.5032696116427966
2510.0,positron,1,17.653724779031155,-15.511157320658617,-68.53152319492976,0.70958139065,-0.62346211465,-2.754585456650002,2.912035679099474,1.889138172141612,0.01,-1.7916194695490344
2510.0,electron,-1,17.653724779031155,-15.511157320658617,-68.53152319492976,0.70958139065,-0.62346211465,-2.754585456650002,2.912035679099474,1.889138172141612,0.01,-1.7916194695490344
2511.0,positron,1,16.71606026893527,16.517364471528857,-25.75235097921064,1.34820858635,1.332183077,-2.07701696155,2.811828160026755,3.790713992351865,0.01,-0.9475488948623649
2511.0,electron,-1,16.71606026893527,16.517364471528857,-25.75235097921064,1.34820858635,1.332183077,-2.07701696155,2.811828160026755,3.790713992351865,0.01,-0.9475488948623649
2512.0,positron,1,-20.577282180684,11.350130310111188,8.761412579342695,-54.60143000500001,30.11735661849998,23.248242965000003,66.54962155592241,124.71361318279284,0.01,0.3646883610028085
2512.0,electron,-1,-20.577282180684,11.350130310111188,8.761412579342695,-54.60143000500001,30.11735661849998,23.248242965000003,66.54962155592241,124.71361318279284,0.01,0.3646883610028085
2514.0,positron,1,-21.70657942226164,9.004132927997434,6.942434878132895,-0.40384379407,0.1675189412949999,0.129161724965,0.4558894130130513,0.8744195919613197,0.01,0.2912860965299126
2514.0,electron,-1,-21.70657942226164,9.004132927997434,6.942434878132895,-0.40384379407,0.1675189412949999,0.129161724965,0.4558894130130513,0.8744195919613197,0.01,0.2912860965299126
2517.0,positron,1,15.541703954915054,-17.62683857581324,4.703217106304366,79.02220501,-89.624127165,23.91363182949999,121.85587733879493,238.97274367367137,0.01,0.1988243482530715
2517.0,electron,-1,15.541703954915054,-17.62683857581324,4.703217106304366,79.02220501,-89.624127165,23.91363182949999,121.85587733879493,238.97274367367137,0.01,0.1988243482530715
2518.0,positron,1,22.34754549013075,-7.268920866713073,18.72382758309064,0.496883179265,-0.16161974082,0.4163121619599998,0.6680790751513082,1.0450145156106074,0.01,0.7301351624491119
2518.0,electron,-1,22.34754549013075,-7.268920866713073,18.72382758309064,0.496883179265,-0.16161974082,0.4163121619599998,0.6680790751513082,1.0450145156106074,0.01,0.7301351624491119
2519.0,positron,1,-22.047487667161725,-8.13377449689573,-25.36917804853353,-4.4233299525000005,-1.63185796505,-5.0897520310000015,6.937894783278961,9.4294874275924,0.01,-0.9365133419632864
2519.0,electron,-1,-22.047487667161725,-8.13377449689573,-25.36917804853353,-4.4233299525000005,-1.63185796505,-5.0897520310000015,6.937894783278961,9.4294874275924,0.01,-0.9365133419632864
2520.0,positron,1,-6.607021265769803,-22.552101232338988,-28.46480465448747,-14.974021898999997,-51.11163474999999,-64.51206846499998,83.6566047379523,106.51986741728771,0.01,-1.0231669729106196
2520.0,electron,-1,-6.607021265769803,-22.552101232338988,-28.46480465448747,-14.974021898999997,-51.11163474999999,-64.51206846499998,83.6566047379523,106.51986741728771,0.01,-1.0231669729106196
2521.0,positron,1,23.376651157978078,-2.4046165262266483,-64.39116349773325,10.027774652499998,-1.0314973041999995,-27.62158158599999,29.403605569418644,20.16137407716977,0.01,-1.7328716312436925
2521.0,electron,-1,23.376651157978078,-2.4046165262266483,-64.39116349773325,10.027774652499998,-1.0314973041999995,-27.62158158599999,29.403605569418644,20.16137407716977,0.01,-1.7328716312436925
