event,particle,charge,x,y,z,px,py,pz,E,photon_pT,weight
63.0,electron,-1,22.80090832320702,5.68933912126081,-37.71767402163962,125.23005723608661,31.24771406873434,-207.15782062657874,244.07652389492253,258.1393954426554,0.01
64.0,positron,1,17.73985374266909,-15.412578927249953,5.083538975215826,1.3620176901907275,-1.1833358636933626,0.3903002873334992,1.8459984477209113,3.608532086428165,0.01
64.0,electron,-1,17.73985374266909,-15.412578927249953,5.083538975215826,1.3620176901907275,-1.1833358636933626,0.3903002873334992,1.8459984477209113,3.608532086428165,0.01
65.0,positron,1,16.85192355579837,-16.378726216330996,-4.580541521228926,13.1957011764315,-12.825169547302112,-3.5867393381081794,18.747698593007456,36.80279899435482,0.01
65.0,electron,-1,16.85192355579837,-16.378726216330996,-4.580541521228926,13.1957011764315,-12.825169547302112,-3.5867393381081794,18.747698593007456,36.80279899435482,0.01
66.0,positron,1,6.460880276804176,22.594402537991634,82.47612448645448,1.232829224991343,4.311338173230001,15.737635163426976,16.364005172300462,8.968278484066596,0.01
66.0,electron,-1,6.460880276804176,22.594402537991634,82.47612448645448,1.232829224991343,4.311338173230001,15.737635163426976,16.364005172300462,8.968278484066596,0.01
67.0,positron,1,18.379910741577667,-14.64339035645905,26.442502329706453,124.32728081502246,-99.05232569019564,178.86509128472028,239.2934534411365,317.9222293548788,0.01
67.0,electron,-1,18.379910741577667,-14.64339035645905,26.442502329706453,124.32728081502246,-99.05232569019564,178.86509128472028,239.2934534411365,317.9222293548788,0.01
68.0,positron,1,9.151026872648526,21.645061958240372,20.76036299338363,0.7374788869042768,1.7443699403449795,1.6730722797733542,2.5270283834485765,3.787717833951583,0.01
68.0,electron,-1,9.151026872648526,21.645061958240372,20.76036299338363,0.7374788869042768,1.7443699403449795,1.6730722797733542,2.5270283834485765,3.787717833951583,0.01
69.0,positron,1,-23.01237444263409,-4.762417717084604,43.67899799182974,-20.095359436233778,-4.1587405962332555,38.14231193953585,43.31229103050366,41.04234857890998,0.01
69.0,electron,-1,-23.01237444263409,-4.762417717084604,43.67899799182974,-20.095359436233778,-4.1587405962332555,38.14231193953585,43.31229103050366,41.04234857890998,0.01
70.0,positron,1,21.448994565135298,-9.601595291658382,6.390316629602194,10.565632662611227,-4.729682247745959,3.1478276476371856,11.996303873489932,23.151888711366983,0.01
70.0,electron,-1,21.448994565135298,-9.601595291658382,6.390316629602194,10.565632662611227,-4.729682247745959,3.1478276476371856,11.996303873489932,23.151888711366983,0.01
71.0,positron,1,14.55740704354274,18.448086626222572,78.24671533277923,9.12600893247045,11.565068067020526,49.052707046490255,51.21721299542902,29.464204617151868,0.01
71.0,electron,-1,14.55740704354274,18.448086626222572,78.24671533277923,9.12600893247045,11.565068067020526,49.052707046490255,51.21721299542902,29.464204617151868,0.01
72.0,positron,1,4.717489484337802,-23.021626635951733,118.15171177899332,0.19833309202008767,-0.9678771747556406,4.967344262746845,5.064645226020004,1.9759779763987344,0.01
72.0,electron,-1,4.717489484337802,-23.021626635951733,118.15171177899332,0.19833309202008767,-0.9678771747556406,4.967344262746845,5.064645226020004,1.9759779763987344,0.01
73.0,positron,1,7.727408136264205,22.19317830991311,-17.018935864887524,1.0081954994723699,2.8955455822292544,-2.2204617954971506,3.7856430060408663,6.132093405656406,0.01
73.0,electron,-1,7.727408136264205,22.19317830991311,-17.018935864887524,1.0081954994723699,2.8955455822292544,-2.2204617954971506,3.7856430060408663,6.132093405656406,0.01
74.0,positron,1,16.452024616100633,-16.780372046865313,48.18282706656096,2.9195391144865814,-2.977806907638344,8.550415620561397,9.513182953382957,8.340513801965855,0.01
74.0,electron,-1,16.452024616100633,-16.780372046865313,48.18282706656096,2.9195391144865814,-2.977806907638344,8.550415620561397,9.513182953382957,8.340513801965855,0.01
75.0,positron,1,-9.603702370354924,-21.44805121174507,58.23344740000984,-5.767460250374751,-12.880530658008107,34.9718348372174,37.712078962225775,28.22563854169039,0.01
75.0,electron,-1,-9.603702370354924,-21.44805121174507,58.23344740000984,-5.767460250374751,-12.880530658008107,34.9718348372174,37.712078962225775,28.22563854169039,0.01
76.0,positron,1,12.458469248760794,-19.925775868901106,-72.3473423205853,23.3660530428195,-37.37110286790543,-135.68856690302962,142.66730162360741,88.14923174624776,0.01
76.0,electron,-1,12.458469248760794,-19.925775868901106,-72.3473423205853,23.3660530428195,-37.37110286790543,-135.68856690302962,142.66730162360741,88.14923174624776,0.01
77.0,positron,1,-23.405545492976557,2.1048610824006158,-52.42428746568778,-2.2387491259818595,0.20133074488486688,-5.014402581612492,5.495158320594817,4.495567469372665,0.01
