event,particle,charge,layer_id,trajectory_step,x,y,z,r,phi,n_merged,t
3,-1,-1,7,16086,170.55430099017227,408.852333261966,17.331766275152034,443.0,1.1755902139295098,1,0.9080297223910996
3,-1,-1,8,18661,197.17303174738225,474.6775700952656,21.240336621273624,514.0,1.1770994110709991,1,0.04092257915965501
3,1,1,8,18663,196.35229122384882,475.0176604413196,19.819224284388813,514.0,1.1788278399244152,1,0.3329426425107059
4,1,1,1,1205,0.3789696604469897,33.24784026063138,1.25,33.25,1.5593984962406016,1,
4,-1,-1,1,1205,-0.37101443457535116,33.24792998502819,1.25,33.25,1.5819548872180451,1,
4,1,1,2,1831,1.1751084299447772,50.48632607130244,2.0,50.5,1.5475247524752476,1,
4,-1,-1,2,1831,-1.1746795397802305,50.486336052231216,2.0,50.5,1.5940594059405941,1,
4,1,1,3,3210,0.6154699600854294,88.49785984264383,3.6,88.5,1.5638418079096046,1,
4,-1,-1,3,3210,-0.5845208288299535,88.49806967047735,3.6,88.5,1.5774011299435027,1,
4,0,0,4,4443,-0.0024499675739899,122.49999742448024,4.800000000000001,122.5,1.5708163265306123,2,
4,-1,-1,5,10841,1.0262549963437737,298.9982387919408,12.536831500462583,299.0,1.5673640290981028,1,0.7593550221472564
4,1,1,5,10853,-0.8311358211085712,298.998844835974,12.880429415593921,299.0,1.5735760488398927,1,0.9776586351741956
4,-1,-1,6,13441,-0.5679391126732743,370.9995652897242,15.641183102095074,371.00000000000006,1.572327160580601,1,0.06996736098979828
4,1,1,6,13481,0.32508276713535317,370.9998575757065,14.303904470544646,371.00000000000006,1.5699200928090897,1,0.21928541935738605
4,1,1,7,16044,-0.1746460727387074,442.9999655742077,17.498368719570255,442.99999999999994,1.571190561732284,1,0.9501854999424029
4,-1,-1,7,16086,0.0938128845189087,442.99999006675233,17.90419006120089,443.0,1.5705845595596368,1,0.23860127942253906
4,-1,-1,8,18632,0.38065067629388466,513.999859051598,20.201480304037197,514.0,1.5700557612091228,1,0.29222058859928196
4,1,1,8,18673,-0.1620766751403871,513.9999744466446,19.245714252353345,514.0,1.5711116510708232,1,0.5078777639581716
5,1,1,1,1205,-12.366550845789487,30.864719667907295,1.25,33.25,1.9518796992481204,1,
5,-1,-1,1,1205,-13.059542635019163,30.57794705607485,1.25,33.25,1.974436090225564,1,
5,1,1,2,1831,-18.25205568013444,47.08622371192313,2.0,50.5,1.9405940594059405,1,
5,-1,-1,2,1831,-20.422647449524796,46.18620433801005,2.0,50.5,1.9871287128712873,1,
5,1,1,3,3210,-33.29446018031853,81.99834706444506,3.6,88.5,1.956497175141243,1,
5,-1,-1,3,3210,-34.40320747191011,81.53937279403557,3.6,88.5,1.9700564971751415,1,
5,0,0,4,4443,-46.87577456928368,113.17646015638459,4.800000000000001,122.5,1.963469387755102,2,
5,1,1,5,10836,-115.32611464861391,275.86389267182966,11.192295347226237,299.0,1.966769312585136,1,0.841635277740014
5,-1,-1,5,10856,-113.79284139450381,276.49989013987926,12.47813496186927,299.0,1.9612176476724916,1,0.8558001472964439
5,-1,-1,6,13431,-141.9016874033026,342.78989353844054,14.725993944087609,371.0,1.9632799141021195,1,0.023162819141194536
5,1,1,6,13475,-142.0702589786798,342.72006289934484,14.39741974382735,371.00000000000006,1.9637717277377822,1,0.2437643184516361
5,-1,-1,7,16068,-168.49904727247775,409.70363809498605,17.627755611836676,443.0,1.9609807930761105,1,0.5577148542913435
5,1,1,7,16086,-170.46396527036632,408.89000543459525,18.285120987646806,443.0,1.9657815003370671,1,0.9080297223910996
5,1,1,8,18661,-197.16340325523535,474.68156949350106,20.57481189462098,514.0,1.9644729583254998,1,0.04092257915965501
5,-1,-1,8,18663,-196.28449104302138,475.0456805150238,18.88167212034031,514.0,1.9626220859591514,1,0.3329426425107059
6,1,1,1,1205,-23.231437756970212,23.787870853525728,1.25,33.25,2.344360902255639,1,
6,-1,-1,1,1205,-23.76205105341177,23.25784662721492,1.25,33.25,2.3669172932330826,1,
6,1,1,2,1831,-34.85917559729521,36.53885434269851,2.0,50.49999999999999,2.3326732673267334,1,
6,-1,-1,2,1831,-36.52114841286984,34.87772524986591,2.0,50.49999999999999,2.3792079207920795,1,
6,1,1,3,3210,-62.13672446740529,63.01807258605866,3.6,88.5,2.3491525423728814,1,
6,-1,-1,3,3210,-63.02058274312573,62.13417860338095,3.6,88.5,2.363276836158192,1,
6,0,0,4,4443,-86.61433841518331,86.62681891827788,4.800000000000001,122.5,2.356122448979592,2,
6,-1,-1,5,10831,-210.7996000924353,212.04841098407073,11.72183545812684,299.0,2.3532411659998225,1,0.44754450991194905
6,1,1,5,10858,-211.77266353692116,211.07661873944727,10.803364684258922,299.0,2.3578405711909056,1,0.9996103583018618
6,1,1,6,13436,-261.81293272751157,262.85925560386784,13.78985129238651,371.0,2.35420025167055,1,0.2266766165602802
6,-1,-1,6,13468,-262.36577715358385,262.3074512449008,14.446958973076981,371.0,2.3563056563530824,1,0.9174711343241297
6,1,1,7,16043,-313.07368283584583,313.422828006513,19.227385257823478,443.0,2.355637192380659,1,0.18808193961868128
6,-1,-1,7,16073,-313.19627831361527,313.3003211784189,15.716591097477398,443.0,2.356028419276826,1,0.7831441677912491
6,1,1,8,18643,-363.64917264419836,363.256492351052,21.415843991198713,513.9999999999999,2.3567346981916195,1,0.15344173870483113
6,-1,-1,8,18686,-363.1208048138209,363.78466310629835,20.83609231176457,514.0,2.355281224111389,1,0.19298958332914373
7,1,1,1,1205,-30.56342185215839,13.093500093061712,1.25,33.25,2.736842105263158,1,
7,-1,-1,1,1205,-30.869577023745588,12.354420843367706,1.25,33.25,2.760902255639098,1,
7,1,1,2,1831,-46.19604894631129,20.400369157199375,2.0,50.5,2.725742574257426,1,
7,-1,-1,2,1831,-47.09502132453489,18.229343554873395,2.0,50.5,2.772277227722772,1,
7,1,1,3,3210,-81.54076255331017,34.399913404319626,3.6,88.5,2.7423728813559323,1,
7,-1,-1,3,3210,-81.99969203200973,33.29114757192306,3.6,88.5,2.7559322033898304,1,
7,0,0,4,4443,-113.17927481889869,46.868984963067035,4.800000000000001,122.5,2.7489795918367346,2,
7,1,1,5,10830,-276.53557806930155,113.7060863009418,10.282721400598751,299.0,2.7514850742272996,1,0.16295117972389767
7,-1,-1,5,10860,-276.0306034495441,114.9265241764516,12.1681333128384,299.0,2.7470677358819335,1,0.08796778828127012
7,-1,-1,6,13434,-342.74447816520075,142.0113470370035,16.416894858640248,371.00000000000006,2.7487891417469323,1,0.1863368011889698
7,1,1,6,13479,-342.80296081154864,141.87011686340395,14.226025191344897,371.00000000000006,2.749201163333104,1,0.5152046004004056
7,1,1,7,16070,-409.17209439058547,169.78573901250314,17.74562739704353,443.0,2.7482656086973076,1,0.8650939595598767
7,-1,-1,7,16099,-409.63223245519356,168.67256485206565,18.134217636055208,443.0,2.750984630661713,1,0.3276771348471249
7,-1,-1,8,18658,-474.84900498646726,196.75980906516955,19.18136328971539,514.0,2.748766114044868,1,0.23821584737940457
7,1,1,8,18659,-474.98284128636124,196.4365049667078,20.282674307258397,514.0,2.749446874723181,1,0.7799890080382961
8,1,1,1,1205,-33.248073217015715,0.357948817517975,1.25,33.25,3.1308270676691734,1,
8,-1,-1,1,1205,-33.248073217015715,-0.357948817517975,1.25,33.25,-3.1308270676691734,1,
8,1,1,2,1831,-50.485733050045575,1.200315958210984,2.0,50.5,3.1178217821782184,1,
8,-1,-1,2,1831,-50.485733050045575,-1.200315958210984,2.0,50.5,-3.1178217821782184,1,
8,1,1,3,3210,-88.49809321182047,0.5809456703807491,3.6,88.5,3.1350282485875707,1,
8,-1,-1,3,3210,-88.49809321182047,-0.5809456703807491,3.6,88.5,-3.1350282485875707,1,
8,1,1,4,4443,-122.49999990200259,-0.004899935249039304,4.800000000000001,122.5,-3.141552654118362,1,
8,-1,-1,4,4443,-122.49999990200259,0.004899935249039304,4.800000000000001,122.5,3.141552654118362,1,
8,-1,-1,5,10830,-298.99890865942604,0.8078492880822574,12.93237412911554,299.00000000000006,3.1388908132186946,1,0.7640518288064762
8,1,1,5,10859,-298.99956145885005,-0.512100981594855,10.885343457985671,299.0,-3.1398799404394255,1,0.8719139130930943
8,1,1,6,13444,-370.99906625502325,0.8323688490662363,13.243244523833855,371.0,3.139349069904138,1,0.9057846109926142
8,-1,-1,6,13470,-370.9991892382501,-0.7756188245903441,18.220291766461536,370.99999999999994,-3.1395020352890164,1,0.40917387701573094
8,1,1,7,16066,-442.9996502824232,0.5566414023191713,17.46248995672922,443.0,3.1403361263916088,1,0.02955397290701808
8,-1,-1,7,16077,-442.9999613128748,-0.1851399238601816,16.572418487930502,443.0,-3.1411747304989364,1,0.675799155138395
8,-1,-1,8,18652,-513.9999209537449,0.2850605971170275,20.87087313224442,514.0,3.1410380609599686,1,0.014120645650131063
8,1,1,8,18662,-513.9996018309655,-0.6397793439947632,19.38223807854357,514.0,-3.1403479463734585,1,0.7848544764653261
9,1,1,1,1205,-30.869577023745588,-12.354420843367706,1.25,33.25,-2.760902255639098,1,
9,-1,-1,1,1205,-30.56342185215839,-13.093500093061712,1.25,33.25,-2.736842105263158,1,
9,1,1,2,1831,-47.09502132453489,-18.229343554873395,2.0,50.5,-2.772277227722772,1,
9,-1,-1,2,1831,-46.19604894631129,-20.400369157199375,2.0,50.5,-2.725742574257426,1,
9,1,1,3,3210,-81.99969203200973,-33.29114757192306,3.6,88.5,-2.7559322033898304,1,
9,-1,-1,3,3210,-81.54076255331017,-34.399913404319626,3.6,88.5,-2.7423728813559323,1,
9,0,0,4,4443,-113.17927481889869,-46.868984963067035,4.800000000000001,122.5,-2.7489795918367346,2,
9,-1,-1,5,10827,-276.538962963143,-113.69785381997963,11.396038733142028,299.0,-2.7515148441058632,1,0.7859790143625853
9,1,1,5,10860,-276.08648457070984,-114.79221679794827,11.478364148848378,298.99999999999994,-2.747554253610757,1,0.45354557898976017
9,-1,-1,6,13438,-343.0313503005829,-141.31699370903257,16.891008482571078,371.0,-2.7508141565166926,1,0.9770712465451813
9,1,1,6,13472,-342.68882294521956,-142.1455965846988,14.676917250555205,371.0,-2.748397420055672,1,0.26992616872856035
9,-1,-1,7,16068,-409.36283726922795,-169.32533024591316,18.860260112721743,442.99999999999994,-2.7493905667173673,1,0.17185112512693104
9,1,1,7,16108,-409.11650533881897,-169.91964294734174,17.902453066140016,443.0,-2.7479383306839327,1,0.5391320625244576
9,-1,-1,8,18633,-474.87469012129066,-196.69781056790683,19.185793514961954,514.0,-2.7488966751701596,1,0.4140722078746516
9,1,1,8,18678,-474.9129283970763,-196.60546900153471,19.358970824889767,514.0,-2.7490911219375858,1,0.12499286582780653
10,1,1,1,1205,-23.76205105341177,-23.25784662721492,1.25,33.25,-2.3669172932330826,1,
10,-1,-1,1,1205,-23.231437756970212,-23.787870853525728,1.25,33.25,-2.344360902255639,1,
10,1,1,2,1831,-36.52114841286984,-34.87772524986591,2.0,50.49999999999999,-2.3792079207920795,1,
10,-1,-1,2,1831,-34.85917559729521,-36.53885434269851,2.0,50.49999999999999,-2.3326732673267334,1,
10,1,1,3,3210,-63.02058274312573,-62.13417860338095,3.6,88.5,-2.363276836158192,1,
10,-1,-1,3,3210,-62.13672446740529,-63.01807258605866,3.6,88.5,-2.3491525423728814,1,
10,0,0,4,4443,-86.61433841518331,-86.62681891827788,4.800000000000001,122.5,-2.356122448979592,2,
10,1,1,5,10827,-210.95045266509612,-211.89834006048997,11.118896376553678,299.0,-2.353952824083874,1,0.5541600252506135
10,-1,-1,5,10861,-211.7302634799816,-211.11915007099088,11.9128941127107,299.0,-2.357639716232475,1,0.0028562035120696353
10,-1,-1,6,13436,-262.04894586384546,-262.6239706722282,15.357670930781957,371.0,-2.3550985224760206,1,0.21453946520141623
10,1,1,6,13478,-262.39283214513625,-262.2803874460581,13.887427671421646,371.0,-2.356408803965486,1,0.6278027865739852
10,1,1,7,16070,-313.22616965204224,-313.2704369153114,16.672888753675494,443.00000000000006,-2.3561238317678117,1,0.7087010960354215
10,-1,-1,7,16113,-313.1072874978443,-313.3892571798565,16.298578573722747,442.99999999999994,-2.355744416420401,1,0.4739665534426766
10,1,1,8,18637,-363.7950510983,-363.1103975327411,21.006861142587834,514.0,-2.3571363642206524,1,0.7744579559971748
10,-1,-1,8,18676,-363.17823484938066,-363.7273288215887,20.760524405616792,514.0,-2.355439104767867,1,0.38685553994273114
11,1,1,1,1205,-13.059542635019163,-30.57794705607485,1.25,33.25,-1.974436090225564,1,
11,-1,-1,1,1205,-12.366550845789487,-30.864719667907295,1.25,33.25,-1.9518796992481204,1,
11,1,1,2,1831,-20.422647449524796,-46.18620433801005,2.0,50.5,-1.9871287128712873,1,
11,-1,-1,2,1831,-18.25205568013444,-47.08622371192313,2.0,50.5,-1.9405940594059405,1,
11,1,1,3,3210,-34.40320747191011,-81.53937279403557,3.6,88.5,-1.9700564971751415,1,
11,-1,-1,3,3210,-33.29446018031853,-81.99834706444506,3.6,88.5,-1.956497175141243,1,
11,0,0,4,4443,-46.87577456928368,-113.17646015638459,4.800000000000001,122.5,-1.963469387755102,2,
11,-1,-1,5,10829,-115.13374301309646,-275.9442357067715,13.741626340428553,299.0,-1.9660720715775077,1,0.01615657774976036
11,1,1,5,10859,-113.940941717134,-276.43889342965593,12.145766812242522,299.0,-1.9617533319959264,1,0.7946582535612385
11,1,1,6,13437,-142.6029507909926,-342.4987568235858,15.171770811440163,371.0,-1.9653265353106866,1,0.058721066205642096
11,-1,-1,6,13475,-141.7866308756908,-342.83749985221954,13.419851490261685,371.0,-1.962944290036801,1,0.03236670131485195
11,-1,-1,7,16052,-169.78425634516208,-409.1727096194469,19.635357883777584,442.99999999999994,-1.9641197481112715,1,0.45931380576592934
11,1,1,7,16095,-169.44639826413228,-409.3127387650097,17.97476773328594,443.00000000000006,-1.9632941792205665,1,0.6498854624628516
11,1,1,8,18637,-196.6353853946832,-474.9005424409246,21.843623211484186,514.0,-1.9633608526960953,1,0.8115848477905628
11,-1,-1,8,18680,-196.79062113273275,-474.8362364375672,20.35208491261405,514.0,-1.9636877553497978,1,0.8417523791072477
12,1,1,1,1205,-0.37101443457535116,-33.24792998502819,1.25,33.25,-1.5819548872180451,1,
12,-1,-1,1,1205,0.3789696604469897,-33.24784026063138,1.25,33.25,-1.5593984962406016,1,
12,1,1,2,1831,-1.1746795397802305,-50.486336052231216,2.0,50.5,-1.5940594059405941,1,
12,-1,-1,2,1831,1.1751084299447772,-50.48632607130244,2.0,50.5,-1.5475247524752476,1,
12,1,1,3,3210,-0.5845208288299535,-88.49806967047735,3.6,88.5,-1.5774011299435027,1,
12,-1,-1,3,3210,0.6154699600854294,-88.49785984264383,3.6,88.5,-1.5638418079096046,1,
12,0,0,4,4443,-0.0024499675739763013,-122.49999742448026,4.800000000000001,122.50000000000001,-1.5708163265306123,2,
12,-1,-1,5,10834,-0.9069108338013044,-298.99862460007995,13.592813887556918,299.0,-1.5738294780470719,1,0.24880208966774348
12,1,1,5,10858,0.6174288899861098,-298.9993625103001,13.655439788625921,299.00000000000006,-1.5687313457621623,1,0.1439790377822802
12,1,1,6,13447,0.5642909346528104,-370.9995708565457,13.802334780964328,371.0,-1.569275326384577,1,0.40153203212920713
12,-1,-1,6,13471,-0.7470230025271953,-370.9992479192292,15.587175947994474,371.0,-1.5728098672458641,1,0.6192667746211129
12,1,1,7,16071,0.8388936842868546,-442.9992057073991,17.26251208535847,443.0,-1.568902660461574,1,0.3999076631181935
12,-1,-1,7,16074,-0.9657448922869517,-442.9989473314841,17.66373443684487,443.0,-1.572976339565169,1,0.5642184873291368
12,-1,-1,8,18646,-1.0609237608925193,-513.9989050968626,19.146464729137968,514.0,-1.572860382270006,1,0.4865229681461021
12,1,1,8,18662,0.925950993913767,-513.9991659669856,20.370702018653546,514.0,-1.568994864742873,1,0.32448875519081927
13,1,1,1,1205,12.373935497248032,-30.86175983818721,1.25,33.25,-1.1894736842105265,1,
13,-1,-1,1,1205,13.066858650520961,-30.574821422328956,1.25,33.25,-1.166917293233083,1,
13,1,1,2,1831,18.25245568513698,-47.086068655836094,2.0,50.5,-1.2009900990099012,1,
13,-1,-1,2,1831,20.423039808627863,-46.18603084240084,2.0,50.5,-1.1544554455445546,1,
13,1,1,3,3210,33.32313425611019,-81.98669845376905,3.6,88.5,-1.1847457627118645,1,
13,-1,-1,3,3210,34.43172096937943,-81.52733646505813,3.6,88.5,-1.1711864406779662,1,
13,0,0,4,4443,46.871247533200545,-113.178335072051,4.800000000000001,122.5,-1.1781632653061225,2,
13,1,1,5,10829,115.11946778500926,-275.9501914057974,11.572567226701315,299.0,-1.1755723137471346,1,0.869862812012308
13,-1,-1,5,10860,113.97458084808366,-276.425025857833,13.51155538610573,299.0,-1.1797176311390023,1,0.23539818740056437
13,1,1,6,13429,142.10308645003937,-342.706452844665,13.301620882580231,370.99999999999994,-1.1777251388622156,1,0.40127511202966526
13,-1,-1,6,13468,141.99776105679433,-342.75010700925765,14.032943899857825,371.0,-1.1780324534276743,1,0.6359716762709869
13,-1,-1,7,16052,169.09115325485652,-409.4596218077463,18.001569923462892,443.0,-1.1791662246844326,1,0.11725096714366508
13,1,1,7,16086,169.76873680215564,-409.17914903450344,17.158644156665645,443.0,-1.177510834256566,1,0.7337420865794931
13,-1,-1,8,18649,196.6329751319365,-474.90154041734087,19.302439048110838,514.0,-1.178236876188415,1,0.48353408079466215
13,1,1,8,18680,197.2260879918648,-474.65552795203513,21.72351606437662,514.0,-1.1769876352474522,1,0.002290034933009993
14,1,1,1,1205,23.23712881889255,-23.782311583489804,1.25,33.25,-0.7969924812030075,1,
14,-1,-1,1,1205,23.767615281180323,-23.252160412439178,1.25,33.25,-0.7744360902255639,1,
14,1,1,2,1831,34.85948599996095,-36.53855820661956,2.0,50.49999999999999,-0.8089108910891091,1,
14,-1,-1,2,1831,36.52144470389502,-34.877414995098725,2.0,50.49999999999999,-0.7623762376237626,1,
14,1,1,3,3210,62.158759078940285,-62.99633854253958,3.6,88.5,-0.7920903954802261,1,
14,-1,-1,3,3210,63.007206527530414,-62.147742723264926,3.6,88.5,-0.7785310734463278,1,
14,0,0,4,4443,86.62855296884024,-86.61260768805452,4.800000000000001,122.5,-0.7853061224489796,2,
14,-1,-1,5,10822,211.68935362439774,-211.16017039698724,13.35897228675217,299.0,-0.7841466946808384,1,0.18091669200302782
14,1,1,5,10861,211.16628823126197,-211.68325090717875,12.224926805979775,299.0,-0.7866207316410053,1,0.15389696148727847
14,-1,-1,6,13448,262.94341762282374,-261.72840718735387,14.081384918773448,371.0,-0.7830824143785273,1,0.5614389512837714
14,1,1,6,13464,261.9887327516329,-262.6840381736079,17.017359586466338,371.0,-0.7867233799009031,1,0.7185989829327499
14,1,1,7,16072,313.73235812855023,-312.763500848643,17.386896487498916,443.0,-0.7838516942649522,1,0.6014150714657919
14,-1,-1,7,16076,312.5958284243658,-313.89942346504,17.53155872276996,443.0,-0.7874789344095038,1,0.8147120194213425
14,1,1,8,18653,362.91284648064396,-363.99212334790514,19.87508946344959,514.0,-0.7868829187904779,1,0.14562619743043834
14,-1,-1,8,18656,363.84307247032854,-363.0622792515787,19.94616559139325,514.0,-0.7843240305456028,1,0.08715083773297093
15,1,1,1,1205,30.566553860731993,-13.086186804373918,1.25,33.25,-0.40451127819548877,1,
15,-1,-1,1,1205,30.853930316156855,-12.393445204854737,1.25,33.25,-0.38195488721804516,1,
15,1,1,2,1831,46.19622224932901,-20.399976712991585,2.0,50.5,-0.4158415841584158,1,
15,-1,-1,2,1831,47.095176184280035,-18.228943473817193,2.0,50.5,-0.3693069306930693,1,
15,1,1,3,3210,81.5333558759992,-34.417464746806466,3.6,88.5,-0.39943502824858756,1,
15,-1,-1,3,3210,81.99252401257898,-33.30879772742717,3.6,88.5,-0.3858757062146893,1,
15,0,0,4,4443,113.17739999373313,-46.87351203674134,4.800000000000001,122.5,-0.39265306122448973,2,
15,-1,-1,5,10829,275.9760455512445,-115.0574738202496,10.601133077069331,299.0,-0.39499936721522927,1,0.1675168480723111
15,1,1,5,10859,276.40874962468416,-114.01404795427034,11.850831460031541,299.0,-0.39122147675165925,1,0.8001639410182771
15,1,1,6,13455,342.60887945171606,-142.33817380042322,13.138457807373184,371.0,-0.39375725850511345,1,0.5458807194216518
15,-1,-1,6,13483,343.0375988336703,-141.301825134815,15.236412378372622,370.99999999999994,-0.39073427826904544,1,0.583562174384488
15,1,1,7,16070,409.113304176435,-169.92735019954782,16.226861390434657,443.0,-0.39367316175068434,1,0.0571915742740157
15,-1,-1,7,16080,409.3051288488478,-169.46477952078442,16.575529675665056,442.99999999999994,-0.39254276045266584,1,0.1233741431754536
15,1,1,8,18652,474.6925411971351,-197.13698620960557,22.691142055154213,514.0,-0.393620980032789,1,0.28830969930770745
15,-1,-1,8,18659,474.8777485617659,-196.6904266122483,21.462041552940118,514.0,-0.39268042919784146,1,0.9967309368630374
