event,layer,forward_xn3,abs_xn1_mm,abs_xn2_mm,cur_ds_before,trial_ds,trial_dw,ds_ratio,dw_ratio,result
6,1302,304.9220274963665,7.817849614815742e-07,0.41050123859874005,,5.324423619656043e-06,0.9651268388865002,0.9142047179445602,0.9259519790686249,accepted
6,1302,304.9220840499417,4.1280022092623783e-07,0.3663563579417237,,4.782415130421241e-06,0.9035097442956567,0.8982033497045798,0.9361564800519554,accepted
6,808,124.90631301610883,0.09995516727111954,0.11391964882258925,4.782415130421241e-06,0.035108784948205796,0.8461064368933505,7341.224881310831,0.9364663106682312,3x_ds
6,808,124.906141859985,0.09995897698523172,0.23608019025990354,4.782415130421241e-06,0.034980974925691334,0.8492302365685593,7314.499885878825,0.9399237162965944,3x_ds
6,806,90.23302940415473,0.09944195199787792,0.02271226830962165,4.782415130421241e-06,0.035056797484035354,0.8451939731012291,7330.354335205423,0.9354564003735362,3x_ds
6,806,90.23294248420314,0.0994408710529941,0.1272876885482755,4.782415130421241e-06,0.035008592592890284,0.8463485631205466,7320.274722743838,0.9367342947477885,3x_ds
6,804,51.47060007366828,0.09676274346250735,1.0089425295713028,4.782415130421241e-06,0.03149034260652984,0.9173197491056622,6584.610860361704,1.0152848432429151,3x_ds
6,804,51.46996319304782,0.09685816918868873,1.0409166159524232,4.782415130421241e-06,0.03136915670419229,0.9217717166866852,6559.270964298169,1.02021225836946,3x_ds
6,802,33.920331653310164,0.0990100922481689,0.7254636662698187,4.782415130421241e-06,0.033482219917800884,0.8832475623185109,7001.111155076939,0.9775739198109684,3x_ds
6,802,33.921384838380256,0.09895160188370242,0.6744325221924458,4.782415130421241e-06,0.03365574402414302,0.8781745547079854,7037.394936724906,0.9719591407313248,3x_ds
7,1304,378.3344986344989,1.4533796628999953e-05,3.2106924349979424,,6.494955570929663e-06,1.8019982648918753,1.0203343054247818,1.5565727122243724,accepted
7,1304,378.34318036687625,9.72736256942644e-07,1.9323291855466396,,5.957148794025967e-06,1.8051612499357552,0.9171962346731317,1.0017552653104633,accepted
7,1302,304.9209594740854,2.2150726668815753e-06,0.9030997693346716,,5.643186867531552e-06,1.685818614206108,0.9472966116258054,0.9338881023875875,accepted
7,1302,304.9200681895372,3.481249433357384e-06,1.160301409422568,,5.233511631390348e-06,1.6173465118905135,0.9274035672115879,0.9593834700017002,accepted
7,808,124.90586891132823,0.09995311353774645,0.3520239781349262,5.233511631390348e-06,0.03503042041718888,1.5179475189476526,6693.482862840721,0.9385419313597346,3x_ds
7,808,124.90636494475375,0.09996094036780696,0.002024448769165702,5.233511631390348e-06,0.03515029248165854,1.5128892983675515,6716.387572510357,0.9354144503017711,3x_ds
7,806,90.23282260226114,0.09944118698714244,0.19451652680140363,5.233511631390348e-06,0.03502212305092224,1.51444341299398,6691.897432855839,0.9363753542360875,3x_ds
7,806,90.23302128157923,0.09944175982175774,0.04451667633541512,5.233511631390348e-06,0.03505641765088999,1.5129705776080977,6698.450317875153,0.9354647049874235,3x_ds
7,804,51.469030831837244,0.09683489154953273,1.086042464715505,5.233511631390348e-06,0.03315487633355698,1.5607907076877015,6335.110852662608,0.9650317332822488,3x_ds
7,804,51.4714648360775,0.09678649647301052,0.9638153363261772,5.233511631390348e-06,0.033353093914694945,1.5507393861609462,6372.985533201973,0.9588170344203418,3x_ds
7,802,33.92176382578279,0.09897829855826262,0.6550894932973864,5.233511631390348e-06,0.03457731207317734,1.5305101056370871,6606.904600303992,0.9463093371673807,3x_ds
7,802,33.919912537798325,0.09898306146024388,0.7448058684354856,5.233511631390348e-06,0.03446371637479573,1.5356287699856146,6585.199155397694,0.9494741904074847,3x_ds
8,1304,378.34812186193864,5.988045336519741e-07,0.465606656096621,,1.8367722170881415e-06,0.7194673482577735,0.8549675672072763,0.9083843960436974,accepted
8,1304,378.3481391486554,9.906183363536235e-07,0.44972847065592764,,1.109968255198059e-06,0.6707481743988266,0.6043037045484638,0.9322843851400306,accepted
8,1302,304.92229704282636,2.4805063382164785e-06,0.07130640256486495,,0.0,0.6129500492073242,0.0,0.9138303652584588,accepted
8,1302,304.9223029032441,4.001468961320061e-06,0.0408503433592027,,9.269536374279362e-07,0.5676778292499174,,0.9261404415972337,accepted
8,808,124.90626607046448,0.09996512756796778,0.15717285900688266,9.269536374279362e-07,0.03496209243986463,0.5338948763354727,37717.19644671298,0.9404892155836301,3x_ds
8,808,124.90629411941495,0.09996558372873739,0.13302720127719986,9.269536374279362e-07,0.03501574030977026,0.5330793235919573,37775.07190859098,0.9390525684195282,3x_ds
8,806,90.23298770736567,0.09944069016190549,0.08967135293932124,9.269536374279362e-07,0.03499569458259653,0.531958307790933,37753.44652587027,0.9370778289753164,3x_ds
8,806,90.23300335558984,0.09944094464935882,0.0722283091220233,9.269536374279362e-07,0.035017603116239,0.5316268515688857,37777.081509064534,0.9364939481102045,3x_ds
8,804,51.469670003435574,0.09670684678950137,1.0553281590237504,9.269536374279362e-07,0.027945426596559502,0.6490909289399595,30147.59904724151,1.1434142668520535,3x_ds
8,804,51.46987304478866,0.09671014885601847,1.0453783527726643,9.269536374279362e-07,0.02803343741366266,0.647075199168239,30242.54534611722,1.1398634327911497,3x_ds
8,802,33.92077094928228,0.09901246166716299,0.704623827841712,9.269536374279362e-07,0.031671231216291486,0.5866934287811624,34167.00678166732,1.0334971678502411,3x_ds
8,802,33.92063410634156,0.09901468714727252,0.7111806489406421,9.269536374279362e-07,0.031618579111262125,0.5876836149670491,34110.20555353313,1.0352414427450263,3x_ds
9,1304,378.34837495010663,2.8414113391828465e-07,0.16853286365017875,,0.0,0.40824520407501574,0.0,0.8825357007562421,accepted
9,1304,378.34816986674923,3.4108668958437974e-06,0.4194282739462723,,8.658161166390262e-07,0.40554504266963104,,0.9933859323307849,accepted
