trial,event,mode,found,delta_s,delta_w,accepted_hits,coverage_all8,coverage_7double
11,6,pixel_only,True,0.07188297097242989,0.6631143725437443,16,True,True
11,6,rphi_only,True,0.07188351635689907,0.6567337750190776,16,True,True
11,6,z_only,False,0.348463599137109,0.8989420780918113,10,False,False
11,6,full,False,0.3377515957986919,0.8987984139060382,10,False,False
11,7,pixel_only,True,0.07184813686188439,0.6333262839849378,16,True,True
11,7,rphi_only,True,0.07183896108668315,0.6363651312915886,16,True,True
11,7,z_only,False,,,0,False,False
11,7,full,False,,,0,False,False
11,8,pixel_only,True,0.07189545667554867,0.5336925313900979,16,True,True
11,8,rphi_only,True,0.07189452791945725,0.5258912580427639,16,True,True
11,8,z_only,False,0.28819538385908733,0.41959584427594226,11,False,False
11,8,full,False,0.2904217802461848,0.4208045798791617,11,False,False
11,9,pixel_only,True,0.07186824625441596,0.4940554043780464,16,True,True
11,9,rphi_only,True,0.07186510328054088,0.5033046858427165,16,True,True
11,9,z_only,False,0.24447312451604591,1.125739825703612,13,False,False
11,9,full,False,0.24390175299432146,1.1269526893858977,13,False,False
11,10,pixel_only,True,0.07189870413528625,0.5723884826084998,16,True,True
11,10,rphi_only,True,0.07189885463505508,0.5691723986699214,16,True,True
11,10,z_only,False,0.2832444842750574,0.6899181747420459,11,False,False
11,10,full,False,0.28317489462202605,0.6906615624142748,11,False,False
11,11,pixel_only,True,0.07190136386372802,0.6158116768037407,16,True,True
11,11,rphi_only,True,0.07190255292076096,0.6265745222182023,16,True,True
11,11,z_only,False,0.2523754789665364,0.8862388293798256,12,False,False
11,11,full,False,0.2490437811864402,0.894765422580618,12,False,False
11,12,pixel_only,True,0.07187914155022351,0.4548116223197397,16,True,True
11,12,rphi_only,True,0.07187659672553846,0.45233159026957453,16,True,True
11,12,z_only,False,0.26955835847698256,0.6104228401156403,12,False,False
11,12,full,False,0.2728202353536863,0.6076709638250429,12,False,False
11,13,pixel_only,True,0.07190138469950684,0.6515339395912753,16,True,True
11,13,rphi_only,True,0.07190124950878422,0.6547106709190439,16,True,True
11,13,z_only,False,,,0,False,False
11,13,full,False,,,0,False,False
11,14,pixel_only,True,0.07190034314077187,0.6116871028039714,16,True,True
11,14,rphi_only,True,0.07189979832107433,0.6209413586329869,16,True,True
11,14,z_only,False,0.20113256057141454,0.5384975236495583,10,False,False
11,14,full,False,0.19936638488754316,0.5461138168706261,10,False,False
11,15,pixel_only,True,0.07188355809554992,0.5239861462132219,16,True,True
11,15,rphi_only,True,0.07188493063430254,0.517598098781337,16,True,True
11,15,z_only,False,0.28788314605094445,0.7645203143028138,11,False,False
11,15,full,False,0.30434508005341937,0.7292671176959977,12,False,False
12,0,pixel_only,True,0.07190465607054643,0.6252904166364244,16,True,True
12,0,rphi_only,True,0.0719046672684856,0.6279573569862784,16,True,True
12,0,z_only,False,0.17973461426974904,0.6673299266029892,12,False,False
12,0,full,False,0.1745148683080637,0.6684259721226538,12,False,False
12,1,pixel_only,True,0.07189199908424007,0.5098111679898344,16,True,True
12,1,rphi_only,True,0.0718906191984543,0.5132073785516071,16,True,True
12,1,z_only,False,0.26546921635345216,1.4333658932664453,12,False,False
12,1,full,False,0.2711476222424871,1.4336051017644258,12,False,False
12,2,pixel_only,True,0.07189871283523565,0.6628253663910119,16,True,True
12,2,rphi_only,True,0.07189713755603842,0.6421314373852415,16,True,True
12,2,z_only,False,0.23969131014401004,0.7187221500572368,13,False,False
12,2,full,False,0.24047187559960667,0.7019408992336511,13,False,False
12,3,pixel_only,True,0.07190185530537212,0.41995809945659174,16,True,True
12,3,rphi_only,True,0.0719013766339773,0.4241419015456649,16,True,True
12,3,z_only,False,0.26235683206303756,0.6976117432537602,13,False,False
12,3,full,False,0.26157910646135146,0.6991100196212209,13,False,False
12,4,pixel_only,True,0.07189613461923168,0.7342546300395721,16,True,True
12,4,rphi_only,True,0.0718963553715934,0.7411688661302368,16,True,True
12,4,z_only,False,,,0,False,False
12,4,full,False,,,0,False,False
12,5,pixel_only,True,0.07189920074648912,0.6172303001901993,16,True,True
12,5,rphi_only,True,0.07189943410136432,0.6155475323519314,16,True,True
12,5,z_only,False,0.3573878670310168,0.6683571571218483,12,False,False
12,5,full,False,0.35973411619162476,0.6663645180107464,12,False,False
12,6,pixel_only,True,0.07188297097242989,0.6631143725437443,16,True,True
12,6,rphi_only,True,0.07188248117155983,0.6704573041823633,16,True,True
12,6,z_only,False,0.2724734708439263,0.7107304705400513,12,False,False
12,6,full,False,0.2716784825036759,0.72009346052091,12,False,False
12,7,pixel_only,True,0.07184813686188439,0.6333262839849378,16,True,True
12,7,rphi_only,True,0.07184794037384139,0.6325274074608486,16,True,True
12,7,z_only,False,,,0,False,False
12,7,full,False,,,0,False,False
12,8,pixel_only,True,0.07189545667554867,0.5336925313900979,16,True,True
12,8,rphi_only,True,0.07189295601910387,0.533902773903576,16,True,True
12,8,z_only,False,0.3001561544786983,1.0963137075410088,13,False,False
12,8,full,False,0.2925096601320243,1.0968422508282727,13,False,False
12,9,pixel_only,True,0.07186824625441596,0.4940554043780464,16,True,True
12,9,rphi_only,True,0.07187319554281249,0.4928118185563101,16,True,True
12,9,z_only,False,0.30757657884742523,0.7798048795573642,13,False,False
12,9,full,False,0.31255653767666564,0.7801883196292886,13,False,False
12,10,pixel_only,True,0.07189870413528625,0.5723884826084998,16,True,True
12,10,rphi_only,True,0.07189952677840854,0.5730517840013821,16,True,True
12,10,z_only,False,0.28339975134589623,0.42470129593413164,11,False,False
12,10,full,False,0.2769956634034282,0.4246875762470696,11,False,False
12,11,pixel_only,True,0.07190136386372802,0.6158116768037407,16,True,True
12,11,rphi_only,True,0.07190103881316776,0.6119116066617697,16,True,True
12,11,z_only,False,,,0,False,False
12,11,full,False,,,0,False,False
12,12,pixel_only,True,0.07187914155022351,0.4548116223197397,16,True,True
12,12,rphi_only,True,0.07187533931103253,0.46250499835392644,16,True,True
12,12,z_only,False,0.2708602266180819,0.7380719734833094,12,False,False
12,12,full,False,0.27202535462134164,0.7377407750215126,12,False,False
12,13,pixel_only,True,0.07190138469950684,0.6515339395912753,16,True,True
12,13,rphi_only,True,0.07190049255245996,0.6462301365886207,16,True,True
12,13,z_only,False,0.35597414661917254,0.760724998156364,12,False,False
12,13,full,False,0.3522507016277824,0.7594907590997769,12,False,False
12,14,pixel_only,True,0.07190034314077187,0.6116871028039714,16,True,True
12,14,rphi_only,True,0.07190068140861607,0.608139303473766,16,True,True
12,14,z_only,False,,,0,False,False
12,14,full,False,,,0,False,False
12,15,pixel_only,True,0.07188355809554992,0.5239861462132219,16,True,True
12,15,rphi_only,True,0.07188204371153027,0.5248336759682339,16,True,True
12,15,z_only,False,0.2882780212013878,1.0130484899676153,12,False,False
12,15,full,False,0.29482471206362154,1.0133055482505735,12,False,False
13,0,pixel_only,True,0.07190465607054643,0.6252904166364244,16,True,True
13,0,rphi_only,True,0.07190461092253758,0.629059478242652,16,True,True
13,0,z_only,False,,,0,False,False
13,0,full,False,,,0,False,False
13,1,pixel_only,True,0.07189199908424007,0.5098111679898344,16,True,True
13,1,rphi_only,True,0.07189467436685765,0.5085049698419538,16,True,True
13,1,z_only,False,0.26133553631344464,1.4817985661078794,12,False,False
13,1,full,False,0.2574651949276757,1.4813276107717275,12,False,False
13,2,pixel_only,True,0.07189871283523565,0.6628253663910119,16,True,True
13,2,rphi_only,True,0.07189375808404222,0.6556119200521786,16,True,True
13,2,z_only,False,,,0,False,False
13,2,full,False,,,0,False,False
13,3,pixel_only,True,0.07190185530537212,0.41995809945659174,16,True,True
13,3,rphi_only,True,0.07190092649497346,0.4188231081853631,16,True,True
13,3,z_only,False,0.2525271957572986,0.5884854492743068,13,False,False
13,3,full,False,0.2552349285426125,0.524048906054803,13,False,False
13,4,pixel_only,True,0.07189613461923168,0.7342546300395721,16,True,True
13,4,rphi_only,True,0.0718963452467555,0.7358582895393443,16,True,True
13,4,z_only,False,,,0,False,False
13,4,full,False,,,0,False,False
13,5,pixel_only,True,0.07189920074648912,0.6172303001901993,16,True,True
13,5,rphi_only,True,0.07189945823602084,0.6207933362781837,16,True,True
13,5,z_only,False,0.29917209259618627,0.7115378497358447,13,False,False
13,5,full,False,0.2976750393247913,0.7160027525268452,13,False,False
