trial,event,mode,direct_delta_s,direct_delta_w,found,delta_s,delta_w,accepted_hits,coverage_all8,coverage_7double
12,1,pixel_only,0.05107552169102353,0.6186596367175344,True,0.05107552169129842,0.6186596367175348,16,True,True
12,1,rphi_only,0.051093137520413674,0.623439921051624,True,0.05109313752111415,0.6234399210545071,16,True,True
12,1,z_only,0.6087957150636598,1.248559372790014,False,0.1898132553344816,1.6076868056915743,10,False,False
12,1,full,0.6133401168934353,1.2487137285285426,False,0.21346102824209795,1.6078291631438588,10,False,False
12,2,pixel_only,0.05175615583230785,0.6784951316863743,True,0.051756155832299144,0.678495131686356,16,True,True
12,2,rphi_only,0.05175693580600128,0.6857789231661062,True,0.05175693580604662,0.6857789231608092,16,True,True
12,2,z_only,0.5744174872736806,0.6857576851306528,False,0.3489141763872431,0.628159310550063,9,False,False
12,2,full,0.576153672280791,0.6915218097017398,False,0.34728079961834074,0.6348642349366576,9,False,False
12,3,pixel_only,0.0511242567672788,0.6017030450073345,True,0.05112425676700084,0.6017030450073345,16,True,True
12,3,rphi_only,0.05111737608170377,0.6017219228628362,True,0.05111737608173359,0.6017219228386508,16,True,True
12,3,z_only,0.6016470032881648,0.768143107832625,False,0.17003346024441682,0.9490528593301774,9,False,False
12,3,full,0.601637400720115,0.7681651089313976,False,0.23985901838075632,0.9399317432383387,11,False,False
12,4,pixel_only,0.0517774801522213,1.6336562455597636,True,0.05177748015169912,1.6336562455642183,16,True,True
12,4,rphi_only,0.051777491041026094,1.6354959503412878,True,0.05177749104052487,1.6354959503457374,16,True,True
12,4,z_only,1.034952482836546,1.6365636307900246,False,,,0,False,False
12,4,full,1.0349374634909334,1.6384093808468103,False,,,0,False,False
12,5,pixel_only,0.05176988682075039,0.7806915179459026,True,0.05176988682035931,0.780691517936578,16,True,True
12,5,rphi_only,0.051769982745225984,0.7866593671785753,True,0.051769982745375046,0.7866593671878138,16,True,True
12,5,z_only,0.6200093710241225,0.7828612941366101,False,,,0,False,False
12,5,full,0.6202575770103199,0.7886175761352249,False,,,0,False,False
