event,particle,charge,layer_id,trajectory_step,x,y,z,r,phi,n_merged,t
0,1,1,1,1506,33.24759401397935,0.39999035188921345,1.75,33.25,0.012030075187969926,1,
0,-1,-1,1,1506,33.24759401397935,-0.39999035188921345,1.75,33.25,-0.012030075187969926,1,
0,1,1,2,2287,50.49198041028562,-0.8999523583685922,2.4000000000000004,50.5,-0.017821782178217824,1,
0,-1,-1,2,2287,50.49198041028562,0.8999523583685922,2.4000000000000004,50.5,0.017821782178217824,1,
0,1,1,3,4009,88.4997740113956,0.1999998297637342,4.4,88.49999999999999,0.002259887005649718,1,
0,-1,-1,3,4009,88.4997740113956,-0.1999998297637342,4.4,88.49999999999999,-0.002259887005649718,1,
0,1,1,4,5548,122.49950000034013,0.3499995238097182,6.0,122.5,0.0028571428571428576,1,
0,-1,-1,4,5548,122.49950000034013,-0.3499995238097182,6.0,122.5,-0.0028571428571428576,1,
0,1,1,5,13537,298.9986519930254,0.8978342573528427,13.74385100357663,299.0,0.0030027946709564155,1,0.29179344340653157
0,-1,-1,5,13537,298.9986812275171,-0.8880451596501142,13.96070161083025,299.0,-0.0029700550677574026,1,0.29179344340653157
0,1,1,6,16794,370.9999680021902,-0.1540856055759484,19.641422480879555,371.0,-0.00041532509435520087,1,0.4204646776694898
0,-1,-1,6,16794,370.99994084844917,0.20950047067441258,19.452606054963326,371.0,0.0005646913256294751,1,0.4204646776694898
0,1,1,7,20050,442.99880959769945,-1.0269834571755527,20.639862441749194,443.00000000000006,-0.0023182491581461876,1,0.7866152162583148
0,-1,-1,7,20050,442.9989535384625,0.962893466173554,23.457990469792403,443.00000000000006,0.002173576127227115,1,0.7866152162583148
0,1,1,8,23265,513.9999462734355,-0.2350125641495569,25.333670546621406,513.9999999999999,-0.0004572229033811199,1,0.3298805597521854
0,-1,-1,8,23265,513.9999366198055,0.255254453190533,24.703732696795406,513.9999999999999,0.0004966040149458227,1,0.3298805597521854
1,1,1,1,1506,30.566553860731993,13.086186804373918,1.75,33.25,0.40451127819548877,1,
1,-1,-1,1,1506,30.872532183968154,12.347034322048776,1.75,33.25,0.3804511278195488,1,
1,1,1,2,2287,47.00435716944452,18.461863586520447,2.4000000000000004,50.5,0.3742574257425743,1,
1,-1,-1,2,2287,46.29664574703583,20.171033502859206,2.4000000000000004,50.5,0.41089108910891087,1,
1,1,1,3,4009,81.6880817142233,34.04860211301452,4.4,88.5,0.39491525423728824,1,
1,-1,-1,3,4009,81.84113880198306,33.679043923403476,4.4,88.5,0.3903954802259888,1,
1,1,1,4,5548,113.04301390758087,47.19668427644546,6.0,122.49999999999999,0.39551020408163273,1,
1,-1,-1,4,5548,113.31086218337107,46.549957156382945,6.0,122.49999999999999,0.3897959183673469,1,
1,-1,-1,5,13542,275.9739423817052,115.06251833807238,14.541781623105932,299.0,0.3950176461098137,1,0.3706939554957335
1,1,1,5,13544,276.52471220513644,113.73250872053448,13.837946654373859,299.0,0.3902031292330492,1,0.02832582837237194
1,-1,-1,6,16806,342.8518856581418,141.75184126019855,18.97428222567914,371.00000000000006,0.39204648984535606,1,0.35142917296872533
1,1,1,6,16812,342.5531566171786,142.47222498300042,18.492439810975835,371.0,0.3941485562531203,1,0.24683117296019302
1,1,1,7,20071,409.17833021466095,169.7707103205435,21.360560667493417,443.0,0.3932903156588808,1,0.3027774972347812
1,-1,-1,7,20074,409.31966418722646,169.42966832776395,22.65019363534196,442.99999999999994,0.3924569795349667,1,0.5347627474222542
1,1,1,8,23292,474.90731469424264,196.61902870755827,25.521259000580915,514.0,0.39253008380430415,1,0.6765308708330985
1,-1,-1,8,23295,474.7478355209822,197.00378846139589,25.229069024033723,514.0,0.39334039843840546,1,0.13473205187853352
2,1,1,1,1506,23.23712881889255,23.782311583489804,1.75,33.25,0.7969924812030075,1,
2,-1,-1,1,1506,23.80255404999995,23.21639336108929,1.75,33.25,0.7729323308270678,1,
2,1,1,2,2287,36.348337416929084,35.05778611129164,2.4000000000000004,50.5,0.7673267326732673,1,
2,-1,-1,2,2287,35.075930359795564,36.33082863622535,2.4000000000000004,50.5,0.8029702970297031,1,
2,1,1,3,4009,62.442852423684606,62.71475250045993,4.4,88.5,0.7875706214689265,1,
2,-1,-1,3,4009,62.72567016571199,62.43188530120094,4.4,88.5,0.7830508474576271,1,
2,1,1,4,5548,86.38073512644222,86.8597639820385,6.0,122.5,0.7881632653061226,1,
2,-1,-1,4,5548,86.87566363985833,86.36474435285614,6.0,122.5,0.7824489795918368,1,
2,-1,-1,5,13545,211.55608801920215,211.29368571259198,15.58035485198882,299.0,0.7847776066673087,1,0.59505041459937
2,1,1,5,13546,211.25278021334776,211.59693488359176,14.006317132309949,299.0,0.7862120568020429,1,0.719916658453388
2,-1,-1,6,16805,261.7088425097095,262.96289044697556,18.819621328133184,371.0,0.7877883160785238,1,0.2296555296224832
2,1,1,6,16810,263.11214290338864,261.55878929370124,19.85989448975816,371.0,0.7824375475602584,1,0.6210585081898714
2,1,1,7,20063,314.19433179707625,312.2994106087759,21.175761672197957,443.0,0.7823735275846351,1,0.8632611879781418
2,-1,-1,7,20095,312.8036417728951,313.6923360453907,22.40410060164553,443.0,0.7868166779735806,1,0.1391594461115503
2,1,1,8,23260,363.6605160547918,363.2451363236161,26.45519813769573,514.0,0.7848267279097697,1,0.6107448027102677
2,-1,-1,8,23318,363.3236988757302,363.58202628190753,25.959883997526358,514.0,0.785753542900404,1,0.31756258372097257
3,1,1,1,1506,12.373935497248032,30.86175983818721,1.75,33.25,1.1894736842105265,1,
3,-1,-1,1,1506,13.066858650520961,30.574821422328956,1.75,33.25,1.166917293233083,1,
3,1,1,2,2287,20.14830859177802,46.30654015245022,2.4000000000000004,50.5,1.1603960396039603,1,
