layer_id,trajectory_step,t,x,y,z,r,phi,particle,charge,event
1,1506,0.1774503712370514,33.247657964462654,0.3946389211710753,1.6624152404746986,33.25,0.011869118411437377,1,1,0
2,2287,0.7530309909756806,50.49185387945468,-0.907023602668258,2.524642535810282,50.5,-0.017961829233032946,1,1,0
3,4009,0.43671333378301513,88.49977005748464,0.2017418457921906,4.425076634452042,88.49999999999999,0.002279570853284062,1,1,0
4,5548,0.6076626047917804,122.49948500787521,0.3552081155561534,6.125097216429355,122.5,0.0028996621495838105,1,1,0
5,13537,0.29179344340653157,298.9986829235813,0.8874739228128622,14.950232566815604,299.0,0.002968144568241865,1,1,0
6,16794,0.4204646776694898,370.99995652762686,-0.1796009436482129,18.550367409865746,371.0,-0.00048409959747493014,1,1,0
7,20050,0.7866152162583148,442.99895841254335,-0.9606484277473948,22.150390669709484,443.00000000000006,-0.0021685083084526653,1,1,0
8,23265,0.3298805597521854,513.9999442677044,-0.2393591373944583,25.700511953739962,513.9999999999999,-0.00046567927246222437,1,1,0
1,1506,0.1774503712370514,33.247657964462654,-0.3946389211710753,1.6624152404746986,33.25,-0.011869118411437377,-1,-1,0
2,2287,0.7530309909756806,50.49185387945468,0.907023602668258,2.524642535810282,50.5,0.017961829233032946,-1,-1,0
3,4009,0.43671333378301513,88.49977005748464,-0.2017418457921906,4.425076634452042,88.49999999999999,-0.002279570853284062,-1,-1,0
4,5548,0.6076626047917804,122.49948500787521,-0.3552081155561534,6.125097216429355,122.5,-0.0028996621495838105,-1,-1,0
5,13537,0.29179344340653157,298.9986829235813,-0.8874739228128622,14.950232566815604,299.0,-0.002968144568241865,-1,-1,0
6,16794,0.4204646776694898,370.99995652762686,0.1796009436482129,18.550367409865746,371.0,0.00048409959747493014,-1,-1,0
7,20050,0.7866152162583148,442.99895841254335,0.9606484277473948,22.150390669709484,443.00000000000006,0.0021685083084526653,-1,-1,0
8,23265,0.3298805597521854,513.9999442677044,0.2393591373944583,25.700511953739962,513.9999999999999,0.00046567927246222437,-1,-1,0
1,1506,0.17747187624868035,30.56580948248375,13.087925377251599,1.6624152640777374,33.25,0.4045681571637515,1,1,1
2,2287,0.753030809514105,46.9954935535998,18.48441466894637,2.524642535609927,50.5,0.3747372367597157,1,1,1
3,4009,0.4366485490162276,81.68592191785791,34.053783349719325,4.425076563339155,88.5,0.39497868215835136,1,1,1
4,5548,0.6077005463397485,113.03883339623606,47.20669597014798,6.12509725816746,122.49999999999999,0.3955987710658057,1,1,1
5,13544,0.02832582837237194,276.5294809398277,113.72091351703725,14.950250471335497,299.0,0.3901611977057622,1,1,1
6,16812,0.24683117296019302,342.5646252164018,142.44464732079683,18.55035386771989,371.0,0.3940680513737552,1,1,1
7,20071,0.3027774972347812,409.1759214527044,169.77651575918935,22.150438939001987,443.0,0.39330450374095877,1,1,1
8,23292,0.6765308708330985,474.92321342593635,196.58062302572574,25.700513199780726,514.0,0.39244921531108445,1,1,1
1,1506,0.17746883978529204,30.867852143702,12.358729871412837,1.6624152607450369,33.25,0.3808299900294792,-1,-1,1
2,2287,0.753073858682149,46.30128701455999,20.160377496350076,2.524642583141221,50.5,0.4106609326433334,-1,-1,1
3,4009,0.43658475224285315,81.84033164117368,33.68100528284016,4.425076493310768,88.5,0.3904194457907076,-1,-1,1
4,5548,0.607671496153586,113.31069888373781,46.55035465470588,6.125097226210416,122.5,0.3897994264035731,-1,-1,1
5,13542,0.3706939554957335,275.968337799351,115.0759598363764,14.950256541672278,299.0,0.3950663522835714,-1,-1,1
6,16806,0.35142917296872533,342.85880033763164,141.73511573015372,18.550367111016808,371.00000000000006,0.39199770679331075,-1,-1,1
7,20074,0.5347627474222542,409.3250310046234,169.41670222579614,22.150441271852817,442.99999999999994,0.39242530253994584,-1,-1,1
8,23295,0.13473205187853352,474.77573937858944,196.93653114014603,25.700510443039878,514.0,0.3931987330329004,-1,-1,1
1,1506,0.17750711298913194,23.230595506645173,23.788693373252705,1.662415302752172,33.25,0.7972671574353991,1,1,2
2,2287,0.7530898713283802,36.344496833474,35.06176763829227,2.524642600821047,50.5,0.7674362765378779,1,1,2
3,4009,0.43658391907985467,62.43612962517878,62.72144543477831,4.425076492396222,88.5,0.7876778121939334,1,1,2
4,5548,0.6075138340788466,86.369051783021,86.87138132953703,6.1250970527721496,122.5,0.788297764429842,1,1,2
5,13546,0.719916658453388,211.240454685389,211.60923964777652,14.950293497077487,299.0,0.7862703051391279,1,1,2
6,16810,0.6210585081898714,263.12690772481824,261.5439359480066,18.550286630201928,371.0,0.7823810966158714,1,1,2
7,20063,0.8632611879781418,314.1916006008367,312.3021583529072,22.15034318547449,443.0,0.7823822729877057,1,1,2
8,23260,0.6107448027102677,363.6407049713391,363.26496897987215,25.70051050381908,514.0,0.7848812655777337,1,1,2
1,1506,0.17750711298913194,23.788693373252705,23.230595506645173,1.662415302752172,33.25,0.7735291693594974,-1,-1,2
2,2287,0.7530898713283802,35.06176763829227,36.344496833474,2.524642600821047,50.5,0.8033600502570187,-1,-1,2
3,4009,0.43658391907985467,62.72144543477831,62.43612962517878,4.425076492396222,88.5,0.7831185146009633,-1,-1,2
