layer_id,trajectory_step,t,x,y,z,r,phi,particle,charge,event
1,561,0.46622923406810207,33.233758613758056,-1.0391286746415291,1.3293720864236451,33.25,-0.031257079686836865,1,1,0
2,853,0.6860726998605,50.488243590608484,1.0896142140139122,2.019561803716224,50.5,0.02157819358453342,1,1,0
3,1491,0.2876538104252834,88.49758542530346,0.6537383965459194,3.5399601226164688,88.5,0.007386941717486842,1,1,0
4,2058,0.629353191314851,122.49867176162,0.5704530119867168,4.900025182593719,122.50000000000001,0.00465677611230852,1,1,0
5,5027,0.7864283918559748,298.9962134557309,1.5047721206129951,11.960040991913493,299.0,0.005032703922420591,1,1,0
6,6299,0.5297151554136373,370.9861619363126,3.204317675271899,14.83968388853746,371.00000000000006,0.00863708225211786,1,1,0
7,7569,0.7459686703069579,442.99668114304933,-1.7147875213761283,17.720150365171445,443.0,-0.003870861859271323,1,1,0
8,8823,0.21375351605898354,513.9984585177417,-1.2588253990661975,20.56026562018041,514.0,-0.002449079100137049,1,1,0
1,561,0.46622923406810207,33.233758613758056,1.0391286746415291,1.3293720864236451,33.25,0.031257079686836865,-1,-1,0
2,853,0.6860726998605,50.488243590608484,-1.0896142140139122,2.019561803716224,50.5,-0.02157819358453342,-1,-1,0
3,1491,0.2876538104252834,88.49758542530346,-0.6537383965459194,3.5399601226164688,88.5,-0.007386941717486842,-1,-1,0
4,2058,0.629353191314851,122.49867176162,-0.5704530119867168,4.900025182593719,122.50000000000001,-0.00465677611230852,-1,-1,0
5,5027,0.7864283918559748,298.9962134557309,-1.5047721206129951,11.960040991913493,299.0,-0.005032703922420591,-1,-1,0
6,6299,0.5297151554136373,370.9861619363126,-3.204317675271899,14.83968388853746,371.00000000000006,-0.00863708225211786,-1,-1,0
7,7569,0.7459686703069579,442.99668114304933,1.7147875213761283,17.720150365171445,443.0,0.003870861859271323,-1,-1,0
8,8823,0.21375351605898354,513.9984585177417,1.2588253990661975,20.56026562018041,514.0,0.002449079100137049,-1,-1,0
1,561,0.46621779428049087,31.10164718824174,11.757977809901448,1.3293720593604441,33.25,0.3614419604495396,1,1,1
2,853,0.6860613272522557,46.228077320762246,20.327687207983775,2.0195617759836044,50.5,0.41427728795919355,1,1,1
3,1489,0.23479519985287634,81.67073554339763,34.090188556246034,3.540043516494875,88.5,0.39542439654171097,1,1,1
4,2060,0.17148587358760942,112.91747408634373,47.49625296757514,4.9000050857749295,122.49999999999999,0.39816171646133214,1,1,1
5,5014,0.14068571013843623,276.2599131586455,114.37421204789864,11.960191205570428,299.00000000000006,0.3925248401116462,1,1,1
6,6212,0.10351719407836832,342.77816218797216,141.93002334614144,14.840237599235776,371.0,0.3925662514354186,1,1,1
7,7420,0.6733763545609208,409.1190354404615,169.91355107897192,17.72027537177864,443.0,0.3936394326497763,1,1,1
8,8618,0.9682613665074938,474.97440032327097,196.4569139469241,20.560327081173956,514.0,0.39218874707469426,1,1,1
1,561,0.46619825974090595,30.30633075975028,13.678041375892017,1.3293720131474207,33.25,0.42395625526163233,-1,-1,1
2,853,0.6860674925664471,47.06203209946161,18.314342321504345,2.019561791018002,50.5,0.3711208932314022,-1,-1,1
