event,particle,charge,layer_id,trajectory_step,x,y,z,r,phi,n_merged,t
4,1,1,7,80267,0.05725872667647022,442.99999629959166,88.38518066663974,443.0,1.5706670745898494,1,0.6738423503266354
4,-1,-1,8,93062,0.4790126564315153,513.9997767965226,102.44934118274563,514.0000000000001,1.5698643954218066,1,0.16692990625693832
4,1,1,8,93102,0.3242727691405904,513.9998977112458,101.49360062696614,514.0,1.5701654458792327,1,0.9822311714151222
5,1,1,1,6012,-13.380686304169163,30.438786671439775,6.75,33.25,1.9849624060150375,1,
5,-1,-1,1,6012,-12.087572594865502,30.97503977017393,6.75,33.25,1.942857142857143,1,
5,1,1,2,9132,-18.391835029087435,47.03180205204594,10.0,50.5,1.9435643564356437,1,
5,-1,-1,2,9132,-20.285370814675165,46.246661835327366,10.0,50.5,1.9841584158415841,1,
5,1,1,3,16007,-33.80340819404048,81.78985019222787,17.6,88.5,1.9627118644067798,1,
5,-1,-1,3,16007,-33.94198643824873,81.73243882710058,17.6,88.5,1.9644067796610172,1,
5,1,1,4,22158,-46.71404710729993,113.24331239793794,24.400000000000002,122.5,1.9620408163265308,1,
5,-1,-1,4,22158,-47.03740831877952,113.10938165621988,24.400000000000002,122.5,1.9648979591836737,1,
5,1,1,5,54063,-113.7543199484366,276.51574040742906,59.036772297934874,298.99999999999994,1.9610783335414723,1,0.2375590390686266
5,-1,-1,5,54113,-114.17739688869523,276.3413143916801,60.32274206638982,299.0,1.9626088443814778,1,0.4694676094141611
5,1,1,6,67101,-141.7197703884488,342.8651435784124,73.76310691659518,371.0,1.962749276971967,1,0.559142902350451
5,-1,-1,6,67153,-141.853887578667,342.80967690369954,74.09169492991985,370.99999999999994,1.9631404746198944,1,0.07343648085323205
5,-1,-1,7,80225,-169.9512808835221,409.10336362104164,88.51457098954734,443.0,1.9645279832815337,1,0.46492660023395843
5,1,1,7,80254,-169.1923524075631,409.4178157906602,89.17196276208055,443.0,1.9626735944701812,1,0.41609549227103537
5,1,1,8,93036,-196.32802679301022,475.0276896093143,102.82269763866346,514.0,1.9627137330915254,1,0.49034275134668354
5,-1,-1,8,93072,-196.5376837681111,474.94098460657824,101.12957979633411,514.0,1.9631551307447057,1,0.6101478733997717
6,1,1,1,6012,-24.00554952551698,23.006435881682137,6.75,33.25,2.377443609022557,1,
6,-1,-1,1,6012,-23.015867673892103,23.996506729478114,6.75,33.25,2.335338345864662,1,
6,1,1,2,9132,-34.96755291293749,36.43515120430978,10.0,50.5,2.3356435643564355,1,
6,-1,-1,2,9132,-36.417390254690844,34.986049891886175,10.0,50.5,2.376237623762376,1,
6,1,1,3,16007,-62.52715975595812,62.63069768773849,17.6,88.5,2.3553672316384184,1,
6,-1,-1,3,16007,-62.63322361798365,62.52462954084298,17.6,88.5,2.357062146892656,1,
6,1,1,4,22158,-86.49049927799331,86.75046705720632,24.400000000000002,122.5,2.3546938775510204,1,
6,-1,-1,4,22158,-86.73800439587147,86.50299759789705,24.400000000000002,122.5,2.3575510204081636,1,
6,1,1,5,53978,-211.52567259728607,211.3241345238771,58.64797077815177,298.99999999999994,2.3566711087333827,1,0.21835298776559106
6,-1,-1,5,54046,-211.52399829734097,211.32581040731043,59.56647115782692,299.00000000000006,2.356663185864989,1,0.27857135387527615
6,-1,-1,6,67204,-261.5540452294459,263.11685887474596,73.81235919998137,371.0,2.3532158439378303,1,0.37905886965886765
6,1,1,6,67267,-262.2247699679557,262.44841400788215,73.1555754912922,371.0,2.3557682362247094,1,0.7500823517061145
6,-1,-1,7,80309,-314.18387051025434,312.3099350183976,86.60302001426139,443.0,2.3591856289500974,1,0.18329963573407387
6,1,1,7,80380,-313.3740445267999,313.12251311094707,90.11419913358748,443.0,2.3565959790740814,1,0.33956354068362077
6,-1,-1,8,93252,-362.22357015554053,364.6780569540402,103.08341734679817,514.0,2.3528178607027788,1,0.46415072236504556
6,1,1,8,93324,-363.1833195450415,363.7222517309661,103.66371578613541,514.0,2.35545308428149,1,0.39273461707540364
7,1,1,1,6012,-30.97978748615736,12.075399260998696,6.75,33.25,2.7699248120300752,1,
7,-1,-1,1,6012,-30.444042589533254,13.36872360424455,6.75,33.25,2.7278195488721804,1,
7,1,1,2,9132,-46.25644022715258,20.263063379258835,10.0,50.5,2.728712871287129,1,
7,-1,-1,2,9132,-47.040667087507536,18.36914913550122,10.0,50.5,2.769306930693069,1,
7,1,1,3,16007,-81.73380995374282,33.938684571524725,17.6,88.5,2.748022598870057,1,
7,-1,-1,3,16007,-81.79121572051906,33.800104008116826,17.6,88.5,2.749717514124294,1,
7,1,1,4,22158,-113.10260321830229,47.0537049045373,24.400000000000002,122.5,2.7473469387755105,1,
7,-1,-1,4,22158,-113.23658054929764,46.730362993480234,24.400000000000002,122.5,2.750204081632653,1,
7,-1,-1,5,53898,-275.96256538440724,115.08980192205031,60.01259403919117,299.0,2.7464761425432638,1,0.38243805916230056
7,1,1,5,53986,-276.0911874732695,114.78090520465463,58.12731447174913,298.99999999999994,2.747595224457152,1,0.41892856873246287
7,-1,-1,6,67313,-343.6635670285477,139.7725033660588,75.78107811735183,371.0,2.755312479424324,1,0.6571907932768513
7,1,1,6,67337,-341.85344084600234,144.1430712235201,73.59024521669949,371.0,2.742561494137572,1,0.5189835008239078
7,-1,-1,7,79962,-409.52853342691577,168.92418509260162,89.02097656369597,443.0,2.750370294030609,1,0.21553283053550926
7,1,1,7,80064,-409.4163097782574,169.19599666526975,88.63242044756635,443.0,2.7497064848255266,1,0.46691429091441317
7,1,1,8,93458,-475.98676329246166,193.9912399320291,102.52897632790156,514.0,2.754589540974003,1,0.039457055669228164
7,-1,-1,8,93527,-475.0584032863689,196.25369669640804,101.42921942806349,514.0,2.7498317175267704,1,0.7552916980375791
8,1,1,1,6012,-33.242463422800036,-0.7079022416986505,6.75,33.25,-3.1203007518796992,1,
8,-1,-1,1,6012,-33.242463422800036,0.7079022416986505,6.75,33.25,3.1203007518796992,1,
8,1,1,2,9132,-50.489075630551156,1.0503532608056865,10.0,50.5,3.1207920792079213,1,
8,-1,-1,2,9132,-50.489075630551156,-1.0503532608056865,10.0,50.5,-3.1207920792079213,1,
8,1,1,3,16007,-88.49996297809844,0.08094983140888751,17.6,88.5,3.140677966101695,1,
8,-1,-1,3,16007,-88.49996297809844,-0.08094983140888751,17.6,88.5,-3.140677966101695,1,
8,1,1,4,22158,-122.49991406519868,0.14510003082003461,24.400000000000002,122.50000000000001,3.140408163265306,1,
8,-1,-1,4,22158,-122.49991406519865,-0.14510003081992578,24.400000000000002,122.50000000000001,-3.140408163265307,1,
8,1,1,5,53986,-298.99999015621404,-0.07672407662154812,58.729956988067,299.00000000000006,-3.141336051324029,1,0.05041192906002658
8,-1,-1,5,54060,-298.9999999937248,-0.0019371427766321635,60.77701322058581,298.99999999999994,3.1415991323281767,1,0.7780149952453042
8,-1,-1,6,67082,-370.99988161687367,0.2963785851624382,77.58598759030906,371.00000000000006,3.140793789393873,1,0.8679805953431527
8,1,1,6,67149,-370.9998506830669,0.33285603802675345,72.60896098935096,371.0,3.140695467383104,1,0.55135310612485
8,-1,-1,7,80158,-442.9995163146228,0.6546334930795865,87.45913469721343,443.0,3.1401149250766296,1,0.4829616123092047
8,1,1,7,80233,-442.9998543689034,0.3592062504378365,88.34928342196316,443.0,3.1407818041771534,1,0.4882288025189578
8,-1,-1,8,93136,-513.9990389540148,-0.9939589272921372,103.11856294845066,514.0,-3.13965888015249,1,0.45816185072385995
8,1,1,8,93217,-513.9997634068645,-0.4931710527328852,101.63010546710532,514.0,-3.1406331766862885,1,0.4569360337300993
9,1,1,1,6012,-30.444042589533254,-13.36872360424455,6.75,33.25,-2.7278195488721804,1,
9,-1,-1,1,6012,-30.97978748615736,-12.075399260998696,6.75,33.25,-2.7699248120300752,1,
9,1,1,2,9132,-47.040667087507536,-18.36914913550122,10.0,50.5,-2.769306930693069,1,
9,-1,-1,2,9132,-46.25644022715258,-20.263063379258835,10.0,50.5,-2.728712871287129,1,
9,1,1,3,16007,-81.79121572051906,-33.800104008116826,17.6,88.5,-2.749717514124294,1,
9,-1,-1,3,16007,-81.73380995374282,-33.938684571524725,17.6,88.5,-2.748022598870057,1,
9,1,1,4,22158,-113.23658054929764,-46.730362993480234,24.400000000000002,122.5,-2.750204081632653,1,
9,-1,-1,4,22158,-113.10260321830229,-47.0537049045373,24.400000000000002,122.5,-2.7473469387755105,1,
9,-1,-1,5,54099,-275.9299195606929,-115.16804891648353,59.240422073031674,299.0,-2.746192583712356,1,0.7137387856064213
9,1,1,5,54142,-276.16986531448345,-114.59147216167557,59.3229639685796,299.0,-2.748281251598097,1,0.8084346522586903
9,-1,-1,6,67162,-342.93704782606807,-141.54568601105822,76.25668499993358,371.0,-2.750147384419968,1,0.8160027875356801
9,1,1,6,67204,-342.72795654705385,-142.05121541571117,74.04262054650788,371.0,-2.7486728179485014,1,0.5500035119050793
9,-1,-1,7,80193,-409.53788761807664,-168.9015056336788,89.74696665066641,443.0,-2.750425672833437,1,0.07998913153320023
9,1,1,7,80227,-409.32063054367404,-169.4273337195893,88.78926576753605,443.0,-2.749141377678725,1,0.39341304910431213
9,1,1,8,93069,-474.71271466113654,-197.0884028527663,101.60683853989246,514.0,-2.7480740183807706,1,0.6266587819716892
9,-1,-1,8,93108,-474.892005741,-196.65600139149075,101.43369413083718,514.0,-2.7489847161102583,1,0.7184836798590091
10,1,1,1,6012,-23.015867673892103,-23.996506729478114,6.75,33.25,-2.335338345864662,1,
10,-1,-1,1,6012,-24.00554952551698,-23.006435881682137,6.75,33.25,-2.377443609022557,1,
10,1,1,2,9132,-36.417390254690844,-34.986049891886175,10.0,50.5,-2.376237623762376,1,
10,-1,-1,2,9132,-34.96755291293749,-36.43515120430978,10.0,50.5,-2.3356435643564355,1,
10,1,1,3,16007,-62.63322361798365,-62.52462954084298,17.6,88.5,-2.357062146892656,1,
10,-1,-1,3,16007,-62.52715975595812,-62.63069768773849,17.6,88.5,-2.3553672316384184,1,
10,1,1,4,22158,-86.73800439587147,-86.50299759789705,24.400000000000002,122.5,-2.3575510204081636,1,
10,-1,-1,4,22158,-86.49049927799331,-86.75046705720632,24.400000000000002,122.5,-2.3546938775510204,1,
10,-1,-1,5,54047,-212.0525981073484,-210.79538808029787,59.75724319472709,299.0,-2.359167677634645,1,0.7657708440034936
10,1,1,5,54120,-211.71452912640575,-211.13492879385043,58.963476614919024,299.0,-2.357565190706939,1,0.5180993336997342
10,-1,-1,6,67116,-262.8199924083189,-261.8523469256886,74.72326557923171,371.0,-2.358038773401077,1,0.13043538152678938
10,1,1,6,67176,-262.6771557357781,-261.9956332738425,73.25304943925633,371.0,-2.3574934370653464,1,0.03630731195056683
10,-1,-1,7,80334,-312.58663690486816,-313.90857654499365,87.18518882780131,443.0,-2.3540844378729573,1,0.3138948457383244
10,1,1,7,80401,-312.885995007746,-313.6101945537051,87.55964960805619,443.0,-2.3550385386710726,1,0.15714844183462548
10,1,1,8,93234,-364.14531003266984,-362.7591393489774,103.25457343852202,514.0,-2.358101438216427,1,0.07919579664376715
10,-1,-1,8,93304,-363.89262673710334,-363.012611635424,103.00837688649173,514.0,-2.357405122094963,1,0.9609296414405504
11,1,1,1,6012,-12.087572594865502,-30.97503977017393,6.75,33.25,-1.942857142857143,1,
11,-1,-1,1,6012,-13.380686304169163,-30.438786671439775,6.75,33.25,-1.9849624060150375,1,
11,1,1,2,9132,-20.285370814675165,-46.246661835327366,10.0,50.5,-1.9841584158415841,1,
11,-1,-1,2,9132,-18.391835029087435,-47.03180205204594,10.0,50.5,-1.9435643564356437,1,
11,1,1,3,16007,-33.94198643824873,-81.73243882710058,17.6,88.5,-1.9644067796610172,1,
11,-1,-1,3,16007,-33.80340819404048,-81.78985019222787,17.6,88.5,-1.9627118644067798,1,
11,1,1,4,22158,-47.03740831877952,-113.10938165621988,24.400000000000002,122.5,-1.9648979591836737,1,
11,-1,-1,4,22158,-46.71404710729993,-113.24331239793794,24.400000000000002,122.5,-1.9620408163265308,1,
11,1,1,5,53965,-114.59056827215618,-276.1702403646423,59.99036006950672,299.0,-1.9641044558411374,1,0.9895689547352257
11,-1,-1,5,54030,-114.60865533817228,-276.16273485315867,61.586252948835835,299.0,-1.9641699491823688,1,0.19303792492321128
11,1,1,6,67146,-142.9508537621239,-342.3536963560929,74.53720057451795,371.0,-1.9663425291633458,1,0.535799176943333
11,-1,-1,6,67211,-142.45175519761096,-342.56166954450686,72.7854891478441,371.0,-1.9648851272681047,1,0.8687664870679577
11,1,1,7,80269,-168.69696023990497,-409.6221864179428,88.86141816016243,443.0,-1.9614639048190987,1,0.08219949804196566
11,-1,-1,7,80332,-169.86945903842891,-409.13734477066686,90.52214550343601,443.0,-1.9643279887225211,1,0.5113992835229004
11,-1,-1,8,93146,-198.00533048660628,-474.3309910799523,102.59957312323068,514.0,-1.966247280490385,1,0.42484067109635515
11,1,1,8,93208,-197.34193940738413,-474.6073734687782,104.0914336092535,514.0,-1.964849105443545,1,0.3249084356602127
12,1,1,1,6012,0.678930678834802,-33.24306774552158,6.75,33.25,-1.5503759398496242,1,
12,-1,-1,1,6012,-0.720965627228506,-33.24218266847643,6.75,33.25,-1.5924812030075188,1,
12,1,1,2,9132,-1.0247151643726415,-50.489602482411215,10.0,50.5,-1.5910891089108912,1,
12,-1,-1,2,9132,1.025144082291481,-50.48959377545577,10.0,50.5,-1.5504950495049508,1,
12,1,1,3,16007,-0.08452506580118277,-88.49995963565888,17.6,88.5,-1.5717514124293785,1,
12,-1,-1,3,16007,0.06547491537541093,-88.49997577985802,17.6,88.5,-1.5700564971751414,1,
12,1,1,4,22158,-0.17744990556622908,-122.49987147556938,24.400000000000002,122.50000000000001,-1.5722448979591837,1,
12,-1,-1,4,22158,0.17254997531617008,-122.49987847547449,24.400000000000002,122.50000000000001,-1.5693877551020408,1,
12,1,1,5,54190,0.12528808799426158,-298.9999737506594,61.50006169394401,299.0,-1.570377303076968,1,0.6982225028724266
12,-1,-1,5,54221,-1.6433859290859236,-298.99548371620614,61.43655337133343,299.0,-1.5762926284784429,1,0.8047439680623206
12,1,1,6,67196,1.136115838669077,-370.9982604282682,73.16769037915202,371.0,-1.5677340151658583,1,0.5402896226621227
12,-1,-1,6,67251,0.44122856939913124,-370.9997376243676,74.95285597580002,371.00000000000006,-1.5696070311792276,1,0.590932708145262
12,1,1,7,80263,-0.7563541305153527,-442.9993543205557,88.14921261057079,443.0,-1.572503673291469,1,0.22201071990647095
12,-1,-1,7,80326,-0.5651752697680861,-442.99963947718334,88.55052233138294,442.99999999999994,-1.5720721178176627,1,0.10935022682019152
12,-1,-1,8,93233,-0.7841931242848447,-513.9994017906478,101.3942966132497,513.9999999999999,-1.5723219949437446,1,0.5741145365144109
12,1,1,8,93288,-0.17463470017702779,-513.9999703333858,102.61862327764187,514.0,-1.5711360830274586,1,0.11821194159740643
13,1,1,1,6012,13.387969013555036,-30.435584201590256,6.75,33.25,-1.1563909774436092,1,
13,-1,-1,1,6012,12.09498365061491,-30.972146688457972,6.75,33.25,-1.1984962406015038,1,
13,1,1,2,9132,18.392234571763467,-47.03164580851099,10.0,50.5,-1.198019801980198,1,
13,-1,-1,2,9132,20.285763687380154,-46.24648950590486,10.0,50.5,-1.1574257425742576,1,
13,1,1,3,16007,33.78580165383595,-81.79712468423114,17.6,88.5,-1.1790960451977401,1,
13,-1,-1,3,16007,33.92439225297524,-81.73974315023429,17.6,88.5,-1.1774011299435028,1,
13,1,1,4,22158,46.70951739729184,-113.2451808445379,24.400000000000002,122.5,-1.1795918367346938,1,
13,-1,-1,4,22158,47.032883965671594,-113.11126303720454,24.400000000000002,122.5,-1.1767346938775511,1,
13,1,1,5,54071,113.50157167429033,-276.61958214751525,59.41689623621555,299.0,-1.181428194994467,1,0.08843457991059556
13,-1,-1,5,54131,114.22967708648063,-276.31970771683723,61.35615583858685,299.0,-1.178794614763482,1,0.5010257957637744
13,1,1,6,67104,142.2694413463811,-342.6374265298358,72.66730451423102,371.0,-1.177239674854785,1,0.41380377416420644
13,-1,-1,6,67172,142.07573018576198,-342.71779482860615,73.39864742134898,371.0,-1.1778049617291648,1,0.6599412844916535
13,-1,-1,7,80095,169.4094797894431,-409.3280202447302,88.88838584864746,443.00000000000006,-1.1783886689368874,1,0.9970422439894159
13,1,1,7,80166,169.38228134672136,-409.33927586511913,88.04545326667123,443.0,-1.1784551145927502,1,0.07794032192767483
13,1,1,8,93119,197.44494885763658,-474.56452898484235,103.97130100749175,514.0,-1.1765264969470255,1,0.4012029200994621
13,-1,-1,8,93185,197.2343792709164,-474.6520827233525,101.55027419950268,514.0,-1.1769701671918753,1,0.7693255242171748
14,1,1,1,6012,24.01105359123387,-23.000691412192268,6.75,33.25,-0.7639097744360903,1,
14,-1,-1,1,6012,23.021608662318073,-23.99099903295153,6.75,33.25,-0.806015037593985,1,
14,1,1,2,9132,34.96786243462316,-36.4348541475504,10.0,50.5,-0.805940594059406,1,
14,-1,-1,2,9132,36.41768746595647,-34.985740518558664,10.0,50.5,-0.7653465346534655,1,
14,1,1,3,16007,62.51367667307568,-62.644155583854385,17.6,88.5,-0.7864406779661018,1,
14,-1,-1,3,16007,62.65508563436289,-62.50272189393557,17.6,88.5,-0.784180790960452,1,
14,1,1,4,22158,86.48702923597494,-86.75392656206182,24.400000000000002,122.5,-0.7869387755102041,1,
14,-1,-1,4,22158,86.73454425230264,-86.50646700302443,24.400000000000002,122.5,-0.7840816326530613,1,
14,1,1,5,54031,211.9209997726293,-210.9276886882546,60.06936996536403,299.0,-0.7830490742684584,1,0.35188949502484257
14,-1,-1,5,54082,211.71480093473122,-211.13465623901524,61.20352608136339,299.0,-0.7840261755141444,1,0.8449841814552219
14,-1,-1,6,67154,261.6933874780276,-262.97827087095027,73.4469276304853,371.0,-0.7878470870316804,1,0.23148114773738848
14,1,1,6,67219,262.3291958366869,-262.34403559386897,76.38307587119101,371.0,-0.7854264472059012,1,0.8448593465294468
14,1,1,7,80159,313.6984644962965,-312.79749579027293,88.27363498528015,443.0,-0.7839600566225887,1,0.3579119554174614
14,-1,-1,7,80223,313.4614478105077,-313.0350151924547,88.41837077747668,443.0,-0.7847175010515615,1,0.4488993513791965
14,1,1,8,93083,364.1762426814467,-362.7280858527832,102.12279023651773,514.0,-0.7834059412357008,1,0.6236260432397641
14,-1,-1,8,93151,363.96612043786917,-362.93892485293793,102.1939686199229,514.0,-0.7839850559938616,1,0.036792901089151814
15,1,1,1,6012,30.982675881695172,-12.067986377595238,6.75,33.25,-0.3714285714285715,1,
15,-1,-1,1,6012,30.44724045428909,-13.361438871570002,6.75,33.25,-0.41353383458646614,1,
15,1,1,2,9132,46.256612363731655,-20.262670422021564,10.0,50.5,-0.4128712871287129,1,
15,-1,-1,2,9132,47.04082313492737,-18.368749516188675,10.0,50.5,-0.37227722772277233,1,
15,1,1,3,16007,81.72650255423906,-33.95627747931089,17.6,88.5,-0.39378531073446327,1,
15,-1,-1,3,16007,81.80303114697374,-33.771498266544896,17.6,88.5,-0.39152542372881355,1,
15,1,1,4,22158,113.11991902320214,-47.01206143304277,24.400000000000002,122.5,-0.3938775510204082,1,
15,-1,-1,4,22158,113.23471126889173,-46.734892359464396,24.400000000000002,122.5,-0.39142857142857146,1,
